date,Tennessee-apple-driving,Tennessee-apple-walking,Tennessee-google-retail_and_recreation,Tennessee-google-grocery_and_pharmacy,Tennessee-google-parks,Tennessee-google-transit_stations,Tennessee-google-workplaces,Tennessee-google-residential,Tennessee-jh_beta_7,Tennessee-jh_gamma_7,Tennessee-cdc_beta_7,Tennessee-cdc_gamma_7,Tennessee-jh_beta_14,Tennessee-jh_gamma_14,Tennessee-cdc_beta_14,Tennessee-cdc_gamma_14,Tennessee-jh_beta_30,Tennessee-jh_gamma_30,Tennessee-cdc_beta_30,Tennessee-cdc_gamma_30,Tennessee-census_pop,Tennessee-jh_confirmed,Tennessee-jh_death,Tennessee-cdc_confirmed,Tennessee-cdc_death,Tennessee-jh_confirmed_ratio,Tennessee-jh_death_ratio,Tennessee-cdc_confirmed_ratio,Tennessee-cdc_death_ratio
05-31-2021,139.78,156.19,-4.0,4.0,143.0,-5.0,-69.0,14.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,862401,12441,861349,12475,0.1262818900206672,0.0018217430102088,0.1261278450366032,0.0018267216503782
06-01-2021,157.3,168.31,5.0,13.0,84.0,2.0,-27.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,863004,12456,861501,12481,0.1263701876683768,0.001823939469107,0.1261501024867722,0.0018276002339375
06-02-2021,157.41,167.38,3.0,10.0,50.0,-1.0,-26.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,863328,12465,861877,12484,0.126417631180579,0.001825257344446,0.1262051603898216,0.0018280395257171
06-03-2021,171.32,197.8,5.0,11.0,52.0,2.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,863620,12472,862138,12491,0.1264603889137983,0.0018262823585985,0.1262433787746512,0.0018290645398696
06-04-2021,198.55,252.88,0.0,5.0,93.0,7.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,863840,12476,862417,12495,0.126492603644306,0.0018268680809714,0.1262842329101587,0.0018296502622425
06-05-2021,189.22,262.1,-1.0,10.0,137.0,20.0,-5.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,863840,12476,862646,12497,0.126492603644306,0.0018268680809714,0.1263177655160053,0.0018299431234289
06-06-2021,141.84,162.49,2.0,7.0,57.0,11.0,-12.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,863840,12476,862803,12504,0.126492603644306,0.0018268680809714,0.1263407551191403,0.0018309681375814
06-07-2021,159.72,177.45,4.0,7.0,56.0,3.0,-26.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,864195,12479,862912,12505,0.1265445865048979,0.001827307372751,0.1263567160538009,0.0018311145681747
06-08-2021,159.9,174.38,4.0,9.0,72.0,-1.0,-25.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,864384,12492,863203,12507,0.1265722618870159,0.0018292109704628,0.126399327356427,0.0018314074293611
06-09-2021,161.9,173.77,4.0,10.0,58.0,-2.0,-25.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,864583,12494,863382,12514,0.126601401575066,0.0018295038316493,0.1264255384326127,0.0018324324435136
06-10-2021,173.02,199.9,3.0,9.0,64.0,2.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,864945,12496,863589,12518,0.1266544094498104,0.0018297966928357,0.1264558495654086,0.0018330181658865
06-11-2021,198.44,252.19,-2.0,3.0,63.0,5.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,865085,12498,863796,12524,0.1266749097328608,0.0018300895540221,0.1264861606982045,0.0018338967494458
06-12-2021,194.51,274.33,-1.0,9.0,122.0,17.0,-6.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,865085,12498,863963,12530,0.1266749097328608,0.0018300895540221,0.1265106146072716,0.0018347753330051
06-13-2021,155.12,183.03,5.0,11.0,99.0,14.0,-11.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,865085,12498,864076,12536,0.1266749097328608,0.0018300895540221,0.1265271612643051,0.0018356539165644
06-14-2021,170.08,202.29,6.0,9.0,78.0,5.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,865085,12498,864162,12539,0.1266749097328608,0.0018300895540221,0.1265397542953218,0.001836093208344
06-15-2021,173.19,202.67,8.0,13.0,106.0,3.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,865511,12504,864367,12541,0.1267372891655711,0.0018309681375814,0.1265697725669312,0.0018363860695305
06-16-2021,177.35,205.05,8.0,13.0,101.0,3.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,865750,12506,864540,12546,0.1267722860773499,0.0018312609987679,0.1265951050595577,0.0018371182224966
06-17-2021,188.46,219.04,5.0,10.0,94.0,6.0,-26.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,865750,12506,864722,12550,0.1267722860773499,0.0018312609987679,0.1266217554275231,0.0018377039448694
06-18-2021,213.47,270.05,0.0,6.0,98.0,10.0,-28.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,866027,12516,864866,12554,0.1268128473516709,0.0018327253047001,0.1266428414329463,0.0018382896672423
06-19-2021,196.23,272.05,0.0,13.0,139.0,20.0,-8.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,866027,12516,865024,12561,0.1268128473516709,0.0018327253047001,0.1266659774666746,0.0018393146813948
06-20-2021,146.41,165.59,6.0,14.0,98.0,13.0,-14.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,866027,12516,865136,12567,0.1268128473516709,0.0018327253047001,0.1266823776931148,0.0018401932649541
06-21-2021,161.75,178.63,0.0,3.0,52.0,5.0,-27.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,866324,12524,865225,12571,0.1268563372378563,0.0018338967494458,0.1266954100159111,0.001840778987327
06-22-2021,171.16,195.09,6.0,11.0,100.0,4.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,866419,12534,865438,12574,0.1268702481442118,0.001835361055378,0.1267265997322663,0.0018412182791066
06-23-2021,177.72,204.49,6.0,11.0,103.0,3.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,866608,12539,865643,12579,0.1268979235263298,0.001836093208344,0.1267566180038757,0.0018419504320727
06-24-2021,186.67,219.22,4.0,8.0,90.0,5.0,-26.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,866670,12543,865824,12586,0.1269070022231092,0.0018366789307169,0.1267831219412479,0.0018429754462252
06-25-2021,211.63,276.33,0.0,3.0,93.0,8.0,-26.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,866670,12543,866017,12590,0.1269070022231092,0.0018366789307169,0.1268113830457387,0.0018435611685981
06-26-2021,199.8,290.45,-1.0,8.0,139.0,23.0,-5.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,866738,12550,866201,12597,0.126916959503448,0.0018377039448694,0.1268383262748906,0.0018445861827506
06-27-2021,155.8,183.82,5.0,8.0,92.0,14.0,-11.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,866738,12550,866305,12600,0.126916959503448,0.0018377039448694,0.1268535550565852,0.0018450254745303
06-28-2021,167.45,193.58,4.0,5.0,67.0,6.0,-28.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,866883,12557,866438,12603,0.1269381919394644,0.0018387289590219,0.126873030325483,0.0018454647663099
06-29-2021,167.94,188.59,2.0,5.0,71.0,1.0,-29.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,866841,12564,866701,12604,0.1269320418545493,0.0018397539731745,0.1269115415714989,0.0018456111969031
06-30-2021,174.52,196.52,8.0,12.0,81.0,6.0,-26.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,866964,12562,866970,12608,0.1269500528175149,0.001839461111988,0.1269509314010742,0.001846196919276
07-01-2021,179.57,190.1,5.0,10.0,46.0,8.0,-28.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,867157,12568,867223,12612,0.1269783139220058,0.0018403396955473,0.1269879783411581,0.0018467826416489
07-02-2021,207.44,251.64,5.0,15.0,94.0,15.0,-30.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,867407,12571,867569,12618,0.1270149215703099,0.001840778987327,0.127038643326411,0.0018476612252082
07-03-2021,182.41,265.09,0.0,22.0,168.0,20.0,-15.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,867407,12571,867826,12622,0.1270149215703099,0.001840778987327,0.1270762759888677,0.001848246947581
07-04-2021,144.7,221.67,-5.0,13.0,162.0,-2.0,-24.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,867407,12571,868072,12628,0.1270149215703099,0.001840778987327,0.127112297914799,0.0018491255311403
07-05-2021,155.52,174.26,4.0,4.0,114.0,0.0,-66.0,14.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,867407,12571,868211,12631,0.1270149215703099,0.001840778987327,0.1271326517672562,0.00184956482292
07-06-2021,170.66,191.8,6.0,13.0,102.0,5.0,-30.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,868322,12577,868586,12633,0.1271489055631032,0.0018416575708863,0.1271875632397124,0.0018498576841064
07-07-2021,172.02,193.06,5.0,12.0,77.0,4.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,868738,12583,869096,12636,0.1272098206898813,0.0018425361544456,0.1272622428422529,0.0018502969758861
07-08-2021,183.45,219.65,4.0,10.0,79.0,4.0,-28.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,869191,12592,869612,12642,0.1272761537486085,0.0018438540297845,0.1273378010283527,0.0018511755594454
07-09-2021,202.41,256.82,-3.0,2.0,66.0,5.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,869752,12596,870148,12645,0.1273583013114031,0.0018444397521574,0.1274162878263169,0.001851614851225
07-10-2021,193.32,271.2,-2.0,9.0,105.0,20.0,-6.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,869752,12596,870650,12650,0.1273583013114031,0.0018444397521574,0.1274897959841117,0.0018523470041911
07-11-2021,145.92,167.87,1.0,6.0,50.0,12.0,-12.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,869752,12596,871018,12656,0.1273583013114031,0.0018444397521574,0.1275436824424154,0.0018532255877504
07-12-2021,166.97,191.36,4.0,7.0,58.0,3.0,-26.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,870971,12608,871365,12660,0.1275368002045342,0.001846196919276,0.1275944938582616,0.0018538113101233
07-13-2021,168.63,191.96,5.0,10.0,82.0,2.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,871546,12616,872137,12666,0.1276209977956338,0.0018473683640217,0.1277075382762249,0.0018546898936826
07-14-2021,174.69,202.63,7.0,13.0,88.0,2.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,872362,12625,872897,12673,0.1277404851596986,0.0018486862393607,0.1278188255270696,0.0018557149078351
07-15-2021,188.18,222.3,7.0,12.0,86.0,5.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,872934,12628,873681,12676,0.1278242434590186,0.0018491255311403,0.1279336271121514,0.0018561541996147
07-16-2021,209.55,275.08,0.0,5.0,80.0,7.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,872945,12533,874484,12680,0.127825854195544,0.0018352146247847,0.1280512108785045,0.0018567399219876
07-17-2021,195.62,288.35,1.0,10.0,100.0,17.0,-7.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,872945,12533,875287,12687,0.127825854195544,0.0018352146247847,0.1281687946448574,0.0018577649361401
07-18-2021,149.63,175.82,3.0,7.0,57.0,11.0,-12.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,873685,12625,875849,12690,0.1279342128345243,0.0018486862393607,0.1282510886382452,0.0018582042279198
07-19-2021,167.86,192.01,5.0,8.0,55.0,4.0,-26.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,875628,12630,876436,12698,0.1282187274771443,0.0018494183923268,0.1283370433964634,0.0018593756726655
07-20-2021,170.4,195.0,6.0,12.0,87.0,2.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,876543,12638,877939,12703,0.1283527114699376,0.0018505898370725,0.1285571285780681,0.0018601078256316
07-21-2021,172.48,198.48,6.0,12.0,94.0,2.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,877850,12642,879304,12710,0.1285440962552718,0.0018511755594454,0.1287570063378089,0.0018611328397841
07-22-2021,186.64,216.75,5.0,10.0,83.0,2.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,879262,12657,880859,12721,0.1287508562528938,0.0018533720183436,0.1289847059102609,0.0018627435763095
07-23-2021,205.42,266.14,-1.0,5.0,88.0,8.0,-26.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,880789,12664,882531,12728,0.1289744557687357,0.0018543970324961,0.1292295378621192,0.001863768590462
07-24-2021,196.44,282.79,-1.0,11.0,127.0,20.0,-7.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,880789,12664,884103,12746,0.1289744557687357,0.0018543970324961,0.1294597267546558,0.0018664043411399
07-25-2021,150.92,176.28,3.0,9.0,78.0,12.0,-11.0,0.0,0.025000000220014,2.017088737815996e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,880789,12664,885306,12754,0.1289744557687357,0.0018543970324961,0.1296358827582955,0.0018675757858856
07-26-2021,164.51,188.24,2.0,6.0,51.0,3.0,-26.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,884417,12683,886526,12764,0.1295057059609258,0.0018571792137672,0.1298145280820198,0.0018690400918178
07-27-2021,168.11,191.12,5.0,11.0,85.0,3.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,886519,12703,889200,12775,0.1298135030678673,0.0018601078256316,0.1302060834882813,0.0018706508283432
07-28-2021,170.78,193.74,5.0,12.0,81.0,1.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,888745,12715,891787,12790,0.1301394575683677,0.0018618649927502,0.1305848994329329,0.0018728472872414
07-29-2021,178.92,210.2,4.0,10.0,69.0,2.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,891331,12723,894421,12801,0.130518127082426,0.0018630364374959,0.1309705976154656,0.0018744580237668
07-30-2021,206.83,272.23,3.0,8.0,67.0,6.0,-26.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,893554,12724,897252,12814,0.1308436422911467,0.0018631828680891,0.1313851426248621,0.0018763616214786
07-31-2021,203.13,309.16,3.0,13.0,112.0,20.0,-6.0,-1.0,0.025,1e-05,0.025,1e-05,0.0250000002535142,1.596005196751437e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,893554,12724,899905,12821,0.1308436422911467,0.0018631828680891,0.131773622988666,0.0018773866356311
08-01-2021,150.68,185.4,9.0,13.0,59.0,14.0,-11.0,1.0,0.025,1e-05,0.025,1e-05,0.025000000284765,1.680742644236596e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,893554,12724,901763,12837,0.1308436422911467,0.0018631828680891,0.1320456910308625,0.0018797295251226
08-02-2021,164.9,190.15,8.0,11.0,69.0,4.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,900418,12749,903689,12847,0.1318487418829861,0.0018668436329195,0.1323277163533979,0.0018811938310548
08-03-2021,169.51,198.14,10.0,17.0,85.0,2.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,903095,12766,907615,12866,0.1322407365810272,0.0018693329530042,0.1329026028623666,0.0018839760123259
08-04-2021,169.07,200.23,8.0,16.0,75.0,1.0,-24.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,906893,12776,911632,12887,0.1327968799740642,0.0018707972589364,0.1334908145553181,0.0018870510547834
08-05-2021,174.0,211.68,6.0,14.0,79.0,1.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,910185,12791,915333,12900,0.1332789294869335,0.0018729937178346,0.1340327541808131,0.0018889546524953
08-06-2021,201.35,270.77,0.0,8.0,81.0,2.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,914110,12820,919461,12916,0.133853669565309,0.0018772402050379,0.1346372196696116,0.0018912975419867
08-07-2021,193.09,285.66,0.0,13.0,110.0,14.0,-7.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,914110,12820,923203,12951,0.133853669565309,0.0018772402050379,0.1351851629494284,0.0018964226127493
08-08-2021,145.57,182.62,6.0,15.0,84.0,10.0,-11.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,6829174,914110,12820,925612,12976,0.133853669565309,0.0018772402050379,0.1355379142484874,0.0019000833775797
08-09-2021,161.87,193.63,3.0,12.0,52.0,1.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001960716,1.3793311845135228e-05,0.025,1e-05,0.025,1e-05,6829174,923520,12837,928151,13007,0.1352315814474781,0.0018797295251226,0.1359097015246646,0.0019046227259694
08-10-2021,163.07,189.06,3.0,14.0,63.0,-1.0,-24.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002521142,1.4872557580019862e-05,0.025,1e-05,0.025,1e-05,6829174,927010,12876,933797,13044,0.1357426242178044,0.0018854403182581,0.136736448653966,0.0019100406579185
08-11-2021,164.37,197.58,2.0,15.0,56.0,-2.0,-24.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003161819,1.6093899685963506e-05,0.025,1e-05,0.025,1e-05,6829174,931107,12885,939455,13072,0.1363425503582131,0.001886758193597,0.1375649529503861,0.0019141407145285
08-12-2021,174.06,215.19,1.0,12.0,54.0,0.0,-24.0,4.0,0.025,1e-05,0.025000000277774,2.0926170405961978e-05,0.025,1e-05,0.0250000003660644,1.7019160295040876e-05,0.025,1e-05,0.025,1e-05,6829174,936614,12905,944509,13101,0.1371489436350574,0.0018896868054613,0.1383050131685032,0.0019183872017318
08-13-2021,196.68,269.38,-3.0,6.0,54.0,1.0,-24.0,4.0,0.025,1e-05,0.0250000003326316,2.3414107238816307e-05,0.025,1e-05,0.0250000004364559,1.8459580388443977e-05,0.025,1e-05,0.025,1e-05,6829174,941261,12934,950236,13127,0.1378294066017354,0.0018939332926646,0.1391436211758552,0.0019221943971554
08-14-2021,186.51,287.62,0.0,13.0,93.0,12.0,-8.0,1.0,0.025,1e-05,0.0250000003735622,2.538342442100821e-05,0.025,1e-05,0.0250000004973845,1.974098117848792e-05,0.025,1e-05,0.025,1e-05,6829174,941261,12934,955253,13162,0.1378294066017354,0.0018939332926646,0.1398782634620233,0.001927319467918
08-15-2021,138.52,182.77,2.0,11.0,46.0,7.0,-13.0,2.0,0.025,1e-05,0.0250000003605796,2.4770048327467572e-05,0.025000000225754,1.458155811150648e-05,0.0250000005912777,2.1792665821455835e-05,0.025,1e-05,0.0250000001628546,1.115907550024012e-05,6829174,941261,12934,958414,13193,0.1378294066017354,0.0018939332926646,0.1403411305671813,0.0019318588163077
08-16-2021,159.23,211.27,2.0,12.0,36.0,0.0,-25.0,5.0,0.025,1e-05,0.0250000003797859,2.563889305082793e-05,0.025000000280438,1.5960304004204588e-05,0.0250000006492451,2.30343239961581e-05,0.0250000001839888,1.2010521315725814e-05,0.0250000002449779,1.1937303971050727e-05,6829174,954610,12979,961354,13220,0.139784108590585,0.0019005226693594,0.1407716365112384,0.0019358124423246
08-17-2021,158.02,206.36,-1.0,11.0,32.0,-3.0,-26.0,6.0,0.025,1e-05,0.0250000003755224,2.5481287347497232e-05,0.0250000002479129,1.5118084331163595e-05,0.0250000007308363,2.488590856504632e-05,0.0250000002473581,1.2644064756432483e-05,0.0250000003168122,1.2612279610459102e-05,6829174,958169,13011,969636,13249,0.1403052550718432,0.0019052084483423,0.141984374684259,0.0019400589295279
08-18-2021,159.29,240.17,0.0,13.0,46.0,-5.0,-22.0,5.0,0.025,1e-05,0.0250000003515064,2.440922042216882e-05,0.0250000002657991,1.5371558007999934e-05,0.0250000007702953,2.5801140393156165e-05,0.025,1e-05,0.0250000004066214,1.3487988160484875e-05,6829174,963647,13038,978123,13286,0.1411074018614842,0.0019091620743592,0.143227131128889,0.0019454768614769
08-19-2021,167.28,238.69,-2.0,10.0,37.0,-5.0,-23.0,5.0,0.025,1e-05,0.0250000003651385,2.4955674911970533e-05,0.0250000003183285,1.6431803155104657e-05,0.0250000008072101,2.663726539200401e-05,0.025,1e-05,0.0250000004818889,1.4202054620075756e-05,6829174,969998,13089,985325,13323,0.1420373825590034,0.0019166300346132,0.1442817242612357,0.0019508947934259
08-20-2021,191.07,284.68,-5.0,6.0,50.0,-4.0,-23.0,5.0,0.025,1e-05,0.0250000003818934,2.559607222592384e-05,0.0250000003746947,1.7438937114519354e-05,0.0250000008834654,2.8381376180843415e-05,0.025,1e-05,0.0250000005715419,1.5074718850148593e-05,6829174,977230,13135,993558,13358,0.1430963686091466,0.0019233658419012,0.1454872873351887,0.0019560198641885
08-21-2021,176.6,277.96,-6.0,8.0,75.0,1.0,-10.0,2.0,0.025000000275896,2.024710494774376e-05,0.0250000004107628,2.682225625063207e-05,0.0250000003873726,1.7371231426728337e-05,0.0250000009483169,2.986518730947514e-05,0.0250000001456084,1.1135443087237498e-05,0.0250000006566925,1.5901174290831454e-05,6829174,977230,13135,1001137,13406,0.1430963686091466,0.0019233658419012,0.146597084801178,0.0019630485326629
08-22-2021,139.03,182.2,-1.0,11.0,55.0,0.0,-13.0,2.0,0.0250000003641655,2.4623758882256204e-05,0.0250000004265943,2.726957237845331e-05,0.0250000005017402,1.992809791001848e-05,0.0250000009466124,2.970640466915464e-05,0.0250000001742086,1.1352384202372174e-05,0.0250000007337747,1.6628279504075962e-05,6829174,977230,13135,1005265,13437,0.1430963686091466,0.0019233658419012,0.1472015502899765,0.0019675878810526
08-23-2021,157.26,224.53,-2.0,9.0,42.0,-5.0,-24.0,5.0,0.025000000418527,2.7904649909800824e-05,0.0250000004471019,2.8150506342317297e-05,0.0250000005940132,2.2166627716026603e-05,0.0250000009857992,3.054562346144875e-05,0.0250000002251945,1.185181493764852e-05,0.0250000008263643,1.753802265268256e-05,6829174,997479,13197,1008934,13474,0.1460614416911913,0.0019324445386806,0.1477388041364885,0.0019730058130016
08-24-2021,157.0,215.75,-2.0,11.0,56.0,-7.0,-24.0,5.0,0.0250000003758838,2.5878120741982143e-05,0.0250000004810662,2.972116684793277e-05,0.0250000006351593,2.303375763188153e-05,0.0250000010016101,3.0842688423151825e-05,0.0250000003221069,1.2800320591091944e-05,0.0250000008792795,1.8020781397613755e-05,6829174,1002632,13228,1020020,13502,0.1468159985380369,0.0019369838870703,0.1493621336928887,0.0019771058696117
08-25-2021,156.35,205.6,-2.0,13.0,47.0,-6.0,-23.0,5.0,0.0250000003746381,2.569825826745605e-05,0.0250000004988793,3.0739563108273604e-05,0.0250000005938215,2.1947967148514336e-05,0.0250000009811444,3.0378117801042344e-05,0.025000000422233,1.3784604535834045e-05,0.0250000009702555,1.8933902331087524e-05,6829174,1002632,13228,1031169,13544,0.1468159985380369,0.0019369838870703,0.1509946883766616,0.0019832559545268
