date,South Carolina-apple-driving,South Carolina-apple-walking,South Carolina-google-retail_and_recreation,South Carolina-google-grocery_and_pharmacy,South Carolina-google-parks,South Carolina-google-transit_stations,South Carolina-google-workplaces,South Carolina-google-residential,South Carolina-jh_beta_7,South Carolina-jh_gamma_7,South Carolina-cdc_beta_7,South Carolina-cdc_gamma_7,South Carolina-jh_beta_14,South Carolina-jh_gamma_14,South Carolina-cdc_beta_14,South Carolina-cdc_gamma_14,South Carolina-jh_beta_30,South Carolina-jh_gamma_30,South Carolina-cdc_beta_30,South Carolina-cdc_gamma_30,South Carolina-census_pop,South Carolina-jh_confirmed,South Carolina-jh_death,South Carolina-cdc_confirmed,South Carolina-cdc_death,South Carolina-jh_confirmed_ratio,South Carolina-jh_death_ratio,South Carolina-cdc_confirmed_ratio,South Carolina-cdc_death_ratio
05-03-2021,151.79,159.67,2.0,5.0,12.0,7.0,-20.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000005147896,2.038245801530941e-05,0.0250000005259482,2.059694054481933e-05,0.0250000005248333,1.4898604691689764e-05,0.0250000005280991,1.4938549434838414e-05,5148714,580794,9524,581086,9460,0.1128037020506479,0.0018497822951517,0.1128604152415535,0.0018373520067341
05-04-2021,155.53,167.61,4.0,8.0,15.0,6.0,-20.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000004806801,1.972566418971148e-05,0.0250000004839773,1.97763996634018e-05,0.0250000004889231,1.4521864885241843e-05,0.0250000004989938,1.4632400237501234e-05,5148714,581221,9524,581514,9462,0.1128866353811845,0.0018497822951517,0.1129435427953465,0.0018377404532471
05-05-2021,167.58,186.56,9.0,9.0,28.0,8.0,-20.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000005210816,2.0862636028693747e-05,0.0250000005332368,2.110769442487541e-05,0.0250000005562343,1.5247720731024165e-05,0.0250000005076991,1.4745219541350845e-05,5148714,581835,9536,582120,9476,0.1130058884606913,0.00185211297423,0.1130612420888012,0.0018404595788385
05-06-2021,179.18,200.04,6.0,8.0,45.0,14.0,-21.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000005148209,2.088826573872832e-05,0.0250000005244372,2.105321781666277e-05,0.0250000005764157,1.5483908935923632e-05,0.0250000005692625,1.540589597253757e-05,5148714,582506,9558,582762,9499,0.1131362122658201,0.0018563858858736,0.1131859334194907,0.0018449267137386
05-07-2021,217.86,256.62,6.0,9.0,45.0,15.0,-20.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000004343592,1.9080531798269738e-05,0.0250000004492409,1.934173137492632e-05,0.0250000006408344,1.6161815900095922e-05,0.0250000006448734,1.6189728647130355e-05,5148714,583373,9566,583470,9505,0.113304603829228,0.0018579396719258,0.113323443485111,0.0018460920532777
05-08-2021,207.92,274.69,10.0,19.0,94.0,21.0,-9.0,-2.0,0.025,1e-05,0.025,1e-05,0.0250000003975166,1.828821721426791e-05,0.0250000004138944,1.859043293034703e-05,0.025000000653952,1.630751415005431e-05,0.0250000006601338,1.6354030029489156e-05,5148714,583996,9586,584091,9522,0.1134256049180436,0.0018618241370563,0.1134440561274135,0.0018493938486387
05-09-2021,148.59,161.64,13.0,19.0,67.0,35.0,-15.0,-2.0,0.025,1e-05,0.025,1e-05,0.0250000004147617,1.8628224845682544e-05,0.0250000004351609,1.906006463029757e-05,0.025000000578222,1.550376398356303e-05,0.0250000006025154,1.5744522116246417e-05,5148714,584517,9592,584680,9531,0.1135267952346935,0.0018629894765955,0.1135584536255072,0.0018511418579474
05-10-2021,161.83,178.37,4.0,14.0,43.0,15.0,-22.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000003818949,1.7894176687801727e-05,0.0250000003968498,1.8204723264748786e-05,0.0250000005793347,1.552173926988135e-05,0.0250000005802867,1.551429216895232e-05,5148714,584932,9596,585094,9533,0.1136073978861517,0.0018637663696216,0.1136388620537089,0.0018515303044604
05-11-2021,162.16,181.19,4.0,19.0,40.0,20.0,-21.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000004290831,1.9042871996048222e-05,0.0250000004422604,1.9336811072547634e-05,0.0250000004887693,1.459313657820749e-05,0.0250000004897576,1.458788822459413e-05,5148714,585219,9596,585386,9535,0.1136631399607746,0.0018637663696216,0.1136955752446144,0.0018519187509735
05-12-2021,148.28,163.92,-6.0,1.0,-21.0,6.0,-24.0,8.0,0.025,1e-05,0.025,1e-05,0.025000000468937,2.0098117836456355e-05,0.0250000004832821,2.041844390483744e-05,0.0250000005283601,1.5054720477462904e-05,0.0250000005239885,1.4991622954461691e-05,5148714,585601,9603,585749,9541,0.1137373332447675,0.0018651259324172,0.1137660782867333,0.0018530840905126
05-13-2021,169.93,199.29,4.0,7.0,37.0,11.0,-21.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000002643472,1.5571596175894368e-05,0.025000000285535,1.605643817857494e-05,0.0250000005848194,1.5698399186079873e-05,0.0250000005806538,1.5638482288074486e-05,5148714,585957,9619,586336,9557,0.1138064767240907,0.0018682335045217,0.1138800873383139,0.0018561916626171
05-14-2021,197.15,243.84,3.0,7.0,46.0,14.0,-20.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000000564461,1.5519825342093045e-05,0.0250000005605945,1.546421598601204e-05,5148714,586585,9627,586876,9564,0.1139284489291889,0.0018697872905739,0.1139849678968379,0.0018575512254127
05-15-2021,197.04,276.97,3.0,10.0,99.0,19.0,-9.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005299095,1.519558117385037e-05,0.0250000005318452,1.5204497317280566e-05,5148714,588110,9638,587393,9573,0.1142246393953907,0.0018719237463957,0.1140853813204617,0.0018592992347215
05-16-2021,151.32,176.48,8.0,11.0,68.0,40.0,-11.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005692038,1.5645557681178984e-05,0.0250000005754154,1.5707359468678735e-05,5148714,588593,9653,587882,9592,0.1143184492282927,0.0018748370952435,0.1141803564929028,0.0018629894765955
05-17-2021,164.13,185.45,5.0,9.0,52.0,14.0,-19.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000006169495,1.6173330646246825e-05,0.0250000006239988,1.62428274883762e-05,5148714,588939,9654,588225,9593,0.1143856504750506,0.0018750313185001,0.1142469750698912,0.001863183699852
05-18-2021,165.08,180.24,5.0,9.0,49.0,11.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000002196078,1.4621275463601817e-05,0.0250000002320299,1.4914819755969845e-05,0.0250000005977979,1.6012616596161033e-05,0.0250000006057634,1.609074801658278e-05,5148714,589098,9656,588447,9595,0.1144165319728382,0.0018754197650131,0.1142900926328399,0.001863572146365
05-19-2021,168.6,187.28,6.0,9.0,42.0,10.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000002683845,1.583649973338664e-05,0.0250000002685801,1.583655472538032e-05,0.0250000005552548,1.5617141471230275e-05,0.0250000005702486,1.5768506745731425e-05,5148714,589488,9667,588767,9608,0.1144922790428833,0.0018775562208349,0.1143522440749282,0.0018660970486999
05-20-2021,181.83,199.86,5.0,8.0,51.0,14.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000002392434,1.5220896940510396e-05,0.0250000002298608,1.4970821888695863e-05,0.0250000005086697,1.5168777116289489e-05,0.0250000005195772,1.52726348464728e-05,5148714,589846,9669,589146,9610,0.1145618109687195,0.001877944667348,0.1144258546891515,0.0018664854952129
05-21-2021,207.67,248.87,3.0,8.0,50.0,12.0,-18.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005376423,1.552550025586172e-05,0.0250000005564222,1.5708854162598466e-05,5148714,590314,9672,589605,9613,0.1146527074527736,0.0018785273371175,0.1145150031638968,0.0018670681649825
05-22-2021,203.86,271.7,2.0,9.0,102.0,17.0,-7.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005197024,1.5394055368898965e-05,0.0250000005340978,1.5528281388077503e-05,5148714,590645,9674,589929,9617,0.1147169953506836,0.0018789157836306,0.1145779314990112,0.0018678450580086
05-23-2021,158.66,177.46,8.0,12.0,72.0,35.0,-12.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004184075,1.4389686647111954e-05,0.0250000004358123,1.4549066314565177e-05,5148714,590981,9684,590331,9625,0.1147822543648763,0.0018808580161958,0.1146560092481345,0.0018693988440608
05-24-2021,166.09,183.63,5.0,9.0,45.0,10.0,-18.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003613406,1.3839520693400356e-05,0.0250000003801317,1.4012446510024066e-05,5148714,591365,9690,590649,9631,0.1148568360953822,0.001882023355735,0.1147177722437097,0.0018705641836
05-25-2021,166.47,183.88,7.0,10.0,45.0,10.0,-19.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003398246,1.3661464499789598e-05,0.0250000003662051,1.3913566075669704e-05,5148714,591525,9705,590843,9644,0.1148879118164264,0.0018849367045829,0.1147554515554758,0.0018730890859348
05-26-2021,171.25,190.85,8.0,10.0,36.0,12.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002873187,1.3134575979496348e-05,0.0250000003075533,1.3325637337437666e-05,5148714,591862,9708,591132,9647,0.1149533650538755,0.0018855193743525,0.1148115820766117,0.0018736717557044
05-27-2021,188.74,204.2,9.0,12.0,45.0,21.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003111141,1.341750680108957e-05,0.0250000003310512,1.3609268956728425e-05,5148714,592243,9711,591528,9650,0.1150273641146119,0.001886102044122,0.1148884944861959,0.001874254425474
05-28-2021,222.35,263.57,7.0,14.0,53.0,26.0,-21.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003383111,1.3739638339778024e-05,0.0250000003579404,1.3931713546455726e-05,5148714,592651,9726,591923,9667,0.1151066072032744,0.0018890153929699,0.1149652126725236,0.0018775562208349
05-29-2021,211.99,311.43,5.0,16.0,103.0,26.0,-11.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001582975,1.1853047001786044e-05,0.0250000001852484,1.212111227309699e-05,5148714,592912,9728,592231,9671,0.1151572994732276,0.001889403839483,0.1150250334355336,0.001878333113861
05-30-2021,167.35,239.03,14.0,16.0,95.0,26.0,-15.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000000059296,1.08296195689791e-05,0.0250000000827076,1.105515768361722e-05,5148714,593092,9732,592502,9675,0.1151922596594023,0.0018901807325091,0.1150776679380521,0.0018791100068871
05-31-2021,156.74,182.53,0.0,8.0,108.0,8.0,-66.0,14.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000000847838,1.1124550870737735e-05,0.0250000000986639,1.1245115907922496e-05,5148714,593262,9736,592678,9679,0.1152252776130117,0.0018909576255352,0.1151118512312006,0.0018798868999132
06-01-2021,176.36,196.35,9.0,14.0,53.0,18.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000000667233,1.0961825871584444e-05,0.0250000000827533,1.1101808802224794e-05,5148714,593262,9736,592838,9680,0.1152252776130117,0.0018909576255352,0.1151429269522447,0.0018800811231697
06-02-2021,173.9,195.6,7.0,10.0,34.0,12.0,-20.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,593526,9739,592958,9682,0.1152765525527345,0.0018915402953048,0.1151662337430278,0.0018804695696828
06-03-2021,183.91,209.88,8.0,10.0,26.0,14.0,-20.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000000534182,1.086316268692996e-05,5148714,593628,9739,593169,9686,0.1152963633249001,0.0018915402953048,0.1152072148501548,0.0018812464627089
06-04-2021,212.03,252.25,5.0,9.0,39.0,17.0,-18.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000000490202,1.089700240799474e-05,0.0250000000724638,1.1101646682332952e-05,5148714,593727,9744,593413,9695,0.1153155914272962,0.0018925114115874,0.1152546053247471,0.0018829944720176
06-05-2021,210.46,277.6,3.0,10.0,74.0,27.0,-5.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,593948,9752,593703,9709,0.1153585147669884,0.0018940651976396,0.1153109300691395,0.001885713597609
06-06-2021,156.67,183.19,8.0,10.0,41.0,38.0,-11.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,594130,9754,593970,9713,0.1153938633996761,0.0018944536441526,0.1153627876786319,0.0018864904906351
06-07-2021,172.27,202.05,6.0,9.0,33.0,14.0,-19.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,594225,9754,594114,9713,0.115412314609046,0.0018944536441526,0.1153907558275717,0.0018864904906351
06-08-2021,176.05,208.99,9.0,12.0,45.0,10.0,-20.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,594345,9754,594249,9713,0.1154356213998291,0.0018944536441526,0.1154169759672026,0.0018864904906351
06-09-2021,183.58,210.88,9.0,10.0,37.0,13.0,-21.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,594574,9761,594477,9720,0.1154800985255735,0.0018958132069483,0.1154612588696905,0.0018878500534308
06-10-2021,199.02,237.76,9.0,11.0,50.0,19.0,-22.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,594659,9761,594671,9720,0.1154966075023782,0.0018958132069483,0.1154989381814565,0.0018878500534308
06-11-2021,224.36,276.08,5.0,10.0,53.0,21.0,-22.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,594805,9776,594884,9737,0.115524964097831,0.0018987265557962,0.1155403077350965,0.0018911518487917
06-12-2021,223.34,283.18,2.0,9.0,68.0,33.0,-6.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,594805,9776,595082,9742,0.115524964097831,0.0018987265557962,0.1155787639398886,0.0018921229650743
06-13-2021,169.41,200.68,10.0,14.0,60.0,44.0,-10.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,594877,9780,595281,9748,0.1155389481723008,0.0018995034488223,0.1156174143679373,0.0018932883046135
06-14-2021,184.5,215.12,9.0,12.0,58.0,18.0,-21.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,595201,9790,595413,9750,0.1156018765074152,0.0019014456813876,0.1156430518377987,0.0018936767511265
06-15-2021,188.15,217.54,11.0,14.0,59.0,15.0,-22.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,595285,9790,595514,9750,0.1156181912609634,0.0019014456813876,0.1156626683867078,0.0018936767511265
06-16-2021,194.57,226.3,11.0,12.0,54.0,15.0,-24.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,595310,9786,595664,9753,0.1156230468423765,0.0019006687883615,0.1156918018751867,0.0018942594208961
06-17-2021,206.01,242.96,11.0,12.0,67.0,22.0,-24.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,595361,9790,595833,9758,0.1156329522284593,0.0019014456813876,0.1157246256055395,0.0018952305371787
06-18-2021,234.87,281.45,7.0,12.0,71.0,24.0,-26.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,595448,9792,596032,9760,0.1156498496517771,0.0019018341279006,0.1157632760335882,0.0018956189836918
06-19-2021,230.49,283.66,4.0,16.0,98.0,37.0,-8.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,595448,9792,596236,9761,0.1156498496517771,0.0019018341279006,0.1158028975779194,0.0018958132069483
06-20-2021,154.2,176.59,5.0,11.0,21.0,36.0,-15.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,595448,9792,596393,9769,0.1156498496517771,0.0019018341279006,0.115833390629194,0.0018973669930005
06-21-2021,187.18,218.37,7.0,10.0,63.0,20.0,-24.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,595750,9801,596487,9769,0.1157085050752479,0.0019035821372094,0.1158516476153074,0.0018973669930005
06-22-2021,183.03,216.75,7.0,8.0,36.0,12.0,-25.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,595813,9804,596558,9772,0.115720741140409,0.0019041648069789,0.1158654374665207,0.0018979496627701
06-23-2021,189.85,223.78,9.0,9.0,61.0,16.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,595901,9804,596684,9773,0.1157378327869833,0.0019041648069789,0.115889909596843,0.0018981438860266
06-24-2021,203.87,237.63,9.0,9.0,68.0,23.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,596032,9805,596909,9774,0.1157632760335882,0.0019043590302355,0.1159336098295613,0.0018983381092832
06-25-2021,227.63,275.35,5.0,7.0,68.0,25.0,-26.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,596144,9819,597068,9790,0.115785029038319,0.0019070781558268,0.1159644913273489,0.0019014456813876
06-26-2021,227.75,292.17,2.0,9.0,102.0,38.0,-5.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,596144,9819,597248,9794,0.115785029038319,0.0019070781558268,0.1159994515135235,0.0019022225744137
06-27-2021,172.31,202.84,9.0,11.0,75.0,49.0,-10.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,596144,9819,597459,9794,0.115785029038319,0.0019070781558268,0.1160404326206505,0.0019022225744137
06-28-2021,186.34,219.79,7.0,9.0,42.0,18.0,-25.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,596616,9814,597649,9795,0.1158767024153992,0.0019061070395442,0.1160773350393904,0.0019024167976702
06-29-2021,183.97,218.37,5.0,7.0,52.0,13.0,-26.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,596712,9817,597747,9798,0.1158953478480257,0.0019066897093138,0.1160963689185299,0.0019029994674398
06-30-2021,191.71,220.72,10.0,11.0,50.0,19.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,596840,9819,597905,9800,0.115920208424861,0.0019070781558268,0.116127056193061,0.0019033879139528
07-01-2021,203.9,226.57,11.0,15.0,55.0,29.0,-26.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,597021,9826,598101,9807,0.1159553628342922,0.0019084377186225,0.11616512395134,0.0019047474767485
07-02-2021,223.42,256.98,9.0,16.0,42.0,32.0,-30.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,597261,9830,598335,9811,0.1160019764158584,0.0019092146116486,0.1162105721933671,0.0019055243697746
07-03-2021,219.29,292.54,4.0,23.0,121.0,41.0,-14.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,597261,9830,598565,9813,0.1160019764158584,0.0019092146116486,0.116255243542368,0.0019059128162877
07-04-2021,159.35,230.98,-2.0,17.0,131.0,20.0,-23.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,597261,9830,598833,9820,0.1160019764158584,0.0019092146116486,0.1163072953751169,0.0019072723790833
07-05-2021,178.5,208.11,8.0,9.0,104.0,17.0,-63.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,597961,9841,599018,9821,0.1161379326954264,0.0019113510674704,0.1163432266775742,0.0019074666023399
07-06-2021,188.62,222.81,10.0,16.0,71.0,20.0,-29.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,598093,9841,599142,9821,0.1161635701652878,0.0019113510674704,0.1163673103613834,0.0019074666023399
07-07-2021,183.38,210.32,7.0,12.0,40.0,12.0,-29.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,598229,9843,599303,9823,0.1161899845281753,0.0019117395139834,0.1163985803056841,0.0019078550488529
07-08-2021,184.64,215.66,3.0,5.0,29.0,11.0,-30.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,598511,9844,599575,9824,0.1162447554865156,0.00191193373724,0.1164514090314591,0.0019080492721095
07-09-2021,219.67,257.5,3.0,8.0,57.0,23.0,-27.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,598918,9846,599978,9826,0.1163238043519216,0.001912322183753,0.116529681003839,0.0019084377186225
07-10-2021,226.89,277.93,2.0,11.0,96.0,42.0,-7.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,598918,9846,600382,9833,0.1163238043519216,0.001912322183753,0.1166081471994754,0.0019097972814182
07-11-2021,165.22,192.85,8.0,12.0,63.0,49.0,-11.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,598918,9846,600812,9834,0.1163238043519216,0.001912322183753,0.1166916631997815,0.0019099915046747
07-12-2021,186.46,218.47,7.0,11.0,55.0,19.0,-24.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,600027,9856,601191,9836,0.1165391979434087,0.0019142644163183,0.1167652738140048,0.0019103799511878
07-13-2021,186.94,218.48,8.0,12.0,57.0,14.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,600283,9856,601448,9836,0.1165889190970793,0.0019142644163183,0.1168151891909319,0.0019103799511878
07-14-2021,192.14,222.07,10.0,12.0,54.0,16.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,600607,9860,601786,9839,0.1166518474321937,0.0019150413093444,0.1168808366516376,0.0019109626209573
07-15-2021,204.14,235.85,11.0,13.0,57.0,23.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,601232,9865,602435,9844,0.1167732369675223,0.001916012425627,0.1170068875451229,0.00191193373724
07-16-2021,229.9,270.26,5.0,10.0,60.0,24.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,601803,9862,603003,9849,0.1168841384469986,0.0019154297558574,0.1171172063548295,0.0019129048535226
07-17-2021,230.43,292.75,4.0,14.0,103.0,40.0,-7.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,601803,9862,603621,9853,0.1168841384469986,0.0019154297558574,0.1172372363273625,0.0019136817465487
07-18-2021,166.84,193.37,8.0,12.0,60.0,48.0,-11.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,601803,9862,604225,9854,0.1168841384469986,0.0019154297558574,0.1173545471743041,0.0019138759698052
07-19-2021,183.36,209.79,6.0,10.0,37.0,19.0,-24.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,603641,9857,604824,9856,0.117241120792493,0.0019144586395748,0.117470886904963,0.0019142644163183
07-20-2021,181.44,211.85,7.0,10.0,36.0,12.0,-25.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,603973,9860,605157,9859,0.1173056029136596,0.0019150413093444,0.1175355632493861,0.0019148470860879
07-21-2021,190.55,220.39,9.0,12.0,55.0,15.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,604650,9870,605911,9868,0.1174370920583275,0.0019169835419096,0.1176820075848066,0.0019165950953966
07-22-2021,202.21,230.05,7.0,11.0,52.0,20.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,605590,9876,606854,9875,0.1176196619194618,0.0019181488814488,0.1178651601157104,0.0019179546581923
07-23-2021,224.34,267.42,4.0,10.0,61.0,23.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,606833,9878,608102,9878,0.1178610814273234,0.0019185373279618,0.1181075507398546,0.0019185373279618
07-24-2021,227.83,293.48,2.0,12.0,97.0,35.0,-6.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,606833,9878,609250,9879,0.1178610814273234,0.0019185373279618,0.1183305190383462,0.0019187315512184
07-25-2021,168.56,200.6,8.0,13.0,72.0,51.0,-10.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,606833,9878,610829,9881,0.1178610814273234,0.0019185373279618,0.1186371975604005,0.0019191199977314
07-26-2021,183.72,213.96,6.0,10.0,47.0,19.0,-24.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5148714,610477,9882,611833,9883,0.1185688309741034,0.0019193142209879,0.1188321977099524,0.0019195084442445
