date,Hawaii-apple-driving,Hawaii-apple-walking,Hawaii-google-retail_and_recreation,Hawaii-google-grocery_and_pharmacy,Hawaii-google-parks,Hawaii-google-transit_stations,Hawaii-google-workplaces,Hawaii-google-residential,Hawaii-jh_beta_7,Hawaii-jh_gamma_7,Hawaii-cdc_beta_7,Hawaii-cdc_gamma_7,Hawaii-jh_beta_14,Hawaii-jh_gamma_14,Hawaii-cdc_beta_14,Hawaii-cdc_gamma_14,Hawaii-jh_beta_30,Hawaii-jh_gamma_30,Hawaii-cdc_beta_30,Hawaii-cdc_gamma_30,Hawaii-census_pop,Hawaii-jh_confirmed,Hawaii-jh_death,Hawaii-cdc_confirmed,Hawaii-cdc_death,Hawaii-jh_confirmed_ratio,Hawaii-jh_death_ratio,Hawaii-cdc_confirmed_ratio,Hawaii-cdc_death_ratio
01-01-2021,64.81,69.72,-53.0,-45.0,-38.0,-68.0,-75.0,28.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000013374311,2.132003866144992e-05,0.0250000013071817,2.1052922640295545e-05,1415872,22397,289,21258,287,0.0158185203182208,0.0002041144962256,0.0150140690683903,0.0002027019391583
01-02-2021,78.63,72.32,-34.0,-22.0,-33.0,-55.0,-31.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000013738724,2.1689913516399697e-05,0.0250000013423233,2.1409678658057236e-05,1415872,22448,289,21417,287,0.0158545405234371,0.0002041144962256,0.0151263673552411,0.0002027019391583
01-03-2021,65.68,60.39,-34.0,-23.0,-39.0,-51.0,-23.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000001329484,2.1342462688102472e-05,0.0250000012993357,2.1073430333399204e-05,1415872,22560,289,21539,287,0.0159336437192062,0.0002041144962256,0.0152125333363467,0.0002027019391583
01-04-2021,73.68,67.52,-30.0,-20.0,-42.0,-49.0,-35.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,22602,289,21614,287,0.0159633074176196,0.0002041144962256,0.0152655042263707,0.0002027019391583
01-05-2021,73.7,65.91,-31.0,-16.0,-46.0,-53.0,-34.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,22757,289,21721,287,0.0160727805903358,0.0002041144962256,0.0153410760294715,0.0002027019391583
01-06-2021,70.23,63.65,-34.0,-22.0,-42.0,-55.0,-34.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,22917,299,21846,297,0.0161857851557202,0.0002111772815621,0.0154293608461781,0.0002097647244948
01-07-2021,71.75,63.19,-35.0,-20.0,-45.0,-54.0,-35.0,14.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,23400,299,22133,297,0.0165269176874745,0.0002111772815621,0.0156320627853365,0.0002097647244948
01-08-2021,77.03,68.74,-35.0,-21.0,-42.0,-55.0,-31.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,23704,303,22372,301,0.016741626361705,0.0002140023956967,0.0158008633548795,0.0002125898386294
01-09-2021,76.06,67.1,-35.0,-21.0,-37.0,-57.0,-26.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,23897,308,22600,305,0.0168779381186999,0.000217533788365,0.0159618948605523,0.000215414952764
01-10-2021,62.99,56.53,-36.0,-22.0,-38.0,-59.0,-24.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,24045,309,22778,306,0.0169824673416806,0.0002182400668987,0.0160876124395425,0.0002161212312977
01-11-2021,67.87,62.64,-36.0,-25.0,-48.0,-55.0,-33.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,24201,309,22940,306,0.0170926467929304,0.0002182400668987,0.0162020295619943,0.0002161212312977
01-12-2021,67.76,60.03,-35.0,-22.0,-46.0,-56.0,-34.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,24261,309,23048,306,0.0171350235049496,0.0002182400668987,0.0162783076436288,0.0002161212312977
01-13-2021,68.39,59.31,-37.0,-25.0,-44.0,-57.0,-34.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,24352,312,23141,309,0.017199294851512,0.0002203589024996,0.0163439915472585,0.0002182400668987
01-14-2021,69.63,61.19,-37.0,-24.0,-45.0,-56.0,-35.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,24598,318,23305,315,0.0173730393707905,0.0002245965737015,0.0164598212267775,0.0002224777381006
01-15-2021,79.34,71.13,-36.0,-23.0,-41.0,-56.0,-34.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,24789,318,23448,315,0.0175079385707182,0.0002245965737015,0.0165608190570899,0.0002224777381006
01-16-2021,82.05,69.62,-35.0,-23.0,-29.0,-60.0,-27.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,24969,320,23604,317,0.0176350687067757,0.0002260091307688,0.0166709985083397,0.0002238902951679
01-17-2021,63.76,57.24,-37.0,-25.0,-44.0,-63.0,-26.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,25064,322,23725,319,0.0177021651674727,0.0002274216878361,0.0167564582109117,0.0002253028522352
01-18-2021,65.0,55.3,-38.0,-30.0,-63.0,-61.0,-58.0,20.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,25187,322,23840,319,0.017789037427112,0.0002274216878361,0.0168376802422817,0.0002253028522352
01-19-2021,65.48,58.36,-37.0,-25.0,-52.0,-57.0,-35.0,14.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,25195,324,24483,321,0.0177946876553812,0.0002288342449034,0.0172918173394205,0.0002267154093025
01-20-2021,65.24,57.44,-38.0,-27.0,-46.0,-57.0,-34.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,25278,325,24551,322,0.0178533087736744,0.0002295405234371,0.0173398442797089,0.0002274216878361
01-21-2021,66.91,57.1,-38.0,-25.0,-50.0,-57.0,-34.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,25441,328,24663,325,0.0179684321746598,0.0002316593590381,0.017418947475478,0.0002295405234371
01-22-2021,74.19,65.81,-37.0,-24.0,-43.0,-57.0,-30.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,25658,332,24785,329,0.0181216946164625,0.0002344844731727,0.0175051134565836,0.0002323656375717
01-23-2021,75.49,64.35,-37.0,-23.0,-39.0,-61.0,-27.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,25758,336,24950,333,0.0181923224698277,0.0002373095873073,0.0176216494146363,0.0002351907517063
01-24-2021,59.88,52.75,-38.0,-27.0,-41.0,-63.0,-25.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,25925,342,25093,339,0.0183102709849477,0.0002415472585092,0.0177226472449486,0.0002394284229082
01-25-2021,68.69,52.45,-42.0,-34.0,-62.0,-58.0,-34.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000014406066,2.0988088281853486e-05,0.0250000013523457,2.029672546284678e-05,1415872,26019,342,25209,339,0.0183766611671111,0.0002415472585092,0.0178045755548524,0.0002394284229082
01-26-2021,65.27,57.33,-36.0,-24.0,-52.0,-58.0,-34.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015604757,2.199266313641292e-05,0.0250000014684102,2.126291435914201e-05,1415872,26030,401,25272,398,0.0183844302309813,0.0002832176919947,0.0178490711024725,0.0002810988563937
01-27-2021,67.34,55.39,-37.0,-27.0,-46.0,-56.0,-33.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000019658871,2.4753080816962848e-05,0.0250000018579962,2.3907883205706e-05,1415872,26164,404,25366,401,0.0184790715544908,0.0002853365275957,0.0179154612846359,0.0002832176919947
01-28-2021,68.37,58.85,-37.0,-25.0,-49.0,-56.0,-34.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000023465469,2.742266243103889e-05,0.0250000022273991,2.649279298569248e-05,1415872,26263,406,25460,403,0.0185489931293224,0.000286749084663,0.0179818514667992,0.000284630249062
01-29-2021,76.33,65.39,-36.0,-24.0,-46.0,-57.0,-31.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000002714221,3.0091272534213737e-05,0.0250000025780125,2.9028867732168536e-05,1415872,26460,407,25564,404,0.018688130000452,0.0002874553631966,0.0180553044342991,0.0002853365275957
01-30-2021,78.47,68.54,-34.0,-21.0,-36.0,-59.0,-25.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000030617859,3.2703162876940954e-05,0.025000002908136,3.150178626659774e-05,1415872,26545,407,25708,404,0.0187481636758125,0.0002874553631966,0.0181570085431451,0.0002853365275957
01-31-2021,63.58,56.26,-34.0,-22.0,-37.0,-60.0,-23.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000006341991,2.0506233031298745e-05,0.025,1e-05,0.0250000032535508,3.403583723016437e-05,0.0250000030824721,3.270101681548879e-05,1415872,26596,410,25786,407,0.0187841838810287,0.0002895741987976,0.01821209826877,0.0002874553631966
02-01-2021,67.32,58.29,-36.0,-26.0,-51.0,-53.0,-33.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000006800094,2.153237130322386e-05,0.0250000006461764,2.0946168381918145e-05,0.0250000035499576,3.635167862438034e-05,0.0250000033463717,3.475945445109433e-05,1415872,26692,410,25870,407,0.0188519866202594,0.0002895741987976,0.0182714256655968,0.0002874553631966
02-02-2021,66.81,57.35,-35.0,-24.0,-47.0,-56.0,-33.0,12.0,0.025,1e-05,0.025,1e-05,0.0250000007327204,2.2797432031464025e-05,0.0250000006961163,2.214336488698276e-05,0.0250000038241661,3.8644267099894514e-05,0.025000003623305,3.705642299140577e-05,1415872,26734,410,25932,407,0.0188816503186728,0.0002895741987976,0.0183152149346833,0.0002874553631966
02-03-2021,64.35,53.78,-39.0,-26.0,-60.0,-60.0,-35.0,15.0,0.025,1e-05,0.025,1e-05,0.0250000007505798,2.344056527424467e-05,0.0250000007307801,2.3077231933130304e-05,0.0250000040819232,4.088158733480125e-05,0.0250000038718085,3.920492779290632e-05,1415872,26814,414,26000,411,0.018938152601365,0.0002923993129322,0.0183632418749717,0.0002902804773312
02-04-2021,69.71,60.25,-35.0,-22.0,-49.0,-57.0,-34.0,13.0,0.025,1e-05,0.025,1e-05,0.0250000007785501,2.426792932596858e-05,0.0250000007576204,2.387450078222913e-05,0.0250000043257597,4.303749887406828e-05,0.0250000041107241,4.130588036548408e-05,1415872,26953,416,26101,413,0.0190363253175428,0.0002938118699995,0.0184345760068706,0.0002916930343985
02-05-2021,78.74,67.63,-33.0,-17.0,-42.0,-56.0,-30.0,12.0,0.025,1e-05,0.025,1e-05,0.0250000007834195,2.462850568799793e-05,0.025000000761031,2.4199345083945827e-05,0.0250000045758514,4.528474941158765e-05,0.0250000043427499,4.339329264740924e-05,1415872,27101,416,26192,413,0.0191408545405234,0.0002938118699995,0.018498847353433,0.0002916930343985
02-06-2021,80.92,71.72,-33.0,-15.0,-32.0,-58.0,-25.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000007712539,2.4650743678463364e-05,0.0250000007467641,2.4172735097519817e-05,0.0250000043045297,4.2955506356709686e-05,0.0250000040787008,4.113025753349949e-05,1415872,27192,416,26325,413,0.0192051258870858,0.0002938118699995,0.0185927823984088,0.0002916930343985
02-07-2021,58.86,54.65,-41.0,-23.0,-45.0,-63.0,-25.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000007489136,2.4448314802655244e-05,0.0250000007270319,2.4014123493326328e-05,0.0250000045661127,4.540272178316415e-05,0.0250000042984405,4.322169002896559e-05,1415872,27236,418,26398,415,0.0192362021425665,0.0002952244270668,0.0186443407313655,0.0002931055914658
02-08-2021,69.66,61.64,-36.0,-27.0,-46.0,-54.0,-36.0,12.0,0.025,1e-05,0.025,1e-05,0.0250000007067366,2.3777922413560304e-05,0.0250000006856843,2.3355391068533e-05,0.0250000045851291,4.574914244169844e-05,0.025000004308164,4.348107950945495e-05,1415872,27225,418,26428,415,0.0192284330786963,0.0002952244270668,0.0186655290873751,0.0002931055914658
02-09-2021,70.65,60.81,-34.0,-24.0,-46.0,-54.0,-33.0,13.0,0.025,1e-05,0.025,1e-05,0.0250000007197571,2.4153065324929816e-05,0.0250000006989512,2.373168726824112e-05,0.0250000045115478,4.534503758478858e-05,0.0250000042955703,4.360059369746861e-05,1415872,27254,418,26456,415,0.0192489151561723,0.0002952244270668,0.0186853048863174,0.0002931055914658
02-10-2021,72.41,64.1,-34.0,-23.0,-39.0,-53.0,-32.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000046196222,4.662165258304545e-05,0.0250000044047381,4.486333640345751e-05,1415872,27330,423,26507,420,0.0193025923247299,0.0002987558197351,0.0187213250915336,0.0002966369841341
02-11-2021,76.29,69.17,-33.0,-19.0,-41.0,-53.0,-33.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000047932408,4.844524867329422e-05,0.0250000045723101,4.66141824121272e-05,1415872,27454,424,26591,421,0.0193901708629028,0.0002994620982687,0.0187806524883605,0.0002973432626678
02-12-2021,92.99,86.85,-30.0,-17.0,-35.0,-52.0,-33.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000049386037,5.005197448449345e-05,0.0250000047197359,4.82161395556328e-05,1415872,27541,425,26652,422,0.0194516170953306,0.0003001683768024,0.0188237354789133,0.0002980495412014
02-13-2021,95.9,93.38,-30.0,-13.0,-28.0,-55.0,-26.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000049193668,5.019934817488812e-05,0.0250000047027614,4.83672322094883e-05,1415872,27584,425,26729,422,0.0194819870722777,0.0003001683768024,0.0188781189260046,0.0002980495412014
02-14-2021,84.93,86.59,-25.0,-11.0,-27.0,-56.0,-24.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000047499522,4.901804963214109e-05,0.0250000045299856,4.71459402064598e-05,1415872,27616,426,26772,423,0.0195045879853546,0.000300874655336,0.0189084889029516,0.0002987558197351
02-15-2021,75.81,74.62,-29.0,-22.0,-28.0,-54.0,-61.0,18.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000048824651,5.054753543147611e-05,0.0250000046494959,4.854095182891619e-05,1415872,27637,426,26803,423,0.0195194198345613,0.000300874655336,0.0189303835374949,0.0002987558197351
02-16-2021,78.91,74.25,-32.0,-20.0,-40.0,-50.0,-33.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000048916573,5.0989333773387824e-05,0.0250000046560859,4.8939935246611547e-05,1415872,27639,426,26819,423,0.0195208323916286,0.000300874655336,0.0189416839940333,0.0002987558197351
02-17-2021,78.54,69.61,-34.0,-22.0,-41.0,-52.0,-33.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000048733857,5.1193612349577657e-05,0.0250000046443374,4.9181498681821405e-05,1415872,27679,427,26846,424,0.0195490835329747,0.0003015809338697,0.0189607535144419,0.0002994620982687
02-18-2021,77.71,71.69,-34.0,-20.0,-46.0,-52.0,-34.0,13.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000049637748,5.234933399459587e-05,0.0250000047300573,5.02752847266273e-05,1415872,27777,428,26906,425,0.0196182988292727,0.0003022872124033,0.0190031302264611,0.0003001683768024
02-19-2021,86.43,78.65,-33.0,-19.0,-40.0,-51.0,-30.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000049202861,5.227998473495583e-05,0.0250000047984107,5.118863912690141e-05,1415872,27834,430,26950,427,0.0196585567056909,0.0003036997694706,0.0190342064819418,0.0003015809338697
02-20-2021,89.03,84.36,-29.0,-17.0,-28.0,-51.0,-25.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000049464455,5.2784188968425104e-05,0.025000004821769,5.165965660316933e-05,1415872,27886,430,27011,427,0.0196952831894408,0.0003036997694706,0.0190772894724946,0.0003015809338697
02-21-2021,73.24,68.57,-32.0,-20.0,-34.0,-53.0,-23.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000048660544,5.231755928892183e-05,0.0250000047360179,5.113715829785448e-05,1415872,27968,431,27075,428,0.0197531980292003,0.0003044060480043,0.0191224912986484,0.0003022872124033
02-22-2021,76.08,69.12,-32.0,-23.0,-41.0,-49.0,-32.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000047347624,5.1356107992372864e-05,0.0250000045946092,5.007684992756207e-05,1415872,28002,431,27124,428,0.0197772114993445,0.0003044060480043,0.0191570989467974,0.0003022872124033
02-23-2021,76.87,68.2,-31.0,-20.0,-41.0,-51.0,-32.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000045750102,5.0109380101301377e-05,0.0250000044508005,4.8969996363026106e-05,1415872,28044,431,27168,428,0.0198068751977579,0.0003044060480043,0.0191881752022781,0.0003022872124033
02-24-2021,79.24,68.92,-32.0,-21.0,-37.0,-51.0,-33.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.02500000430426,4.783864566469624e-05,0.0250000041857543,4.674678019389276e-05,1415872,28093,435,27211,432,0.0198414828459069,0.0003072311621389,0.0192185451792252,0.0003051123265379
02-25-2021,79.68,72.1,-31.0,-19.0,-42.0,-51.0,-33.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000043782819,4.855103017504158e-05,0.0250000042612445,4.7470775062518375e-05,1415872,28124,435,27247,432,0.0198633774804502,0.0003072311621389,0.0192439712064367,0.0003051123265379
02-26-2021,91.14,81.51,-29.0,-17.0,-38.0,-51.0,-30.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,28239,437,27286,434,0.0199445995118202,0.0003086437192062,0.0192715160692492,0.0003065248836052
02-27-2021,92.26,84.81,-30.0,-18.0,-38.0,-54.0,-26.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,28369,439,27419,436,0.0200364157211951,0.0003100562762735,0.019365451114225,0.0003079374406726
02-28-2021,75.68,70.9,-29.0,-19.0,-38.0,-53.0,-23.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,1415872,28380,439,27473,436,0.0200441847850653,0.0003100562762735,0.0194035901550422,0.0003079374406726
