date,Kansas-apple-driving,Kansas-apple-walking,Kansas-google-retail_and_recreation,Kansas-google-grocery_and_pharmacy,Kansas-google-parks,Kansas-google-transit_stations,Kansas-google-workplaces,Kansas-google-residential,Kansas-jh_beta_7,Kansas-jh_gamma_7,Kansas-cdc_beta_7,Kansas-cdc_gamma_7,Kansas-jh_beta_14,Kansas-jh_gamma_14,Kansas-cdc_beta_14,Kansas-cdc_gamma_14,Kansas-jh_beta_30,Kansas-jh_gamma_30,Kansas-cdc_beta_30,Kansas-cdc_gamma_30,Kansas-census_pop,Kansas-jh_confirmed,Kansas-jh_death,Kansas-cdc_confirmed,Kansas-cdc_death,Kansas-jh_confirmed_ratio,Kansas-jh_death_ratio,Kansas-cdc_confirmed_ratio,Kansas-cdc_death_ratio
01-11-2021,105.36,135.25,-19.0,-11.0,-6.0,-15.0,-24.0,9.0,0.0250000010868271,5.20899343075663e-05,0.0250000010557503,5.00409171687069e-05,0.025000018372632,0.0002117915627359,0.0250000244970696,0.0002103317631347,0.0250000153833478,0.0001422044446031,0.0250000153595633,0.0001417654137731,2913314,249712,3273,247502,3255,0.0857140699560706,0.0011234628330485,0.0849554836862761,0.0011172843023443
01-12-2021,107.71,141.42,-16.0,-10.0,20.0,-14.0,-26.0,10.0,0.0250000012753144,5.948021543734487e-05,0.0250000012461555,5.778807062861531e-05,0.0250000099516981,0.0002054141638315,0.0250000097046338,0.0001996191125386,0.0250000162654157,0.0001504053337123,0.0250000162754033,0.000150187701056,2913314,249803,3274,247502,3255,0.0857453058612974,0.0011238060847543,0.0849554836862761,0.0011172843023443
01-13-2021,109.46,142.53,-15.0,-7.0,30.0,-10.0,-25.0,8.0,0.0250000009932233,4.7768793943664326e-05,0.0250000979769793,0.0002323982468009,0.0250000102123255,0.0002116863711748,0.0250000104445746,0.0002161212073513,0.0250000170531887,0.0001579679346295,0.0250000170996027,0.0001580402272106,2913314,254104,3375,252041,3355,0.0872216314478974,0.001158474507039,0.086513503178854,0.0011516094729232
01-14-2021,112.97,138.66,-21.0,-13.0,-11.0,-14.0,-27.0,10.0,0.0250000011282907,5.251540847765555e-05,0.0250000010963759,5.1265192533445e-05,0.0250000082179359,0.0001674572653407,0.0250000080102322,0.0001624255997574,0.0250000167860781,0.0001558145523667,0.025000016807618,0.0001556543610267,2913314,254410,3376,252041,3355,0.087326666469869,0.0011588177587448,0.086513503178854,0.0011516094729232
01-15-2021,116.08,143.84,-27.0,-24.0,-25.0,-19.0,-25.0,10.0,0.0250000723358205,0.0001998389918401,0.0250000012834418,5.97307422101096e-05,0.0250000090229344,0.0001849522120981,0.0250000088091039,0.0001797771098122,0.0250000175776965,0.0001634311150961,0.0250000176395692,0.00016356433557,2913314,258354,3517,256134,3502,0.0886804511975022,0.0012072162492611,0.0879184324106498,0.0012020674736743
01-16-2021,126.02,167.59,-23.0,-11.0,-10.0,-12.0,-11.0,6.0,0.0250000011087342,5.012837202973692e-05,0.0250000010897466,4.931034613674602e-05,0.025000001709431,0.0001421766983487,0.0250000075228842,0.0001493306159697,0.0250000155219906,0.000143533562888,0.0250000154328855,0.0001421947452896,2913314,258354,3517,256134,3502,0.0886804511975022,0.0012072162492611,0.0879184324106498,0.0012020674736743
01-17-2021,91.49,113.24,-19.0,-14.0,-25.0,-13.0,-11.0,5.0,0.0250000690062036,0.0001928354696777,0.02500000134726,6.0608463269817175e-05,0.0249999990539,0.0001609860085845,0.0250000024135939,0.0001604386193304,0.0250000162417917,0.0001502534686882,0.0250000163536763,0.0001507484950434,2913314,258354,3518,256134,3502,0.0886804511975022,0.0012075595009669,0.0879184324106498,0.0012020674736743
01-18-2021,112.06,140.23,-15.0,-12.0,-1.0,-20.0,-41.0,12.0,0.0250000869432054,0.0002224096520901,0.0250000895129735,0.0002244639115894,0.0249999949798607,0.0001777721522092,0.0249999988417682,0.0001777556835798,0.0250000148587089,0.00013774660886,0.0250000149729243,0.0001383028873114,2913314,261825,3540,259822,3525,0.089871877868297,0.0012151110384943,0.089184344701601,0.0012099622629074
01-19-2021,106.64,139.23,-19.0,-13.0,6.0,-16.0,-27.0,9.0,0.0250000011331589,5.4468775417368025e-05,0.0250000011360308,5.446515579424558e-05,0.0249999865155536,0.0001832058264638,0.0249999908769088,0.0001839449945677,0.025000015594959,0.0001450765046382,0.025000015736009,0.0001458309079259,2913314,262003,3540,259822,3525,0.0899329766719275,0.0012151110384943,0.089184344701601,0.0012099622629074
01-20-2021,106.18,139.0,-18.0,-10.0,10.0,-12.0,-25.0,8.0,0.0250000012062062,5.933299863701486e-05,0.0250000012152944,5.960785055713178e-05,0.0249999915877349,0.0001597024141861,0.0249999851321693,0.0001974303124397,0.0250000162397242,0.0001517526520944,0.0250000164188849,0.0001528370436638,2913314,265522,3594,263412,3575,0.0911408794246003,0.0012336466306069,0.0904166183253847,0.0012271248481969
01-21-2021,112.08,141.5,-18.0,-12.0,30.0,-11.0,-26.0,9.0,0.0250000008422212,4.384292101747191e-05,0.0250000008543077,4.4393616652057854e-05,0.0249999855121075,0.0001565755116216,0.024999988090195,0.0001570158350442,0.0250000146025191,0.0001366959353036,0.0250000147835889,0.0001378519437213,2913314,265709,3594,263412,3575,0.0912050674935829,0.0012336466306069,0.0904166183253847,0.0012271248481969
01-22-2021,130.05,170.78,-13.0,-14.0,8.0,-11.0,-20.0,6.0,0.0250000009278173,4.804066914553136e-05,0.0250000009386894,4.859835160802102e-05,0.0249999800981382,0.0001675968799043,0.0249999830009362,0.000168493883237,0.0250000151839609,0.000142938294721,0.0250000153986144,0.0001443670226259,2913314,268908,3616,266653,3598,0.092303129700403,0.0012411981681342,0.091529097103848,0.00123501963743
01-23-2021,129.54,171.11,-21.0,-8.0,-12.0,-14.0,-8.0,5.0,0.0250000002998365,2.074133047980264e-05,0.025000000283506,2.0135366646079446e-05,0.0249999870433243,0.0001295026328897,0.0249999885307516,0.0001302044219812,0.0250000146181971,0.0001387252468323,0.0250000144973223,0.0001369353320263,2913314,268908,3616,266653,3598,0.092303129700403,0.0012411981681342,0.091529097103848,0.00123501963743
01-24-2021,88.52,112.5,-19.0,-9.0,-39.0,-14.0,-9.0,5.0,0.0250000003643567,2.388802866223604e-05,0.0250000003466604,2.3185100845729563e-05,0.0249999827244373,0.0001382669376335,0.0249999843947979,0.0001390144944189,0.025000014898884,0.0001422274299596,0.0250000150069209,0.000142666674057,2913314,268908,3616,266653,3598,0.092303129700403,0.0012411981681342,0.091529097103848,0.00123501963743
01-25-2021,92.78,120.98,-29.0,-22.0,-37.0,-24.0,-29.0,12.0,0.0250000003978169,2.599374346519144e-05,0.0250000003847229,2.5450414311978275e-05,0.0249999787041306,0.000145067411093,0.0249999803769567,0.0001462215741131,0.0250000153056058,0.0001470850376454,0.0250000154571062,0.0001479572534205,2913314,271503,3645,269255,3622,0.0931938678769264,0.0012511524676021,0.0924222380423119,0.001243257678369
