date,Illinois-apple-driving,Illinois-apple-walking,Illinois-google-retail_and_recreation,Illinois-google-grocery_and_pharmacy,Illinois-google-parks,Illinois-google-transit_stations,Illinois-google-workplaces,Illinois-google-residential,Illinois-jh_beta_7,Illinois-jh_gamma_7,Illinois-cdc_beta_7,Illinois-cdc_gamma_7,Illinois-jh_beta_14,Illinois-jh_gamma_14,Illinois-cdc_beta_14,Illinois-cdc_gamma_14,Illinois-jh_beta_30,Illinois-jh_gamma_30,Illinois-cdc_beta_30,Illinois-cdc_gamma_30,Illinois-census_pop,Illinois-jh_confirmed,Illinois-jh_death,Illinois-cdc_confirmed,Illinois-cdc_death,Illinois-jh_confirmed_ratio,Illinois-jh_death_ratio,Illinois-cdc_confirmed_ratio,Illinois-cdc_death_ratio
01-11-2021,91.35,83.86,-30.0,-13.0,-41.0,-49.0,-35.0,14.0,0.0250000008065959,4.072727705020954e-05,0.0250000008065959,4.072727705020954e-05,0.0250000061501542,0.0001281704979512,0.0250000061689911,0.000128975248509,0.0250000136148663,0.0001293278288817,0.0250000136543116,0.0001297115460731,12671821,1033526,19363,1033526,19363,0.0815609690193698,0.0015280361046766,0.0815609690193698,0.0015280361046766
01-12-2021,94.85,90.14,-27.0,-11.0,-27.0,-46.0,-35.0,14.0,0.0250000008224443,4.206887955727406e-05,0.0250000008224443,4.206887955727406e-05,0.0250000061168085,0.0001280668214591,0.0250000061287465,0.0001287061558338,0.0250000132935688,0.0001266459335617,0.0250000133284647,0.0001270033338258,12671821,1040168,19497,1040168,19497,0.0820851241506646,0.0015386107489996,0.0820851241506646,0.0015386107489996
01-13-2021,96.4,91.12,-28.0,-11.0,-30.0,-45.0,-35.0,14.0,0.0250000007831358,4.072743501089406e-05,0.0250000007831358,4.072743501089406e-05,0.025000006130165,0.0001288329868968,0.0250000061368221,0.0001293097660668,0.0250000132609319,0.0001266992048083,0.025000013291716,0.0001270319179489,12671821,1046030,19617,1046030,19617,0.0825477253821688,0.0015480805797367,0.0825477253821688,0.0015480805797367
01-14-2021,98.1,90.55,-31.0,-13.0,-39.0,-47.0,-35.0,14.0,0.0250000007212494,3.8180071215647546e-05,0.0250000007212494,3.8180071215647546e-05,0.0250000057611984,0.0001213013843479,0.0250000057641362,0.0001216180069212,0.0250000131842148,0.0001263206861418,0.0250000132112243,0.0001266295905551,12671821,1052682,19724,1052682,19724,0.0830726696660251,0.0015565245121439,0.0830726696660251,0.0015565245121439
01-15-2021,113.89,111.3,-33.0,-16.0,-38.0,-45.0,-35.0,14.0,0.025000000621303,3.3868291582417704e-05,0.025000000621303,3.3868291582417704e-05,0.0250000055831648,0.0001179360526355,0.0250000055838945,0.0001180938527402,0.0250000130266924,0.0001251681925226,0.0250000130502418,0.0001254540841208,12671821,1059324,19873,1059324,19873,0.0835968247973199,0.001568282885309,0.0835968247973199,0.001568282885309
01-16-2021,108.96,117.17,-31.0,-12.0,-27.0,-36.0,-12.0,7.0,0.0250000005788358,3.176905259936826e-05,0.0250000005788358,3.176905259936826e-05,0.0250000061192529,0.0001297722903131,0.0250000052685488,0.0001114222709997,0.0250000126383031,0.0001216976674697,0.0250000126586997,0.0001219614186986,12671821,1064667,20020,1064667,20020,0.0840184690108864,0.0015798834279619,0.0840184690108864,0.0015798834279619
01-17-2021,84.42,86.87,-34.0,-18.0,-19.0,-42.0,-17.0,7.0,0.0250000006173286,3.310708719407206e-05,0.0250000006173286,3.310708719407206e-05,0.0250000056872586,0.0001205073431979,0.0250000056872586,0.0001205073431979,0.0250000121602052,0.0001173549571265,0.0250000121776986,0.000117596896495,12671821,1068829,20050,1068829,20050,0.0843469143069492,0.0015822508856461,0.0843469143069492,0.0015822508856461
01-18-2021,96.99,89.02,-27.0,-13.0,-34.0,-50.0,-46.0,15.0,0.0250000006368908,3.426665750364397e-05,0.0250000006368908,3.426665750364397e-05,0.025000005719642,0.0001218029669699,0.025000005719642,0.0001218029669699,0.0250000116169678,0.0001124412746776,0.0250000116318656,0.0001126625917258,12671821,1072214,20118,1072214,20118,0.0846140424489897,0.0015876171230638,0.0846140424489897,0.0015876171230638
01-19-2021,93.23,85.62,-31.0,-15.0,-36.0,-47.0,-35.0,13.0,0.0250000006565023,3.557051086770107e-05,0.0250000006565023,3.557051086770107e-05,0.0250000057814558,0.0001238824845822,0.0250000057814558,0.0001238824845822,0.0250000114738891,0.0001115027022612,0.0250000114864491,0.0001117041372786,12671821,1076532,20153,1076532,20153,0.0849547985250107,0.0015903791570288,0.0849547985250107,0.0015903791570288
01-20-2021,93.17,86.34,-31.0,-17.0,-36.0,-47.0,-36.0,14.0,0.0250000005820879,3.2972075523172326e-05,0.0250000005820879,3.2972075523172326e-05,0.0250000055204748,0.0001192086952488,0.0250000055204748,0.0001192086952488,0.0250000114808607,0.0001120755210601,0.0250000114913466,0.000112258110018,12671821,1081354,20285,1081354,20285,0.0853353278901272,0.0016007959708395,0.0853353278901272,0.0016007959708395
01-21-2021,99.84,94.49,-28.0,-11.0,-27.0,-45.0,-33.0,13.0,0.0250000005455924,3.149331511956056e-05,0.0250000005455924,3.149331511956056e-05,0.0250000051910779,0.0001125770666699,0.0250000051910779,0.0001125770666699,0.0250000113571236,0.0001112689800867,0.0250000113657704,0.0001114335661607,12671821,1086333,20423,1086333,20423,0.085728246950458,0.0016116862761871,0.085728246950458,0.0016116862761871
01-22-2021,113.7,108.2,-30.0,-14.0,-40.0,-45.0,-33.0,13.0,0.0250000005448309,3.1180139759505634e-05,0.0250000005448309,3.1180139759505634e-05,0.0250000047494579,0.0001030905462173,0.0250000047494579,0.0001030905462173,0.0250000111256034,0.0001093813292066,0.0250000111326042,0.0001095282257672,12671821,1093375,20534,1093375,20534,0.0862839681842096,0.0016204458696188,0.0862839681842096,0.0016204458696188
01-23-2021,115.04,120.24,-26.0,-7.0,-24.0,-35.0,-9.0,6.0,0.0250000005013057,2.8947776518353408e-05,0.0250000005013057,2.8947776518353408e-05,0.0249999996535912,8.774586905467785e-05,0.0249999996535912,8.774586905467785e-05,0.0250000107803791,0.000106362153318,0.0250000107859318,0.0001064918837809,12671821,1098527,20645,1098527,20645,0.086690539583853,0.0016292054630506,0.086690539583853,0.0016292054630506
01-24-2021,81.63,82.56,-31.0,-14.0,-23.0,-41.0,-15.0,7.0,0.0250000004627271,2.696862494969039e-05,0.0250000004627271,2.696862494969039e-05,0.0249999992572659,8.7322507877084e-05,0.0249999992572659,8.7322507877084e-05,0.0250000106466791,0.0001054063185173,0.0250000106509759,0.0001055194639461,12671821,1101819,20680,1101819,20680,0.0869503286070723,0.0016319674970156,0.0869503286070723,0.0016319674970156
01-25-2021,85.42,78.86,-32.0,-12.0,-43.0,-51.0,-36.0,14.0,0.0250000005282936,3.002754489434328e-05,0.0250000005282936,3.002754489434328e-05,0.0249999987103312,8.790362199691314e-05,0.0249999987103312,8.790362199691314e-05,0.0250000102004436,0.000101407289603,0.0250000102036701,0.0001015045513863,12671821,1104763,20744,1104763,20744,0.0871826551211542,0.0016370180734087,0.0871826551211542,0.0016370180734087
01-26-2021,80.32,78.92,-41.0,-31.0,-34.0,-52.0,-42.0,17.0,0.0250000005391458,3.088324786912735e-05,0.0250000005391458,3.088324786912735e-05,0.0249999979989033,8.918734651974233e-05,0.0249999979989033,8.918734651974233e-05,0.0250000102618541,0.0001023753328098,0.0250000102641879,0.000102457464422,12671821,1108430,20853,1108430,20853,0.0874720373654268,0.0016456198363281,0.0874720373654268,0.0016456198363281
01-27-2021,92.59,87.15,-31.0,-18.0,-37.0,-47.0,-35.0,14.0,0.0250000005992912,3.365538302620286e-05,0.0250000005992912,3.365538302620286e-05,0.0249999980736856,8.490809584638288e-05,0.0249999980736856,8.490809584638288e-05,0.0250000101545664,0.0001016505830029,0.0250000101561622,0.0001017179765863,12671821,1112181,20949,1112181,20949,0.0877680484912152,0.0016531957009178,0.0877680484912152,0.0016531957009178
01-28-2021,97.6,88.93,-29.0,-14.0,-38.0,-46.0,-33.0,13.0,0.0250000005507753,3.157716067241037e-05,0.0250000005507753,3.157716067241037e-05,0.0249999980936001,8.19466158026684e-05,0.0249999980936001,8.19466158026684e-05,0.0250000099510139,9.99661462411022e-05,0.0250000099520199,0.0001000191978289,12671821,1116372,21074,1116372,21074,0.0880987823297062,0.0016630601079355,0.0880987823297062,0.0016630601079355
01-29-2021,117.67,113.25,-26.0,-11.0,-32.0,-43.0,-32.0,12.0,0.0250000005104232,2.957485059012455e-05,0.0250000005104232,2.957485059012455e-05,0.0249999979712388,8.043570471657305e-05,0.0249999979712388,8.043570471657305e-05,0.0250000097752209,9.851975970502398e-05,0.0250000097757791,9.855886753907168e-05,12671821,1120528,21146,1120528,21146,0.0884267541342321,0.0016687420063777,0.0884267541342321,0.0016687420063777
01-30-2021,101.23,107.87,-29.0,-2.0,-27.0,-38.0,-10.0,8.0,0.0250000004915549,2.866892253952122e-05,0.0250000004915549,2.866892253952122e-05,0.0249999984141446,7.50885149310188e-05,0.0249999984141446,7.50885149310188e-05,0.0250000092267013,9.343050301243438e-05,0.0250000092269467,9.345608173613244e-05,12671821,1123873,21213,1123873,21213,0.088690725666027,0.0016740293285392,0.088690725666027,0.0016740293285392
01-31-2021,63.16,71.67,-49.0,-39.0,-20.0,-47.0,-26.0,10.0,0.0250000004615579,2.7455595695081252e-05,0.0250000004615579,2.7455595695081252e-05,0.0250000038071077,8.352741461910886e-05,0.0250000038071077,8.352741461910886e-05,0.025000008849992,9.005757822833888e-05,0.0250000088500541,9.007012027702121e-05,12671821,1126301,21253,1126301,21253,0.0888823319079396,0.0016771859387849,0.0888823319079396,0.0016771859387849
02-01-2021,90.22,88.99,-29.0,-15.0,-35.0,-47.0,-36.0,13.0,0.0250000005011418,2.953391055263674e-05,0.0250000005011418,2.953391055263674e-05,0.0249999979150684,7.389436952284919e-05,0.0249999979150684,7.389436952284919e-05,0.0250000091797863,9.355199836127656e-05,0.0250000084382761,8.620881289997009e-05,12671821,1128613,21273,1128613,21273,0.0890647839801398,0.0016787642439078,0.0890647839801398,0.0016787642439078
02-02-2021,95.67,89.27,-26.0,-12.0,-33.0,-46.0,-34.0,13.0,0.0250000004837439,2.9339969784304705e-05,0.0250000004837439,2.9339969784304705e-05,0.0249999974599035,7.408071007990076e-05,0.0249999974599035,7.408071007990076e-05,0.0250000084427919,8.677184195307329e-05,0.0250000084427919,8.677184195307329e-05,12671821,1130917,21336,1130917,21336,0.0892466047302909,0.0016837359050447,0.0892466047302909,0.0016837359050447
02-03-2021,99.82,94.96,-22.0,-4.0,-30.0,-43.0,-33.0,12.0,0.0250000004156788,2.6706211950747133e-05,0.0250000004156788,2.6706211950747133e-05,0.0249999965251069,7.675063775679659e-05,0.0249999965251069,7.675063775679659e-05,0.0250000082905406,8.561895345441757e-05,0.0250000082905406,8.561895345441757e-05,12671821,1134231,21420,1134231,21420,0.0895081298891453,0.0016903647865606,0.0895081298891453,0.0016903647865606
02-04-2021,92.64,85.23,-34.0,-13.0,-45.0,-48.0,-35.0,15.0,0.0250000003752052,2.4934426613520808e-05,0.0250000003752052,2.4934426613520808e-05,0.0250000038851533,8.775851150897477e-05,0.0250000038851533,8.775851150897477e-05,0.025000008189856,8.49494106312922e-05,0.025000008189856,8.49494106312922e-05,12671821,1137559,21497,1137559,21497,0.0897707598615858,0.0016964412612835,0.0897707598615858,0.0016964412612835
02-05-2021,112.47,108.94,-31.0,-15.0,-44.0,-45.0,-34.0,14.0,0.0250000003072454,2.179540235641184e-05,0.0250000003072454,2.179540235641184e-05,0.0250000035578302,8.088356614189717e-05,0.0250000035578302,8.088356614189717e-05,0.02500000784933,8.189538656353478e-05,0.02500000784933,8.189538656353478e-05,12671821,1141219,21603,1141219,21603,0.0900595896990653,0.0017048062784346,0.0900595896990653,0.0017048062784346
02-06-2021,104.78,106.64,-31.0,-8.0,-45.0,-39.0,-11.0,8.0,0.0250000003204352,2.197387793664588e-05,0.0250000003204352,2.197387793664588e-05,0.025000003398972,7.737042438851904e-05,0.025000003398972,7.737042438851904e-05,0.02500000743258,7.802459035704318e-05,0.02500000743258,7.802459035704318e-05,12671821,1144281,21676,1144281,21676,0.090301228213372,0.001710567092133,0.090301228213372,0.001710567092133
02-07-2021,76.3,75.1,-40.0,-21.0,-49.0,-46.0,-18.0,7.0,0.0250000003380947,2.249765122622257e-05,0.0250000003380947,2.249765122622257e-05,0.0250000032328972,7.367470553878907e-05,0.0250000032328972,7.367470553878907e-05,0.0250000068894799,7.28882764990615e-05,0.0250000068894799,7.28882764990615e-05,12671821,1146346,21738,1146341,21738,0.0904641882173051,0.0017154598380138,0.0904637936410244,0.0017154598380138
02-08-2021,89.15,77.98,-36.0,-22.0,-49.0,-50.0,-37.0,14.0,0.0250000003812402,2.4353034454380465e-05,0.0250000003812402,2.4353034454380465e-05,0.0250000034228255,7.785446121597015e-05,0.0250000034228255,7.785446121597015e-05,0.0250000064850218,6.912973837236035e-05,0.0250000064850218,6.912973837236035e-05,12671821,1148088,21779,1148088,21779,0.0906016585935044,0.0017186953635156,0.0906016585935044,0.0017186953635156
02-09-2021,95.04,85.31,-30.0,-15.0,-44.0,-47.0,-35.0,14.0,0.0250000004335605,2.6873050671403127e-05,0.0250000004335605,2.6873050671403127e-05,0.0250000034393,7.840042098611585e-05,0.0250000034393,7.840042098611585e-05,0.0250000063250327,6.778873074516544e-05,0.0250000063250327,6.778873074516544e-05,12671821,1150170,21802,1150170,21802,0.0907659601567919,0.0017205104144068,0.0907659601567919,0.0017205104144068
02-10-2021,96.23,85.48,-29.0,-14.0,-48.0,-47.0,-35.0,14.0,0.0250000004150454,2.6505084103044486e-05,0.0250000004150454,2.6505084103044486e-05,0.0250000031914728,7.336337217761973e-05,0.0250000031914728,7.336337217761973e-05,0.0250000062305521,6.710887522682581e-05,0.0250000062305521,6.710887522682581e-05,12671821,1152995,21869,1152995,21869,0.090988895755393,0.0017257977365684,0.090988895755393,0.0017257977365684
02-11-2021,101.33,91.33,-28.0,-10.0,-46.0,-46.0,-34.0,14.0,0.0250000003770387,2.5066117897839644e-05,0.0250000003770387,2.5066117897839644e-05,0.0250000030135437,6.97102121775646e-05,0.0250000030135437,6.97102121775646e-05,0.025000006180669,6.685470568763823e-05,0.025000006180669,6.685470568763823e-05,12671821,1155833,21985,1155833,21985,0.0912128572523238,0.0017349519062808,0.0912128572523238,0.0017349519062808
02-12-2021,121.95,121.86,-26.0,-7.0,-44.0,-43.0,-34.0,13.0,0.0250000003739881,2.4692488742299117e-05,0.0250000003739881,2.4692488742299117e-05,0.0250000027468931,6.36697318527024e-05,0.0250000027468931,6.36697318527024e-05,0.0250000059102413,6.434182171316787e-05,0.0250000059102413,6.434182171316787e-05,12671821,1158431,22027,1158431,22027,0.0914178790877806,0.0017382663470388,0.0914178790877806,0.0017382663470388
02-13-2021,112.64,134.35,-30.0,-5.0,-43.0,-36.0,-12.0,8.0,0.0250000003237373,2.2419076929564915e-05,0.0250000003237373,2.2419076929564915e-05,0.0250000027159662,6.301248401023074e-05,0.0250000027159662,6.301248401023074e-05,0.0250000056863563,6.229552164628833e-05,0.0250000056863563,6.229552164628833e-05,12671821,1160523,22087,1160523,22087,0.0915829698036296,0.0017430012624073,0.0915829698036296,0.0017430012624073
02-14-2021,93.55,105.42,-29.0,-12.0,-48.0,-43.0,-17.0,7.0,0.0250000003123632,2.186084830702926e-05,0.0250000003123632,2.186084830702926e-05,0.0250000027038139,6.282027653026802e-05,0.0250000027038139,6.282027653026802e-05,0.0250000055008566,6.063298835107218e-05,0.0250000055008566,6.063298835107218e-05,12671821,1162154,22121,1162154,22121,0.0917116805863971,0.0017456843811161,0.0917116805863971,0.0017456843811161
