date,Wyoming-apple-driving,Wyoming-apple-walking,Wyoming-google-retail_and_recreation,Wyoming-google-grocery_and_pharmacy,Wyoming-google-parks,Wyoming-google-transit_stations,Wyoming-google-workplaces,Wyoming-google-residential,Wyoming-jh_beta_7,Wyoming-jh_gamma_7,Wyoming-cdc_beta_7,Wyoming-cdc_gamma_7,Wyoming-jh_beta_14,Wyoming-jh_gamma_14,Wyoming-cdc_beta_14,Wyoming-cdc_gamma_14,Wyoming-jh_beta_30,Wyoming-jh_gamma_30,Wyoming-cdc_beta_30,Wyoming-cdc_gamma_30,Wyoming-census_pop,Wyoming-jh_confirmed,Wyoming-jh_death,Wyoming-cdc_confirmed,Wyoming-cdc_death,Wyoming-jh_confirmed_ratio,Wyoming-jh_death_ratio,Wyoming-cdc_confirmed_ratio,Wyoming-cdc_death_ratio
02-03-2021,124.61,161.49,-19.0,-9.0,-12.0,-14.0,-17.0,6.0,0.025,1e-05,0.025,1e-05,0.0249999953730412,8.04946028716297e-05,0.0249999953730412,8.04946028716297e-05,0.0250000105623131,0.0001061771421379,0.0250000105623131,0.0001061771421379,578759,52288,624,52288,624,0.0903450313515643,0.0010781689787977,0.0903450313515643,0.0010781689787977
02-04-2021,137.56,178.76,-19.0,-7.0,-13.0,-14.0,-16.0,7.0,0.0250000003724622,2.1902938543630767e-05,0.0250000003724622,2.1902938543630767e-05,0.0249999930671778,8.975839223265063e-05,0.0249999930671778,8.975839223265063e-05,0.0250000108930509,0.0001096648171483,0.02500001089596,0.0001096883176595,578759,52468,624,52468,624,0.0906560416339097,0.0010781689787977,0.0906560416339097,0.0010781689787977
02-05-2021,160.97,206.18,-22.0,-11.0,-15.0,-29.0,-12.0,7.0,0.0250000005036393,2.760336682611472e-05,0.0250000005036393,2.760336682611472e-05,0.0249999902762195,9.743781009161051e-05,0.0249999902762195,9.743781009161051e-05,0.0250000091080854,9.219361581654292e-05,0.0250000091080854,9.219361581654292e-05,578759,52576,624,52576,624,0.090842647803317,0.0010781689787977,0.090842647803317,0.0010781689787977
02-06-2021,153.05,194.03,-22.0,-8.0,-23.0,0.0,-10.0,6.0,0.02500000058848,3.219847607653868e-05,0.02500000058848,3.219847607653868e-05,0.0250000039036873,8.531105236301724e-05,0.0250000039036873,8.531105236301724e-05,0.0250000093756048,9.522590589259446e-05,0.0250000093756048,9.522590589259446e-05,578759,52618,624,52618,624,0.0909152168691977,0.0010781689787977,0.0909152168691977,0.0010781689787977
02-07-2021,117.14,144.35,-26.0,-13.0,-32.0,-19.0,-12.0,5.0,0.025000000634672,3.555787101581597e-05,0.025000000634672,3.555787101581597e-05,0.0249999961633092,7.257146893022682e-05,0.0249999961633092,7.257146893022682e-05,0.0250000076373224,7.834390235484577e-05,0.0250000076373224,7.834390235484577e-05,578759,52627,624,52627,624,0.0909307673833149,0.0010781689787977,0.0909307673833149,0.0010781689787977
02-08-2021,117.68,162.94,-19.0,-9.0,-9.0,-7.0,-18.0,6.0,0.0250000006568703,3.7866934872575085e-05,0.0250000006568703,3.7866934872575085e-05,0.0249999943647792,7.711051975428564e-05,0.0249999943647792,7.711051975428564e-05,0.0250000078073295,8.062648826062472e-05,0.0250000078073295,8.062648826062472e-05,578759,52784,624,52784,624,0.0912020374629163,0.0010781689787977,0.0912020374629163,0.0010781689787977
02-09-2021,121.49,160.51,-18.0,-8.0,-12.0,-11.0,-15.0,6.0,0.0250000006632703,3.903570034742896e-05,0.0250000006632703,3.903570034742896e-05,0.024999992716868,8.09353084722859e-05,0.0249999927548324,8.099772550807667e-05,0.0250000080289267,8.332150402179665e-05,0.0250000080289267,8.332150402179665e-05,578759,52830,647,52830,647,0.0912815178684046,0.0011179091815418,0.0912815178684046,0.0011179091815418
02-10-2021,122.12,157.95,-18.0,-8.0,-14.0,-11.0,-18.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000026057066,5.846710937173413e-05,0.0250000026057066,5.846710937173413e-05,0.025000008398386,8.698586120536938e-05,0.025000008398386,8.698586120536938e-05,578759,52874,647,52874,647,0.0913575426040891,0.0011179091815418,0.0913575426040891,0.0011179091815418
02-11-2021,130.22,164.9,-21.0,-7.0,-23.0,-13.0,-17.0,8.0,0.025,1e-05,0.025,1e-05,0.025000003144994,6.939277797701346e-05,0.025000003144994,6.939277797701346e-05,0.0250000086234016,8.951414577426108e-05,0.0250000086234016,8.951414577426108e-05,578759,52979,647,52979,647,0.0915389652687906,0.0011179091815418,0.0915389652687906,0.0011179091815418
02-12-2021,145.25,203.03,-28.0,-12.0,-31.0,-18.0,-19.0,11.0,0.0250000004044946,2.411234919717916e-05,0.0250000004044946,2.411234919717916e-05,0.0250000035799738,7.896883536632494e-05,0.0250000035799738,7.896883536632494e-05,0.0250000062881654,6.653006007103489e-05,0.0250000062881654,6.653006007103489e-05,578759,53086,647,53086,647,0.091723843603296,0.0011179091815418,0.091723843603296,0.0011179091815418
02-13-2021,133.14,210.87,-27.0,-10.0,-32.0,-24.0,-14.0,8.0,0.0250000004742707,2.7912873844952547e-05,0.0250000004742707,2.7912873844952547e-05,0.025000003938421,8.756282370662027e-05,0.025000003938421,8.756282370662027e-05,0.0250000065245293,6.920195708058037e-05,0.0250000065245293,6.920195708058037e-05,578759,53086,647,53086,647,0.091723843603296,0.0011179091815418,0.091723843603296,0.0011179091815418
02-14-2021,119.21,174.46,-19.0,-14.0,-33.0,-24.0,-15.0,6.0,0.0250000005129766,3.07283054679284e-05,0.0250000005129766,3.07283054679284e-05,0.0250000042101541,9.46783279247717e-05,0.0250000042101541,9.46783279247717e-05,0.0250000066940013,7.135230347707864e-05,0.0250000066940013,7.135230347707864e-05,578759,53136,647,53136,647,0.0918102353483919,0.0011179091815418,0.0918102353483919,0.0011179091815418
02-15-2021,118.55,156.25,-18.0,-10.0,-16.0,-11.0,-39.0,11.0,0.0250000005298962,3.257961187593941e-05,0.0250000005298962,3.257961187593941e-05,0.0249999932524628,7.495290391887586e-05,0.0249999932524628,7.495290391887586e-05,0.0250000068692592,7.354991303606048e-05,0.0250000068692592,7.354991303606048e-05,578759,53136,647,53136,647,0.0918102353483919,0.0011179091815418,0.0918102353483919,0.0011179091815418
02-16-2021,123.02,171.98,-16.0,-8.0,-14.0,-16.0,-16.0,6.0,0.0250000005352057,3.3553212825706706e-05,0.0250000005352057,3.3553212825706706e-05,0.0249999917700951,7.813844469004952e-05,0.0249999917700951,7.813844469004952e-05,0.0250000070267935,7.559341590149259e-05,0.0250000070267935,7.559341590149259e-05,578759,53351,662,53351,662,0.0921817198523046,0.0011438267050706,0.0921817198523046,0.0011438267050706
02-17-2021,120.64,169.77,-20.0,-11.0,-16.0,-22.0,-17.0,6.0,0.025,1e-05,0.025,1e-05,0.025000001948273,4.649483753435713e-05,0.025000001948273,4.649483753435713e-05,0.0250000072498133,7.801102024614068e-05,0.0250000072498133,7.801102024614068e-05,578759,53450,662,53450,662,0.0923527755075947,0.0011438267050706,0.0923527755075947,0.0011438267050706
02-18-2021,132.33,190.02,-17.0,-9.0,-14.0,-12.0,-17.0,6.0,0.025,1e-05,0.025,1e-05,0.025000002321481,5.4351319423390856e-05,0.025000002321481,5.4351319423390856e-05,0.0250000074313907,8.008968812700125e-05,0.0250000074313907,8.008968812700125e-05,578759,53531,662,53531,662,0.0924927301346501,0.0011438267050706,0.0924927301346501,0.0011438267050706
02-19-2021,165.72,214.41,-19.0,-10.0,-17.0,-10.0,-12.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000026248979,6.131089469033702e-05,0.0250000026248979,6.131089469033702e-05,0.0250000055816472,6.169599224547561e-05,0.0250000055816472,6.169599224547561e-05,578759,53683,662,53683,662,0.0927553610397419,0.0011438267050706,0.0927553610397419,0.0011438267050706
02-20-2021,152.96,192.75,-15.0,-10.0,-4.0,-6.0,-9.0,4.0,0.025000000281199,2.060899676006208e-05,0.025000000281199,2.060899676006208e-05,0.025000002864898,6.731859112119847e-05,0.025000002864898,6.731859112119847e-05,0.0250000057448604,6.362104013090623e-05,0.0250000057448604,6.362104013090623e-05,578759,53683,662,53683,662,0.0927553610397419,0.0011438267050706,0.0927553610397419,0.0011438267050706
02-21-2021,152.17,148.36,-14.0,-12.0,-20.0,-17.0,-11.0,4.0,0.0250000003064658,2.2453785421817252e-05,0.0250000003064658,2.2453785421817252e-05,0.0250000030499575,7.23709665824754e-05,0.0250000030499575,7.23709665824754e-05,0.0250000058699672,6.522596797532603e-05,0.0250000058699672,6.522596797532603e-05,578759,53795,662,53795,662,0.0929488785487569,0.0011438267050706,0.0929488785487569,0.0011438267050706
02-22-2021,144.06,176.03,-14.0,-6.0,-4.0,-15.0,-16.0,5.0,0.0250000003177265,2.3679374336763933e-05,0.0250000003177265,2.3679374336763933e-05,0.0250000031897156,7.64997931075108e-05,0.0250000031897156,7.64997931075108e-05,0.0250000044978298,5.1694326734312576e-05,0.0250000044978298,5.1694326734312576e-05,578759,53900,662,53900,662,0.0931303012134584,0.0011438267050706,0.0931303012134584,0.0011438267050706
02-23-2021,130.68,172.03,-14.0,-7.0,-15.0,-6.0,-15.0,6.0,0.0250000003204612,2.4281032691203423e-05,0.0250000003204612,2.4281032691203423e-05,0.0250000032999324,7.990464655622131e-05,0.0250000032999324,7.990464655622131e-05,0.0250000046293285,5.333126689499085e-05,0.0250000046293285,5.333126689499085e-05,578759,53944,671,53944,671,0.0932063259491429,0.0011593772191879,0.0932063259491429,0.0011593772191879
02-24-2021,136.72,181.79,-13.0,-7.0,-9.0,-4.0,-16.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000010029582,2.8676968066892763e-05,0.0250000010029582,2.8676968066892763e-05,0.025000004771205,5.4959098202928496e-05,0.025000004771205,5.4959098202928496e-05,578759,53988,671,53988,671,0.0932823506848273,0.0011593772191879,0.0932823506848273,0.0011593772191879
02-25-2021,143.96,193.69,-13.0,-8.0,-7.0,-2.0,-17.0,5.0,0.025,1e-05,0.025,1e-05,0.025000001231826,3.3567699286318764e-05,0.025000001231826,3.3567699286318764e-05,0.0250000049109173,5.6567546022257664e-05,0.0250000049160715,5.661033850734288e-05,578759,54202,671,54202,671,0.0936521073538381,0.0011593772191879,0.0936521073538381,0.0011593772191879
02-26-2021,162.39,216.29,-14.0,-8.0,-11.0,3.0,-13.0,6.0,0.025,1e-05,0.025,1e-05,0.025000001416452,3.787334392618432e-05,0.025000001416452,3.787334392618432e-05,0.0250000032814764,4.028721989324628e-05,0.0250000032814764,4.028721989324628e-05,578759,54350,671,54350,671,0.0939078269193222,0.0011593772191879,0.0939078269193222,0.0011593772191879
02-27-2021,166.5,219.49,-14.0,-9.0,-21.0,1.0,-13.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000015626559,4.159963386552882e-05,0.0250000015626559,4.159963386552882e-05,0.0250000033866542,4.16097347003413e-05,0.0250000033866542,4.16097347003413e-05,578759,54350,671,54350,671,0.0939078269193222,0.0011593772191879,0.0939078269193222,0.0011593772191879
02-28-2021,153.27,176.29,-8.0,-10.0,-11.0,1.0,-13.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000016747809,4.47159724877941e-05,0.0250000016747809,4.47159724877941e-05,0.0250000034909406,4.2924335184798825e-05,0.0250000034909406,4.2924335184798825e-05,578759,54394,671,54394,671,0.0939838516550066,0.0011593772191879,0.0939838516550066,0.0011593772191879
03-01-2021,137.07,200.51,-7.0,-1.0,10.0,6.0,-15.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000017602751,4.728267258614187e-05,0.0250000017602751,4.728267258614187e-05,0.0250000035619563,4.395429251076919e-05,0.0250000035619563,4.395429251076919e-05,578759,54471,671,54471,671,0.0941168949424544,0.0011593772191879,0.0941168949424544,0.0011593772191879
