date,Georgia-apple-driving,Georgia-apple-walking,Georgia-google-retail_and_recreation,Georgia-google-grocery_and_pharmacy,Georgia-google-parks,Georgia-google-transit_stations,Georgia-google-workplaces,Georgia-google-residential,Georgia-jh_beta_7,Georgia-jh_gamma_7,Georgia-cdc_beta_7,Georgia-cdc_gamma_7,Georgia-jh_beta_14,Georgia-jh_gamma_14,Georgia-cdc_beta_14,Georgia-cdc_gamma_14,Georgia-jh_beta_30,Georgia-jh_gamma_30,Georgia-cdc_beta_30,Georgia-cdc_gamma_30,Georgia-census_pop,Georgia-jh_confirmed,Georgia-jh_death,Georgia-cdc_confirmed,Georgia-cdc_death,Georgia-jh_confirmed_ratio,Georgia-jh_death_ratio,Georgia-cdc_confirmed_ratio,Georgia-cdc_death_ratio
08-22-2021,128.27,167.4,-10.0,0.0,11.0,-9.0,-14.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000005036276,1.993887167389658e-05,0.0250000004908188,1.9620723603842158e-05,0.025,1e-05,0.02500000014402,1.0970014229896365e-05,10617423,1307084,22199,1321132,22241,0.1231074621402952,0.0020908086642116,0.1244305703935879,0.0020947644263584
08-23-2021,151.18,240.83,-9.0,5.0,20.0,-14.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000005843343,2.1918353302303675e-05,0.0250000005615333,2.123019043067832e-05,0.025000000174526,1.1271043130609824e-05,0.0250000002019269,1.150863940561969e-05,10617423,1328156,22263,1328156,22263,0.1250921245202343,0.0020968364922448,0.1250921245202343,0.0020968364922448
08-24-2021,152.79,234.88,-8.0,5.0,9.0,-17.0,-28.0,7.0,0.025,1e-05,0.025000000259225,2.082109548450981e-05,0.0250000005823499,2.1878151305866785e-05,0.0250000006188522,2.2595030448590897e-05,0.0250000002630384,1.213026016612061e-05,0.025000000273588,1.2206824265912055e-05,10617423,1337342,22309,1337342,22309,0.125957306212628,0.0021011689936437,0.125957306212628,0.0021011689936437
08-25-2021,151.77,210.47,-8.0,3.0,13.0,-14.0,-28.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000005889111,2.1952573579374944e-05,0.0250000006187392,2.2588778017852388e-05,0.0250000003572998,1.3041066865908038e-05,0.0250000003508242,1.295455617732857e-05,10617423,1348019,22400,1348019,22400,0.1269629174612332,0.0021097398116284,0.1269629174612332,0.0021097398116284
08-26-2021,157.6,214.45,-9.0,4.0,6.0,-13.0,-27.0,7.0,0.025,1e-05,0.0250000002548895,2.014955219166737e-05,0.0250000006287965,2.255327484533598e-05,0.0250000006527885,2.311131445289764e-05,0.0250000004205354,1.3589603254012592e-05,0.0250000004410358,1.3787319153212447e-05,10617423,1358842,22492,1358842,22492,0.1279822796925393,0.0021184048144262,0.1279822796925393,0.0021184048144262
08-27-2021,182.8,244.44,-10.0,1.0,30.0,-12.0,-26.0,6.0,0.025000000289255,2.069104352567008e-05,0.0250000002952843,2.118925551601691e-05,0.0250000006900648,2.348673138717169e-05,0.0250000007090178,2.3969023650487297e-05,0.0250000004983173,1.424369995515319e-05,0.025000000516783,1.4428878040288658e-05,10617423,1369926,22553,1369926,22553,0.1290262241600433,0.0021241500880204,0.1290262241600433,0.0021241500880204
08-28-2021,177.19,254.49,-9.0,1.0,46.0,-8.0,-10.0,3.0,0.0250000003332398,2.2180583446406525e-05,0.0250000003356934,2.249100482032528e-05,0.0250000007127137,2.3590933235050472e-05,0.0250000007273841,2.3999775752570632e-05,0.0250000005998743,1.514659441121952e-05,0.0250000006164449,1.5319521860719948e-05,10617423,1369926,22553,1377637,22582,0.1290262241600433,0.0021241500880204,0.1297524832532338,0.0021268814475979
08-29-2021,131.24,162.1,-9.0,2.0,28.0,-7.0,-14.0,3.0,0.0250000004224319,2.661730226742036e-05,0.0250000004036584,2.5625723428123574e-05,0.0250000008635833,2.693374562494432e-05,0.0250000008477122,2.6565084135279863e-05,0.0250000006839149,1.592853161729675e-05,0.0250000007075869,1.6154462013776288e-05,10617423,1369926,22553,1385348,22611,0.1290262241600433,0.0021241500880204,0.1304787423464243,0.0021296128071755
08-30-2021,145.5,183.02,-11.0,4.0,7.0,-16.0,-27.0,7.0,0.0250000004766108,2.9943674433141348e-05,0.0250000004526613,2.8280205003186112e-05,0.0250000009848824,2.9853692952742368e-05,0.0250000009534589,2.896096000073143e-05,0.0250000007571151,1.66468372242011e-05,0.025000000796141,1.6987811338678145e-05,10617423,1393061,22641,1393061,22641,0.1312051898092409,0.0021324383515661,0.1312051898092409,0.0021324383515661
08-31-2021,138.78,174.21,-12.0,3.0,-29.0,-20.0,-28.0,10.0,0.0250000004471992,2.8823489725002723e-05,0.0250000004860058,3.036918659724397e-05,0.0250000009974925,3.0190483822365053e-05,0.0250000010469712,3.119285102161328e-05,0.0250000008842673,1.7882020921148673e-05,0.0250000008924747,1.7929550624422665e-05,10617423,1403582,22740,1403582,22740,0.1321961082270151,0.0021417626480549,0.1321961082270151,0.0021417626480549
