date,West Virginia-apple-driving,West Virginia-apple-walking,West Virginia-google-retail_and_recreation,West Virginia-google-grocery_and_pharmacy,West Virginia-google-parks,West Virginia-google-transit_stations,West Virginia-google-workplaces,West Virginia-google-residential,West Virginia-jh_beta_7,West Virginia-jh_gamma_7,West Virginia-cdc_beta_7,West Virginia-cdc_gamma_7,West Virginia-jh_beta_14,West Virginia-jh_gamma_14,West Virginia-cdc_beta_14,West Virginia-cdc_gamma_14,West Virginia-jh_beta_30,West Virginia-jh_gamma_30,West Virginia-cdc_beta_30,West Virginia-cdc_gamma_30,West Virginia-census_pop,West Virginia-jh_confirmed,West Virginia-jh_death,West Virginia-cdc_confirmed,West Virginia-cdc_death,West Virginia-jh_confirmed_ratio,West Virginia-jh_death_ratio,West Virginia-cdc_confirmed_ratio,West Virginia-cdc_death_ratio
01-26-2021,107.41,98.91,-19.0,-11.0,-8.0,-22.0,-28.0,9.0,0.0250000005625298,3.155791683339846e-05,0.0250000005625298,3.155791683339846e-05,0.0250000946051901,0.0002121151114558,0.0250000946051901,0.0002121151114558,0.025000023908699,0.0002105325954789,0.025000023908699,0.0002105325954789,1792147,116978,1928,116978,1928,0.0652725473970606,0.0010758046075461,0.0652725473970606,0.0010758046075461
01-27-2021,110.23,104.3,-19.0,-10.0,-17.0,-20.0,-24.0,8.0,0.0250000004881572,2.815339253201325e-05,0.0250000004881572,2.815339253201325e-05,0.0250000761660291,0.0001912828773587,0.0250000761660291,0.0001912828773587,0.0250000246368134,0.0002181950921563,0.0250000246368134,0.0002181950921563,1792147,117775,1953,117775,1953,0.0657172653805742,0.0010897543560879,0.0657172653805742,0.0010897543560879
01-28-2021,109.7,99.31,-26.0,-17.0,-28.0,-23.0,-28.0,11.0,0.0250000004911139,2.7828049931070724e-05,0.0250000004911139,2.7828049931070724e-05,0.0250000621323456,0.0001734867843014,0.0250000621323456,0.0001734867843014,0.0250000249317227,0.0002217993764613,0.0250000249317227,0.0002217993764613,1792147,118562,1983,118562,1983,0.0661564034646711,0.0011064940543381,0.0661564034646711,0.0011064940543381
01-29-2021,130.56,125.62,-20.0,-12.0,-23.0,-23.0,-22.0,9.0,0.0250000005672259,3.0460719667138223e-05,0.0250000005672259,3.0460719667138223e-05,0.0250000551471327,0.0001629186479198,0.0250000551471327,0.0001629186479198,0.0250000245020697,0.0002187322557962,0.0250000245020697,0.0002187322557962,1792147,119467,2006,119467,2006,0.0666613843618855,0.0011193278229966,0.0666613843618855,0.0011193278229966
01-30-2021,125.16,119.3,-13.0,2.0,-1.0,-18.0,-8.0,4.0,0.0250000006821049,3.496027025820265e-05,0.0250000006821049,3.496027025820265e-05,0.0250000477887706,0.0001520044946813,0.0250000477887706,0.0001520044946813,0.0250000234652705,0.0002099306834914,0.0250000234652705,0.0002099306834914,1792147,120340,2015,120340,2015,0.0671485095809663,0.0011243497324717,0.0671485095809663,0.0011243497324717
01-31-2021,80.42,76.56,-40.0,-27.0,-28.0,-35.0,-24.0,9.0,0.0250000007089761,3.632469215290238e-05,0.0250000007089761,3.632469215290238e-05,0.025000041331299,0.0001425610138531,0.025000041331299,0.0001425610138531,0.0250000231312227,0.0002076998814318,0.0250000231312227,0.0002076998814318,1792147,121001,2024,121001,2024,0.0675173409324123,0.0011293716419467,0.0675173409324123,0.0011293716419467
02-01-2021,90.88,88.58,-31.0,-19.0,-34.0,-32.0,-37.0,15.0,0.0250000006630044,3.4936033985823804e-05,0.0250000006630044,3.4936033985823804e-05,0.0250000408637266,0.0001439288190385,0.0250000408637266,0.0001439288190385,0.0250000222217674,0.0002007428714818,0.0250000222217674,0.0002007428714818,1792147,121425,2028,121425,2028,0.0677539286676818,0.0011316036017134,0.0677539286676818,0.0011316036017134
02-02-2021,92.32,88.49,-28.0,-17.0,-31.0,-26.0,-37.0,13.0,0.0250000007081049,3.763462931977075e-05,0.0250000007081049,3.763462931977075e-05,0.0250000411567185,0.0001490361839568,0.0250000411567185,0.0001490361839568,0.0250000220241621,0.0002001769366752,0.0250000220241621,0.0002001769366752,1792147,121935,2031,121935,2031,0.0680385035379352,0.0011332775715384,0.0680385035379352,0.0011332775715384
02-03-2021,111.23,100.83,-14.0,-6.0,-18.0,-17.0,-24.0,8.0,0.0250000005727665,3.2706463666253465e-05,0.0250000005727665,3.2706463666253465e-05,0.0250000324450025,0.0001338383590719,0.0250000324450025,0.0001338383590719,0.0250000220800321,0.0002021939598707,0.0250000220800321,0.0002021939598707,1792147,122470,2058,122470,2058,0.0683370281567304,0.0011483432999636,0.0683370281567304,0.0011483432999636
02-04-2021,116.43,106.58,-15.0,-4.0,-17.0,-16.0,-23.0,8.0,0.0250000005014178,2.960714840969833e-05,0.0250000005014178,2.960714840969833e-05,0.0250000290960682,0.00012841969852,0.0250000290960682,0.00012841969852,0.0250000217175111,0.0001996350143347,0.0250000217175111,0.0001996350143347,1792147,123044,2080,123044,2080,0.0686573143832509,0.0011606190786804,0.0686573143832509,0.0011606190786804
02-05-2021,130.69,123.71,-20.0,-10.0,-21.0,-21.0,-21.0,9.0,0.0250000004177343,2.559536211935252e-05,0.0250000004177343,2.559536211935252e-05,0.0250000285684195,0.0001300448686698,0.0250000285684195,0.0001300448686698,0.025000020206036,0.0001861804029566,0.025000020206036,0.0001861804029566,1792147,123641,2100,123641,2100,0.0689904343784298,0.0011717788775139,0.0689904343784298,0.0011717788775139
02-06-2021,122.78,118.1,-14.0,0.0,0.0,-20.0,-6.0,4.0,0.02500000039065,2.389892660826692e-05,0.02500000039065,2.389892660826692e-05,0.0250000297793945,0.0001366961081826,0.0250000297793945,0.0001366961081826,0.0250000189731445,0.0001753102173071,0.0250000189731445,0.0001753102173071,1792147,124190,2119,124190,2119,0.0692967708564085,0.0011823806864057,0.0692967708564085,0.0011823806864057
02-07-2021,87.61,77.21,-29.0,-12.0,-17.0,-30.0,-14.0,6.0,0.0250000004605754,2.644394899848959e-05,0.0250000004605754,2.644394899848959e-05,0.0250000283957216,0.0001362195294878,0.0250000283957216,0.0001362195294878,0.0250000179052303,0.0001658298805676,0.0250000179052303,0.0001658298805676,1792147,124708,2129,124708,2129,0.0695858096461953,0.0011879605858224,0.0695858096461953,0.0011879605858224
02-08-2021,107.8,101.16,-19.0,-7.0,-15.0,-19.0,-24.0,8.0,0.0250000005109351,2.86276291694256e-05,0.0250000005109351,2.86276291694256e-05,0.025000025759843,0.0001301674737025,0.025000025759843,0.0001301674737025,0.0250000167621551,0.000155826008303,0.0250000167621551,0.000155826008303,1792147,125106,2131,125106,2131,0.0698078896429812,0.0011890765657058,0.0698078896429812,0.0011890765657058
02-09-2021,105.88,94.05,-17.0,-2.0,-14.0,-19.0,-25.0,8.0,0.0250000005592121,3.125707186665275e-05,0.0250000005592121,3.125707186665275e-05,0.0250000268452204,0.0001373065203548,0.0250000268452204,0.0001373065203548,0.025000016363187,0.0001530051655259,0.025000016363187,0.0001530051655259,1792147,125522,2150,125522,2150,0.0700400134587174,0.0011996783745976,0.0700400134587174,0.0011996783745976
02-10-2021,102.68,94.43,-21.0,-4.0,-19.0,-19.0,-24.0,9.0,0.0250000006295653,3.452076689347645e-05,0.0250000006295653,3.452076689347645e-05,0.0250000218929832,0.0001247987489458,0.0250000218929832,0.0001247987489458,0.0250000162211044,0.0001523889237854,0.0250000162211044,0.0001523889237854,1792147,125951,2175,125951,2175,0.0702793911436952,0.0012136281231394,0.0702793911436952,0.0012136281231394
02-11-2021,92.88,87.43,-39.0,-27.0,-36.0,-32.0,-41.0,16.0,0.0250000005657425,3.161951350470931e-05,0.0250000005657425,3.161951350470931e-05,0.025000019403509,0.0001168957358273,0.025000019403509,0.0001168957358273,0.0250000161832466,0.0001524956565975,0.0250000161832466,0.0001524956565975,1792147,126420,2187,126420,2187,0.07054108842634,0.0012203240024395,0.07054108842634,0.0012203240024395
02-12-2021,135.15,122.7,-23.0,-12.0,-27.0,-24.0,-25.0,11.0,0.0250000005246936,2.977831543563791e-05,0.0250000005246936,2.977831543563791e-05,0.0250000161700985,0.0001049214669782,0.0250000161700985,0.0001049214669782,0.025000015135186,0.0001428741002306,0.025000015135186,0.0001428741002306,1792147,126887,2200,126887,2199,0.0708016697291014,0.0012275778716812,0.0708016697291014,0.0012270198817396
02-13-2021,120.08,126.19,-17.0,-4.0,-16.0,-24.0,-11.0,6.0,0.0250000004915576,2.8326978159472927e-05,0.0250000004891347,2.8253850462158395e-05,0.0250000142070888,9.808799727959556e-05,0.0250000141628722,9.79827885620546e-05,0.0250000141612189,0.0001340033269785,0.0250000141574508,0.0001339783504594,1792147,127282,2201,127282,2201,0.0710220757560624,0.0012281358616229,0.0710220757560624,0.0012281358616229
02-14-2021,101.92,88.79,-10.0,2.0,-9.0,-20.0,-11.0,5.0,0.0250000004315222,2.616403199345336e-05,0.0250000004297601,2.6101813433902717e-05,0.0250000137834105,0.000100445713837,0.025000013749044,0.0001003498687109,0.0250000134225199,0.0001274076301681,0.0250000134190777,0.0001273839714534,1792147,127588,2210,127588,2210,0.0711928206782144,0.001233157771098,0.0711928206782144,0.001233157771098
02-15-2021,81.8,75.14,-39.0,-22.0,-34.0,-38.0,-44.0,17.0,0.0250000004274056,2.6375420044443507e-05,0.0250000004261947,2.632396545906636e-05,0.025000013303777,0.0001025056705808,0.0250000132780584,0.0001024187137474,0.0250000125916705,0.0001200731179458,0.0250000125885525,0.0001200508568424,1792147,127889,2212,127889,2212,0.0713607756506581,0.0012342737509813,0.0713607756506581,0.0012342737509813
02-16-2021,91.34,78.48,-33.0,-15.0,-23.0,-33.0,-36.0,11.0,0.025000000457426,2.818580067415426e-05,0.0250000004566597,2.814498815870709e-05,0.0250000131879172,0.0001072810254848,0.0250000131693754,0.0001072025227834,0.0250000118386869,0.0001135615369417,0.0250000118358704,0.0001135406211135,1792147,128117,2216,128117,2216,0.0714879973573596,0.001236505710748,0.0714879973573596,0.001236505710748
02-17-2021,109.26,101.15,-12.0,7.0,-19.0,-17.0,-26.0,7.0,0.0250000003619374,2.45392500714214e-05,0.0250000003615111,2.450889670168429e-05,0.0250000128269702,0.000111774943747,0.0250000128150454,0.0001117047037061,0.0250000116158184,0.0001120263591584,0.0250000116132606,0.0001120065899147,1792147,128405,2225,128405,2225,0.0716486984605615,0.0012415276202231,0.0716486984605615,0.0012415276202231
02-18-2021,82.32,79.89,-44.0,-31.0,-38.0,-39.0,-47.0,19.0,0.025,1e-05,0.025,1e-05,0.0250000099470508,9.826269325204253e-05,0.0250000099412124,9.820049300563798e-05,0.0250000115869241,0.000112404246857,0.0250000115846145,0.0001123856349097,1792147,128760,2236,128760,2236,0.0718467848898555,0.0012476655095815,0.0718467848898555,0.0012476655095815
