date,West Virginia-apple-driving,West Virginia-apple-walking,West Virginia-google-retail_and_recreation,West Virginia-google-grocery_and_pharmacy,West Virginia-google-parks,West Virginia-google-transit_stations,West Virginia-google-workplaces,West Virginia-google-residential,West Virginia-jh_beta_7,West Virginia-jh_gamma_7,West Virginia-cdc_beta_7,West Virginia-cdc_gamma_7,West Virginia-jh_beta_14,West Virginia-jh_gamma_14,West Virginia-cdc_beta_14,West Virginia-cdc_gamma_14,West Virginia-jh_beta_30,West Virginia-jh_gamma_30,West Virginia-cdc_beta_30,West Virginia-cdc_gamma_30,West Virginia-census_pop,West Virginia-jh_confirmed,West Virginia-jh_death,West Virginia-cdc_confirmed,West Virginia-cdc_death,West Virginia-jh_confirmed_ratio,West Virginia-jh_death_ratio,West Virginia-cdc_confirmed_ratio,West Virginia-cdc_death_ratio
02-19-2021,118.65,116.86,-27.0,-18.0,-30.0,-30.0,-28.0,13.0,0.025,1e-05,0.025,1e-05,0.0250000080900911,8.843387369965153e-05,0.0250000080882546,8.837948707055266e-05,0.0250000107775516,0.0001051998631904,0.0250000107754734,0.0001051823741239,1792147,129055,2248,129055,2248,0.0720113919226492,0.0012543613888816,0.0720113919226492,0.0012543613888816
02-20-2021,118.66,118.16,-20.0,-10.0,-10.0,-18.0,-8.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000029771063,6.856826778579449e-05,0.025000002975814,6.852926630693201e-05,0.0250000103356843,0.0001014529027202,0.0250000103338178,0.0001014364717633,1792147,129364,2254,129364,2254,0.0721838108146262,0.0012577093285316,0.0721838108146262,0.0012577093285316
02-21-2021,103.83,90.38,-13.0,-4.0,0.0,-13.0,-10.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000026826613,6.252721421742656e-05,0.0250000026817215,6.249403095400865e-05,0.025000010137677,0.0001000885304595,0.0250000101360081,0.0001000731312547,1792147,129616,2261,129616,2261,0.0723244242799279,0.0012616152581233,0.0723244242799279,0.0012616152581233
02-22-2021,111.65,98.2,-19.0,-11.0,-19.0,-18.0,-25.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000026328152,6.169504610067586e-05,0.0250000026321694,6.166760363519392e-05,0.0250000101197757,0.0001004689424791,0.02500001011829,0.0001004545448127,1792147,129854,2263,129854,2263,0.0724572258860461,0.0012627312380067,0.0724572258860461,0.0012627312380067
02-23-2021,121.42,109.52,-8.0,0.0,3.0,-11.0,-22.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000027735072,6.508402130020965e-05,0.0250000027730985,6.506225461697065e-05,0.0250000097661395,9.765048818131735e-05,0.0250000097648247,9.763707303726549e-05,1792147,130139,2274,130139,2274,0.072616253019423,0.0012688691273651,0.072616253019423,0.0012688691273651
02-24-2021,128.04,120.06,-5.0,-2.0,19.0,-9.0,-21.0,5.0,0.0250000002798248,2.0826332260814213e-05,0.0250000002798248,2.0826332260814213e-05,0.025000002450034,5.823534893196677e-05,0.0250000024498067,5.821916046729221e-05,0.025000009255363,9.313669939691324e-05,0.0250000092541989,9.312416912295884e-05,1792147,130382,2285,130382,2285,0.0727518445752496,0.0012750070167235,0.0727518445752496,0.0012750070167235
02-25-2021,132.69,118.3,-8.0,-3.0,4.0,-9.0,-20.0,6.0,0.0250000002780057,2.066033056566763e-05,0.0250000002780057,2.066033056566763e-05,0.0250000019724244,4.785317452801856e-05,0.0250000019723245,4.784247111217198e-05,0.0250000093659677,9.458376814383906e-05,0.0250000093649421,9.457209149439668e-05,1792147,130813,2290,130813,2290,0.0729923382401108,0.0012777969664318,0.0729923382401108,0.0012777969664318
02-26-2021,147.66,132.28,-14.0,-8.0,-9.0,-14.0,-20.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000018502,4.51893704903758e-05,0.0250000018501753,4.5184061049830847e-05,0.0250000086062204,8.766139148909621e-05,0.025000008605328,8.765060098505238e-05,1792147,131234,2291,131234,2291,0.0732272520055553,0.0012783549563735,0.0732272520055553,0.0012783549563735
02-27-2021,136.78,127.74,-8.0,-2.0,12.0,-10.0,-8.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000016600084,4.132932119707003e-05,0.0250000016889654,4.194943169582791e-05,0.025000007989348,8.209777581733226e-05,0.0250000079885742,8.20878091378943e-05,1792147,131580,2297,131580,2297,0.0734203165253743,0.0012817028960235,0.0734203165253743,0.0012817028960235
02-28-2021,110.85,89.33,-12.0,-6.0,-4.0,-8.0,-11.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000018129952,4.484871793957968e-05,0.0250000018129952,4.484871793957968e-05,0.0250000072176668,7.499304660936965e-05,0.025000007217001,7.498387596803817e-05,1792147,131855,2300,131855,2300,0.0735737637593344,0.0012833768658486,0.0735737637593344,0.0012833768658486
03-01-2021,122.7,109.2,-9.0,-2.0,-8.0,-11.0,-26.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000017126069,4.304780725230812e-05,0.0250000017126069,4.304780725230812e-05,0.0250000066493435,6.988147182639565e-05,0.0250000066487761,6.987307786492181e-05,1792147,132048,2300,132048,2300,0.0736814558180774,0.0012833768658486,0.0736814558180774,0.0012833768658486
03-02-2021,133.32,115.9,-3.0,3.0,7.0,-8.0,-22.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000017809429,4.5054114073565934e-05,0.0250000017809429,4.5054114073565934e-05,0.0250000064984246,6.886266636928798e-05,0.0250000064979459,6.885501858219087e-05,1792147,132184,2301,132184,2301,0.073757342450145,0.0012839348557902,0.073757342450145,0.0012839348557902
03-03-2021,131.46,122.38,0.0,3.0,13.0,-7.0,-21.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000017670538,4.5353751199204855e-05,0.0250000017670538,4.5353751199204855e-05,0.0250000063447107,6.780559923399677e-05,0.0250000063443107,6.779866026464639e-05,1792147,132416,2309,132416,2309,0.0738867961166132,0.0012883987753236,0.0738867961166132,0.0012883987753236
03-04-2021,132.88,115.9,-5.0,0.0,-1.0,-8.0,-20.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000016295804,4.272262359884557e-05,0.0250000016295804,4.272262359884557e-05,0.0250000063655497,6.836410866100234e-05,0.0250000063652194,6.835784401729095e-05,1792147,132677,2309,132677,2309,0.0740324314913899,0.0012883987753236,0.0740324314913899,0.0012883987753236
03-05-2021,151.64,137.52,-11.0,-5.0,-7.0,-12.0,-19.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000014061498,3.8320794135327375e-05,0.0250000014061498,3.8320794135327375e-05,0.0250000063904767,6.898518968930143e-05,0.0250000063902086,6.897958408433792e-05,1792147,132964,2318,132964,2318,0.0741925746046501,0.0012934206847987,0.0741925746046501,0.0012934206847987
03-06-2021,144.69,136.13,-5.0,2.0,28.0,-6.0,-8.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000011829308,3.361058762622144e-05,0.0250000011829308,3.361058762622144e-05,0.0250000056990572,6.252378705062924e-05,0.0250000056988441,6.251882363788755e-05,1792147,133290,2323,133290,2323,0.0743744793256356,0.0012962106345071,0.0743744793256356,0.0012962106345071
03-07-2021,118.75,97.72,-1.0,3.0,35.0,1.0,-9.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000011390366,3.268007998473327e-05,0.0250000011390366,3.268007998473327e-05,0.025000005159538,5.750769761483603e-05,0.0250000051593728,5.750335792412747e-05,1792147,133445,2325,133445,2325,0.074460967766595,0.0012973266143904,0.074460967766595,0.0012973266143904
03-08-2021,125.7,114.09,-7.0,0.0,11.0,-7.0,-21.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000010506656,3.0852530566648994e-05,0.0250000010506656,3.0852530566648994e-05,0.0250000046725214,5.299799711948299e-05,0.0250000046723973,5.299426244592871e-05,1792147,133627,2325,133627,2325,0.0745625219359795,0.0012973266143904,0.0745625219359795,0.0012973266143904
03-09-2021,128.24,112.44,-3.0,4.0,30.0,-3.0,-21.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000010856913,3.1789404671142065e-05,0.0250000010856913,3.1789404671142065e-05,0.0250000042060218,4.869542140258593e-05,0.0250000042059323,4.869227163689328e-05,1792147,133856,2326,133856,2326,0.0746903016326227,0.0012978846043321,0.0746903016326227,0.0012978846043321
03-10-2021,133.02,117.21,-3.0,0.0,37.0,-2.0,-20.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000008403737,2.6720225801638667e-05,0.0250000008403737,2.6720225801638667e-05,0.0250000039997238,4.693702712413572e-05,0.0250000039996628,4.693444339143045e-05,1792147,134158,2330,134158,2330,0.0748588145950081,0.0013001165640988,0.0748588145950081,0.0013001165640988
03-11-2021,137.21,116.81,-7.0,0.0,14.0,-5.0,-20.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000006005639,2.166413744257368e-05,0.0250000006005639,2.166413744257368e-05,0.0250000040347976,4.7504129167274246e-05,0.0250000040347591,4.750209233124657e-05,1792147,134496,2338,134496,2338,0.0750474151952936,0.0013045804836322,0.0750474151952936,0.0013045804836322
03-12-2021,137.21,116.81,-10.0,-6.0,3.0,-7.0,-19.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000005681086,2.0851428925191217e-05,0.0250000005681086,2.0851428925191217e-05,0.0250000035808538,4.321015547460176e-05,0.0250000035808325,4.320865064492002e-05,1792147,134842,2511,134842,2511,0.0752404797151126,0.0014011127435416,0.0752404797151126,0.0014011127435416
03-13-2021,152.14,152.46,1.0,4.0,53.0,3.0,-8.0,1.0,0.0250000005053129,2.5735651185065468e-05,0.0250000005053129,2.5735651185065468e-05,0.0250000016727408,3.784067511083253e-05,0.0250000016727408,3.784067511083253e-05,0.0250000034691908,4.068601260832215e-05,0.0250000034691815,4.068502435840253e-05,1792147,135149,2519,135149,2519,0.0754117826272063,0.001405576663075,0.0754117826272063,0.001405576663075
03-14-2021,124.44,98.96,4.0,6.0,51.0,8.0,-10.0,2.0,0.0250000008297795,3.707384231625873e-05,0.0250000008297795,3.707384231625873e-05,0.0250000025057662,5.0837979965750286e-05,0.0250000025057662,5.0837979965750286e-05,0.0250000037064285,4.178178976140829e-05,0.0250000037064262,4.178130303789127e-05,1792147,135468,2530,135468,2530,0.0755897814186001,0.0014117145524334,0.0755897814186001,0.0014117145524334
03-15-2021,131.13,108.58,-4.0,0.0,0.0,-5.0,-21.0,6.0,0.0250000010909089,4.7908943179085576e-05,0.0250000010909089,4.7908943179085576e-05,0.0250000033320677,6.522354658822837e-05,0.0250000033320677,6.522354658822837e-05,0.0250000038941939,4.2551201619839374e-05,0.025000003923215,4.283598902580422e-05,1792147,135678,2531,135678,2531,0.0757069593063515,0.0014122725423751,0.0757069593063515,0.0014122725423751
03-16-2021,133.46,116.55,5.0,6.0,22.0,-1.0,-21.0,4.0,0.0250000012710084,5.710702580482086e-05,0.0250000012710084,5.710702580482086e-05,0.025000004096992,8.004291254983147e-05,0.025000004096992,8.004291254983147e-05,0.0250000043825631,4.650858919709199e-05,0.0250000043825631,4.650858919709199e-05,1792147,136019,2546,136019,2546,0.0758972338764621,0.0014206423915002,0.0758972338764621,0.0014206423915002
03-17-2021,147.23,145.16,15.0,8.0,28.0,2.0,-19.0,3.0,0.025000126020872,0.0002564687745794,0.025000126020872,0.0002564687745794,0.025000004780955,9.399850090940364e-05,0.025000004780955,9.399850090940364e-05,0.02500000463847,4.826487649123472e-05,0.02500000463847,4.826487649123472e-05,1792147,136334,2565,136334,2565,0.0760730007080892,0.001431244200392,0.0760730007080892,0.001431244200392
03-18-2021,144.22,120.14,3.0,1.0,-6.0,-4.0,-20.0,6.0,0.025000145723577,0.0002820450013873,0.025000145723577,0.0002820450013873,0.0250000052350173,0.000103580516514,0.0250000052350173,0.000103580516514,0.0250000051034415,5.2125875627254935e-05,0.0250000051034415,5.2125875627254935e-05,1792147,136716,2570,136716,2570,0.0762861528658084,0.0014340341501004,0.0762861528658084,0.0014340341501004
03-19-2021,165.38,149.7,-1.0,-2.0,5.0,-2.0,-19.0,5.0,0.0250001516123557,0.000292141270734,0.0250001516123557,0.000292141270734,0.0250000058238561,0.0001171294208401,0.0250000058238561,0.0001171294208401,0.0250000054781007,5.527175378155461e-05,0.0250000054781007,5.527175378155461e-05,1792147,137092,2600,137092,2600,0.0764959570838776,0.0014507738483506,0.0764959570838776,0.0014507738483506
03-20-2021,162.83,164.57,7.0,7.0,64.0,9.0,-7.0,0.0,0.0250000003975949,2.450569473508121e-05,0.0250000003975949,2.450569473508121e-05,0.0250000062008939,0.0001259109975845,0.0250000062008939,0.0001259109975845,0.025000005746784,5.731982397603808e-05,0.025000005746784,5.731982397603808e-05,1792147,137478,2600,137478,2600,0.0767113412013635,0.0014507738483506,0.0767113412013635,0.0014507738483506
03-21-2021,130.92,107.42,13.0,11.0,84.0,14.0,-9.0,0.0,0.0250000004261894,2.581069908615705e-05,0.0250000004261894,2.581069908615705e-05,0.0250000065663875,0.0001354971721975,0.0250000065663875,0.0001354971721975,0.0250000059018423,5.848764132156958e-05,0.0250000059018423,5.848764132156958e-05,1792147,137826,2606,137826,2606,0.0769055217010658,0.0014541217880006,0.0769055217010658,0.0014541217880006
03-22-2021,136.99,118.97,4.0,4.0,30.0,1.0,-21.0,5.0,0.0250000004166525,2.573408146268738e-05,0.0250000004166525,2.573408146268738e-05,0.0250000069372704,0.0001456714843657,0.0250000069372704,0.0001456714843657,0.0250000060012826,5.924975566839327e-05,0.0250000060012826,5.924975566839327e-05,1792147,138102,2612,138102,2612,0.0770595269249676,0.0014574697276506,0.0770595269249676,0.0014574697276506
03-23-2021,138.24,123.22,6.0,6.0,30.0,-1.0,-21.0,3.0,0.0250000004686029,2.8392544231105645e-05,0.0250000004686029,2.8392544231105645e-05,0.025000007303842,0.0001559523907369,0.025000007303842,0.0001559523907369,0.0250000062420455,6.154014122993717e-05,0.0250000062420455,6.154014122993717e-05,1792147,138429,2613,138429,2613,0.0772419896358948,0.0014580277175923,0.0772419896358948,0.0014580277175923
03-24-2021,140.53,123.63,4.0,3.0,26.0,-1.0,-20.0,4.0,0.0250000003962028,2.5843444346997476e-05,0.0250000003962028,2.5843444346997476e-05,0.025000007558202,0.000163943262881,0.025000007558202,0.000163943262881,0.0250000064158944,6.333088037631503e-05,0.0250000064158944,6.333088037631503e-05,1792147,138818,2619,138818,2619,0.0774590477232057,0.0014613756572424,0.0774590477232057,0.0014613756572424
03-25-2021,148.63,121.31,0.0,2.0,10.0,-2.0,-20.0,5.0,0.0250000002929385,2.175179838048102e-05,0.0250000002929385,2.175179838048102e-05,0.0250000076882019,0.000168856580819,0.0250000076882019,0.000168856580819,0.0250000067082582,6.638679519004742e-05,0.0250000067082582,6.638679519004742e-05,1792147,139251,2624,139251,2624,0.0777006573679502,0.0014641656069507,0.0777006573679502,0.0014641656069507
03-26-2021,175.19,148.74,-3.0,-2.0,22.0,6.0,-20.0,5.0,0.0250000002916907,2.1858878677773384e-05,0.0250000002916907,2.1858878677773384e-05,0.0250000076666411,0.0001699050280709,0.0250000076666411,0.0001699050280709,0.0250000067174265,6.675756902488415e-05,0.0250000067174265,6.675756902488415e-05,1792147,139750,2628,139750,2628,0.0779790943488452,0.0014663975667174,0.0779790943488452,0.0014663975667174
03-27-2021,171.06,157.11,2.0,6.0,87.0,19.0,-8.0,0.0,0.025,1e-05,0.025,1e-05,0.0250000025761915,6.095244151124688e-05,0.0250000025761915,6.095244151124688e-05,0.0250000067035571,6.69867653157391e-05,0.0250000067035571,6.69867653157391e-05,1792147,140316,2631,140316,2631,0.0782949166558323,0.0014680715365424,0.0782949166558323,0.0014680715365424
03-28-2021,130.98,102.24,3.0,3.0,16.0,10.0,-12.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000024933827,5.989868930817035e-05,0.0250000024933827,5.989868930817035e-05,0.0250000068194283,6.860773527605684e-05,0.0250000068194283,6.860773527605684e-05,1792147,140613,2634,140613,2634,0.0784606396685093,0.0014697455063675,0.0784606396685093,0.0014697455063675
03-29-2021,143.19,121.69,2.0,4.0,25.0,2.0,-21.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000022993433,5.642024919267962e-05,0.0250000022993433,5.642024919267962e-05,0.0250000070225526,7.115885456949053e-05,0.0250000070225526,7.115885456949053e-05,1792147,140991,2638,140991,2638,0.0786715598664618,0.0014719774661341,0.0786715598664618,0.0014719774661341
03-30-2021,145.69,126.42,7.0,9.0,53.0,3.0,-21.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000024020094,5.923366581422985e-05,0.0250000024020094,5.923366581422985e-05,0.0250000070701849,7.221381372744452e-05,0.0250000070701849,7.221381372744452e-05,1792147,141322,2640,141322,2640,0.0788562545371557,0.0014730934460175,0.0788562545371557,0.0014730934460175
03-31-2021,146.13,124.7,2.0,2.0,-3.0,1.0,-21.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000020571795,5.230743468801464e-05,0.0250000020571795,5.230743468801464e-05,0.0250000071821639,7.394516796042226e-05,0.0250000071821639,7.394516796042226e-05,1792147,141738,2676,141738,2676,0.0790883783528918,0.0014931810839177,0.0790883783528918,0.0014931810839177
04-01-2021,163.3,128.0,8.0,9.0,1.0,5.0,-22.0,5.0,0.025,1e-05,0.025,1e-05,0.025000001784741,4.54465810297281e-05,0.025000001784741,4.54465810297281e-05,0.02500000745969,7.703560940269741e-05,0.02500000745969,7.703560940269741e-05,1792147,142233,2683,142233,2683,0.0793645833740201,0.0014970870135094,0.0793645833740201,0.0014970870135094
