date,New York-apple-driving,New York-apple-walking,New York-google-retail_and_recreation,New York-google-grocery_and_pharmacy,New York-google-parks,New York-google-transit_stations,New York-google-workplaces,New York-google-residential,New York-jh_beta_7,New York-jh_gamma_7,New York-cdc_beta_7,New York-cdc_gamma_7,New York-jh_beta_14,New York-jh_gamma_14,New York-cdc_beta_14,New York-cdc_gamma_14,New York-jh_beta_30,New York-jh_gamma_30,New York-cdc_beta_30,New York-cdc_gamma_30,New York-census_pop,New York-jh_confirmed,New York-jh_death,New York-cdc_confirmed,New York-cdc_death,New York-jh_confirmed_ratio,New York-jh_death_ratio,New York-cdc_confirmed_ratio,New York-cdc_death_ratio
03-09-2021,102.38,73.69,-25.0,-8.0,7.0,-46.0,-36.0,11.0,0.0250000003533225,2.375403723844224e-05,0.025,1e-05,0.0250000030191506,6.927179658590823e-05,0.025,1e-05,0.0250000064332185,6.827531715035633e-05,0.0250000044503659,4.869383339614586e-05,19453561,1706924,48277,947737,18283,0.0877435241804829,0.002481653616014,0.0487179185342981,0.0009398279317601
03-10-2021,105.46,72.97,-24.0,-8.0,4.0,-46.0,-36.0,12.0,0.0250000003424767,2.3439371869657436e-05,0.025,1e-05,0.0250000029655348,6.843202585837208e-05,0.025,1e-05,0.0250000061862473,6.607925936318305e-05,0.0250000042055232,4.658636757136916e-05,19453561,1713030,48369,950806,18303,0.0880573998765573,0.002486382827288,0.0488756788538612,0.0009408560211675
03-11-2021,109.58,81.38,-23.0,-8.0,16.0,-45.0,-35.0,11.0,0.0250000003183917,2.2457170634273928e-05,0.025,1e-05,0.0250000028814105,6.687211304846026e-05,0.025,1e-05,0.025000006079089,6.524755295628331e-05,0.0250000040505546,4.5313564024945135e-05,19453561,1720199,48486,954005,18335,0.0884259185246341,0.0024923971503212,0.0490401217545723,0.0009425009642193
03-12-2021,109.58,81.38,-25.0,-10.0,-1.0,-45.0,-35.0,12.0,0.0250000003052352,2.179235974321987e-05,0.025,1e-05,0.0250000028605742,6.654106376408185e-05,0.025,1e-05,0.0250000058678313,6.334309310810484e-05,0.0250000037989703,4.311475814812659e-05,19453561,1724425,48554,958223,18356,0.0886431538164143,0.0024958926543063,0.0492569458105896,0.0009435804580971
03-13-2021,123.48,102.07,-20.0,-8.0,5.0,-38.0,-16.0,5.0,0.0250000002929537,2.125665042296908e-05,0.025,1e-05,0.0250000027593,6.452457138214884e-05,0.025,1e-05,0.0250000056532312,6.139765447759466e-05,0.0250000035814762,4.12348364924087e-05,19453561,1734676,48648,961370,18392,0.089170101042169,0.002500724674521,0.0494187156788415,0.0009454310190303
03-14-2021,95.12,69.99,-23.0,-15.0,-4.0,-40.0,-18.0,5.0,0.025000000290282,2.111180823802617e-05,0.025,1e-05,0.0250000027052088,6.347650525506099e-05,0.025,1e-05,0.0250000054998056,6.007613136994508e-05,0.0250000033874576,3.955835463753146e-05,19453561,1741363,48752,964179,18414,0.0895138427355279,0.0025060707394394,0.0495631108361086,0.0009465619173785
03-15-2021,98.73,63.08,-28.0,-14.0,-32.0,-49.0,-37.0,12.0,0.025000000296336,2.1312006676015035e-05,0.025,1e-05,0.0250000026366309,6.201502441609336e-05,0.025,1e-05,0.0250000053386955,5.864411113850171e-05,0.0250000031719943,3.767270197050583e-05,19453561,1748482,48815,966982,18431,0.0898797911600863,0.0025093092210726,0.0497071975665534,0.0009474357933747
03-16-2021,101.38,64.54,-27.0,-10.0,-31.0,-48.0,-36.0,12.0,0.0250000003115206,2.204863245286802e-05,0.025,1e-05,0.0250000025943671,6.122479093315348e-05,0.025,1e-05,0.0250000051488102,5.693598869489928e-05,0.0250000030176061,3.636242520850685e-05,19453561,1755193,48908,970120,18455,0.090224766560734,0.002514089836817,0.049868504794572,0.0009486695006636
03-17-2021,107.02,73.42,-21.0,-6.0,-16.0,-46.0,-36.0,11.0,0.0250000003180457,2.237237846042373e-05,0.025,1e-05,0.025000002570657,6.077928406555949e-05,0.025,1e-05,0.0250000050142073,5.575970155080316e-05,0.0250000028571959,3.4987261506490774e-05,19453561,1761775,48970,973707,18477,0.0905631107847041,0.0025172769139799,0.0500528926297863,0.0009498003990117
03-18-2021,105.61,65.42,-29.0,-16.0,-41.0,-49.0,-36.0,13.0,0.0250000003074176,2.201841001400353e-05,0.025,1e-05,0.0250000024674761,5.867017307911136e-05,0.025,1e-05,0.0250000049227764,5.500880222351034e-05,0.0250000027441817,3.4043455634881434e-05,19453561,1767290,49061,977455,18500,0.0908466064387903,0.0025219547207835,0.0502455565847301,0.0009509827018302
03-19-2021,126.18,89.17,-25.0,-10.0,-30.0,-45.0,-35.0,12.0,0.025000000280482,2.0872857130692444e-05,0.025,1e-05,0.0250000023783336,5.680046132230725e-05,0.025,1e-05,0.0250000047888686,5.381945911450315e-05,0.025000002654536,3.331211611256516e-05,19453561,1772367,49134,981148,18528,0.0911075869348547,0.0025257072471204,0.0504353932938036,0.0009524220270006
03-20-2021,130.55,115.14,-16.0,-7.0,34.0,-34.0,-15.0,4.0,0.0250000002889521,2.128255958597193e-05,0.025,1e-05,0.025000002313366,5.548954362752453e-05,0.025,1e-05,0.0250000046757132,5.282925149137162e-05,0.0250000024964536,3.192276170726007e-05,19453561,1779034,49201,985007,18551,0.0914503005388062,0.0025291513466351,0.0506337631449584,0.0009536043298191
03-21-2021,106.17,88.48,-13.0,-9.0,68.0,-34.0,-16.0,3.0,0.0250000002742561,2.070498209688324e-05,0.025,1e-05,0.0250000022696046,5.469296471821479e-05,0.025,1e-05,0.0250000044462692,5.070398694468708e-05,0.0250000023573303,3.0705486654001675e-05,19453561,1782769,49226,988742,18577,0.0916422962356352,0.0025304364583944,0.0508257588417873,0.0009549408460487
03-22-2021,105.82,74.84,-21.0,-9.0,11.0,-45.0,-36.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000022087965,5.373689834228657e-05,0.025,1e-05,0.0250000042292433,4.872396911800003e-05,0.0250000021653946,2.898279562616059e-05,19453561,1785565,49244,991538,18594,0.0917860231347875,0.002531361738861,0.0509694857409396,0.0009558147220449
03-23-2021,109.73,77.42,-21.0,-7.0,15.0,-44.0,-36.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000021850733,5.3767349309275375e-05,0.025,1e-05,0.0250000041058932,4.770781504482703e-05,0.0250000020357487,2.7845596451289277e-05,19453561,1788874,49262,994847,18612,0.0919561205272392,0.0025322870193277,0.0511395831333913,0.0009567400025116
03-24-2021,108.26,67.54,-25.0,-12.0,-25.0,-47.0,-37.0,12.0,0.025,1e-05,0.025,1e-05,0.0250000020880944,5.228840748834962e-05,0.025,1e-05,0.0250000039791581,4.6667609731346974e-05,0.0250000019684303,2.7292608734663773e-05,19453561,1816518,49517,998316,18638,0.0933771457061254,0.0025453951592718,0.0513179052411021,0.0009580765187412
03-25-2021,116.24,83.61,-19.0,-5.0,15.0,-43.0,-36.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000020779983,5.171886904507525e-05,0.025,1e-05,0.0250000039078743,4.6028400718774224e-05,0.025000001873894,2.6470092702507213e-05,19453561,1825069,49589,1002364,18653,0.0938167053322525,0.0025490962811384,0.0515259905371566,0.0009588475857967
03-26-2021,133.59,101.56,-25.0,-11.0,-6.0,-43.0,-36.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000019803355,4.928153269619216e-05,0.025,1e-05,0.0250000038206962,4.523312712223137e-05,0.0250000017785706,2.564501793799788e-05,19453561,1833128,49647,1006478,18665,0.0942309739589579,0.0025520777404198,0.0517374685282555,0.0009594644394411
03-27-2021,135.33,122.12,-17.0,-7.0,47.0,-32.0,-16.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000020239811,5.006794285638343e-05,0.025,1e-05,0.0250000037105836,4.421126825329433e-05,0.0250000016585287,2.4592096143357528e-05,19453561,1841822,49728,1010776,18697,0.0946778844243478,0.0025562415025197,0.0519584049419024,0.000961109382493
03-28-2021,91.09,64.15,-29.0,-21.0,-36.0,-45.0,-23.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000019884683,4.911445961938676e-05,0.025,1e-05,0.0250000036260976,4.3452329467266827e-05,0.025000001542455,2.35610955316614e-05,19453561,1850732,49817,1014969,18711,0.0951358982553374,0.0025608165003826,0.0521739438861604,0.0009618290450781
