date,New Mexico-apple-driving,New Mexico-apple-walking,New Mexico-google-retail_and_recreation,New Mexico-google-grocery_and_pharmacy,New Mexico-google-parks,New Mexico-google-transit_stations,New Mexico-google-workplaces,New Mexico-google-residential,New Mexico-jh_beta_7,New Mexico-jh_gamma_7,New Mexico-cdc_beta_7,New Mexico-cdc_gamma_7,New Mexico-jh_beta_14,New Mexico-jh_gamma_14,New Mexico-cdc_beta_14,New Mexico-cdc_gamma_14,New Mexico-jh_beta_30,New Mexico-jh_gamma_30,New Mexico-cdc_beta_30,New Mexico-cdc_gamma_30,New Mexico-census_pop,New Mexico-jh_confirmed,New Mexico-jh_death,New Mexico-cdc_confirmed,New Mexico-cdc_death,New Mexico-jh_confirmed_ratio,New Mexico-jh_death_ratio,New Mexico-cdc_confirmed_ratio,New Mexico-cdc_death_ratio
01-26-2021,93.21,117.98,-35.0,-22.0,-42.0,-28.0,-40.0,16.0,0.0250000010239986,4.895067632905789e-05,0.0250000007466139,3.8712428265483045e-05,0.0250000075931608,0.000155451303662,0.0250000063040071,0.0001327497949841,0.0250000166021754,0.0001553838770476,0.02500001531441,0.0001449389887117,2096829,170296,3171,170296,3657,0.0812159694471986,0.0015122835481577,0.0812159694471986,0.0017440621052074
01-27-2021,103.0,126.48,-27.0,-17.0,-28.0,-19.0,-35.0,13.0,0.0250000010529318,5.103196853994151e-05,0.0250000007185516,3.7670218033157416e-05,0.02500000749188,0.000154034280806,0.0250000061860839,0.0001305604178204,0.0250000163959911,0.0001536814280243,0.0250000151951289,0.0001442001676684,2096829,171047,3198,171047,3670,0.0815741293162198,0.0015251601346604,0.0815741293162198,0.0017502619431532
01-28-2021,105.12,128.34,-28.0,-17.0,-23.0,-18.0,-36.0,14.0,0.0250000009802836,4.8373147215011366e-05,0.0250000006948787,3.692909213739268e-05,0.0250000078518832,0.0001624709976717,0.0250000057171086,0.0001209546929263,0.0250000160394238,0.0001504815124132,0.0250000148414836,0.0001412175087718,2096829,171719,3226,171719,3680,0.0818946132469552,0.0015385136317744,0.0818946132469552,0.0017550310492653
01-29-2021,120.5,148.45,-27.0,-12.0,-26.0,-23.0,-33.0,12.0,0.0250000009118981,4.551616922925619e-05,0.0250000006006597,3.3254316932995775e-05,0.0250000078138312,0.0001621377743307,0.0250000055425854,0.0001179442831498,0.0250000160207164,0.0001506729778224,0.0250000145008933,0.000138535089303,2096829,172798,3248,172798,3692,0.0824091997964545,0.0015490056652211,0.0824091997964545,0.0017607539765999
01-30-2021,115.79,144.66,-28.0,-13.0,-26.0,-20.0,-18.0,8.0,0.0250000008513079,4.289715818318611e-05,0.0250000005507515,3.143816213604561e-05,0.0250000075054677,0.0001559881288769,0.0250000055151022,0.0001182008964961,0.0250000156613761,0.0001475898610949,0.0250000139467665,0.0001338096641202,2096829,173539,3265,173539,3706,0.0827625905593636,0.0015571131456117,0.0827625905593636,0.0017674307251568
01-31-2021,95.76,112.79,-25.0,-13.0,-6.0,-18.0,-16.0,6.0,0.0250000007424075,3.828405664176746e-05,0.0250000005403007,3.118651338926024e-05,0.0250000071947208,0.0001499763854809,0.025000005197839,0.0001121283350838,0.0250000150304651,0.000141993458912,0.0250000134501705,0.0001297075052978,2096829,174064,3283,174064,3731,0.0830129686302507,0.0015656975366136,0.0830129686302507,0.0017793534904372
02-01-2021,102.43,125.45,-22.0,-11.0,-17.0,-22.0,-35.0,11.0,0.0250000006776378,3.5630191890042866e-05,0.0250000005031152,2.9323821129899485e-05,0.0250000072137011,0.0001512017764749,0.0250000052130464,0.0001127772288043,0.0250000148533696,0.0001407675614287,0.0250000130486667,0.0001263484028769,2096829,174550,3295,174550,3748,0.0832447471873004,0.0015714204639481,0.0832447471873004,0.0017874609708278
02-02-2021,103.4,129.37,-22.0,-11.0,-5.0,-17.0,-35.0,12.0,0.0250000007124731,3.752369449229908e-05,0.0250000004937857,2.866148863325569e-05,0.0250000070608598,0.000148948150929,0.0250000051155529,0.0001108805351691,0.0250000144719203,0.0001376106690447,0.0250000128040785,0.0001244899877825,2096829,174982,3310,174982,3766,0.0834507725713446,0.0015785741231163,0.0834507725713446,0.0017960453618296
02-03-2021,105.36,128.4,-21.0,-10.0,-18.0,-19.0,-34.0,12.0,0.0250000007268916,3.853230580321781e-05,0.0250000004945019,2.846444486691365e-05,0.0249999963074618,0.0001408596250008,0.0250000049424863,0.0001072027228112,0.0250000144783383,0.0001382390230625,0.0250000124309551,0.0001212964762074,2096829,175652,3338,175652,3778,0.0837703026808576,0.0015919276202303,0.0837703026808576,0.0018017682891642
02-04-2021,109.95,135.47,-23.0,-11.0,-15.0,-18.0,-36.0,13.0,0.0250000006811554,3.643815628529532e-05,0.0250000005163787,2.9448299962912555e-05,0.0249999963603835,0.0001329404044196,0.025000004826339,0.0001048580082268,0.0250000143577912,0.0001375285628919,0.0250000118278442,0.0001158438559409,2096829,176211,3355,176211,3789,0.0840368957125259,0.0016000351006209,0.0840368957125259,0.0018070143058876
02-05-2021,123.24,155.02,-25.0,-9.0,-16.0,-21.0,-32.0,11.0,0.0250000006225086,3.380702491799688e-05,0.0250000005458373,3.09679184744091e-05,0.0249999966584388,0.0001240275894169,0.0250000044631384,9.724584668513656e-05,0.0250000142673819,0.0001371846217059,0.0250000117611026,0.0001157126029982,2096829,176793,3378,176793,3803,0.0843144576882521,0.0016110040446788,0.0843144576882521,0.0018136910544445
02-06-2021,119.5,149.19,-26.0,-6.0,-14.0,-17.0,-16.0,7.0,0.0250000006158977,3.328652656423884e-05,0.0250000005607237,3.184871568303307e-05,0.0249999970855505,0.0001164320248876,0.0250000043078106,9.41104749736131e-05,0.0250000134811448,0.0001300244410012,0.0250000113869931,0.000112594667798,2096829,177214,3386,177214,3820,0.0845152370555729,0.0016148193295686,0.0845152370555729,0.0018217985348352
02-07-2021,87.19,103.88,-32.0,-7.0,-12.0,-22.0,-14.0,5.0,0.0250000006132758,3.3383230054976814e-05,0.0250000005674728,3.2208376338205534e-05,0.0249999980096636,0.0001052955118456,0.0249999995676923,8.505872964845805e-05,0.0250000128340419,0.0001243607164138,0.0250000110861496,0.0001102003529761,2096829,177556,3399,177556,3830,0.0846783404846079,0.0016210191675143,0.0846783404846079,0.0018265676409473
02-08-2021,101.78,125.74,-25.0,-13.0,-8.0,-23.0,-36.0,11.0,0.0250000005934873,3.284056925488394e-05,0.0250000004866932,2.8853068735332445e-05,0.0249999984374182,9.818453857323788e-05,0.0249999997601594,8.020131220422048e-05,0.0250000124171986,0.0001209358928857,0.0250000106715889,0.0001066546028809,2096829,177867,3412,177867,3846,0.0848266596846953,0.0016272190054601,0.0848266596846953,0.0018341982107267
02-09-2021,103.95,126.48,-23.0,-10.0,-11.0,-16.0,-35.0,12.0,0.0250000006078254,3.379156969318337e-05,0.0250000004670751,2.7974657904766744e-05,0.0249999975666017,0.0001003652284996,0.0249999998098188,7.763882775459359e-05,0.0250000121935078,0.0001193994760878,0.0250000102286979,0.0001027554193888,2096829,178280,3430,178280,3859,0.0850236237671264,0.0016358033964619,0.0850236237671264,0.0018403980486725
02-10-2021,107.46,126.8,-23.0,-11.0,-18.0,-17.0,-34.0,12.0,0.0250000006093552,3.396347003977887e-05,0.0250000004382738,2.67169758295984e-05,0.0249999968543996,0.0001014151097707,0.0249999997825463,7.544171781584607e-05,0.0250000121141554,0.0001192043432642,0.0250000098326423,9.925057306531168e-05,2096829,178790,3461,178790,3870,0.0852668481788452,0.0016505876254096,0.0852668481788452,0.0018456440653958
02-11-2021,116.39,140.75,-21.0,-8.0,-5.0,-13.0,-35.0,12.0,0.0250000005607299,3.137496928512954e-05,0.0250000004446281,2.707213883483298e-05,0.0249999973595027,9.6473914275617e-05,0.0249999994334453,7.557315627809854e-05,0.0250000121352822,0.0001198275164834,0.025000009614489,9.745855452385429e-05,2096829,179323,3479,179323,3880,0.085521041534622,0.0016591720164114,0.085521041534622,0.001850413171508
02-12-2021,136.26,166.39,-23.0,-3.0,-22.0,-15.0,-33.0,12.0,0.0250000005846176,3.204851613148159e-05,0.025000000450347,2.74794573834243e-05,0.0249999979904442,9.103958130288696e-05,0.0249999989137245,7.69993756740781e-05,0.0250000118055444,0.0001169550148401,0.025000009272882,9.44371827629672e-05,2096829,179724,3502,179724,3891,0.0857122826897186,0.0016701409604693,0.0857122826897186,0.0018556591882313
02-13-2021,126.8,161.43,-23.0,3.0,-26.0,-18.0,-18.0,7.0,0.0250000005761674,3.1333497702486456e-05,0.0250000004325895,2.6849111523510065e-05,0.02499999797828,8.892889738505163e-05,0.024999998427863,7.696365179193003e-05,0.0250000118562422,0.0001178285577653,0.025000008631939,8.846805911424969e-05,2096829,180289,3516,180289,3902,0.0859817371850542,0.0016768177090263,0.0859817371850542,0.0018609052049547
02-14-2021,82.14,100.34,-47.0,-28.0,-59.0,-37.0,-33.0,12.0,0.0250000006548425,3.477864596170943e-05,0.0250000003920899,2.519110773711338e-05,0.0249999976386326,8.92920106902216e-05,0.0249999982280686,7.582165106260664e-05,0.0250000115012183,0.0001147347666326,0.025000008271822,8.529388323167535e-05,2096829,180571,3529,180571,3912,0.0861162259774163,0.0016830175469721,0.0861162259774163,0.0018656743110668
02-15-2021,89.85,106.4,-30.0,-18.0,-41.0,-25.0,-52.0,18.0,0.0250000006826058,3.629912413956898e-05,0.0250000003969376,2.548772240835252e-05,0.0249999974333396,8.888219339741571e-05,0.0250000035763211,8.065604121237942e-05,0.0250000109471277,0.0001096400965968,0.0250000080769204,8.372824959599605e-05,2096829,180761,3538,180761,3924,0.0862068389935469,0.001687309742473,0.0862068389935469,0.0018713972384014
02-16-2021,83.54,101.68,-36.0,-22.0,-47.0,-35.0,-46.0,19.0,0.025000000688434,3.709073669988726e-05,0.0250000003628494,2.401060465543034e-05,0.0249999966688979,9.09667327481961e-05,0.0250000034245601,7.757575054525885e-05,0.0250000104374918,0.0001049837939277,0.0250000076674816,7.998507241883707e-05,2096829,181060,3550,181060,3933,0.0863494352662997,0.0016930326698076,0.0863494352662997,0.0018756894339023
02-17-2021,98.74,120.6,-24.0,-13.0,-38.0,-29.0,-35.0,14.0,0.0250000006518618,3.5951174192951e-05,0.0250000003448137,2.327189330745269e-05,0.0249999962246685,9.114888461857638e-05,0.0250000032271023,7.353670034381095e-05,0.0250000102593358,0.0001035704057945,0.0250000075183428,7.878748492160881e-05,2096829,181332,3562,181332,3944,0.0864791549525497,0.0016987555971421,0.0864791549525497,0.0018809354506256
02-18-2021,102.53,121.59,-26.0,-14.0,-32.0,-24.0,-37.0,15.0,0.0250000005202685,3.052249244486027e-05,0.0250000003422581,2.317168718154468e-05,0.0249999970192847,8.41938478720319e-05,0.0250000032023392,7.322313864560778e-05,0.0250000099900399,0.0001012327479822,0.0250000072838037,7.670916240473793e-05,2096829,181739,3580,181739,3955,0.0866732575713136,0.001707339988144,0.0866732575713136,0.001886181467349
02-19-2021,126.16,153.8,-24.0,-9.0,-24.0,-21.0,-31.0,11.0,0.0250000004932366,2.9283030504194904e-05,0.0250000003478303,2.3407567865044475e-05,0.0249999968646756,8.311041562851534e-05,0.0250000032040627,7.343574882586429e-05,0.0250000099200598,0.0001008375061868,0.0250000069773698,7.390141161223188e-05,2096829,182050,3599,182050,3968,0.086821576771401,0.001716401289757,0.086821576771401,0.0018923813052948
02-20-2021,123.49,155.73,-24.0,-9.0,-12.0,-16.0,-16.0,7.0,0.0250000004440014,2.686857954729667e-05,0.0250000003520465,2.351114440108448e-05,0.0249999972935693,7.918539450570082e-05,0.0250000031309607,7.187694858622201e-05,0.0250000094676201,9.660515381586288e-05,0.0250000067311384,7.167630537672389e-05,2096829,182475,3610,182475,3979,0.0870242637811667,0.0017216473064804,0.0870242637811667,0.0018976273220181
02-21-2021,99.58,111.46,-23.0,-12.0,-23.0,-14.0,-16.0,6.0,0.0250000004481115,2.696060022431634e-05,0.0250000003557107,2.362290409126904e-05,0.0249999963856932,8.263016447217965e-05,0.0250000029674516,6.830740341888442e-05,0.0250000089780774,9.201773579786845e-05,0.0250000063044748,6.764340768097615e-05,2096829,182789,3624,182789,3986,0.0871740137130877,0.0017283240550373,0.0871740137130877,0.0019009656962966
02-22-2021,106.64,129.28,-21.0,-10.0,-11.0,-17.0,-33.0,10.0,0.0250000004581341,2.7374989711813764e-05,0.0250000003552322,2.37095424736252e-05,0.0249999959855236,8.342964813368094e-05,0.0250000029810146,6.874671415336712e-05,0.0250000085381261,8.789230181051264e-05,0.0250000060487984,6.531770626776126e-05,2096829,183023,3635,183023,3994,0.0872856107961116,0.0017335700717607,0.0872856107961116,0.0019047809811863
02-23-2021,111.01,132.49,-19.0,-10.0,-4.0,-12.0,-33.0,11.0,0.0250000004878008,2.879700918515128e-05,0.0250000003349796,2.298309064325775e-05,0.0249999956416553,8.389430650333562e-05,0.0250000028055555,6.510611428454885e-05,0.0250000079876612,8.26586129801069e-05,0.0250000059198672,6.425338119613447e-05,2096829,183335,3644,183335,4002,0.0874344069068102,0.0017378622672616,0.0874344069068102,0.001908596266076
02-24-2021,115.99,142.18,-17.0,-11.0,-11.0,-14.0,-33.0,11.0,0.0250000004849187,2.8938609383306585e-05,0.0250000003322931,2.3023295102439744e-05,0.0249999958694478,8.131444207414698e-05,0.0250000027055437,6.315739267808088e-05,0.0250000076130213,7.917169814306417e-05,0.0250000056226602,6.148922754839805e-05,2096829,183781,3658,183781,4006,0.0876471090394114,0.0017445390158186,0.0876471090394114,0.0019105039085209
02-25-2021,117.81,141.54,-20.0,-11.0,-13.0,-14.0,-34.0,12.0,0.0250000004865333,2.913005063544543e-05,0.0250000003028083,2.199773286365078e-05,0.0249999973704145,7.209150125553754e-05,0.0250000026307046,6.194520715387548e-05,0.0250000076324622,7.958973962905734e-05,0.0250000054034218,5.951886878069029e-05,2096829,184080,3671,184080,4014,0.0877897053121642,0.0017507388537644,0.0877897053121642,0.0019143191934106
02-26-2021,138.32,162.69,-19.0,-7.0,-12.0,-15.0,-30.0,10.0,0.0250000004472691,2.744723807451963e-05,0.0250000002748978,2.0916386173926483e-05,0.0250000038324447,8.562712398453477e-05,0.025000002580075,6.122678964805459e-05,0.0250000075988302,7.947998898043927e-05,0.0250000051971179,5.767971137182134e-05,2096829,184736,3685,184736,4022,0.0881025586731202,0.0017574156023214,0.0881025586731202,0.0019181344783003
02-27-2021,133.29,166.31,-20.0,-7.0,-10.0,-12.0,-17.0,6.0,0.0250000004048565,2.5525780554469516e-05,0.025,1e-05,0.0250000035456321,7.94015343323101e-05,0.0250000024952334,5.970714784568524e-05,0.0250000072794094,7.650804205391632e-05,0.0250000050879138,5.681499389951067e-05,2096829,184888,3700,184888,4029,0.0881750490860246,0.0017645692614896,0.0881750490860246,0.0019214728525788
02-28-2021,107.61,119.32,-17.0,-8.0,-12.0,-9.0,-15.0,4.0,0.0250000004254297,2.627692416200449e-05,0.025,1e-05,0.0250000035354313,7.914694259615368e-05,0.0250000024030815,5.801219230130518e-05,0.025000006947148,7.337122804700523e-05,0.0250000050397805,5.655279111007091e-05,2096829,185132,3716,185132,4035,0.0882914152751607,0.001772199831269,0.0882914152751607,0.0019243343162461
03-01-2021,112.81,145.04,-15.0,-5.0,-9.0,-16.0,-33.0,9.0,0.0250000004309771,2.6342655801493405e-05,0.025,1e-05,0.0250000035664594,7.970115015143079e-05,0.025000002325304,5.663332847120774e-05,0.0250000067273144,7.13694128907342e-05,0.025000004926517,5.566671065652357e-05,2096829,185297,3729,185297,4045,0.0883701055260109,0.0017783996692148,0.0883701055260109,0.0019291034223582
