date,Kentucky-apple-driving,Kentucky-apple-walking,Kentucky-google-retail_and_recreation,Kentucky-google-grocery_and_pharmacy,Kentucky-google-parks,Kentucky-google-transit_stations,Kentucky-google-workplaces,Kentucky-google-residential,Kentucky-jh_beta_7,Kentucky-jh_gamma_7,Kentucky-cdc_beta_7,Kentucky-cdc_gamma_7,Kentucky-jh_beta_14,Kentucky-jh_gamma_14,Kentucky-cdc_beta_14,Kentucky-cdc_gamma_14,Kentucky-jh_beta_30,Kentucky-jh_gamma_30,Kentucky-cdc_beta_30,Kentucky-cdc_gamma_30,Kentucky-census_pop,Kentucky-jh_confirmed,Kentucky-jh_death,Kentucky-cdc_confirmed,Kentucky-cdc_death,Kentucky-jh_confirmed_ratio,Kentucky-jh_death_ratio,Kentucky-cdc_confirmed_ratio,Kentucky-cdc_death_ratio
01-15-2021,131.63,161.07,-23.0,-9.0,-10.0,-19.0,-30.0,11.0,0.0250000003183289,2.1415291412720222e-05,0.0250000006374822,3.402292401746206e-05,0.0250000027689254,6.239810985991127e-05,0.0250000351763908,0.0001420458775827,0.0250000087443741,8.443108542160805e-05,0.0250000182677266,0.0001676442044627,4467673,321269,3061,331502,5510,0.0719096943755731,0.0006851441455093,0.0742001484889337,0.0012333042279504
01-16-2021,118.83,145.44,-26.0,-12.0,-7.0,-19.0,-13.0,6.0,0.0250000003744771,2.3666885379383307e-05,0.0250000006147752,3.299650167275148e-05,0.0250000220406089,0.0001045751691548,0.0250000337000395,0.0001401111697113,0.0250000087035742,8.409487394374753e-05,0.0250000177726875,0.0001635775037926,4467673,324324,3093,333921,5557,0.0725934955400719,0.0006923067108984,0.0747415936663224,0.0012438242458658
01-17-2021,92.93,107.64,-26.0,-15.0,-19.0,-21.0,-17.0,6.0,0.0250000004125145,2.5249030211704146e-05,0.0250000006348368,3.379266277596691e-05,0.025000002701057,6.055161750171049e-05,0.0250000326802837,0.0001410978578112,0.0250000081504043,7.891311160300174e-05,0.0250000173511002,0.0001602169592168,4467673,326674,3127,335842,5602,0.0731194964358403,0.0006999169366245,0.075171571419842,0.0012538966034443
01-18-2021,110.45,128.65,-21.0,-13.0,-24.0,-22.0,-41.0,14.0,0.0250000004378524,2.633860894000851e-05,0.0250000006551203,3.465084472457541e-05,0.0250000027921508,6.222458957653534e-05,0.0250000309297107,0.0001394439181205,0.0250000080433791,7.793830058896779e-05,0.0250000169795112,0.000157155794074,4467673,328667,3167,338167,5645,0.0735655899614855,0.0007088701433609,0.0756919765614,0.001263521300686
01-19-2021,107.96,137.27,-22.0,-6.0,2.0,-16.0,-28.0,9.0,0.0250000004792904,2.806639997331472e-05,0.0250000006717648,3.5406644657189365e-05,0.0250000028889799,6.394655917696427e-05,0.0250000287629835,0.000137164675885,0.0250000079652651,7.721667872726337e-05,0.0250000166785448,0.0001546379824423,4467673,330906,3194,341780,5697,0.0740667457085601,0.0007149135579081,0.0765006749598728,0.0012751604694434
01-20-2021,106.29,130.58,-22.0,-9.0,-3.0,-17.0,-28.0,10.0,0.0250000005116159,2.951978565452641e-05,0.0250000006910065,3.617728820984506e-05,0.0250000030016993,6.614590286522927e-05,0.0250000259229569,0.0001349751058843,0.0250000079648079,7.71589600327352e-05,0.0250000162529121,0.0001508755954421,4467673,334320,3243,345736,5736,0.0748309019035189,0.0007258812361603,0.0773861471061109,0.0012838898460115
01-21-2021,112.09,133.44,-23.0,-10.0,-4.0,-19.0,-28.0,9.0,0.0250000004933574,2.8581022517316905e-05,0.0250000006766139,3.5617619042413685e-05,0.0250000030699444,6.719583611721707e-05,0.0250000231465349,0.0001328860837992,0.0250000081565734,7.888105685392675e-05,0.0250000158515674,0.0001475028919414,4467673,338033,3301,349346,5772,0.0756619833188328,0.0007388633859282,0.0781941740140784,0.0012919477320743
01-22-2021,132.16,159.2,-23.0,-9.0,-2.0,-20.0,-27.0,10.0,0.025000000483714,2.777322049143552e-05,0.0250000006696918,3.546845105824201e-05,0.0250000031501889,6.825989545103134e-05,0.0250000206543178,0.0001317324673853,0.0250000081460645,7.865536332933055e-05,0.0250000154472774,0.0001440850009925,4467673,340778,3337,352453,5812,0.0762763971311239,0.000746921271991,0.0788896143473347,0.0013009009388108
01-23-2021,127.6,165.07,-19.0,-6.0,18.0,-14.0,-9.0,5.0,0.0250000005567944,3.0709978603944665e-05,0.0250000006619868,3.527077365955664e-05,0.025000013677495,9.43188823985753e-05,0.025000017519753,0.0001258886678079,0.0250000081740269,7.881863313656019e-05,0.0250000148374129,0.0001386670460029,4467673,344567,3386,354621,5849,0.0771244896392372,0.0007578889502432,0.079374878152452,0.0013091826550421
01-24-2021,90.07,104.9,-29.0,-15.0,-21.0,-22.0,-15.0,6.0,0.0250000005996541,3.237600828254154e-05,0.0250000006424003,3.4570376879922204e-05,0.0250000139081998,9.90550048994023e-05,0.025000015873867,0.0001249988584605,0.0250000087328279,8.381156105426278e-05,0.0250000147318362,0.0001379941071816,4467673,346138,3421,356011,5889,0.0774761268338126,0.0007657230061376,0.0796860020865448,0.0013181358617786
01-25-2021,101.32,130.17,-31.0,-21.0,-38.0,-24.0,-29.0,12.0,0.0250000006262974,3.3559671278366344e-05,0.0250000006279139,3.402518985869943e-05,0.0250000138663305,0.0001024397994814,0.0250000147180242,0.0001246526232241,0.0250000092912856,8.883706279965394e-05,0.0250000144631939,0.0001356305923049,4467673,347827,3460,358841,5923,0.0778541759882605,0.0007744523827057,0.0803194414631509,0.0013257460875046
01-26-2021,108.49,139.18,-20.0,-6.0,1.0,-17.0,-27.0,9.0,0.0250000006316254,3.3905070564513706e-05,0.0250000006140393,3.352762923164064e-05,0.0250000142344752,0.0001073766442717,0.0250000129437477,0.0001232283980218,0.0250000086130497,8.245965066758499e-05,0.0250000142172132,0.0001335930064886,4467673,350519,3495,361900,5962,0.0784567268016258,0.0007822864386001,0.0810041379483234,0.0013344754640726
01-27-2021,104.89,129.13,-26.0,-7.0,-13.0,-19.0,-28.0,10.0,0.0250000006681845,3.5652977427193345e-05,0.025000000576365,3.193757715349678e-05,0.0250000139794067,0.0001114693365588,0.0250000051533356,0.0001097620468216,0.0250000087921857,8.403708473810993e-05,0.0250000140498656,0.0001322857249529,4467673,352934,3542,364271,6004,0.0789972766583409,0.0007928064565155,0.0815348392776284,0.0013438763311459
01-28-2021,106.04,130.54,-29.0,-16.0,-21.0,-21.0,-33.0,13.0,0.0250000006504553,3.491187529254326e-05,0.0250000005821892,3.213372059838622e-05,0.0250000121695264,0.0001080747274848,0.025000005055192,0.0001078483944081,0.0250000091763034,8.756476210008918e-05,0.0250000136270011,0.0001286725747718,4467673,355868,3611,367035,6029,0.0796539943724619,0.0008082507381359,0.0821535058631193,0.0013494720853562
01-29-2021,133.0,169.33,-22.0,-10.0,-9.0,-20.0,-28.0,10.0,0.0250000006357744,3.388836046731648e-05,0.0250000005816057,3.2255754636047046e-05,0.0250000044492186,9.387892290696996e-05,0.0250000049874637,0.0001067663356875,0.0250000092072862,8.772144735360167e-05,0.0250000132859108,0.0001259601140298,4467673,358469,3668,369626,6067,0.0802361766405016,0.0008210090577354,0.0827334498294749,0.0013579776317559
01-30-2021,124.7,156.62,-21.0,-7.0,-2.0,-16.0,-10.0,5.0,0.0250000006939579,3.5967399660743766e-05,0.0250000005710975,3.187049609630184e-05,0.0250000048492412,0.0001018819001513,0.0250000049230953,0.0001056637180523,0.0250000092576006,8.809965366279373e-05,0.0250000127553904,0.0001214227285655,4467673,361115,3714,371357,6102,0.0808284312661199,0.0008313052454823,0.0831208998509962,0.0013658116876503
01-31-2021,91.3,103.32,-25.0,-12.0,-21.0,-20.0,-14.0,6.0,0.0250000007094964,3.643628526406449e-05,0.0250000005677876,3.177456009907749e-05,0.0250000050874882,0.0001065713708725,0.0250000048175259,0.0001036305137267,0.0250000098819597,9.372440887277772e-05,0.0250000124207953,0.0001186638067095,4467673,362881,3745,372990,6132,0.0812237153435356,0.0008382439807031,0.0834864145160131,0.0013725265927027
02-01-2021,100.04,120.55,-26.0,-14.0,-35.0,-23.0,-31.0,12.0,0.0250000007420156,3.802235155329822e-05,0.0250000005483222,3.103180223794069e-05,0.0250000052556956,0.0001101241468052,0.0250000047126955,0.0001016482197428,0.0250000104901259,9.92820088666686e-05,0.0250000121921202,0.0001167890750252,4467673,364498,3780,375291,6163,0.0815856487258579,0.0008460780365975,0.0840014477335292,0.0013794653279235
02-02-2021,107.18,128.64,-21.0,-9.0,-18.0,-16.0,-29.0,10.0,0.025000000750442,3.873981449922695e-05,0.0250000005461079,3.1029670937350786e-05,0.0250000053232774,0.0001117275549588,0.0250000046243293,0.000100020520861,0.0250000096483763,9.168455727048796e-05,0.0250000120314834,0.0001157010559596,4467673,366929,3812,377774,6186,0.0821297798652676,0.0008532406019867,0.0845572180416964,0.0013846134217969
02-03-2021,113.1,138.09,-15.0,-2.0,-2.0,-15.0,-26.0,8.0,0.0250000007607245,3.961022507126307e-05,0.0250000005174634,2.998003751556688e-05,0.0250000055223423,0.0001163616656911,0.0250000044066963,9.57235277624696e-05,0.0250000097504284,9.27519687228463e-05,0.0250000117587433,0.0001135170181354,4467673,369510,3863,380070,6219,0.0827074855299391,0.0008646559405757,0.0850711321083705,0.0013919998173545
02-04-2021,113.88,135.07,-22.0,-9.0,-21.0,-20.0,-28.0,10.0,0.0250000007464778,3.910168851612441e-05,0.025000000481834,2.8513838459767863e-05,0.0250000054924427,0.0001158834058577,0.0250000043516077,9.485657417595089e-05,0.025000009874116,9.397189699753486e-05,0.0250000114492907,0.0001109970020251,4467673,372003,3921,382294,6251,0.0832654941397904,0.0008776380903436,0.0855689304029189,0.0013991623827437
02-05-2021,134.29,164.71,-20.0,-7.0,-5.0,-21.0,-27.0,10.0,0.025000000683265,3.613490057758212e-05,0.0250000005022586,2.940671541383657e-05,0.0250000053902581,0.000113581824713,0.0250000043281317,9.461462054967856e-05,0.0250000100848384,9.594625293199769e-05,0.025000011080265,0.0001080266432123,4467673,374259,3971,384079,6281,0.083770454999728,0.0008888295987642,0.0859684672535344,0.0014058772877961
02-06-2021,128.45,163.43,-17.0,-1.0,20.0,-15.0,-9.0,4.0,0.0250000006615127,3.488805293755858e-05,0.0250000004804212,2.8460309670542297e-05,0.0250000055577286,0.0001170496119311,0.0250000042421417,9.298698849345588e-05,0.0250000099866816,9.526877935221652e-05,0.02500001072945,0.0001052041963567,4467673,376253,4020,386020,6307,0.0842167723555416,0.0008997972770164,0.0864029216104222,0.0014116968721748
02-07-2021,89.8,108.64,-27.0,-9.0,-18.0,-24.0,-14.0,5.0,0.0250000006764407,3.528610624574535e-05,0.0250000004623002,2.771852567515549e-05,0.0250000055845912,0.0001174761778491,0.0250000041701059,9.168806265555744e-05,0.0250000098940702,9.458416964253669e-05,0.0250000104336549,0.0001028934326913,4467673,377790,4051,387021,6340,0.084560799324391,0.0009067360122372,0.0866269756090027,0.0014190832677324
