date,Connecticut-apple-driving,Connecticut-apple-walking,Connecticut-google-retail_and_recreation,Connecticut-google-grocery_and_pharmacy,Connecticut-google-parks,Connecticut-google-transit_stations,Connecticut-google-workplaces,Connecticut-google-residential,Connecticut-jh_beta_7,Connecticut-jh_gamma_7,Connecticut-cdc_beta_7,Connecticut-cdc_gamma_7,Connecticut-jh_beta_14,Connecticut-jh_gamma_14,Connecticut-cdc_beta_14,Connecticut-cdc_gamma_14,Connecticut-jh_beta_30,Connecticut-jh_gamma_30,Connecticut-cdc_beta_30,Connecticut-cdc_gamma_30,Connecticut-census_pop,Connecticut-jh_confirmed,Connecticut-jh_death,Connecticut-cdc_confirmed,Connecticut-cdc_death,Connecticut-jh_confirmed_ratio,Connecticut-jh_death_ratio,Connecticut-cdc_confirmed_ratio,Connecticut-cdc_death_ratio
01-11-2021,97.28,109.95,-23.0,-13.0,-18.0,-39.0,-32.0,13.0,0.0250000005348225,3.0594059313777074e-05,0.0250000005348225,3.0594059313777074e-05,0.0250001427999009,0.0002189727953854,0.0250001427999009,0.0002189727953854,0.0249997711807712,0.0001656662322814,0.0249997711807712,0.0001656662322814,3565287,213358,6416,213358,6416,0.0598431486721826,0.0017995746205003,0.0598431486721826,0.0017995746205003
01-12-2021,100.81,111.87,-22.0,-10.0,-9.0,-38.0,-32.0,13.0,0.0250000004709036,2.7546264118369997e-05,0.0250000004709036,2.7546264118369997e-05,0.0250000849552015,0.0001719949661816,0.0250000849552015,0.0001719949661816,0.0249997411461587,0.0001746967534267,0.0249997411461587,0.0001746967534267,3565287,217047,6449,217047,6449,0.0608778479825046,0.0018088305373452,0.0608778479825046,0.0018088305373452
01-13-2021,101.91,112.25,-24.0,-14.0,-14.0,-39.0,-34.0,13.0,0.0250000005192816,2.9293785280213047e-05,0.0250000005192816,2.9293785280213047e-05,0.0250000915209794,0.0001799051189273,0.0250000915209794,0.0001799051189273,0.0249997093536101,0.0001836886843514,0.0249997093536101,0.0001836886843514,3565287,220576,6536,220576,6536,0.0618676701202455,0.0018332324999361,0.0618676701202455,0.0018332324999361
01-14-2021,104.06,113.47,-25.0,-14.0,-14.0,-37.0,-33.0,13.0,0.0250000005791191,3.095932066979706e-05,0.0250000005791191,3.095932066979706e-05,0.0250000918905588,0.0001804659973199,0.0250000918905588,0.0001804659973199,0.0250000185947915,0.0001647592680872,0.0250000185947915,0.0001647592680872,3565287,221544,6553,221544,6553,0.0621391770143609,0.0018380006995229,0.0621391770143609,0.0018380006995229
01-15-2021,120.28,132.36,-27.0,-18.0,-20.0,-40.0,-32.0,14.0,0.0250000005529763,2.9666295319574734e-05,0.0250000005529763,2.9666295319574734e-05,0.0250000930029195,0.0001833575575382,0.0250000930029195,0.0001833575575382,0.0250000188383054,0.0001670612854732,0.0250000188383054,0.0001670612854732,3565287,223422,6594,223422,6594,0.0626659228275311,0.0018495004749968,0.0626659228275311,0.0018495004749968
01-16-2021,112.67,133.87,-26.0,-17.0,1.0,-39.0,-17.0,8.0,0.025000000580308,3.079966156756485e-05,0.025000000580308,3.079966156756485e-05,0.0250001122307819,0.0002031788465609,0.0250001122307819,0.0002031788465609,0.0250000185305577,0.0001644018609683,0.0250000185305577,0.0001644018609683,3565287,223422,6594,223422,6594,0.0626659228275311,0.0018495004749968,0.0626659228275311,0.0018495004749968
01-17-2021,95.99,110.63,-22.0,-18.0,9.0,-40.0,-16.0,6.0,0.0250000006609853,3.489196585349044e-05,0.0250000006609853,3.489196585349044e-05,0.0250000742533742,0.0001662330016996,0.0250000742533742,0.0001662330016996,0.0250000179899447,0.0001598715682654,0.0250000179899447,0.0001598715682654,3565287,223422,6594,223422,6594,0.0626659228275311,0.0018495004749968,0.0626659228275311,0.0018495004749968
01-18-2021,106.71,119.32,-18.0,-14.0,10.0,-40.0,-47.0,15.0,0.0250000007074529,3.780835778829412e-05,0.0250000007074529,3.780835778829412e-05,0.0250000843059616,0.00018046952477,0.0250000843059616,0.00018046952477,0.0250000177308706,0.0001583149364984,0.0250000177308706,0.0001583149364984,3565287,230125,6670,230125,6670,0.0645459958763488,0.0018708171319728,0.0645459958763488,0.0018708171319728
01-19-2021,100.09,110.49,-26.0,-14.0,-14.0,-40.0,-33.0,12.0,0.0250000005599871,3.1535332951941864e-05,0.0250000005599871,3.1535332951941864e-05,0.025000065472271,0.0001612401836136,0.025000065472271,0.0001612401836136,0.0250000185908759,0.0001664122057906,0.0250000185908759,0.0001664122057906,3565287,232219,6682,232219,6682,0.0651333258725034,0.0018741829199164,0.0651333258725034,0.0018741829199164
01-20-2021,98.44,111.87,-28.0,-18.0,-22.0,-42.0,-35.0,14.0,0.0250000005515745,3.1243230692236986e-05,0.0250000005515745,3.1243230692236986e-05,0.0250000645242019,0.000163332382639,0.0250000645242019,0.000163332382639,0.0250000193900545,0.0001741210524887,0.0250000193900545,0.0001741210524887,3565287,234134,6726,234134,6726,0.0656704495318329,0.0018865241423761,0.0656704495318329,0.0018865241423761
01-21-2021,103.03,113.1,-27.0,-16.0,-20.0,-40.0,-32.0,13.0,0.02500000039409,2.432486260446944e-05,0.02500000039409,2.432486260446944e-05,0.0250000598194919,0.0001595656995246,0.0250000598194919,0.0001595656995246,0.0250000174269095,0.0001566736344933,0.0250000174269095,0.0001566736344933,3565287,235796,6774,235796,6774,0.0661366111620186,0.0018999872941505,0.0661366111620186,0.0018999872941505
01-22-2021,120.27,135.63,-26.0,-16.0,-12.0,-41.0,-30.0,13.0,0.0250000004648859,2.685151728603934e-05,0.0250000004648859,2.685151728603934e-05,0.0250000502366099,0.0001476827728101,0.0250000502366099,0.0001476827728101,0.0250000174530179,0.0001572440806074,0.0250000174530179,0.0001572440806074,3565287,237815,6819,237815,6819,0.0667029049835258,0.0019126089989389,0.0667029049835258,0.0019126089989389
01-23-2021,118.19,136.97,-24.0,-16.0,5.0,-39.0,-15.0,7.0,0.0250000004722466,2.6774649286764888e-05,0.0250000004722466,2.6774649286764888e-05,0.0250000471800911,0.0001455144005535,0.0250000471800911,0.0001455144005535,0.0250000173458674,0.0001565339895546,0.0250000173458674,0.0001565339895546,3565287,237815,6819,237815,6819,0.0667029049835258,0.0019126089989389,0.0667029049835258,0.0019126089989389
01-24-2021,89.25,99.36,-27.0,-19.0,-21.0,-42.0,-16.0,7.0,0.0250000005591764,3.082466653952801e-05,0.0250000005591764,3.082466653952801e-05,0.0250000546442952,0.0001595291671724,0.0250000546442952,0.0001595291671724,0.0250000166374438,0.0001504583923732,0.0250000166374438,0.0001504583923732,3565287,237815,6819,237815,6819,0.0667029049835258,0.0019126089989389,0.0667029049835258,0.0019126089989389
01-25-2021,96.59,106.71,-25.0,-15.0,-14.0,-40.0,-31.0,12.0,0.0250000006118698,3.380419435923183e-05,0.0250000006118698,3.380419435923183e-05,0.0250000607113676,0.0001714209970984,0.0250000607113676,0.0001714209970984,0.0250000172921958,0.000157110307902,0.0250000172921958,0.000157110307902,3565287,243632,6911,243632,6911,0.0683344706891759,0.001938413373173,0.0683344706891759,0.001938413373173
01-26-2021,89.33,97.09,-33.0,-20.0,-31.0,-44.0,-35.0,15.0,0.0250000005187333,2.9407100502373383e-05,0.0250000005187333,2.9407100502373383e-05,0.025000039701686,0.0001418905502182,0.025000039701686,0.0001418905502182,0.0250000180869179,0.0001646440707496,0.0250000180869179,0.0001646440707496,3565287,244899,6934,244899,6934,0.0686898417995521,0.0019448644667315,0.0686898417995521,0.0019448644667315
01-27-2021,95.89,105.22,-30.0,-22.0,-28.0,-42.0,-37.0,15.0,0.0250000006015109,3.273426348724307e-05,0.0250000006015109,3.273426348724307e-05,0.0250000368124819,0.0001398308096388,0.0250000368124819,0.0001398308096388,0.0250000188513169,0.0001719688824042,0.0250000188513169,0.0001719688824042,3565287,247339,6976,247339,6976,0.0693742186814133,0.001956644724534,0.0693742186814133,0.001956644724534
01-28-2021,103.64,114.33,-25.0,-14.0,-27.0,-39.0,-31.0,13.0,0.0250000005886219,3.193532047593167e-05,0.0250000005886219,3.193532047593167e-05,0.0250000262098537,0.0001164481912217,0.0250000262098537,0.0001164481912217,0.0250000162357048,0.0001487272464426,0.0250000162357048,0.0001487272464426,3565287,248765,7020,248765,7020,0.0697741864820419,0.0019689859469938,0.0697741864820419,0.0019689859469938
01-29-2021,115.89,128.65,-31.0,-23.0,-39.0,-44.0,-31.0,15.0,0.0250000005698524,3.0837080952787696e-05,0.0250000005698524,3.0837080952787696e-05,0.02500002884588,0.0001238338333102,0.02500002884588,0.0001238338333102,0.0250000164975684,0.0001513074434061,0.0250000164975684,0.0001513074434061,3565287,250023,7046,250023,7046,0.0701270332514605,0.0019762784875383,0.0701270332514605,0.0019762784875383
01-30-2021,116.34,134.95,-23.0,-14.0,-5.0,-40.0,-14.0,8.0,0.0250000005453403,2.9827554078166016e-05,0.0250000005453403,2.9827554078166016e-05,0.0250000269416681,0.0001205676885368,0.0250000269416681,0.0001205676885368,0.0250000162260033,0.0001490408807952,0.0250000162260033,0.0001490408807952,3565287,250023,7046,250023,7046,0.0701270332514605,0.0019762784875383,0.0701270332514605,0.0019762784875383
01-31-2021,89.69,100.6,-17.0,4.0,-26.0,-40.0,-11.0,6.0,0.0250000006217677,3.3740009892376176e-05,0.0250000006217677,3.3740009892376176e-05,0.0250000308253305,0.0001329187353324,0.0250000308253305,0.0001329187353324,0.0250000160329293,0.0001477844568534,0.0250000160329293,0.0001477844568534,3565287,250023,7046,250023,7046,0.0701270332514605,0.0019762784875383,0.0701270332514605,0.0019762784875383
02-01-2021,35.82,57.66,-74.0,-66.0,-65.0,-73.0,-73.0,32.0,0.0250000006659141,3.6513268213568096e-05,0.0250000006659141,3.6513268213568096e-05,0.0250000337507291,0.000143468665383,0.0250000337507291,0.000143468665383,0.0250000166060508,0.0001536588763003,0.0250000166060508,0.0001536588763003,3565287,253954,7119,253954,7119,0.0712296092853114,0.0019967536975284,0.0712296092853114,0.0019967536975284
02-02-2021,73.42,91.66,-39.0,-27.0,-39.0,-55.0,-52.0,22.0,0.0250000004801472,2.8383322974179352e-05,0.0250000004801472,2.8383322974179352e-05,0.025000022985405,0.0001222780171418,0.025000022985405,0.0001222780171418,0.0250000147488157,0.0001367655618524,0.0250000147488157,0.0001367655618524,3565287,256522,7133,256522,7133,0.0719498879052373,0.0020006804501292,0.0719498879052373,0.0020006804501292
02-03-2021,100.75,114.93,-23.0,-9.0,-30.0,-40.0,-33.0,13.0,0.0250000004955997,2.898241211312741e-05,0.0250000004955997,2.898241211312741e-05,0.0250000232902257,0.0001279921706213,0.0250000232902257,0.0001279921706213,0.0250000153577042,0.0001427745981622,0.0250000153577042,0.0001427745981622,3565287,257004,7157,257004,7157,0.0720850803876377,0.0020074120260164,0.0720850803876377,0.0020074120260164
02-04-2021,107.59,120.34,-22.0,-8.0,-22.0,-38.0,-29.0,11.0,0.0250000004451484,2.676865390062754e-05,0.0250000004451484,2.676865390062754e-05,0.0250000202558055,0.0001210399078577,0.0250000202558055,0.0001210399078577,0.0250000141904158,0.0001325150026806,0.0250000141904158,0.0001325150026806,3565287,257941,7185,257941,7185,0.0723478923295656,0.0020152655312181,0.0723478923295656,0.0020152655312181
02-05-2021,118.83,136.15,-26.0,-14.0,-31.0,-42.0,-28.0,13.0,0.0250000003886568,2.4247334481472295e-05,0.0250000003886568,2.4247334481472295e-05,0.0250000173722336,0.0001126703253378,0.0250000173722336,0.0001126703253378,0.0250000141026284,0.0001322115512999,0.0250000141026284,0.0001322115512999,3565287,259372,7214,259372,7214,0.0727492625418374,0.0020233995187484,0.0727492625418374,0.0020233995187484
02-06-2021,123.89,144.94,-16.0,4.0,20.0,-36.0,-7.0,5.0,0.0250000003968381,2.451201887214857e-05,0.0250000003968381,2.451201887214857e-05,0.0250000149460504,0.0001053833480247,0.0250000149460504,0.0001053833480247,0.0250000137371549,0.0001292453246263,0.0250000137371549,0.0001292453246263,3565287,259372,7214,259372,7214,0.0727492625418374,0.0020233995187484,0.0727492625418374,0.0020233995187484
02-07-2021,54.86,75.7,-56.0,-41.0,-50.0,-56.0,-29.0,12.0,0.025000000459058,2.7602783381145588e-05,0.025000000459058,2.7602783381145588e-05,0.025000016300593,0.0001145109257203,0.025000016300593,0.0001145109257203,0.0250000129073313,0.0001220659949622,0.0250000129073313,0.0001220659949622,3565287,259372,7214,259372,7214,0.0727492625418374,0.0020233995187484,0.0727492625418374,0.0020233995187484
02-08-2021,96.04,109.9,-23.0,-13.0,-27.0,-40.0,-33.0,12.0,0.0250000004957868,2.980634050603536e-05,0.0250000004957868,2.980634050603536e-05,0.025000017149495,0.000122181623178,0.025000017149495,0.000122181623178,0.0250000124216539,0.0001182677440638,0.0250000124216539,0.0001182677440638,3565287,263739,7282,263739,7282,0.0739741288709716,0.0020424723170953,0.0739741288709716,0.0020424723170953
02-09-2021,79.88,94.47,-40.0,-30.0,-47.0,-49.0,-43.0,19.0,0.0250000003511042,2.319837099511732e-05,0.0250000003511042,2.319837099511732e-05,0.0250000104267456,9.504936570822762e-05,0.0250000104267456,9.504936570822762e-05,0.0250000129277814,0.0001233148463673,0.0250000129277814,0.0001233148463673,3565287,264608,7298,264608,7298,0.0742178680145525,0.0020469600343534,0.0742178680145525,0.0020469600343534
02-10-2021,105.84,116.07,-20.0,-9.0,-27.0,-39.0,-32.0,12.0,0.0250000003963082,2.490059932331492e-05,0.0250000003963082,2.490059932331492e-05,0.0250000101159852,9.516535325227784e-05,0.0250000101159852,9.516535325227784e-05,0.0250000134099118,0.0001281731946201,0.0250000134099118,0.0001281731946201,3565287,265496,7326,265496,7326,0.0744669363223774,0.0020548135395551,0.0744669363223774,0.0020548135395551
02-11-2021,107.73,117.38,-23.0,-12.0,-29.0,-38.0,-30.0,12.0,0.0250000004080265,2.518361591279356e-05,0.0250000004080265,2.518361591279356e-05,0.0250000086717534,8.805751813623807e-05,0.0250000086717534,8.805751813623807e-05,0.0250000117225137,0.0001129587290059,0.0250000117225137,0.0001129587290059,3565287,266499,7354,266499,7354,0.0747482600979949,0.0020626670447568,0.0747482600979949,0.0020626670447568
02-12-2021,126.99,140.19,-22.0,-10.0,-32.0,-39.0,-31.0,13.0,0.0250000004086593,2.503194540607177e-05,0.0250000004086593,2.503194540607177e-05,0.0250000031843102,7.038379355283425e-05,0.0250000031843102,7.038379355283425e-05,0.0250000113772234,0.0001101616092808,0.0250000113772234,0.0001101616092808,3565287,267337,7381,267337,7381,0.0749833042893882,0.0020702400676298,0.0749833042893882,0.0020702400676298
02-13-2021,128.18,150.97,-16.0,4.0,-1.0,-35.0,-11.0,6.0,0.0250000004062286,2.4853562537815016e-05,0.0250000004062286,2.4853562537815016e-05,0.0250000032018485,7.057564358228761e-05,0.0250000032018485,7.057564358228761e-05,0.0250000101396069,9.867606872613756e-05,0.0250000101396069,9.867606872613756e-05,3565287,267337,7381,267337,7381,0.0749833042893882,0.0020702400676298,0.0749833042893882,0.0020702400676298
02-14-2021,96.24,120.44,-19.0,-11.0,-26.0,-42.0,-13.0,7.0,0.0250000004702673,2.8058755430645052e-05,0.0250000004702673,2.8058755430645052e-05,0.0250000035067088,7.748637730192417e-05,0.0250000035067088,7.748637730192417e-05,0.0250000101997166,9.960130803968948e-05,0.0250000101997166,9.960130803968948e-05,3565287,267337,7381,267337,7381,0.0749833042893882,0.0020702400676298,0.0749833042893882,0.0020702400676298
02-15-2021,91.87,101.9,-22.0,-15.0,-34.0,-42.0,-46.0,16.0,0.0250000005079402,3.034882199299629e-05,0.0250000005079402,3.034882199299629e-05,0.0250000083666866,9.523521852688104e-05,0.0250000083666866,9.523521852688104e-05,0.0250000097654127,9.593012478420114e-05,0.0250000097654127,9.593012478420114e-05,3565287,270242,7447,270242,7447,0.075798105454063,0.0020887519013195,0.075798105454063,0.0020887519013195
02-16-2021,94.28,107.95,-28.0,-20.0,-27.0,-44.0,-37.0,15.0,0.0250000003737212,2.42034571262497e-05,0.0250000003737212,2.42034571262497e-05,0.0250000031087762,6.934945502137777e-05,0.0250000031087762,6.934945502137777e-05,0.0250000101926913,0.0001001710702428,0.0250000101926913,0.0001001710702428,3565287,270822,7449,270822,7449,0.0759607852046693,0.0020893128659768,0.0759607852046693,0.0020893128659768
02-17-2021,108.58,118.81,-17.0,-2.0,-23.0,-35.0,-31.0,11.0,0.0250000003906628,2.4942258801336948e-05,0.0250000003906628,2.4942258801336948e-05,0.0250000032433566,7.239630726085115e-05,0.0250000032433566,7.239630726085115e-05,0.0250000105779555,0.0001041117331426,0.0250000105779555,0.0001041117331426,3565287,271356,7476,271356,7476,0.0761105627681586,0.0020968858888499,0.0761105627681586,0.0020968858888499
02-18-2021,76.04,87.41,-42.0,-26.0,-47.0,-49.0,-40.0,19.0,0.0250000003724996,2.4045705264561203e-05,0.0250000003724996,2.4045705264561203e-05,0.0250000032266179,7.207146888782742e-05,0.0250000032266179,7.207146888782742e-05,0.025000009360945,9.305465599884072e-05,0.025000009360945,9.305465599884072e-05,3565287,271903,7496,271903,7496,0.0762639866019201,0.0021024955354225,0.0762639866019201,0.0021024955354225
02-19-2021,95.03,110.64,-39.0,-31.0,-45.0,-49.0,-42.0,21.0,0.0250000003516512,2.308887759149314e-05,0.0250000003516512,2.308887759149314e-05,0.02500000314681,7.043969501176044e-05,0.02500000314681,7.043969501176044e-05,0.0250000094342612,9.409382210758536e-05,0.0250000094342612,9.409382210758536e-05,3565287,273101,7523,273101,7523,0.0766000044316208,0.0021100685582955,0.0766000044316208,0.0021100685582955
02-20-2021,122.53,140.21,-18.0,-11.0,14.0,-36.0,-10.0,6.0,0.0250000003410658,2.253803218678416e-05,0.0250000003410658,2.253803218678416e-05,0.0250000030700394,6.878229869360691e-05,0.0250000030700394,6.878229869360691e-05,0.0250000090130366,9.025921126598687e-05,0.0250000090130366,9.025921126598687e-05,3565287,273101,7523,273101,7523,0.0766000044316208,0.0021100685582955,0.0766000044316208,0.0021100685582955
02-21-2021,95.84,107.8,-18.0,-14.0,-11.0,-35.0,-12.0,6.0,0.0250000003978772,2.534617293394118e-05,0.0250000003978772,2.534617293394118e-05,0.0250000033433635,7.513134953822102e-05,0.0250000033433635,7.513134953822102e-05,0.0250000085083546,8.567806465126327e-05,0.0250000085083546,8.567806465126327e-05,3565287,273101,7523,273101,7523,0.0766000044316208,0.0021100685582955,0.0766000044316208,0.0021100685582955
02-22-2021,93.66,100.54,-26.0,-20.0,-36.0,-41.0,-30.0,13.0,0.0250000004316384,2.7352453433763896e-05,0.0250000004316384,2.7352453433763896e-05,0.0250000035579234,8.050550144269528e-05,0.0250000035579234,8.050550144269528e-05,0.0250000080076613,8.123244925361137e-05,0.0250000080076613,8.123244925361137e-05,3565287,275334,7562,275334,7562,0.0772263214714551,0.0021210073691122,0.0772263214714551,0.0021210073691122
02-23-2021,103.96,114.88,-20.0,-12.0,-26.0,-37.0,-30.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000028617683,6.566388386282616e-05,0.0250000028617683,6.566388386282616e-05,0.0250000083272247,8.45121012524256e-05,0.0250000083272247,8.45121012524256e-05,3565287,276691,7572,276691,7572,0.0776069359914082,0.0021238121923985,0.0776069359914082,0.0021238121923985
02-24-2021,109.72,121.25,-16.0,-11.0,-5.0,-36.0,-31.0,11.0,0.0250000003130786,2.2165569835098235e-05,0.0250000003130786,2.2165569835098235e-05,0.0250000028856045,6.643202533286775e-05,0.0250000028856045,6.643202533286775e-05,0.0250000086283421,8.764069294645095e-05,0.0250000086283421,8.764069294645095e-05,3565287,278184,7595,278184,7595,0.0780256961080552,0.002130263285957,0.0780256961080552,0.002130263285957
02-25-2021,111.8,128.66,-18.0,-12.0,-13.0,-34.0,-29.0,11.0,0.0250000002820872,2.068950172873369e-05,0.0250000002820872,2.068950172873369e-05,0.025000002743317,6.344549813360091e-05,0.025000002743317,6.344549813360091e-05,0.0250000072783971,7.500012682045768e-05,0.0250000072783971,7.500012682045768e-05,3565287,279159,7614,279159,7614,0.078299166378471,0.002135592450201,0.078299166378471,0.002135592450201
02-26-2021,131.4,149.58,-19.0,-14.0,-12.0,-35.0,-27.0,11.0,0.0250000002788731,2.0398007508176525e-05,0.0250000002788731,2.0398007508176525e-05,0.0250000026029196,6.045137973295423e-05,0.0250000026029196,6.045137973295423e-05,0.0250000071781573,7.422645065197729e-05,0.0250000071781573,7.422645065197729e-05,3565287,279946,7622,279946,7622,0.0785199059711041,0.0021378363088301,0.0785199059711041,0.0021378363088301
02-27-2021,122.86,141.41,-20.0,-15.0,-19.0,-37.0,-12.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000024437735,5.725270007859983e-05,0.0250000024437735,5.725270007859983e-05,0.0250000067345506,7.019689569303168e-05,0.0250000067345506,7.019689569303168e-05,3565287,279946,7622,279946,7622,0.0785199059711041,0.0021378363088301,0.0785199059711041,0.0021378363088301
02-28-2021,96.29,106.74,-17.0,-14.0,-20.0,-34.0,-11.0,6.0,0.0250000002724208,2.057258680335593e-05,0.0250000002724208,2.057258680335593e-05,0.025000002640211,6.204060838332127e-05,0.025000002640211,6.204060838332127e-05,0.0250000062738254,6.59975663440087e-05,0.0250000062738254,6.59975663440087e-05,3565287,279946,7622,279946,7622,0.0785199059711041,0.0021378363088301,0.0785199059711041,0.0021378363088301
03-01-2021,102.49,114.13,-19.0,-11.0,-22.0,-36.0,-29.0,11.0,0.025000000293023,2.1933298910628262e-05,0.025000000293023,2.1933298910628262e-05,0.0250000027928293,6.605219368139274e-05,0.0250000027928293,6.605219368139274e-05,0.0250000060623072,6.428645976800645e-05,0.0250000060623072,6.428645976800645e-05,3565287,282626,7651,282626,7651,0.0792715986118368,0.0021459702963604,0.0792715986118368,0.0021459702963604
03-02-2021,107.98,116.97,-20.0,-13.0,-28.0,-37.0,-30.0,12.0,0.025,1e-05,0.025,1e-05,0.0250000020024371,4.9184333969908886e-05,0.0250000020024371,4.9184333969908886e-05,0.0250000062942892,6.677012163687021e-05,0.0250000062942892,6.677012163687021e-05,3565287,283128,7658,283128,7658,0.0794124007408099,0.0021479336726608,0.0794124007408099,0.0021479336726608
03-03-2021,112.67,128.02,-13.0,-5.0,3.0,-33.0,-31.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000021612289,5.288140770219114e-05,0.0250000021612289,5.288140770219114e-05,0.0250000065110751,6.912595396830607e-05,0.0250000065110751,6.912595396830607e-05,3565287,283622,7678,283622,7678,0.0795509590111539,0.0021535433192334,0.0795509590111539,0.0021535433192334
03-04-2021,113.41,120.93,-18.0,-9.0,-17.0,-33.0,-29.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000019555273,4.847120509994453e-05,0.0250000019555273,4.847120509994453e-05,0.0250000055445992,6.001496540771293e-05,0.0250000055445992,6.001496540771293e-05,3565287,284500,7693,284500,7693,0.0797972224956924,0.0021577505541629,0.0797972224956924,0.0021577505541629
03-05-2021,133.96,146.71,-20.0,-13.0,-21.0,-34.0,-28.0,12.0,0.025,1e-05,0.025,1e-05,0.0250000018623137,4.642575922252438e-05,0.0250000018623137,4.642575922252438e-05,0.0250000054870477,5.973237876403825e-05,0.0250000054870477,5.973237876403825e-05,3565287,285330,7704,285330,7704,0.0800300228284567,0.0021608358597779,0.0800300228284567,0.0021608358597779
03-06-2021,133.89,153.11,-14.0,-10.0,17.0,-31.0,-11.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000016535157,4.19278437769072e-05,0.0250000016535157,4.19278437769072e-05,0.0250000053377506,5.844622805014386e-05,0.0250000053377506,5.844622805014386e-05,3565287,285330,7704,285330,7704,0.0800300228284567,0.0021608358597779,0.0800300228284567,0.0021608358597779
03-07-2021,102.31,113.26,-14.0,-11.0,5.0,-30.0,-11.0,5.0,0.025,1e-05,0.025,1e-05,0.025000001818945,4.579918258635081e-05,0.025000001818945,4.579918258635081e-05,0.025000005097175,5.63289023248778e-05,0.025000005097175,5.63289023248778e-05,3565287,285330,7704,285330,7704,0.0800300228284567,0.0021608358597779,0.0800300228284567,0.0021608358597779
03-08-2021,105.43,117.24,-17.0,-11.0,-7.0,-34.0,-29.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000019487777,4.907062614836007e-05,0.0250000019487777,4.907062614836007e-05,0.0250000048112603,5.382136278704242e-05,0.0250000048112603,5.382136278704242e-05,3565287,287396,7725,287396,7725,0.0806094993194096,0.0021667259886791,0.0806094993194096,0.0021667259886791
03-09-2021,112.1,128.85,-15.0,-9.0,29.0,-33.0,-30.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000015134002,3.976321488556694e-05,0.0250000015134002,3.976321488556694e-05,0.0250000049849967,5.571905396200449e-05,0.0250000049849967,5.571905396200449e-05,3565287,288145,7739,288145,7739,0.0808195805835547,0.00217065274128,0.0808195805835547,0.00217065274128
03-10-2021,115.6,132.09,-14.0,-9.0,21.0,-32.0,-31.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000015377852,4.028733703924423e-05,0.0250000015377852,4.028733703924423e-05,0.0250000051597511,5.759685035059015e-05,0.0250000051597511,5.759685035059015e-05,3565287,288657,7752,288657,7752,0.0809631875358141,0.0021742990115522,0.0809631875358141,0.0021742990115522
03-11-2021,121.21,140.45,-14.0,-9.0,36.0,-30.0,-29.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000013623416,3.642089558412248e-05,0.0250000013623416,3.642089558412248e-05,0.0250000042735668,4.914966064623568e-05,0.0250000042735668,4.914966064623568e-05,3565287,289392,7761,289392,7761,0.0811693420473583,0.0021768233525099,0.0811693420473583,0.0021768233525099
03-12-2021,121.21,140.45,-14.0,-11.0,36.0,-30.0,-28.0,10.0,0.025,1e-05,0.025,1e-05,0.025000001239973,3.375890360657118e-05,0.025000001239973,3.375890360657118e-05,0.0250000041977281,4.855410126798472e-05,0.0250000041977281,4.855410126798472e-05,3565287,290577,7765,290577,7765,0.0815017136067867,0.0021779452818244,0.0815017136067867,0.0021779452818244
03-13-2021,139.25,166.83,-9.0,-8.0,56.0,-24.0,-10.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000012689013,3.454976725453556e-05,0.0250000012689013,3.454976725453556e-05,0.0250000039440852,4.621761568949528e-05,0.0250000039440852,4.621761568949528e-05,3565287,290577,7765,290577,7765,0.0815017136067867,0.0021779452818244,0.0815017136067867,0.0021779452818244
03-14-2021,104.09,114.71,-12.0,-12.0,2.0,-27.0,-11.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000013912501,3.757238533099236e-05,0.0250000013912501,3.757238533099236e-05,0.0250000036731533,4.374224072857365e-05,0.0250000036731533,4.374224072857365e-05,3565287,290577,7765,290577,7765,0.0815017136067867,0.0021779452818244,0.0815017136067867,0.0021779452818244
03-15-2021,107.75,117.21,-15.0,-10.0,-18.0,-33.0,-30.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000014860645,4.011182435723564e-05,0.0250000014860645,4.011182435723564e-05,0.0250000034057666,4.13191903917188e-05,0.0250000034057666,4.13191903917188e-05,3565287,293102,7788,293102,7788,0.0822099314865815,0.0021843963753829,0.0822099314865815,0.0021843963753829
03-16-2021,110.91,119.15,-15.0,-8.0,-13.0,-34.0,-30.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000011743258,3.339651189379664e-05,0.0250000011743258,3.339651189379664e-05,0.0250000035429955,4.279459253095751e-05,0.0250000035429955,4.279459253095751e-05,3565287,293955,7799,293955,7799,0.0824491829129043,0.0021874816809979,0.0824491829129043,0.0021874816809979
03-17-2021,117.83,131.34,-8.0,-5.0,-4.0,-30.0,-30.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000012158236,3.425424652633229e-05,0.0250000012158236,3.425424652633229e-05,0.0250000036806619,4.425293879753443e-05,0.0250000036806619,4.425293879753443e-05,3565287,294328,7807,294328,7807,0.0825538028214839,0.0021897255396269,0.0825538028214839,0.0021897255396269
