date,Louisiana-apple-driving,Louisiana-apple-walking,Louisiana-google-retail_and_recreation,Louisiana-google-grocery_and_pharmacy,Louisiana-google-parks,Louisiana-google-transit_stations,Louisiana-google-workplaces,Louisiana-google-residential,Louisiana-jh_beta_7,Louisiana-jh_gamma_7,Louisiana-cdc_beta_7,Louisiana-cdc_gamma_7,Louisiana-jh_beta_14,Louisiana-jh_gamma_14,Louisiana-cdc_beta_14,Louisiana-cdc_gamma_14,Louisiana-jh_beta_30,Louisiana-jh_gamma_30,Louisiana-cdc_beta_30,Louisiana-cdc_gamma_30,Louisiana-census_pop,Louisiana-jh_confirmed,Louisiana-jh_death,Louisiana-cdc_confirmed,Louisiana-cdc_death,Louisiana-jh_confirmed_ratio,Louisiana-jh_death_ratio,Louisiana-cdc_confirmed_ratio,Louisiana-cdc_death_ratio
02-10-2021,99.91,37.99,-14.0,-4.0,-18.0,-17.0,-22.0,6.0,0.0250000004914424,2.9504850654374164e-05,0.0250000004914424,2.9504850654374164e-05,0.0249999943835434,9.71340345698814e-05,0.0249999943835434,9.71340345698814e-05,0.0250000101131337,0.000100769510458,0.0250000101131337,0.000100769510458,4648794,414687,9212,414687,9212,0.089203135264759,0.0019815892035654,0.089203135264759,0.0019815892035654
02-11-2021,97.69,36.83,-21.0,-7.0,-46.0,-24.0,-24.0,9.0,0.0250000004285891,2.6494362184470418e-05,0.0250000004285891,2.6494362184470418e-05,0.0249999952191996,8.862715099038148e-05,0.0249999952191996,8.862715099038148e-05,0.0250000099778917,9.97674186283103e-05,0.0250000099778917,9.97674186283103e-05,4648794,417415,9239,417415,9239,0.0897899541257366,0.0019873971615003,0.0897899541257366,0.0019873971615003
02-12-2021,116.45,47.28,-21.0,-4.0,-47.0,-27.0,-25.0,11.0,0.0250000004096403,2.548401747256173e-05,0.0250000004096403,2.548401747256173e-05,0.0249999958034111,8.297604417951076e-05,0.0249999958034111,8.297604417951076e-05,0.0250000096362308,9.69431530252747e-05,0.0250000096362308,9.69431530252747e-05,4648794,418585,9276,418585,9276,0.0900416323029155,0.0019953562149667,0.0900416323029155,0.0019953562149667
02-13-2021,108.57,53.12,-20.0,3.0,-54.0,-23.0,-17.0,7.0,0.0250000004163072,2.5571905975386803e-05,0.0250000004163072,2.5571905975386803e-05,0.0249999965933647,7.680346456902422e-05,0.0249999965933647,7.680346456902422e-05,0.0250000093819309,9.483129907032704e-05,0.0250000093819309,9.483129907032704e-05,4648794,418585,9276,418585,9276,0.0900416323029155,0.0019953562149667,0.0900416323029155,0.0019953562149667
02-14-2021,76.17,39.83,-24.0,3.0,-52.0,-34.0,-22.0,7.0,0.025000000488315,2.9093225007032023e-05,0.025000000488315,2.9093225007032023e-05,0.0249999950491608,8.31888128823298e-05,0.0249999950491608,8.31888128823298e-05,0.0250000089468827,9.11525381703879e-05,0.0250000089468827,9.11525381703879e-05,4648794,419891,9292,419891,9292,0.090322565379322,0.001998797967817,0.090322565379322,0.001998797967817
02-15-2021,41.08,21.51,-71.0,-53.0,-69.0,-66.0,-76.0,31.0,0.0250000004116838,2.61895111741754e-05,0.0250000004116838,2.61895111741754e-05,0.0249999959819225,7.52657715064311e-05,0.0249999959819225,7.52657715064311e-05,0.025000009133199,9.356661894744456e-05,0.025000009133199,9.356661894744456e-05,4648794,420394,9325,420394,9325,0.0904307654845536,0.0020058965830707,0.0904307654845536,0.0020058965830707
02-16-2021,60.07,26.22,-54.0,-30.0,-62.0,-56.0,-73.0,28.0,0.0250000004131852,2.6381079991657785e-05,0.0250000004131852,2.6381079991657785e-05,0.0250000038402205,8.675353126706273e-05,0.0250000038402205,8.675353126706273e-05,0.0250000094316357,9.684119090513669e-05,0.0250000094316357,9.684119090513669e-05,4648794,420394,9325,420394,9325,0.0904307654845536,0.0020058965830707,0.0904307654845536,0.0020058965830707
02-17-2021,77.88,30.12,-43.0,-27.0,-57.0,-45.0,-53.0,20.0,0.0250000003967786,2.606212049297517e-05,0.0250000003967786,2.606212049297517e-05,0.0250000035737744,8.163558167783784e-05,0.0250000035737744,8.163558167783784e-05,0.0250000083484647,8.664000881320692e-05,0.0250000083484647,8.664000881320692e-05,4648794,421018,9391,421018,9391,0.0905649938457156,0.0020200938135783,0.0905649938457156,0.0020200938135783
02-18-2021,86.13,34.54,-35.0,-17.0,-55.0,-39.0,-46.0,17.0,0.0250000003388875,2.3014909586649175e-05,0.0250000003388875,2.3014909586649175e-05,0.0250000032596593,7.449662189643767e-05,0.0250000032596593,7.449662189643767e-05,0.0250000081269197,8.468132992653764e-05,0.0250000081269197,8.468132992653764e-05,4648794,421846,9406,421846,9406,0.0907431045557191,0.0020233204568754,0.0907431045557191,0.0020233204568754
02-19-2021,105.64,44.69,-30.0,-11.0,-44.0,-36.0,-39.0,16.0,0.0250000003414393,2.289811769050123e-05,0.0250000003414393,2.289811769050123e-05,0.0250000031136192,7.12836121621115e-05,0.0250000031136192,7.12836121621115e-05,0.0250000076529843,8.028090637134068e-05,0.0250000076529843,8.028090637134068e-05,4648794,422287,9440,422287,9440,0.0908379678686558,0.0020306341816823,0.0908379678686558,0.0020306341816823
02-20-2021,108.84,51.02,-23.0,-6.0,-37.0,-20.0,-15.0,7.0,0.0250000003193824,2.167430413487266e-05,0.0250000003193824,2.167430413487266e-05,0.0250000030599028,6.993990912484174e-05,0.0250000030599028,6.993990912484174e-05,0.0250000072967555,7.702103441125402e-05,0.0250000072967555,7.702103441125402e-05,4648794,422287,9440,422287,9440,0.0908379678686558,0.0020306341816823,0.0908379678686558,0.0020306341816823
02-21-2021,82.22,34.66,-18.0,-2.0,-23.0,-17.0,-15.0,5.0,0.0250000003852335,2.485982213387726e-05,0.0250000003852335,2.485982213387726e-05,0.0250000033607539,7.690951783787755e-05,0.0250000033607539,7.690951783787755e-05,0.0250000068864319,7.333384397143261e-05,0.0250000068864319,7.333384397143261e-05,4648794,424176,9466,424176,9466,0.0912443098145454,0.0020362270300641,0.0912443098145454,0.0020362270300641
02-22-2021,101.93,39.39,-12.0,-3.0,-16.0,-17.0,-22.0,6.0,0.0250000004036371,2.5885661159127867e-05,0.0250000004036371,2.5885661159127867e-05,0.025000003096737,7.135026200879167e-05,0.025000003096737,7.135026200879167e-05,0.025000006694328,7.171754174236179e-05,0.025000006694328,7.171754174236179e-05,4648794,424644,9477,424644,9477,0.091344981085417,0.0020385932351487,0.091344981085417,0.0020385932351487
02-23-2021,107.32,40.7,-10.0,0.0,-12.0,-14.0,-22.0,5.0,0.0250000003512038,2.3935914344936323e-05,0.0250000003512038,2.3935914344936323e-05,0.0250000030656173,7.107274540540987e-05,0.0250000030656173,7.107274540540987e-05,0.0250000069221223,7.42431287318246e-05,0.0250000069221223,7.42431287318246e-05,4648794,426048,9503,426048,9503,0.0916469948980316,0.0020441860835304,0.0916469948980316,0.0020441860835304
02-24-2021,107.63,40.95,-9.0,-4.0,-9.0,-10.0,-21.0,5.0,0.0250000004168018,2.689477672193295e-05,0.0250000004168018,2.689477672193295e-05,0.0250000030888449,7.181657032943347e-05,0.0250000030888449,7.181657032943347e-05,0.0250000062899376,6.826677246601958e-05,0.0250000062899376,6.826677246601958e-05,4648794,426925,9528,426925,9528,0.0918356459761391,0.002049563822359,0.0918356459761391,0.002049563822359
02-25-2021,111.65,43.88,-12.0,-4.0,-18.0,-15.0,-21.0,6.0,0.0250000002687564,2.0347796693418905e-05,0.0250000002687564,2.0347796693418905e-05,0.0250000027060475,6.347577809878247e-05,0.0250000027060475,6.347577809878247e-05,0.0250000062350108,6.797746990080429e-05,0.0250000062350108,6.797746990080429e-05,4648794,427689,9561,427689,9561,0.0919999896747414,0.0020566624376128,0.0919999896747414,0.0020566624376128
02-26-2021,131.95,57.88,-14.0,-6.0,-14.0,-19.0,-20.0,6.0,0.0250000003055182,2.1654220215051187e-05,0.0250000003055182,2.1654220215051187e-05,0.025000002676621,6.26977946449467e-05,0.025000002676621,6.26977946449467e-05,0.0250000061211297,6.706157112995878e-05,0.0250000061211297,6.706157112995878e-05,4648794,428592,9587,428592,9587,0.0921942336012307,0.0020622552859946,0.0921942336012307,0.0020622552859946
02-27-2021,126.29,65.12,-13.0,-4.0,-17.0,-15.0,-12.0,3.0,0.0250000002807005,2.03421961521914e-05,0.0250000002807005,2.03421961521914e-05,0.0250000025095673,5.885895728677081e-05,0.0250000025095673,5.885895728677081e-05,0.0250000056527415,6.259342795026798e-05,0.0250000056527415,6.259342795026798e-05,4648794,428592,9587,428592,9587,0.0921942336012307,0.0020622552859946,0.0921942336012307,0.0020622552859946
02-28-2021,89.35,39.91,-11.0,-2.0,-3.0,-13.0,-15.0,3.0,0.0250000003390893,2.315539035073497e-05,0.0250000003390893,2.315539035073497e-05,0.0250000027809887,6.517586111990627e-05,0.0250000027809887,6.517586111990627e-05,0.0250000053038156,5.931941269366779e-05,0.0250000053038156,5.931941269366779e-05,4648794,430100,9608,430100,9608,0.0925186188073724,0.0020667725866106,0.0925186188073724,0.0020667725866106
03-01-2021,100.35,37.93,-14.0,-7.0,-30.0,-18.0,-20.0,6.0,0.0250000003135597,2.2247620625650768e-05,0.0250000003135597,2.2247620625650768e-05,0.0250000028382569,6.673001888524704e-05,0.0250000028382569,6.673001888524704e-05,0.0250000049324045,5.5789681205441445e-05,0.0250000049324045,5.5789681205441445e-05,4648794,430504,9628,430504,9628,0.0926055230668427,0.0020710747776735,0.0926055230668427,0.0020710747776735
03-02-2021,99.53,36.6,-14.0,-5.0,-44.0,-21.0,-23.0,8.0,0.0250000003385516,2.3481330467707453e-05,0.0250000003385516,2.3481330467707453e-05,0.0250000026558592,6.29366603515432e-05,0.0250000026558592,6.29366603515432e-05,0.0250000051274639,5.787727833001124e-05,0.0250000051274639,5.787727833001124e-05,4648794,431271,9647,431271,9647,0.0927705120941044,0.0020751618591832,0.0927705120941044,0.0020751618591832
03-03-2021,111.12,43.04,-3.0,4.0,-8.0,-10.0,-21.0,4.0,0.0250000003134319,2.246187425397312e-05,0.0250000003134319,2.246187425397312e-05,0.0250000029243487,6.903661388339085e-05,0.0250000029243487,6.903661388339085e-05,0.0250000047379504,5.416270341103159e-05,0.0250000047379504,5.416270341103159e-05,4648794,431771,9668,431771,9668,0.0928780668706765,0.0020796791597992,0.0928780668706765,0.0020796791597992
03-04-2021,116.97,46.24,-8.0,1.0,-9.0,-13.0,-21.0,5.0,0.0250000002942892,2.159380601072254e-05,0.0250000002942892,2.159380601072254e-05,0.0250000022851762,5.502064855703898e-05,0.0250000022851762,5.502064855703898e-05,0.0250000044349311,5.122462598802391e-05,0.0250000044349311,5.122462598802391e-05,4648794,432527,9686,432527,9686,0.0930406896928536,0.0020835511317558,0.0930406896928536,0.0020835511317558
03-05-2021,132.92,58.12,-13.0,-2.0,-17.0,-18.0,-21.0,6.0,0.025,1e-05,0.025,1e-05,0.025000002347115,5.647599426402236e-05,0.025000002347115,5.647599426402236e-05,0.0250000042139872,4.915186239889079e-05,0.0250000042139872,4.915186239889079e-05,4648794,433045,9716,433045,9716,0.0931521164413824,0.0020900044183502,0.0931521164413824,0.0020900044183502
03-06-2021,134.81,70.49,-10.0,1.0,-8.0,-11.0,-13.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000021734744,5.252684781837077e-05,0.0250000021734744,5.252684781837077e-05,0.0250000039054136,4.61336860099405e-05,0.0250000039054136,4.61336860099405e-05,4648794,433045,9716,433045,9716,0.0931521164413824,0.0020900044183502,0.0931521164413824,0.0020900044183502
03-07-2021,95.67,44.57,-8.0,3.0,10.0,-10.0,-16.0,2.0,0.0250000002884781,2.1297887156625963e-05,0.0250000002884781,2.1297887156625963e-05,0.0250000024116571,5.808974285924999e-05,0.0250000024116571,5.808974285924999e-05,0.0250000037033212,4.425888453074567e-05,0.0250000037033212,4.425888453074567e-05,4648794,433785,9748,433785,9748,0.0933112975107092,0.0020968879240508,0.0933112975107092,0.0020968879240508
03-08-2021,105.97,42.8,-11.0,-3.0,-5.0,-17.0,-20.0,5.0,0.0250000002880113,2.1218325670760737e-05,0.0250000002880113,2.1218325670760737e-05,0.0250000023336058,5.637791902944114e-05,0.0250000023336058,5.637791902944114e-05,0.0250000035908624,4.319639139311478e-05,0.0250000035908624,4.319639139311478e-05,4648794,434289,9758,434289,9758,0.0934197127254939,0.0020990390195822,0.0934197127254939,0.0020990390195822
03-09-2021,110.73,43.5,-7.0,2.0,-5.0,-14.0,-22.0,5.0,0.0250000002779851,2.0887534841229124e-05,0.0250000002779851,2.0887534841229124e-05,0.0250000024322424,5.872743947847536e-05,0.0250000024322424,5.872743947847536e-05,0.0250000037604311,4.499138652724061e-05,0.0250000037604311,4.499138652724061e-05,4648794,434926,9769,434926,9769,0.0935567375108469,0.0021014052246668,0.0935567375108469,0.0021014052246668
03-10-2021,113.74,44.17,-6.0,-1.0,2.0,-9.0,-21.0,4.0,0.0250000002634946,2.042643465912732e-05,0.0250000002634946,2.042643465912732e-05,0.0250000023035916,5.615190889740541e-05,0.0250000023035916,5.615190889740541e-05,0.0250000035203273,4.269826817781848e-05,0.0250000035203273,4.269826817781848e-05,4648794,435514,9812,435514,9812,0.0936832219280957,0.002110654935452,0.0936832219280957,0.002110654935452
03-11-2021,119.11,49.12,-8.0,0.0,-7.0,-11.0,-21.0,5.0,0.0250000002754727,2.063710392800092e-05,0.0250000002754727,2.063710392800092e-05,0.0250000022597082,5.4883500371685176e-05,0.0250000022597082,5.4883500371685176e-05,0.0250000034872588,4.240356791912029e-05,0.0250000034872588,4.240356791912029e-05,4648794,435935,9828,435935,9828,0.0937737830499695,0.0021140966883023,0.0937737830499695,0.0021140966883023
03-12-2021,119.11,49.12,-10.0,-1.0,-3.0,-12.0,-21.0,5.0,0.0250000002896632,2.111826457517657e-05,0.0250000002896632,2.111826457517657e-05,0.0250000020895251,5.093590783993552e-05,0.0250000020895251,5.093590783993552e-05,0.0250000034737254,4.231835012439719e-05,0.0250000034737254,4.231835012439719e-05,4648794,436482,9861,436482,9861,0.0938914479755394,0.0021211953035561,0.0938914479755394,0.0021211953035561
03-13-2021,148.53,81.29,-3.0,4.0,0.0,1.0,-14.0,1.0,0.0250000002769949,2.029457929645384e-05,0.0250000002769949,2.029457929645384e-05,0.0250000020537492,4.975212693965769e-05,0.0250000020537492,4.975212693965769e-05,0.0250000032239212,3.977040966331932e-05,0.0250000032239212,3.977040966331932e-05,4648794,436482,9861,436482,9861,0.0938914479755394,0.0021211953035561,0.0938914479755394,0.0021211953035561
03-14-2021,103.22,54.76,-2.0,5.0,10.0,-1.0,-17.0,2.0,0.0250000003363258,2.311795371469664e-05,0.0250000003363258,2.311795371469664e-05,0.0250000023184324,5.571531534314312e-05,0.0250000023184324,5.571531534314312e-05,0.0250000031279815,3.88930362929196e-05,0.0250000031279815,3.88930362929196e-05,4648794,437393,9884,437393,9884,0.0940874127784539,0.0021261428232784,0.0940874127784539,0.0021261428232784
03-15-2021,114.6,51.84,-3.0,-1.0,-3.0,-9.0,-21.0,5.0,0.0250000002916942,2.1295089974986373e-05,0.0250000002916942,2.1295089974986373e-05,0.0250000023029743,5.5418536149443815e-05,0.0250000023029743,5.5418536149443815e-05,0.0250000029672514,3.730848862556849e-05,0.0250000029672514,3.730848862556849e-05,4648794,437565,9903,437565,9903,0.0941244116215947,0.0021302299047882,0.0941244116215947,0.0021302299047882
03-16-2021,117.71,52.54,0.0,4.0,-4.0,-8.0,-22.0,5.0,0.0250000003215474,2.2721972312574623e-05,0.0250000003215474,2.2721972312574623e-05,0.0250000022964239,5.53231353780286e-05,0.0250000022964239,5.53231353780286e-05,0.0250000031357119,3.904330735252212e-05,0.0250000031357119,3.904330735252212e-05,4648794,438557,9925,438557,9925,0.0943378002983139,0.0021349623149573,0.0943378002983139,0.0021349623149573
