date,Nebraska-apple-driving,Nebraska-apple-walking,Nebraska-google-retail_and_recreation,Nebraska-google-grocery_and_pharmacy,Nebraska-google-parks,Nebraska-google-transit_stations,Nebraska-google-workplaces,Nebraska-google-residential,Nebraska-jh_beta_7,Nebraska-jh_gamma_7,Nebraska-cdc_beta_7,Nebraska-cdc_gamma_7,Nebraska-jh_beta_14,Nebraska-jh_gamma_14,Nebraska-cdc_beta_14,Nebraska-cdc_gamma_14,Nebraska-jh_beta_30,Nebraska-jh_gamma_30,Nebraska-cdc_beta_30,Nebraska-cdc_gamma_30,Nebraska-census_pop,Nebraska-jh_confirmed,Nebraska-jh_death,Nebraska-cdc_confirmed,Nebraska-cdc_death,Nebraska-jh_confirmed_ratio,Nebraska-jh_death_ratio,Nebraska-cdc_confirmed_ratio,Nebraska-cdc_death_ratio
01-16-2021,136.56,136.66,-19.0,-9.0,-26.0,-16.0,-9.0,6.0,0.0250000005653705,3.158764570370372e-05,0.0250000005135591,3.0017118847913885e-05,0.0250000032145556,7.036680976351329e-05,0.0250000031103264,6.911519160903268e-05,0.0250000058827878,6.249968491558101e-05,0.0250000058623167,6.241324369855683e-05,1934408,180910,1837,181924,1837,0.093522152513844,0.0009496445424129,0.0940463438943594,0.0009496445424129
01-17-2021,106.24,98.61,-16.0,-11.0,-19.0,-23.0,-11.0,5.0,0.0250000006206346,3.4507495459911474e-05,0.0250000005829422,3.3159644259831694e-05,0.0250000035854348,7.871104209115578e-05,0.0250000034963104,7.755574833078658e-05,0.0250000059983605,6.379332500407277e-05,0.0250000059732128,6.36587441056409e-05,1934408,181978,1837,182390,1837,0.0940742594116649,0.0009496445424129,0.0942872444696258,0.0009496445424129
01-18-2021,114.4,106.3,-9.0,-8.0,-9.0,-22.0,-34.0,11.0,0.0250000004876926,2.949560817966545e-05,0.0250000004619227,2.837657552558271e-05,0.0250000038146642,8.456515077909089e-05,0.0250000037362126,8.342057257073473e-05,0.0250000057958257,6.201597120669541e-05,0.025000005771434,6.187712797448265e-05,1934408,182176,1842,182785,1842,0.0941766163084519,0.0009522293125338,0.0944914413091757,0.0009522293125338
01-19-2021,110.91,108.05,-16.0,-10.0,-10.0,-22.0,-22.0,9.0,0.0250000004346818,2.780750686081194e-05,0.0250000004190484,2.6943132536451523e-05,0.0250000037783673,8.477779340796778e-05,0.0250000037189609,8.38526202325313e-05,0.025000005893811,6.320628049133428e-05,0.0250000058619836,6.299847903820528e-05,1934408,182176,1842,183891,1842,0.0941766163084519,0.0009522293125338,0.0950631924599153,0.0009522293125338
01-20-2021,110.32,111.32,-14.0,-8.0,4.0,-21.0,-21.0,8.0,0.0250000003059352,2.279201237968519e-05,0.0250000002974223,2.214558661951448e-05,0.0250000036903149,8.417398464070802e-05,0.0250000036424414,8.331057123298318e-05,0.0250000058096533,6.267536113258672e-05,0.0250000057921258,6.25735599766528e-05,1934408,184482,1862,185179,1862,0.0953687122882039,0.0009625683930173,0.0957290292430552,0.0009625683930173
01-21-2021,118.01,114.03,-16.0,-9.0,-5.0,-19.0,-21.0,9.0,0.0250000002799256,2.139248119047626e-05,0.0250000002762445,2.095398371688831e-05,0.0250000036458228,8.379896979306871e-05,0.0250000036069791,8.294692657136106e-05,0.0250000054378231,5.915185677530239e-05,0.0250000054179724,5.9023063086264274e-05,1934408,185346,1868,186124,1868,0.0958153605650927,0.0009656701171624,0.0962175507959024,0.0009656701171624
01-22-2021,139.05,139.0,-14.0,-7.0,-16.0,-18.0,-20.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000034064404,7.915053227906026e-05,0.0250000029136945,6.815184877597427e-05,0.0250000053811382,5.884051782180535e-05,0.025000005355899,5.8660435242663326e-05,1934408,186255,1878,186982,1878,0.0962852717730695,0.0009708396574042,0.0966610973486462,0.0009708396574042
01-23-2021,133.32,138.86,-23.0,-12.0,-26.0,-24.0,-9.0,7.0,0.025,1e-05,0.0250000002982574,2.155843660823833e-05,0.0250000032367226,7.58292432188225e-05,0.02500000322142,7.526642191977298e-05,0.0250000046370733,5.1644681063912544e-05,0.0250000046148605,5.148191797378904e-05,1934408,186854,1879,187509,1879,0.0965949272335515,0.0009713566114284,0.0969335321193874,0.0009713566114284
01-24-2021,98.68,99.34,-18.0,0.0,-29.0,-24.0,-9.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000033458696,7.886582364641255e-05,0.0250000033339791,7.832989811799052e-05,0.0250000046530521,5.205997226671779e-05,0.0250000046317584,5.189777654593396e-05,1934408,187147,1879,187785,1879,0.0967463947626353,0.0009713566114284,0.0970762114300602,0.0009713566114284
01-25-2021,51.92,71.08,-58.0,-40.0,-46.0,-46.0,-51.0,25.0,0.025,1e-05,0.025,1e-05,0.0250000027617843,6.674204724793817e-05,0.0250000027543007,6.628694885751302e-05,0.0250000050245028,5.610538702760535e-05,0.0250000050093563,5.5986369541489954e-05,1934408,187793,1894,188408,1894,0.0970803470622536,0.000979110921791,0.0973982737871224,0.000979110921791
01-26-2021,76.16,93.17,-37.0,-27.0,-23.0,-29.0,-47.0,22.0,0.025,1e-05,0.025,1e-05,0.0250000026058377,6.343919993548035e-05,0.0250000026049617,6.314806473916433e-05,0.0250000051867137,5.79390157883071e-05,0.0250000051728973,5.782498806263357e-05,1934408,188122,1905,188801,1905,0.0972504249362078,0.000984797416057,0.097601436718624,0.000984797416057
01-27-2021,105.57,122.28,-19.0,-10.0,-21.0,-21.0,-25.0,11.0,0.0250000003216443,2.287055293717077e-05,0.025000000323435,2.295758137306028e-05,0.0250000022410348,5.524013028248479e-05,0.0250000022432047,5.5050666489796895e-05,0.0250000053549396,5.983445343287927e-05,0.0250000053434783,5.973421355958346e-05,1934408,188784,1917,189456,1917,0.0975926485002129,0.0009910008643471,0.0979400416044598,0.0009910008643471
01-28-2021,116.88,132.96,-20.0,-11.0,-25.0,-22.0,-21.0,9.0,0.025,1e-05,0.025,1e-05,0.0250000021425747,5.266986877017956e-05,0.0250000021442158,5.251930851120063e-05,0.025000004894539,5.539364916592514e-05,0.0250000048790204,5.525511202108053e-05,1934408,189597,1921,190308,1921,0.0980129321218688,0.0009930686804438,0.0983804864330585,0.0009930686804438
01-29-2021,143.11,165.5,-13.0,-6.0,-17.0,-19.0,-19.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000019073595,4.727030985859068e-05,0.0250000019099234,4.722473185135814e-05,0.0250000046903416,5.354183043177922e-05,0.0250000046483551,5.3181699322027707e-05,1934408,189597,1921,191028,1921,0.0980129321218688,0.0009930686804438,0.0987526933304659,0.0009930686804438
01-30-2021,140.59,157.39,-18.0,-10.0,-24.0,-21.0,-6.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000014794184,3.798917338823385e-05,0.0250000021340915,5.245720044103885e-05,0.0250000046219073,5.313388019258547e-05,0.0250000045959283,5.290021564080543e-05,1934408,190570,1920,191387,1921,0.0985159283873929,0.0009925517264196,0.0989382798251454,0.0009930686804438
01-31-2021,105.48,98.51,-15.0,-11.0,-24.0,-24.0,-8.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000016461151,4.223569629737855e-05,0.0250000016566229,4.2435773317175225e-05,0.0250000038418499,4.558852866626506e-05,0.0250000038225848,4.540394262610865e-05,1934408,190713,1920,191654,1921,0.0985898528128502,0.0009925517264196,0.0990763065496007,0.0009930686804438
