date,Arizona-apple-driving,Arizona-apple-walking,Arizona-google-retail_and_recreation,Arizona-google-grocery_and_pharmacy,Arizona-google-parks,Arizona-google-transit_stations,Arizona-google-workplaces,Arizona-google-residential,Arizona-jh_beta_7,Arizona-jh_gamma_7,Arizona-cdc_beta_7,Arizona-cdc_gamma_7,Arizona-jh_beta_14,Arizona-jh_gamma_14,Arizona-cdc_beta_14,Arizona-cdc_gamma_14,Arizona-jh_beta_30,Arizona-jh_gamma_30,Arizona-cdc_beta_30,Arizona-cdc_gamma_30,Arizona-census_pop,Arizona-jh_confirmed,Arizona-jh_death,Arizona-cdc_confirmed,Arizona-cdc_death,Arizona-jh_confirmed_ratio,Arizona-jh_death_ratio,Arizona-cdc_confirmed_ratio,Arizona-cdc_death_ratio
02-28-2021,102.18,106.7,-12.0,-10.0,-20.0,-13.0,-12.0,4.0,0.0250000008303388,4.170524599929021e-05,0.0250000008307059,4.172190940452001e-05,0.0250000033968783,7.740598061722857e-05,0.0250000033942312,7.735967609176566e-05,0.025000011229983,0.0001166069505975,0.0250000112218581,0.0001165412902665,7278717,816782,15980,817407,15980,0.1122151060413531,0.0021954418615258,0.1123009728225455,0.0021954418615258
03-01-2021,110.27,114.35,-12.0,-9.0,-15.0,-18.0,-33.0,9.0,0.0250000009147234,4.628240068011997e-05,0.0250000009151328,4.630197235721637e-05,0.0250000035701138,8.187691610190164e-05,0.0250000035673348,8.182776510252393e-05,0.0250000105460506,0.0001101080842391,0.0250000105383784,0.0001100460892531,7278717,817821,15979,818446,15979,0.1123578509784073,0.0021953044746759,0.1124437177595996,0.0021953044746759
03-02-2021,111.65,113.62,-13.0,-8.0,-13.0,-19.0,-33.0,10.0,0.0250000010111962,5.204949481656793e-05,0.0250000010116668,5.207275452642256e-05,0.0250000038241469,8.863853640129213e-05,0.0250000038211818,8.858510468179381e-05,0.0250000104259632,0.0001095440062939,0.0250000104183689,0.0001094823574744,7278717,818670,16060,819295,16060,0.112474492413979,0.0022064328095184,0.1125603591951713,0.0022064328095184
03-03-2021,114.16,118.4,-12.0,-6.0,-24.0,-19.0,-33.0,10.0,0.0250000007559219,4.1141859910314034e-05,0.0250000007563221,4.116191064250679e-05,0.0250000040849136,9.523933780586131e-05,0.0250000040817519,9.518166901481128e-05,0.0250000105625897,0.00011158470733,0.0250000105548971,0.0001115219351515,7278717,819954,16089,820579,16089,0.1126508971292605,0.0022104170281658,0.1127367639104529,0.0022104170281658
03-04-2021,119.74,127.35,-13.0,-8.0,-13.0,-18.0,-33.0,10.0,0.0250000007490222,4.127649351268997e-05,0.0250000007494212,4.1296604952040114e-05,0.025000003917359,9.216330862918192e-05,0.0250000039142997,9.210726167909974e-05,0.0250000107800129,0.0001144340213443,0.0250000107721599,0.000114369560435,7278717,821108,16185,821733,16185,0.1128094415540541,0.0022236061657569,0.1128953083352464,0.0022236061657569
03-05-2021,140.33,157.35,-14.0,-8.0,-15.0,-17.0,-31.0,9.0,0.0250000005916484,3.371707610135057e-05,0.0250000005919398,3.373138328766165e-05,0.0250000031405427,7.475916561770536e-05,0.0250000031380197,7.471348669384274e-05,0.0250000099403787,0.0001061338139863,0.025000009933065,0.0001060738613918,7278717,823384,16269,824009,16269,0.1131221340244441,0.0022351466611492,0.1132080008056364,0.0022351466611492
03-06-2021,137.83,164.63,-15.0,-7.0,-13.0,-14.0,-14.0,4.0,0.0250000005583435,3.137248037322636e-05,0.0250000005586125,3.1384953163878896e-05,0.025000002725569,6.530526491559357e-05,0.0250000027233299,6.526521225827391e-05,0.0250000092335701,9.911171782072176e-05,0.0250000092267058,9.905552804461952e-05,7278717,825119,16323,825744,16323,0.1133605002090341,0.0022425655510442,0.1134463669902264,0.0022425655510442
03-07-2021,105.81,113.73,-10.0,-8.0,-4.0,-9.0,-12.0,3.0,0.0250000005493518,3.049529862189851e-05,0.0250000005496129,3.0507072511490466e-05,0.0250000027294877,6.541816050047251e-05,0.0250000027272375,6.53779030719541e-05,0.0250000086667202,9.35938371965066e-05,0.02500000866023,9.354073926282908e-05,7278717,826454,16328,827079,16328,0.1135439116536609,0.0022432524852937,0.1136297784348532,0.0022432524852937
03-08-2021,114.58,122.91,-12.0,-9.0,-8.0,-17.0,-36.0,9.0,0.0250000006328972,3.4752451411939535e-05,0.0250000006332152,3.476743623056412e-05,0.0250000028463348,6.848555824409916e-05,0.0250000028439879,6.844326567721808e-05,0.0250000079936606,8.699244394009853e-05,0.0250000079876136,8.69430171818212e-05,7278717,827237,16328,827862,16328,0.1136514855571387,0.0022432524852937,0.113737352338331,0.0022432524852937
03-09-2021,116.42,121.93,-13.0,-8.0,-12.0,-17.0,-35.0,10.0,0.0250000007068429,3.916626545212895e-05,0.025000000707204,3.9184576045294265e-05,0.0250000030494301,7.378558845818551e-05,0.0250000030469351,7.373985130383987e-05,0.0250000079027843,8.651442942631328e-05,0.0250000078967854,8.646519160171496e-05,7278717,827800,16326,828425,16326,0.1137288343536367,0.0022429777115939,0.1138147011348291,0.0022429777115939
03-10-2021,119.94,124.09,-11.0,-7.0,-12.0,-17.0,-35.0,9.0,0.0250000005357021,3.272137392499932e-05,0.0250000005359534,3.273478106017008e-05,0.0250000024649152,6.13461460085745e-05,0.0250000024623771,6.12997118666411e-05,0.0250000079260892,8.721791827365373e-05,0.0250000079200473,8.716807284096293e-05,7278717,828630,16404,829255,16404,0.1138428654390602,0.0022536938858867,0.1139287322202525,0.0022536938858867
03-11-2021,123.9,128.36,-12.0,-9.0,-14.0,-15.0,-36.0,10.0,0.0250000005494072,3.3430091392780446e-05,0.0250000005496667,3.3444002151717966e-05,0.0250000024385478,6.110893491026583e-05,0.0250000024360396,6.106276002138723e-05,0.0250000080860018,8.928041317084858e-05,0.0250000080798291,8.922922619024664e-05,7278717,830655,16461,831090,16464,0.1141210738101234,0.0022615249363314,0.1141808370898332,0.0022619370968812
03-12-2021,123.9,128.36,-15.0,-10.0,-32.0,-17.0,-35.0,11.0,0.025000000411836,2.682952630223586e-05,0.0250000004147634,2.6926435414993577e-05,0.0250000020471518,5.2348096402527326e-05,0.0250000020479315,5.235518069366497e-05,0.0250000072181025,8.057136016683559e-05,0.0250000072138958,8.053518814427666e-05,7278717,831832,16519,832457,16519,0.1142827781324648,0.0022694933736261,0.1143686449136571,0.0022694933736261
03-13-2021,141.57,156.36,-15.0,-9.0,-34.0,-10.0,-15.0,5.0,0.025000000323263,2.2146672830570048e-05,0.0250000003253784,2.2226797051583257e-05,0.0250000018558339,4.797803733430872e-05,0.0250000018563432,4.79845910382396e-05,0.0250000066333423,7.470039772751128e-05,0.0250000066294078,7.466695896966336e-05,7278717,832094,16546,832719,16546,0.1143187734871406,0.0022732028185736,0.114404640268333,0.0022732028185736
03-14-2021,117.17,123.33,-6.0,-7.0,-3.0,-1.0,-12.0,3.0,0.0250000002959981,2.061932186617383e-05,0.0250000002974683,2.068523820357245e-05,0.0250000017129542,4.481815647927098e-05,0.0250000017131898,4.482335644071406e-05,0.0250000059348256,6.762763448811031e-05,0.0250000059312495,6.759765354915288e-05,7278717,832743,16553,833368,16553,0.1144079375527307,0.002274164526523,0.1144938043339231,0.002274164526523
03-15-2021,124.12,134.57,-7.0,-8.0,-4.0,-11.0,-37.0,9.0,0.0250000003634089,2.3985079145847308e-05,0.0250000003644175,2.404068037298116e-05,0.0250000018143803,4.744439787846186e-05,0.0250000018141722,4.744399137919569e-05,0.0250000053390041,6.16705885124038e-05,0.0250000053357281,6.164348472332938e-05,7278717,833381,16553,834006,16553,0.1144955903629719,0.002274164526523,0.1145814571441642,0.002274164526523
03-16-2021,126.27,134.05,-7.0,-6.0,-12.0,-10.0,-37.0,10.0,0.025000000412222,2.697705015086153e-05,0.025000000412874,2.7022275763524584e-05,0.0250000019478081,5.0989147262247856e-05,0.0250000019471607,5.0982539756370886e-05,0.0250000049867763,5.8293751091018894e-05,0.0250000049836383,5.826804124125471e-05,7278717,833878,16574,834503,16574,0.1145638716273761,0.002277049650371,0.1146497384085684,0.002277049650371
03-17-2021,134.18,150.13,0.0,-3.0,-2.0,-10.0,-35.0,8.0,0.0250000004628153,2.988840198981534e-05,0.0250000004632283,2.9923435482178216e-05,0.0250000016733391,4.520030009691997e-05,0.0250000016726485,4.519455974980224e-05,0.0250000049940887,5.869910280032456e-05,0.0250000049908434,5.8672616382282925e-05,7278717,834323,16586,834948,16586,0.114625008775585,0.0022786982925699,0.1147108755567773,0.0022786982925699
03-18-2021,137.7,151.87,-3.0,-6.0,3.0,-10.0,-37.0,8.0,0.0250000002971468,2.2887283285227984e-05,0.0250000002972926,2.290494974072176e-05,0.0250000016349286,4.477040273320738e-05,0.0250000016340234,4.4761602162422885e-05,0.0250000051250454,6.040277856697343e-05,0.0250000051216102,6.03747436373925e-05,7278717,834607,16645,835232,16645,0.1146640266409588,0.0022868041167145,0.1147498934221511,0.0022868041167145
03-19-2021,155.68,176.2,-8.0,-7.0,-2.0,-11.0,-35.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000013055743,3.736060469870176e-05,0.0250000013047403,3.7354023933309946e-05,0.025000005253701,6.201019826008414e-05,0.0250000052500797,6.198066260786854e-05,7278717,835030,16691,835655,16691,0.1147221412784698,0.0022931239118102,0.1148080080596621,0.0022931239118102
03-20-2021,153.93,182.35,-9.0,-6.0,-8.0,-5.0,-13.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000010495742,3.145879597949679e-05,0.0250000010487788,3.145338276755569e-05,0.025000005038465,5.995368978783469e-05,0.0250000050349054,5.992482201974947e-05,7278717,835765,16733,836390,16733,0.114823120613152,0.0022988941595064,0.1149089873943443,0.0022988941595064
03-21-2021,119.82,131.72,-2.0,-5.0,1.0,-1.0,-10.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000009509941,2.907001477274608e-05,0.0250000009501339,2.9063220715465503e-05,0.0250000042559044,5.188054023562937e-05,0.0250000042528172,5.185591877077036e-05,7278717,836253,16745,836878,16745,0.114890165395907,0.0023005428017053,0.1149760321770993,0.0023005428017053
03-22-2021,125.61,137.14,-5.0,-7.0,-5.0,-12.0,-32.0,8.0,0.025,1e-05,0.0250000002667305,2.0003188132766583e-05,0.0250000010688535,3.178834500425427e-05,0.0250000010677726,3.177645818810184e-05,0.0250000037551358,4.679166944400041e-05,0.0250000037523304,4.676959319185402e-05,7278717,836737,16745,837362,16745,0.1149566606312623,0.0023005428017053,0.1150425274124547,0.0023005428017053
03-23-2021,125.04,131.07,-8.0,-7.0,-19.0,-12.0,-32.0,9.0,0.0250000003185112,2.2834611432785728e-05,0.0250000003186165,2.284028622969888e-05,0.0250000011823467,3.4610759436324044e-05,0.0250000011810761,3.45937761190501e-05,0.0250000036130862,4.550799256743041e-05,0.0250000036103125,4.548622593606264e-05,7278717,837244,16798,837869,16798,0.1150263157641655,0.0023078243047504,0.1151121825453579,0.0023078243047504
03-24-2021,130.43,139.57,-7.0,-6.0,-9.0,-13.0,-32.0,8.0,0.0250000003427752,2.399514993450424e-05,0.0250000003428968,2.4001680367123147e-05,0.0250000013319637,3.801911708619191e-05,0.0250000013305003,3.799666918352951e-05,0.0250000036293586,4.58354188594785e-05,0.0250000036265052,4.581300335260144e-05,7278717,837849,16842,838474,16842,0.1151094348083597,0.0023138693261463,0.1151953015895521,0.0023138693261463
03-25-2021,133.4,140.27,-8.0,-7.0,-12.0,-12.0,-32.0,9.0,0.0250000004028958,2.6565375705503587e-05,0.0250000004030553,2.657380850019793e-05,0.0250000011113597,3.28523665955319e-05,0.0250000011100486,3.283086996655371e-05,0.0250000037727653,4.746192033796931e-05,0.0250000037697461,4.743807263948566e-05,7278717,837987,16874,838612,16874,0.115128394193647,0.0023182657053434,0.1152142609748393,0.0023182657053434
03-26-2021,153.31,171.34,-10.0,-8.0,-16.0,-13.0,-31.0,9.0,0.0250000003385664,2.3526869050012737e-05,0.0250000003386817,2.35330373162648e-05,0.0250000009904155,2.99530921052874e-05,0.0250000009752358,2.9611501757046595e-05,0.0250000032667199,4.221466244327168e-05,0.0250000032633514,4.2188001693314187e-05,7278717,838558,16898,839183,16898,0.1152068420849443,0.0023215629897411,0.1152927088661367,0.0023215629897411
03-27-2021,152.51,180.19,-10.0,-6.0,-9.0,-6.0,-12.0,3.0,0.0250000002998396,2.174321371573382e-05,0.0250000002999314,2.1748049809651465e-05,0.0250000008599109,2.689882748539048e-05,0.0250000008588072,2.687898058859541e-05,0.0250000032087341,4.168784938562052e-05,0.0250000032053806,4.166129856203481e-05,7278717,839334,16912,839959,16912,0.1153134542804727,0.0023234864056398,0.1153993210616651,0.0023234864056398
03-28-2021,118.24,133.5,-4.0,-5.0,6.0,-1.0,-10.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000008633758,2.7039668714078533e-05,0.0250000008622706,2.7019725413703817e-05,0.0250000028102705,3.757172633900612e-05,0.0250000028072333,3.754790680425675e-05,7278717,839888,16918,840513,16918,0.1153895665953216,0.0023243107267393,0.115475433376514,0.0023243107267393
03-29-2021,125.78,136.79,-6.0,-6.0,1.0,-12.0,-32.0,7.0,0.0250000002710615,2.108807820223465e-05,0.0250000002711348,2.1092413773258184e-05,0.025000000940011,2.9027612139468257e-05,0.0250000009388411,2.9006225561694776e-05,0.0250000025614632,3.506109569334061e-05,0.0250000025586163,3.5038854072236306e-05,7278717,840492,16918,841117,16918,0.1154725482526659,0.0023243107267393,0.1155584150338583,0.0023243107267393
03-30-2021,128.48,140.32,-6.0,-3.0,-1.0,-11.0,-31.0,8.0,0.0250000002980151,2.289028223146753e-05,0.0250000002981057,2.2895950188077814e-05,0.0250000010256793,3.1377697470385776e-05,0.0250000010244372,3.135460561338923e-05,0.0250000023587541,3.3058079549864865e-05,0.0250000023560579,3.303703444872161e-05,7278717,841078,16941,841703,16941,0.1155530569467119,0.0023274706242872,0.1156389237279042,0.0023274706242872
03-31-2021,132.35,142.53,-4.0,-2.0,-4.0,-11.0,-32.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000010131066,3.141709658456932e-05,0.0250000010118771,3.1393993717979955e-05,0.0250000023989026,3.3609035411036675e-05,0.0250000023961468,3.3587326224431375e-05,7278717,841811,16967,842436,16967,0.1156537615076942,0.0023310426823848,0.1157396282888866,0.0023310426823848
04-01-2021,138.67,149.4,-3.0,0.0,0.0,-9.0,-31.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000010481895,3.244079597001064e-05,0.0250000010469311,3.241695691962762e-05,0.025000002498859,3.47761031738575e-05,0.0250000024959921,3.47532881078122e-05,7278717,842192,16977,842817,16977,0.1157061058975091,0.0023324165508838,0.1157919726787014,0.0023324165508838
04-02-2021,154.07,179.11,-7.0,1.0,-5.0,-11.0,-37.0,9.0,0.025,1e-05,0.025,1e-05,0.0250000008494936,2.8132722178912524e-05,0.0250000008484033,2.811205566742713e-05,0.0250000022438105,3.219463054055616e-05,0.0250000022411482,3.217343680484534e-05,7278717,843132,16989,843757,16989,0.1158352495364224,0.0023340651930827,0.1159211163176147,0.0023340651930827
04-03-2021,141.39,168.71,-10.0,6.0,-15.0,-11.0,-15.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000007059251,2.506318020324141e-05,0.0250000007049585,2.504477616994079e-05,0.0250000022032343,3.188346926734797e-05,0.0250000022005921,3.186226329175838e-05,7278717,843838,16991,844463,16991,0.1159322446524573,0.0023343399667826,0.1160181114336496,0.0023343399667826
04-04-2021,96.96,105.07,-26.0,-5.0,-6.0,-10.0,-19.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000005664115,2.2137806456086164e-05,0.025000000565565,2.212156398571033e-05,0.025000001870269,2.8491232376427025e-05,0.0250000018679053,2.847224880094114e-05,7278717,844302,16990,844927,16990,0.1159959921508144,0.0023342025799326,0.1160818589320068,0.0023342025799326
04-05-2021,125.97,135.64,-6.0,-6.0,-4.0,-11.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000005547612,2.217923695444102e-05,0.0250000005539255,2.216297753768201e-05,0.0250000015758081,2.5527938333598303e-05,0.0250000015736936,2.5510891118160915e-05,7278717,844910,16990,845535,16990,0.1160795233555584,0.0023342025799326,0.1161653901367507,0.0023342025799326
04-06-2021,129.23,140.35,-6.0,-3.0,-1.0,-11.0,-31.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000005886102,2.3264048980729008e-05,0.0250000005877466,2.3247009522922157e-05,0.0250000014030989,2.3860206748227183e-05,0.0250000014011284,2.3844146517697837e-05,7278717,845480,16996,846105,16996,0.1161578338600058,0.0023350269010321,0.1162437006411981,0.0023350269010321
04-07-2021,131.53,144.09,-5.0,-1.0,-2.0,-12.0,-31.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000003679638,1.8469082046536532e-05,0.0250000003672886,1.845556092126462e-05,0.0250000014336519,2.434407081835315e-05,0.0250000014316491,2.4327443109793062e-05,7278717,846230,17023,846855,17023,0.1162608739974366,0.0023387363459796,0.1163467407786289,0.0023387363459796
04-08-2021,136.58,148.38,-7.0,-5.0,1.0,-12.0,-31.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000002079756,1.4855865844260484e-05,0.025000000207437,1.4844994541406653e-05,0.0250000014915887,2.5084999664585664e-05,0.0250000014895303,2.5067613831694203e-05,7278717,846900,17055,847525,17055,0.1163529231868748,0.0023431327251767,0.1164387899680671,0.0023431327251767
04-09-2021,153.53,176.83,-10.0,-6.0,-5.0,-13.0,-30.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015651613,2.59538241700563e-05,0.0250000015630355,2.593558877217296e-05,7278717,848202,17062,848202,17062,0.1165318008654547,0.002344094433126,0.1165318008654547,0.002344094433126
04-10-2021,151.29,184.7,-11.0,-6.0,-8.0,-8.0,-13.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000012975961,2.320974701773741e-05,0.0250000012957019,2.3193267194187016e-05,7278717,849021,17092,849021,17092,0.1166443206955291,0.0023482160386232,0.1166443206955291,0.0023482160386232
04-11-2021,113.13,128.02,-6.0,-6.0,0.0,-4.0,-11.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000011211526,2.140408150228977e-05,0.0250000011074048,2.126048260035301e-05,7278717,849561,17086,849561,17086,0.1167185095944793,0.0023473917175238,0.1167185095944793,0.0023473917175238
04-12-2021,122.35,132.19,-8.0,-6.0,-6.0,-12.0,-30.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000009336943,1.9499202084760727e-05,0.0250000009321217,1.9485214961294262e-05,7278717,850236,17086,850236,17086,0.116811245718167,0.0023473917175238,0.116811245718167,0.0023473917175238
04-13-2021,123.4,131.45,-8.0,-4.0,-4.0,-13.0,-30.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000008717015,1.8932644722447e-05,0.0250000008701839,1.8919069690325986e-05,7278717,850846,17105,850846,17105,0.1168950516966108,0.002350002067672,0.1168950516966108,0.002350002067672
04-14-2021,125.7,133.84,-7.0,-5.0,-7.0,-12.0,-31.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000008943759,1.9249025410540346e-05,0.02500000089284,1.9235237854668996e-05,7278717,851265,17109,851265,17109,0.1169526167867221,0.0023505516150717,0.1169526167867221,0.0023505516150717
04-15-2021,131.06,140.78,-8.0,-6.0,-2.0,-11.0,-30.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000009418298,1.9832427147581367e-05,0.0250000009402544,1.9818236939168788e-05,7278717,851725,17123,851725,17123,0.1170158147376797,0.0023524750309704,0.1170158147376797,0.0023524750309704
04-16-2021,151.46,171.03,-11.0,-8.0,-6.0,-10.0,-30.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000009024844,1.948123738963639e-05,0.0250000009009443,1.9467308261573347e-05,7278717,852570,17153,852570,17153,0.1171319066258517,0.0023565966364676,0.1171319066258517,0.0023565966364676
04-17-2021,149.17,186.29,-12.0,-7.0,-7.0,-8.0,-14.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000009080353,1.9570393686310264e-05,0.0250000009064913,1.9556409567981866e-05,7278717,853050,17151,853050,17151,0.1171978523138075,0.0023563218627678,0.1171978523138075,0.0023563218627678
04-18-2021,113.88,130.17,-7.0,-7.0,-2.0,-4.0,-12.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000007116576,1.752771938291535e-05,0.0250000007102832,1.751519591648792e-05,7278717,853761,17153,853761,17153,0.1172955343640919,0.0023565966364676,0.1172955343640919,0.0023565966364676
04-19-2021,122.24,130.03,-8.0,-6.0,-2.0,-11.0,-30.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005646533,1.601393403988169e-05,0.0250000005634069,1.6002495864046272e-05,7278717,854453,17153,854453,17153,0.117390606064228,0.0023565966364676,0.117390606064228,0.0023565966364676
04-20-2021,124.05,132.75,-8.0,-4.0,-2.0,-10.0,-30.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004288914,1.4627315587231556e-05,0.0250000004277636,1.4616875416839673e-05,7278717,855155,17193,855155,17193,0.1174870516328633,0.0023620921104639,0.1174870516328633,0.0023620921104639
04-21-2021,124.02,132.67,-9.0,-5.0,-10.0,-12.0,-31.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000002168243,1.489143378102908e-05,0.025000000216283,1.4880634242952518e-05,0.0250000004308048,1.4652650501706044e-05,0.0250000004296759,1.464219872287836e-05,7278717,855804,17199,855804,17199,0.1175762156984534,0.0023629164315634,0.1175762156984534,0.0023629164315634
04-22-2021,128.91,139.46,-8.0,-6.0,-1.0,-11.0,-30.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004796185,1.5179923145602973e-05,0.0250000004784483,1.5169103478135167e-05,7278717,856451,17221,856451,17221,0.1176651049903437,0.0023659389422613,0.1176651049903437,0.0023659389422613
04-23-2021,148.52,168.35,-11.0,-6.0,-4.0,-11.0,-30.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003129875,1.3399641102102192e-05,0.0250000003119614,1.3390091142347422e-05,7278717,857347,17238,857347,17238,0.1177882036078611,0.0023682745187098,0.1177882036078611,0.0023682745187098
04-24-2021,148.67,176.0,-13.0,-7.0,-8.0,-9.0,-14.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001855375,1.2026127979933596e-05,0.0250000001846213,1.2017554826993898e-05,7278717,858076,17260,858076,17260,0.1178883586214438,0.0023712970294077,0.1178883586214438,0.0023712970294077
04-25-2021,111.68,121.22,-8.0,-7.0,-5.0,-3.0,-11.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001123655,1.121508232546652e-05,0.0250000001115122,1.120708587656658e-05,7278717,858737,17268,858737,17268,0.1179791713292328,0.002372396124207,0.1179791713292328,0.002372396124207
04-26-2021,117.63,124.52,-10.0,-7.0,-6.0,-12.0,-30.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,7278717,859487,17268,859487,17268,0.1180822114666637,0.002372396124207,0.1180822114666637,0.002372396124207
04-27-2021,119.14,124.97,-10.0,-6.0,-9.0,-13.0,-30.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,7278717,860169,17276,860169,17276,0.1181759092983007,0.0023734952190063,0.1181759092983007,0.0023734952190063
04-28-2021,122.66,129.38,-9.0,-6.0,-10.0,-13.0,-30.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000000857551,1.0910085738735627e-05,0.025000000084927,1.090232375173142e-05,7278717,860772,17282,860772,17282,0.1182587535687951,0.0023743195401057,0.1182587535687951,0.0023743195401057
04-29-2021,127.79,139.01,-9.0,-5.0,-4.0,-12.0,-30.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001317767,1.1411599197080663e-05,0.0250000001309099,1.1403488103661944e-05,7278717,861653,17305,861653,17305,0.1183797913835638,0.0023774794376536,0.1183797913835638,0.0023774794376536
04-30-2021,147.63,168.28,-11.0,-5.0,-9.0,-11.0,-29.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000000877886,1.0939835440733308e-05,0.0250000000869604,1.0932064145996584e-05,7278717,862497,17324,862497,17324,0.118495745884886,0.0023800897878018,0.118495745884886,0.0023800897878018
05-01-2021,143.29,172.0,-13.0,-5.0,-12.0,-10.0,-13.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,7278717,863571,17338,863571,17338,0.1186432993616869,0.0023820132037005,0.1186432993616869,0.0023820132037005
05-02-2021,110.55,121.01,-8.0,-4.0,-7.0,-5.0,-11.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,7278717,863927,17344,863927,17344,0.1186922090802541,0.0023828375248,0.1186922090802541,0.0023828375248
05-03-2021,120.46,126.45,-8.0,-2.0,-5.0,-11.0,-30.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000002207958,1.4771971097791584e-05,0.0250000002207958,1.4771971097791584e-05,0.025,1e-05,0.025,1e-05,7278717,864579,17344,864579,17344,0.1187817853063939,0.0023828375248,0.1187817853063939,0.0023828375248
05-04-2021,120.64,126.18,-8.0,-1.0,-5.0,-13.0,-29.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000002653232,1.5903857977286483e-05,0.0250000002653232,1.5903857977286483e-05,0.0250000000857158,1.0913449361161656e-05,0.0250000000848926,1.0905723054995495e-05,7278717,865280,17355,865280,17355,0.1188780934881793,0.002384348780149,0.1188780934881793,0.002384348780149
05-05-2021,124.06,134.44,-8.0,0.0,-10.0,-14.0,-30.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001352495,1.145975559902171e-05,0.0250000001343847,1.1451649084113788e-05,7278717,866022,17360,866022,17360,0.1189800345308108,0.0023850357143985,0.1189800345308108,0.0023850357143985
05-06-2021,127.08,134.89,-10.0,-3.0,-8.0,-13.0,-30.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001776373,1.1938059299012652e-05,0.0250000001767372,1.192962276615954e-05,7278717,866623,17367,866623,17367,0.1190626040276054,0.0023859974223479,0.1190626040276054,0.0023859974223479
05-07-2021,146.41,165.65,-12.0,-3.0,-10.0,-12.0,-29.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001937088,1.213903214758917e-05,0.0250000001927962,1.21304648332486e-05,7278717,867443,17391,867443,17391,0.1191752612445297,0.0023892947067457,0.1191752612445297,0.0023892947067457
05-08-2021,142.28,168.12,-12.0,3.0,-15.0,-11.0,-13.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001291362,1.146040140395149e-05,0.0250000001282794,1.145231582746184e-05,7278717,868382,17407,868382,17407,0.1193042674965931,0.0023914928963442,0.1193042674965931,0.0023914928963442
