date,Arizona-apple-driving,Arizona-apple-walking,Arizona-google-retail_and_recreation,Arizona-google-grocery_and_pharmacy,Arizona-google-parks,Arizona-google-transit_stations,Arizona-google-workplaces,Arizona-google-residential,Arizona-jh_beta_7,Arizona-jh_gamma_7,Arizona-cdc_beta_7,Arizona-cdc_gamma_7,Arizona-jh_beta_14,Arizona-jh_gamma_14,Arizona-cdc_beta_14,Arizona-cdc_gamma_14,Arizona-jh_beta_30,Arizona-jh_gamma_30,Arizona-cdc_beta_30,Arizona-cdc_gamma_30,Arizona-census_pop,Arizona-jh_confirmed,Arizona-jh_death,Arizona-cdc_confirmed,Arizona-cdc_death,Arizona-jh_confirmed_ratio,Arizona-jh_death_ratio,Arizona-cdc_confirmed_ratio,Arizona-cdc_death_ratio
01-11-2021,96.99,106.11,-20.0,-13.0,-29.0,-31.0,-37.0,12.0,0.0250001409704444,0.0002666034855333,0.0250001407258982,0.0002664319497777,0.0250000508730836,0.0002020452388334,0.025000050591176,0.0002019084633913,0.0250000182591507,0.0001631769628751,0.0250000182437604,0.0001630586189775,7278717,627541,10147,627926,10147,0.0862158811779603,0.0013940643660139,0.0862687751151748,0.0013940643660139
01-12-2021,96.91,105.7,-21.0,-11.0,-26.0,-30.0,-37.0,13.0,0.0250001707914062,0.0003022409893197,0.0250001704898034,0.00030204680839,0.0250000457732006,0.000211796708644,0.0250000454712874,0.0002116550518773,0.0250000181595984,0.0001625594097197,0.0250000181444193,0.0001624427423368,7278717,636100,10482,636488,10482,0.0873917752263207,0.001440088960733,0.087445081324085,0.001440088960733
01-13-2021,97.89,106.52,-22.0,-14.0,-27.0,-31.0,-37.0,12.0,0.0250001381624809,0.000270307986261,0.0250001379187512,0.000270134678029,0.0250000441991154,0.000206814181822,0.0250000439079505,0.0002066753991664,0.0250000187834481,0.0001680511120335,0.0250000187678317,0.0001679310535973,7278717,641729,10673,642120,10673,0.0881651258044515,0.0014663298490654,0.0882188440627654,0.0014663298490654
01-14-2021,102.06,110.22,-22.0,-15.0,-23.0,-30.0,-38.0,13.0,0.0250001495392956,0.0002812734585981,0.0250001492750457,0.0002810939517348,0.0250000446829375,0.0002186102335203,0.0250000443582731,0.0002184638547288,0.0250000194406953,0.0001744078622689,0.0250000194248313,0.0001742856181753,7278717,649040,10855,649434,10855,0.0891695610641271,0.0014913342557486,0.0892236914829907,0.0014913342557486
01-15-2021,120.73,134.17,-23.0,-14.0,-25.0,-30.0,-37.0,13.0,0.0250001089998453,0.0002371495099162,0.0250001088090205,0.0002369994654206,0.0250000398256854,0.0002183230938577,0.0250000395035038,0.0002181778652283,0.0250000199593851,0.0001786740725596,0.0250000199431056,0.0001785488406739,7278717,658186,11040,658583,11040,0.0904261011933833,0.0015167508229815,0.0904806437727967,0.0015167508229815
01-16-2021,119.5,140.46,-24.0,-14.0,-24.0,-26.0,-17.0,7.0,0.0250001002669436,0.0002270522504225,0.0250001000921297,0.0002269102670341,0.0250000325442775,0.0002171898129007,0.0250000322292798,0.0002170469059268,0.0250000200882732,0.0001792613039555,0.0250000200719021,0.000179135872156,7278717,666901,11248,667301,11248,0.0916234275903294,0.0015453272877623,0.0916783823302925,0.0015453272877623
01-17-2021,94.48,106.61,-20.0,-15.0,-10.0,-27.0,-16.0,5.0,0.0250001200429428,0.00025165114568,0.0250001198324303,0.0002514954805749,0.0250000114864397,0.000226143396846,0.0250000114928735,0.0002262789178036,0.0250000198855638,0.0001767103528766,0.0250000198693899,0.0001765871923059,7278717,673882,11266,674285,11266,0.0925825251895354,0.0015478002510607,0.0926378920900482,0.0015478002510607
01-18-2021,104.06,110.49,-17.0,-14.0,-6.0,-30.0,-49.0,13.0,0.0250001229028731,0.0002611790998716,0.0250001226845242,0.0002610192642405,0.025000012949218,0.0002584947481298,0.0250000129563006,0.0002586474961745,0.0250000195231895,0.0001732920027788,0.0250000195074013,0.0001731722017484,7278717,679282,11265,679688,11265,0.0933244141790373,0.0015476628642108,0.0933801932400998,0.0015476628642108
01-19-2021,96.16,102.05,-23.0,-12.0,-34.0,-30.0,-37.0,13.0,0.0250001396888845,0.0002884562514352,0.0250001394350214,0.0002882809791843,0.0249999921170981,0.000272519176563,0.0249999916600499,0.000272346080315,0.0250000193534591,0.000171978771065,0.0250000193378364,0.0001718602633686,7278717,685699,11266,686108,11266,0.0942060255948953,0.0015478002510607,0.0942622168165076,0.0015478002510607
01-20-2021,96.06,104.24,-24.0,-16.0,-28.0,-30.0,-37.0,12.0,0.0250000694597668,0.0002074479867138,0.0250000693323749,0.0002073226003998,0.0249999872381402,0.0002475508445281,0.0249999868664804,0.0002473938915009,0.0250000197797198,0.0001767990345728,0.0250000197638,0.0001766775518615,7278717,690544,11528,690956,11528,0.0948716648826984,0.0015837956057365,0.0949282682648604,0.0015837956057365
01-21-2021,100.25,106.85,-23.0,-16.0,-27.0,-30.0,-37.0,13.0,0.0250000540769313,0.0001822570149789,0.0250000539778779,0.0001821469523908,0.024999978536374,0.0002451463843347,0.0249999781770814,0.0002449916844195,0.0250000204635068,0.0001840283710184,0.0250000204471748,0.0001839029394304,7278717,699942,11772,700357,11772,0.0961628264981314,0.001617317997114,0.0962198420408431,0.001617317997114
01-22-2021,116.76,128.33,-23.0,-12.0,-30.0,-30.0,-34.0,13.0,0.025000001300048,6.024199296029791e-05,0.0250000013006976,6.027037814203797e-05,0.024999978809167,0.000217602285723,0.0249999785289915,0.0002174661170685,0.0250000200992944,0.0001806899248149,0.0250000200832802,0.0001805672184612,7278717,708041,12001,708459,12001,0.0972755225955343,0.0016487795857429,0.0973329502987958,0.0016487795857429
