date,North Dakota-apple-driving,North Dakota-apple-walking,North Dakota-google-retail_and_recreation,North Dakota-google-grocery_and_pharmacy,North Dakota-google-parks,North Dakota-google-transit_stations,North Dakota-google-workplaces,North Dakota-google-residential,North Dakota-jh_beta_7,North Dakota-jh_gamma_7,North Dakota-cdc_beta_7,North Dakota-cdc_gamma_7,North Dakota-jh_beta_14,North Dakota-jh_gamma_14,North Dakota-cdc_beta_14,North Dakota-cdc_gamma_14,North Dakota-jh_beta_30,North Dakota-jh_gamma_30,North Dakota-cdc_beta_30,North Dakota-cdc_gamma_30,North Dakota-census_pop,North Dakota-jh_confirmed,North Dakota-jh_death,North Dakota-cdc_confirmed,North Dakota-cdc_death,North Dakota-jh_confirmed_ratio,North Dakota-jh_death_ratio,North Dakota-cdc_confirmed_ratio,North Dakota-cdc_death_ratio
07-31-2021,199.04,258.64,-6.0,3.0,173.0,14.0,-6.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111644,1570,111658,1539,0.1465025155433547,0.0020601998262608,0.1465208867519965,0.0020195207214111
08-01-2021,166.81,168.1,9.0,16.0,179.0,28.0,-7.0,-5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111674,1570,111674,1539,0.1465418824190157,0.0020601998262608,0.1465418824190157,0.0020195207214111
08-02-2021,185.15,230.24,12.0,9.0,136.0,15.0,-23.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111699,1570,111837,1540,0.1465746881487333,0.0020601998262608,0.146755775776774,0.0020208329505998
08-03-2021,185.67,223.31,9.0,8.0,134.0,14.0,-24.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111837,1571,111933,1541,0.146755775776774,0.0020615120554495,0.1468817497788893,0.0020221451797885
08-04-2021,192.14,225.75,8.0,10.0,131.0,19.0,-23.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111933,1572,112050,1541,0.1468817497788893,0.0020628242846382,0.1470352805939674,0.0020221451797885
08-05-2021,190.3,219.97,10.0,11.0,148.0,16.0,-25.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,112050,1572,112169,1542,0.1470352805939674,0.0020628242846382,0.1471914358674228,0.0020234574089772
08-06-2021,218.25,260.78,1.0,7.0,161.0,19.0,-24.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,112169,1573,112285,1542,0.1471914358674228,0.0020641365138269,0.1473436544533121,0.0020234574089772
08-07-2021,186.93,235.06,-7.0,3.0,183.0,19.0,-6.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,112285,1573,112310,1542,0.1473436544533121,0.0020641365138269,0.1473764601830297,0.0020234574089772
08-08-2021,160.59,162.86,8.0,10.0,191.0,28.0,-7.0,-5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,112336,1573,112336,1542,0.1474105781419359,0.0020641365138269,0.1474105781419359,0.0020234574089772
08-09-2021,186.57,235.63,11.0,8.0,123.0,11.0,-24.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,112393,1573,112560,1542,0.1474853752056919,0.0020641365138269,0.147704517480205,0.0020234574089772
08-10-2021,187.24,227.44,9.0,7.0,123.0,17.0,-25.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,112560,1573,112744,1543,0.147704517480205,0.0020641365138269,0.147945967650926,0.0020247696381659
08-11-2021,201.27,245.93,10.0,7.0,137.0,23.0,-24.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,112744,1574,112894,1545,0.147945967650926,0.0020654487430156,0.1481428020292312,0.0020273940965433
08-12-2021,198.02,237.53,12.0,12.0,157.0,19.0,-26.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,112894,1576,113063,1545,0.1481428020292312,0.002068073201393,0.1483645687621217,0.0020273940965433
08-13-2021,220.81,275.27,7.0,9.0,164.0,21.0,-25.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,113063,1576,113225,1545,0.1483645687621217,0.002068073201393,0.1485771498906913,0.0020273940965433
08-14-2021,197.05,257.68,-7.0,4.0,186.0,18.0,-7.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,113225,1576,113277,1545,0.1485771498906913,0.002068073201393,0.1486453858085037,0.0020273940965433
08-15-2021,161.29,181.63,8.0,11.0,151.0,26.0,-8.0,-5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,113330,1576,113330,1545,0.1487149339555049,0.002068073201393,0.1487149339555049,0.0020273940965433
08-16-2021,185.04,241.63,12.0,8.0,102.0,16.0,-24.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,113404,1576,113673,1548,0.1488120389154688,0.002068073201393,0.1491650285672294,0.0020313307841094
08-17-2021,182.48,240.33,9.0,6.0,88.0,15.0,-25.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,113673,1579,113925,1548,0.1491650285672294,0.0020720098889591,0.1494957103227821,0.0020313307841094
08-18-2021,186.69,240.03,9.0,8.0,104.0,15.0,-22.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,113925,1579,114179,1549,0.1494957103227821,0.0020720098889591,0.1498290165367122,0.0020326430132981
08-19-2021,199.73,273.7,10.0,9.0,124.0,14.0,-25.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,114179,1580,114481,1550,0.1498290165367122,0.0020733221181478,0.1502253097516999,0.0020339552424868
08-20-2021,225.42,310.15,4.0,1.0,72.0,13.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,114481,1581,114690,1551,0.1502253097516999,0.0020746343473365,0.1504995656521385,0.0020352674716755
08-21-2021,224.94,387.32,1.0,4.0,155.0,13.0,-6.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,114690,1582,114747,1551,0.1504995656521385,0.0020759465765252,0.1505743627158945,0.0020352674716755
08-22-2021,163.8,267.11,7.0,8.0,85.0,18.0,-8.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,114806,1582,114806,1551,0.1506517842380278,0.0020759465765252,0.1506517842380278,0.0020352674716755
08-23-2021,190.3,398.37,13.0,6.0,123.0,10.0,-22.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,114915,1582,115312,1553,0.1507948172195963,0.0020759465765252,0.1513157722075106,0.0020378919300529
08-24-2021,185.46,490.6,8.0,3.0,95.0,6.0,-24.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,115312,1584,115666,1553,0.1513157722075106,0.0020785710349026,0.1517803013403109,0.0020378919300529
08-25-2021,183.73,449.97,7.0,6.0,115.0,14.0,-21.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,115668,1587,116022,1556,0.1517829257986883,0.0020825077224687,0.1522474549314885,0.002041828617619
08-26-2021,179.93,326.08,7.0,5.0,81.0,8.0,-23.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,116022,1588,116305,1560,0.1522474549314885,0.0020838199516574,0.1526188157918909,0.0020470775343738
08-27-2021,207.69,369.13,1.0,4.0,99.0,8.0,-20.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,116305,1592,116666,1560,0.1526188157918909,0.0020890688684122,0.1530925305290121,0.0020470775343738
08-28-2021,193.36,306.78,-7.0,2.0,124.0,2.0,-6.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,116666,1592,116751,1560,0.1530925305290121,0.0020890688684122,0.1532040700100516,0.0020470775343738
08-29-2021,148.19,182.47,6.0,10.0,164.0,13.0,-8.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,116838,1592,116838,1560,0.1533182339494686,0.0020890688684122,0.1533182339494686,0.0020470775343738
08-30-2021,169.41,295.27,4.0,4.0,101.0,4.0,-20.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,116977,1592,117497,1560,0.1535006338066981,0.0020890688684122,0.1541829929848227,0.0020470775343738
08-31-2021,170.48,268.16,3.0,3.0,96.0,8.0,-22.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,117497,1592,117955,1561,0.1541829929848227,0.0020890688684122,0.1547839939532479,0.0020483897635625
