date,North Dakota-apple-driving,North Dakota-apple-walking,North Dakota-google-retail_and_recreation,North Dakota-google-grocery_and_pharmacy,North Dakota-google-parks,North Dakota-google-transit_stations,North Dakota-google-workplaces,North Dakota-google-residential,North Dakota-jh_beta_7,North Dakota-jh_gamma_7,North Dakota-cdc_beta_7,North Dakota-cdc_gamma_7,North Dakota-jh_beta_14,North Dakota-jh_gamma_14,North Dakota-cdc_beta_14,North Dakota-cdc_gamma_14,North Dakota-jh_beta_30,North Dakota-jh_gamma_30,North Dakota-cdc_beta_30,North Dakota-cdc_gamma_30,North Dakota-census_pop,North Dakota-jh_confirmed,North Dakota-jh_death,North Dakota-cdc_confirmed,North Dakota-cdc_death,North Dakota-jh_confirmed_ratio,North Dakota-jh_death_ratio,North Dakota-cdc_confirmed_ratio,North Dakota-cdc_death_ratio
04-29-2021,149.67,179.79,0.0,0.0,66.0,-3.0,-18.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,107298,1522,107473,1492,0.1407995674892594,0.0019972128252031,0.1410292075972821,0.0019578459495421
04-30-2021,181.33,238.89,-2.0,-2.0,54.0,4.0,-18.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,107473,1523,107639,1494,0.1410292075972821,0.0019985250543919,0.1412470376426065,0.0019604704079195
05-01-2021,173.55,266.78,-5.0,1.0,130.0,1.0,-8.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,107639,1525,107708,1494,0.1412470376426065,0.0020011495127693,0.1413375814566269,0.0019604704079195
05-02-2021,123.04,147.56,1.0,2.0,53.0,3.0,-11.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,107708,1525,107763,1494,0.1413375814566269,0.0020011495127693,0.1414097540620054,0.0019604704079195
05-03-2021,139.99,174.16,2.0,1.0,46.0,-6.0,-17.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,107763,1525,107912,1494,0.1414097540620054,0.0020011495127693,0.1416052762111219,0.0019604704079195
05-04-2021,143.92,181.6,0.0,-2.0,58.0,-3.0,-18.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,107912,1525,108081,1497,0.1416052762111219,0.0020011495127693,0.1418270429440124,0.0019644070954856
05-05-2021,145.39,181.93,0.0,0.0,57.0,-1.0,-16.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,108081,1528,108218,1499,0.1418270429440124,0.0020050862003354,0.1420068183428645,0.001967031553863
05-06-2021,158.23,191.81,0.0,2.0,70.0,-3.0,-18.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,108218,1530,108341,1499,0.1420068183428645,0.0020077106587128,0.1421682225330747,0.001967031553863
05-07-2021,180.33,243.28,-1.0,1.0,72.0,3.0,-15.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,108341,1529,108439,1499,0.1421682225330747,0.0020063984295241,0.1422968209935674,0.001967031553863
05-08-2021,160.77,231.54,-5.0,4.0,59.0,-7.0,-9.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,108439,1529,108482,1499,0.1422968209935674,0.0020063984295241,0.1423532468486816,0.001967031553863
05-09-2021,119.9,137.62,15.0,14.0,99.0,1.0,-12.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,108482,1529,108526,1499,0.1423532468486816,0.0020063984295241,0.1424109849329844,0.001967031553863
05-10-2021,146.73,186.72,0.0,-2.0,90.0,-3.0,-16.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,108526,1529,108652,1502,0.1424109849329844,0.0020063984295241,0.1425763258107608,0.0019709682414291
05-11-2021,151.72,196.51,-1.0,-2.0,97.0,-1.0,-18.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,108652,1532,108763,1502,0.1425763258107608,0.0020103351170902,0.1427219832507066,0.0019709682414291
05-12-2021,154.92,198.16,1.0,0.0,102.0,7.0,-17.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,108763,1532,108877,1503,0.1427219832507066,0.0020103351170902,0.1428715773782185,0.0019722804706178
05-13-2021,165.63,205.9,4.0,3.0,102.0,4.0,-19.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,108877,1533,108973,1504,0.1428715773782185,0.0020116473462789,0.1429975513803338,0.0019735926998065
05-14-2021,194.2,264.43,2.0,1.0,104.0,13.0,-17.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,108973,1534,109057,1504,0.1429975513803338,0.0020129595754676,0.1431077786321848,0.0019735926998065
05-15-2021,185.4,267.71,-4.0,3.0,171.0,7.0,-11.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109057,1534,109104,1504,0.1431077786321848,0.0020129595754676,0.1431694534040537,0.0019735926998065
05-16-2021,142.1,157.14,8.0,10.0,161.0,12.0,-11.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109104,1534,109135,1504,0.1431694534040537,0.0020129595754676,0.1432101325089034,0.0019735926998065
05-17-2021,156.86,195.81,7.0,3.0,114.0,4.0,-17.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109135,1534,109235,1504,0.1432101325089034,0.0020129595754676,0.1433413554277736,0.0019735926998065
05-18-2021,156.38,191.2,1.0,0.0,88.0,2.0,-17.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109235,1534,109362,1506,0.1433413554277736,0.0020129595754676,0.1435080085347386,0.0019762171581839
05-19-2021,160.09,198.19,2.0,2.0,112.0,7.0,-16.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109362,1536,109440,1507,0.1435080085347386,0.002015584033845,0.1436103624114573,0.0019775293873726
05-20-2021,161.53,205.87,5.0,5.0,74.0,2.0,-18.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109440,1537,109509,1507,0.1436103624114573,0.0020168962630337,0.1437009062254777,0.0019775293873726
05-21-2021,187.49,242.5,1.0,1.0,75.0,7.0,-16.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109509,1537,109577,1507,0.1437009062254777,0.0020168962630337,0.1437901378103094,0.0019775293873726
05-22-2021,178.25,240.12,-7.0,1.0,80.0,-1.0,-9.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109577,1537,109603,1507,0.1437901378103094,0.0020168962630337,0.1438242557692156,0.0019775293873726
05-23-2021,137.42,150.3,-2.0,2.0,70.0,7.0,-10.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109603,1537,109633,1507,0.1438242557692156,0.0020168962630337,0.1438636226448766,0.0019775293873726
05-24-2021,159.75,201.27,7.0,3.0,118.0,2.0,-17.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109633,1537,109713,1507,0.1438636226448766,0.0020168962630337,0.1439686009799727,0.0019775293873726
05-25-2021,154.06,181.87,2.0,0.0,63.0,2.0,-19.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109713,1537,109780,1509,0.1439686009799727,0.0020168962630337,0.1440565203356157,0.00198015384575
05-26-2021,162.12,200.96,5.0,5.0,102.0,12.0,-18.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109780,1539,109820,1510,0.1440565203356157,0.0020195207214111,0.1441090095031637,0.0019814660749387
05-27-2021,177.37,213.89,9.0,9.0,107.0,8.0,-22.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109820,1541,109869,1512,0.1441090095031637,0.0020221451797885,0.1441733087334101,0.0019840905333161
05-28-2021,205.08,264.07,4.0,9.0,127.0,14.0,-26.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109869,1543,109915,1512,0.1441733087334101,0.0020247696381659,0.1442336712760904,0.0019840905333161
05-29-2021,184.03,234.34,-10.0,5.0,151.0,5.0,-12.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109915,1543,109935,1512,0.1442336712760904,0.0020247696381659,0.1442599158598644,0.0019840905333161
05-30-2021,153.81,168.7,6.0,13.0,252.0,8.0,-12.0,-6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109935,1543,109944,1512,0.1442599158598644,0.0020247696381659,0.1442717259225627,0.0019840905333161
05-31-2021,143.45,158.04,-4.0,-8.0,216.0,2.0,-73.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109944,1543,109962,1512,0.1442717259225627,0.0020247696381659,0.1442953460479593,0.0019840905333161
06-01-2021,172.68,224.79,7.0,10.0,125.0,11.0,-25.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,109962,1543,110003,1512,0.1442953460479593,0.0020247696381659,0.1443491474446961,0.0019840905333161
06-02-2021,181.91,237.71,8.0,10.0,162.0,12.0,-23.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110045,1543,110045,1512,0.1444042610706215,0.0020247696381659,0.1444042610706215,0.0019840905333161
06-03-2021,191.86,242.71,12.0,14.0,155.0,12.0,-25.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110098,1546,110151,1515,0.1444738092176227,0.002028706325732,0.1445433573646238,0.0019880272208822
06-04-2021,209.05,261.93,3.0,7.0,137.0,15.0,-25.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110151,1546,110178,1516,0.1445433573646238,0.002028706325732,0.1445787875527188,0.0019893394500709
06-05-2021,182.83,245.66,-9.0,3.0,188.0,11.0,-10.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110178,1547,110199,1516,0.1445787875527188,0.0020300185549207,0.1446063443656815,0.0019893394500709
06-06-2021,146.47,175.72,8.0,10.0,170.0,20.0,-8.0,-5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110199,1547,110215,1516,0.1446063443656815,0.0020300185549207,0.1446273400327007,0.0019893394500709
06-07-2021,177.48,236.08,11.0,8.0,158.0,9.0,-23.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110215,1547,110254,1516,0.1446273400327007,0.0020300185549207,0.1446785169710601,0.0019893394500709
06-08-2021,177.88,219.13,4.0,2.0,95.0,11.0,-24.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110254,1547,110298,1517,0.1446785169710601,0.0020300185549207,0.1447362550553629,0.0019906516792596
06-09-2021,189.07,234.46,10.0,8.0,168.0,19.0,-23.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110298,1548,110351,1517,0.1447362550553629,0.0020313307841094,0.1448058032023641,0.0019906516792596
06-10-2021,195.65,238.4,10.0,10.0,146.0,14.0,-24.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110351,1548,110386,1520,0.1448058032023641,0.0020313307841094,0.1448517312239686,0.0019945883668257
06-11-2021,210.76,263.49,5.0,5.0,126.0,15.0,-26.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110386,1551,110426,1520,0.1448517312239686,0.0020352674716755,0.1449042203915167,0.0019945883668257
06-12-2021,189.05,251.08,-9.0,1.0,216.0,11.0,-8.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110426,1551,110432,1520,0.1449042203915167,0.0020352674716755,0.1449120937666489,0.0019945883668257
06-13-2021,158.07,167.92,6.0,13.0,224.0,26.0,-8.0,-7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110432,1551,110440,1520,0.1449120937666489,0.0020352674716755,0.1449225916001585,0.0019945883668257
06-14-2021,186.58,237.08,12.0,7.0,180.0,11.0,-23.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110440,1551,110473,1521,0.1449225916001585,0.0020352674716755,0.1449658951633856,0.0019959005960144
06-15-2021,189.47,234.4,9.0,6.0,156.0,14.0,-24.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110473,1552,110492,1522,0.1449658951633856,0.0020365797008642,0.144990827517971,0.0019972128252031
06-16-2021,192.12,232.14,9.0,8.0,174.0,19.0,-23.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110492,1553,110520,1523,0.144990827517971,0.0020378919300529,0.1450275699352546,0.0019985250543919
06-17-2021,205.83,260.06,11.0,8.0,194.0,17.0,-25.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110520,1554,110544,1523,0.1450275699352546,0.0020392041592416,0.1450590634357834,0.0019985250543919
06-18-2021,223.54,294.73,4.0,5.0,190.0,18.0,-27.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110544,1554,110551,1523,0.1450590634357834,0.0020392041592416,0.1450682490401043,0.0019985250543919
06-19-2021,196.53,242.56,-8.0,2.0,217.0,12.0,-10.0,-5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110559,1554,110558,1523,0.1450787468736139,0.0020392041592416,0.1450774346444252,0.0019985250543919
06-20-2021,150.39,150.54,10.0,7.0,137.0,21.0,-12.0,-5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110567,1554,110567,1523,0.1450892447071235,0.0020392041592416,0.1450892447071235,0.0019985250543919
06-21-2021,184.89,238.4,10.0,3.0,178.0,11.0,-23.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110571,1554,110598,1526,0.1450944936238783,0.0020392041592416,0.1451299238119733,0.002002461741958
06-22-2021,191.52,234.52,8.0,0.0,176.0,15.0,-24.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110598,1557,110614,1526,0.1451299238119733,0.0020431408468077,0.1451509194789925,0.002002461741958
06-23-2021,194.67,233.04,9.0,6.0,181.0,18.0,-23.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110614,1557,110627,1527,0.1451509194789925,0.0020431408468077,0.1451679784584456,0.0020037739711467
06-24-2021,204.85,252.44,11.0,7.0,195.0,14.0,-25.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110627,1558,110642,1527,0.1451679784584456,0.0020444530759964,0.1451876618962761,0.0020037739711467
06-25-2021,222.69,273.67,2.0,2.0,161.0,17.0,-26.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110644,1558,110657,1528,0.1451902863546535,0.0020444530759964,0.1452073453341066,0.0020050862003354
06-26-2021,200.96,255.63,-8.0,0.0,214.0,12.0,-9.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110657,1559,110660,1528,0.1452073453341066,0.0020457653051851,0.1452112820216727,0.0020050862003354
06-27-2021,162.81,168.7,5.0,5.0,193.0,26.0,-9.0,-6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110663,1559,110663,1528,0.1452152187092388,0.0020457653051851,0.1452152187092388,0.0020050862003354
06-28-2021,186.34,230.27,10.0,5.0,181.0,12.0,-23.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110666,1559,110680,1528,0.145219155396805,0.0020457653051851,0.1452375266054468,0.0020050862003354
06-29-2021,190.44,229.34,5.0,0.0,160.0,10.0,-27.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110680,1559,110707,1528,0.1452375266054468,0.0020457653051851,0.1452729567935417,0.0020050862003354
06-30-2021,195.36,243.98,12.0,10.0,193.0,22.0,-24.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110707,1559,110718,1528,0.1452729567935417,0.0020457653051851,0.1452873913146174,0.0020050862003354
07-01-2021,206.41,237.2,17.0,21.0,193.0,20.0,-26.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110718,1559,110729,1528,0.1452873913146174,0.0020457653051851,0.1453018258356931,0.0020050862003354
07-02-2021,215.72,227.23,5.0,17.0,195.0,18.0,-32.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110729,1559,110734,1528,0.1453018258356931,0.0020457653051851,0.1453083869816366,0.0020050862003354
07-03-2021,156.36,179.25,-16.0,9.0,212.0,6.0,-18.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110734,1559,110735,1528,0.1453083869816366,0.0020457653051851,0.1453096992108253,0.0020050862003354
07-04-2021,131.65,150.87,-16.0,4.0,334.0,2.0,-24.0,-8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110736,1559,110736,1528,0.145311011440014,0.0020457653051851,0.145311011440014,0.0020050862003354
07-05-2021,157.09,160.3,0.0,-10.0,164.0,1.0,-69.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110745,1559,110751,1528,0.1453228215027124,0.0020457653051851,0.1453306948778445,0.0020050862003354
07-06-2021,187.49,205.45,6.0,3.0,113.0,10.0,-27.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110751,1559,110779,1528,0.1453306948778445,0.0020457653051851,0.1453674372951282,0.0020050862003354
07-07-2021,194.65,240.54,6.0,5.0,183.0,16.0,-25.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110779,1559,110808,1530,0.1453674372951282,0.0020457653051851,0.1454054919416005,0.0020077106587128
07-08-2021,204.26,237.17,10.0,7.0,160.0,10.0,-26.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110808,1561,110821,1532,0.1454054919416005,0.0020483897635625,0.1454225509210536,0.0020103351170902
07-09-2021,229.02,267.53,4.0,3.0,163.0,18.0,-25.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110821,1563,110834,1532,0.1454225509210536,0.0020510142219399,0.1454396099005067,0.0020103351170902
07-10-2021,199.64,255.12,-7.0,-1.0,208.0,17.0,-7.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110848,1563,110848,1532,0.1454579811091486,0.0020510142219399,0.1454579811091486,0.0020103351170902
07-11-2021,168.34,174.46,8.0,6.0,211.0,23.0,-9.0,-6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110857,1563,110857,1532,0.1454697911718469,0.0020510142219399,0.1454697911718469,0.0020103351170902
07-12-2021,192.25,234.4,13.0,6.0,168.0,12.0,-23.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110858,1563,110899,1532,0.1454711034010356,0.0020510142219399,0.1455249047977723,0.0020103351170902
07-13-2021,197.17,225.54,10.0,3.0,160.0,15.0,-25.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110899,1563,110926,1536,0.1455249047977723,0.0020510142219399,0.1455603349858673,0.002015584033845
07-14-2021,206.45,254.16,12.0,8.0,183.0,21.0,-23.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110926,1567,110958,1536,0.1455603349858673,0.0020562631386947,0.1456023263199057,0.002015584033845
07-15-2021,215.0,292.08,18.0,13.0,177.0,17.0,-25.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110958,1567,110975,1536,0.1456023263199057,0.0020562631386947,0.1456246342161136,0.002015584033845
07-16-2021,242.66,345.33,9.0,8.0,173.0,21.0,-25.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,110975,1567,111000,1537,0.1456246342161136,0.0020562631386947,0.1456574399458312,0.0020168962630337
07-17-2021,210.04,296.66,-3.0,4.0,189.0,13.0,-8.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111000,1568,111003,1537,0.1456574399458312,0.0020575753678834,0.1456613766333973,0.0020168962630337
07-18-2021,177.87,204.67,12.0,10.0,187.0,26.0,-9.0,-5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111008,1568,111008,1537,0.1456679377793407,0.0020575753678834,0.1456679377793407,0.0020168962630337
07-19-2021,198.52,262.68,13.0,7.0,128.0,13.0,-23.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111019,1568,111067,1537,0.1456823723004165,0.0020575753678834,0.1457453593014741,0.0020168962630337
07-20-2021,201.99,257.05,12.0,5.0,128.0,14.0,-24.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111067,1568,111093,1538,0.1457453593014741,0.0020575753678834,0.1457794772603804,0.0020182084922224
07-21-2021,204.23,255.12,11.0,7.0,162.0,22.0,-23.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111093,1569,111127,1538,0.1457794772603804,0.0020588875970721,0.1458240930527962,0.0020182084922224
07-22-2021,212.07,251.17,13.0,10.0,159.0,14.0,-25.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111127,1569,111170,1538,0.1458240930527962,0.0020588875970721,0.1458805189079103,0.0020182084922224
07-23-2021,228.11,290.03,4.0,6.0,154.0,25.0,-25.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111170,1569,111215,1538,0.1458805189079103,0.0020588875970721,0.1459395692214019,0.0020182084922224
07-24-2021,205.11,273.07,-7.0,2.0,194.0,37.0,-7.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111215,1569,111221,1538,0.1459395692214019,0.0020588875970721,0.1459474425965341,0.0020182084922224
07-25-2021,168.3,167.08,9.0,8.0,185.0,42.0,-8.0,-6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111227,1569,111227,1538,0.1459553159716663,0.0020588875970721,0.1459553159716663,0.0020182084922224
07-26-2021,187.22,226.23,11.0,8.0,136.0,14.0,-24.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111265,1569,111331,1538,0.1460051806808369,0.0020588875970721,0.1460917878072912,0.0020182084922224
07-27-2021,192.12,226.14,8.0,4.0,117.0,14.0,-25.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111331,1569,111411,1538,0.1460917878072912,0.0020588875970721,0.1461967661423873,0.0020182084922224
07-28-2021,195.7,229.55,10.0,7.0,145.0,21.0,-23.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111411,1569,111486,1538,0.1461967661423873,0.0020588875970721,0.1462951833315399,0.0020182084922224
07-29-2021,206.88,240.75,12.0,8.0,152.0,14.0,-25.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111486,1569,111570,1539,0.1462951833315399,0.0020588875970721,0.1464054105833908,0.0020195207214111
07-30-2021,229.83,295.99,5.0,8.0,157.0,17.0,-25.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,762062,111570,1570,111644,1539,0.1464054105833908,0.0020601998262608,0.1465025155433547,0.0020195207214111
