date,Minnesota-apple-driving,Minnesota-apple-walking,Minnesota-google-retail_and_recreation,Minnesota-google-grocery_and_pharmacy,Minnesota-google-parks,Minnesota-google-transit_stations,Minnesota-google-workplaces,Minnesota-google-residential,Minnesota-jh_beta_7,Minnesota-jh_gamma_7,Minnesota-cdc_beta_7,Minnesota-cdc_gamma_7,Minnesota-jh_beta_14,Minnesota-jh_gamma_14,Minnesota-cdc_beta_14,Minnesota-cdc_gamma_14,Minnesota-jh_beta_30,Minnesota-jh_gamma_30,Minnesota-cdc_beta_30,Minnesota-cdc_gamma_30,Minnesota-census_pop,Minnesota-jh_confirmed,Minnesota-jh_death,Minnesota-cdc_confirmed,Minnesota-cdc_death,Minnesota-jh_confirmed_ratio,Minnesota-jh_death_ratio,Minnesota-cdc_confirmed_ratio,Minnesota-cdc_death_ratio
03-08-2021,97.76,141.33,-14.0,-8.0,39.0,-35.0,-32.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005365474,1.5096703686788665e-05,0.0250000005365474,1.5096703686788665e-05,5639632,490483,6624,490483,6624,0.0869707456089333,0.0011745447220669,0.0869707456089333,0.0011745447220669
03-09-2021,101.49,144.92,-13.0,-6.0,47.0,-37.0,-32.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004775377,1.4505386162505094e-05,0.0250000004775377,1.4505386162505094e-05,5639632,492108,6764,492108,6764,0.0872588849768921,0.0011993690368449,0.0872588849768921,0.0011993690368449
03-10-2021,97.33,124.9,-19.0,-14.0,-28.0,-38.0,-32.0,13.0,0.025,1e-05,0.025,1e-05,0.0250000007649742,2.3737333582752468e-05,0.0250000007649742,2.3737333582752468e-05,0.0250000005711595,1.5117792203891965e-05,0.0250000005711595,1.5117792203891965e-05,5639632,493013,6773,493013,6773,0.0874193564402783,0.0012009648856521,0.0874193564402783,0.0012009648856521
03-11-2021,106.58,146.07,-17.0,-8.0,4.0,-35.0,-32.0,12.0,0.025,1e-05,0.025,1e-05,0.025000001007929,2.777498409444141e-05,0.025000001007929,2.777498409444141e-05,0.0250000007117895,1.6249123222551483e-05,0.0250000007117895,1.6249123222551483e-05,5639632,494106,6792,494106,6792,0.0876131634120808,0.0012043338998005,0.0876131634120808,0.0012043338998005
03-12-2021,106.58,146.07,-15.0,-8.0,6.0,-30.0,-31.0,12.0,0.0250000003383247,2.2157082575611528e-05,0.0250000003383247,2.2157082575611528e-05,0.0250000012561707,3.2275005803052e-05,0.0250000012561707,3.2275005803052e-05,0.0250000008293213,1.716921990328828e-05,0.0250000008293213,1.716921990328828e-05,5639632,495208,6805,495208,6805,0.0878085662326903,0.0012066390147442,0.0878085662326903,0.0012066390147442
03-13-2021,127.29,203.52,-12.0,-3.0,47.0,-14.0,-6.0,4.0,0.0250000003766718,2.412132815685156e-05,0.0250000003766718,2.412132815685156e-05,0.0250000014212364,3.535579822337377e-05,0.0250000014212364,3.535579822337377e-05,0.0250000009030802,1.7685965981682797e-05,0.0250000009030802,1.7685965981682797e-05,5639632,496395,6809,496395,6809,0.0880190409587008,0.0012073482808807,0.0880190409587008,0.0012073482808807
03-14-2021,95.51,128.99,-9.0,-5.0,24.0,-21.0,-9.0,4.0,0.0250000003931594,2.547786272802693e-05,0.0250000003931594,2.547786272802693e-05,0.0250000015287178,3.7652006716932266e-05,0.0250000015287178,3.7652006716932266e-05,0.0250000008639346,1.712747490885891e-05,0.0250000008639346,1.712747490885891e-05,5639632,497392,6814,497392,6814,0.0881958255432269,0.0012082348635513,0.0881958255432269,0.0012082348635513
03-15-2021,90.86,116.42,-27.0,-19.0,-26.0,-39.0,-35.0,14.0,0.0250000004139629,2.709464030483316e-05,0.0250000004139629,2.709464030483316e-05,0.0250000016520135,4.066160016162443e-05,0.0250000016520135,4.066160016162443e-05,0.0250000008526083,1.6898333334164067e-05,0.0250000008526083,1.6898333334164067e-05,5639632,498218,6815,498218,6815,0.088342289000417,0.0012084121800855,0.088342289000417,0.0012084121800855
03-16-2021,101.54,126.95,-15.0,-7.0,-14.0,-34.0,-32.0,12.0,0.0250000004147022,2.7711106846748503e-05,0.0250000004147022,2.7711106846748503e-05,0.0250000017870959,4.426381466204616e-05,0.0250000017870959,4.426381466204616e-05,0.0250000009210231,1.7524077540573033e-05,0.0250000009210231,1.7524077540573033e-05,5639632,498926,6817,498926,6817,0.08846782910658,0.0012087668131537,0.08846782910658,0.0012087668131537
03-17-2021,107.75,143.33,-4.0,-4.0,-1.0,-31.0,-31.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000018765021,4.7070998491505055e-05,0.0250000018765021,4.7070998491505055e-05,0.0250000009789504,1.808995094852456e-05,0.0250000009789504,1.808995094852456e-05,5639632,499962,6824,499962,6824,0.0886515290359371,0.0012100080288926,0.0886515290359371,0.0012100080288926
03-18-2021,113.35,154.22,-9.0,-3.0,22.0,-30.0,-31.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000018063216,4.641710509649758e-05,0.0250000018063216,4.641710509649758e-05,0.0250000010694014,1.9009808409682705e-05,0.0250000010694014,1.9009808409682705e-05,5639632,501458,6830,501458,6830,0.0889167945709932,0.0012110719280974,0.0889167945709932,0.0012110719280974
03-19-2021,132.54,188.44,-9.0,-5.0,25.0,-27.0,-30.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000017523747,4.611149112571624e-05,0.0250000017523747,4.611149112571624e-05,0.0250000011537422,1.9894263589606728e-05,0.0250000011537422,1.9894263589606728e-05,5639632,502893,6839,502893,6839,0.0891712437974676,0.0012126677769045,0.0891712437974676,0.0012126677769045
03-20-2021,132.48,210.09,-9.0,-2.0,33.0,-15.0,-6.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000017024319,4.578636122956364e-05,0.0250000017024319,4.578636122956364e-05,0.0250000011716937,2.0130472208536588e-05,0.0250000011716937,2.0130472208536588e-05,5639632,504273,6845,504273,6845,0.0894159406145649,0.0012137316761093,0.0894159406145649,0.0012137316761093
03-21-2021,98.49,136.36,-4.0,-4.0,41.0,-21.0,-8.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000016527133,4.5367799389848114e-05,0.0250000016527133,4.5367799389848114e-05,0.0250000011525631,2.0016233494159537e-05,0.0250000011525631,2.0016233494159537e-05,5639632,505224,6850,505224,6850,0.0895845686385211,0.00121461825878,0.0895845686385211,0.00121461825878
03-22-2021,102.07,140.72,-8.0,-6.0,43.0,-33.0,-31.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000016810099,4.652100676233969e-05,0.0250000016810099,4.652100676233969e-05,0.025000001172332,2.0314073729628955e-05,0.025000001172332,2.0314073729628955e-05,5639632,506376,6850,506376,6850,0.089788837285837,0.00121461825878,0.089788837285837,0.00121461825878
03-23-2021,101.23,132.73,-12.0,-10.0,-12.0,-36.0,-31.0,12.0,0.025,1e-05,0.025,1e-05,0.0250000016689393,4.665613924833422e-05,0.0250000016689393,4.665613924833422e-05,0.025000001160309,2.032016803382677e-05,0.025000001160309,2.032016803382677e-05,5639632,507231,6857,507231,6857,0.0899404429225169,0.0012158594745189,0.0899404429225169,0.0012158594745189
03-24-2021,103.12,130.91,-12.0,-10.0,-20.0,-35.0,-31.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000011599762,2.0451045035689355e-05,0.0250000011599762,2.0451045035689355e-05,5639632,508541,6866,508541,6866,0.0901727275822252,0.001217455323326,0.0901727275822252,0.001217455323326
03-25-2021,112.83,155.94,-11.0,-5.0,31.0,-32.0,-30.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000001219979,2.118634238557918e-05,0.025000001219979,2.118634238557918e-05,5639632,510398,6892,510398,6892,0.0905020043861017,0.0012220655532134,0.0905020043861017,0.0012220655532134
03-26-2021,131.86,184.43,-12.0,-8.0,13.0,-29.0,-30.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000012920473,2.1999783624206865e-05,0.0250000012920473,2.1999783624206865e-05,5639632,512097,6899,512097,6899,0.090803265177586,0.0012233067689523,0.090803265177586,0.0012233067689523
03-27-2021,122.95,179.64,-14.0,-9.0,-33.0,-20.0,-7.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000012986996,2.216414460858909e-05,0.0250000012986996,2.216414460858909e-05,5639632,513833,6903,513833,6903,0.091111086680833,0.0012240160350888,0.091111086680833,0.0012240160350888
03-28-2021,99.48,140.72,-4.0,-3.0,54.0,-20.0,-8.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000013133199,2.2422051621879948e-05,0.0250000013133199,2.2422051621879948e-05,5639632,515058,6908,515058,6908,0.0913282994351404,0.0012249026177594,0.0913282994351404,0.0012249026177594
03-29-2021,107.55,161.51,-7.0,-5.0,78.0,-30.0,-32.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000012851684,2.225578937279947e-05,0.0250000012851684,2.225578937279947e-05,5639632,516608,6913,516608,6913,0.0916031400630395,0.00122578920043,0.0916031400630395,0.00122578920043
03-30-2021,108.33,142.59,-9.0,-5.0,-1.0,-33.0,-32.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000012473755,2.199220193880363e-05,0.0250000012473755,2.199220193880363e-05,5639632,517881,6914,517881,6914,0.0918288640109851,0.0012259665169642,0.0918288640109851,0.0012259665169642
03-31-2021,112.35,149.06,-6.0,-3.0,-1.0,-30.0,-33.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000012402586,2.2047467217073465e-05,0.0250000012402586,2.2047467217073465e-05,5639632,519529,6926,519529,6926,0.0921210816592288,0.0012280943153737,0.0921210816592288,0.0012280943153737
04-01-2021,120.52,162.44,-6.0,1.0,21.0,-29.0,-33.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000012735859,2.2488737698757548e-05,0.0250000012735859,2.2488737698757548e-05,5639632,521667,6938,521667,6938,0.0925001844091955,0.0012302221137833,0.0925001844091955,0.0012302221137833
04-02-2021,137.43,194.66,-5.0,4.0,36.0,-25.0,-40.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000013028115,2.2866580460525577e-05,0.0250000013028115,2.2866580460525577e-05,5639632,524203,6942,524203,6942,0.0929498591397453,0.0012309313799198,0.0929498591397453,0.0012309313799198
04-03-2021,123.7,195.19,-11.0,12.0,69.0,-15.0,-11.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000012298066,2.2214447600729245e-05,0.0250000012298066,2.2214447600729245e-05,5639632,526267,6953,526267,6953,0.0933158404661864,0.0012328818617952,0.0933158404661864,0.0012328818617952
04-04-2021,85.37,117.93,-39.0,-19.0,108.0,-25.0,-22.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000011803888,2.178031300325537e-05,0.0250000011803888,2.178031300325537e-05,5639632,526267,6953,526267,6953,0.0933158404661864,0.0012328818617952,0.0933158404661864,0.0012328818617952
04-05-2021,117.28,167.45,-1.0,0.0,98.0,-28.0,-36.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000011327039,2.136873856646703e-05,0.0250000011327039,2.136873856646703e-05,5639632,527650,6963,527650,6963,0.0935610692328861,0.0012346550271365,0.0935610692328861,0.0012346550271365
04-06-2021,110.81,148.59,-8.0,-4.0,37.0,-33.0,-31.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000010936025,2.1023594997363786e-05,0.0250000010936025,2.1023594997363786e-05,5639632,530662,6967,530662,6967,0.094095146633681,0.001235364293273,0.094095146633681,0.001235364293273
04-07-2021,112.69,150.77,-6.0,-5.0,18.0,-30.0,-31.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000011108982,2.124083351942636e-05,0.0250000011108982,2.124083351942636e-05,5639632,532658,6986,532658,6986,0.0944490704358014,0.0012387333074214,0.0944490704358014,0.0012387333074214
04-08-2021,116.64,152.72,-11.0,-7.0,-1.0,-32.0,-31.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000011244082,2.1373023035536064e-05,0.0250000011244082,2.1373023035536064e-05,5639632,535182,7000,535182,7000,0.0948966173679417,0.0012412157388992,0.0948966173679417,0.0012412157388992
04-09-2021,135.56,177.95,-12.0,-8.0,-16.0,-31.0,-30.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001561646,1.1568405510482273e-05,0.0250000001561646,1.1568405510482273e-05,5639632,537828,7010,537828,7010,0.0953657969172456,0.0012429889042405,0.0953657969172456,0.0012429889042405
04-10-2021,137.1,202.38,-11.0,-5.0,11.0,-20.0,-7.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001534337,1.150515036876623e-05,0.0250000001534337,1.150515036876623e-05,5639632,540277,7022,540277,7022,0.0958000451093262,0.0012451167026501,0.0958000451093262,0.0012451167026501
04-11-2021,106.26,143.47,-4.0,-5.0,50.0,-22.0,-9.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,542053,7035,542053,7035,0.0961149592739384,0.0012474218175937,0.0961149592739384,0.0012474218175937
04-12-2021,105.79,132.68,-15.0,-9.0,-11.0,-35.0,-31.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,544046,7037,544046,7037,0.0964683511264564,0.001247776450662,0.0964683511264564,0.001247776450662
04-13-2021,107.58,133.48,-13.0,-6.0,-13.0,-38.0,-31.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,545404,7040,545404,7040,0.0967091469798029,0.0012483084002644,0.0967091469798029,0.0012483084002644
04-14-2021,114.3,142.65,-9.0,-5.0,7.0,-33.0,-31.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,5639632,547101,7056,547101,7056,0.0970100531382189,0.0012511454648104,0.0970100531382189,0.0012511454648104
04-15-2021,121.19,153.38,-11.0,-4.0,27.0,-30.0,-30.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000001666315,1.150183950491101e-05,0.0250000001666315,1.150183950491101e-05,5639632,549830,7067,549830,7067,0.0974939499598555,0.0012530959466858,0.0974939499598555,0.0012530959466858
04-16-2021,143.77,199.9,-10.0,-4.0,54.0,-25.0,-29.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002182707,1.2001432100133204e-05,0.0250000002182707,1.2001432100133204e-05,5639632,552117,7073,552117,7073,0.0978994728734073,0.0012541598458906,0.0978994728734073,0.0012541598458906
04-17-2021,139.52,208.97,-10.0,-1.0,61.0,-16.0,-8.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002305508,1.2114341221183288e-05,0.0250000002305508,1.2114341221183288e-05,5639632,554536,7083,554536,7083,0.0983284015694641,0.0012559330112319,0.0983284015694641,0.0012559330112319
04-18-2021,107.38,144.69,-3.0,-1.0,88.0,-19.0,-9.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002495056,1.2296551509479187e-05,0.0250000002495056,1.2296551509479187e-05,5639632,556381,7098,556381,7098,0.0986555505749311,0.0012585927592438,0.0986555505749311,0.0012585927592438
04-19-2021,107.93,136.37,-11.0,-4.0,6.0,-34.0,-30.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000005460641,2.106514838380533e-05,0.0250000005460641,2.106514838380533e-05,0.0250000002514942,1.2295358210188876e-05,0.0250000002514942,1.2295358210188876e-05,5639632,557665,7104,557665,7104,0.098883225004752,0.0012596566584486,0.098883225004752,0.0012596566584486
04-20-2021,113.45,145.93,-10.0,-2.0,28.0,-34.0,-30.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000005400014,2.097367277635752e-05,0.0250000005400014,2.097367277635752e-05,0.0250000002723847,1.2497150025392174e-05,0.0250000002723847,1.2497150025392174e-05,5639632,558850,7109,558850,7109,0.0990933450976943,0.0012605432411192,0.0990933450976943,0.0012605432411192
04-21-2021,115.57,145.31,-7.0,-3.0,26.0,-30.0,-30.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000005927394,2.225109810548936e-05,0.0250000005927394,2.225109810548936e-05,0.025000000298286,1.2760587588639552e-05,0.025000000298286,1.2760587588639552e-05,5639632,560450,7122,560450,7122,0.0993770515522998,0.0012628483560629,0.0993770515522998,0.0012628483560629
04-22-2021,126.48,168.81,-9.0,-1.0,93.0,-28.0,-29.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.02500000036192,1.3399849662770382e-05,0.02500000036192,1.3399849662770382e-05,5639632,562420,7132,562420,7132,0.0997263651245329,0.0012646215214042,0.0997263651245329,0.0012646215214042
04-23-2021,142.2,182.98,-12.0,-5.0,4.0,-29.0,-29.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003770997,1.3545984857804963e-05,0.0250000003770997,1.3545984857804963e-05,5639632,564584,7142,564584,7142,0.1001100781043869,0.0012663946867455,0.1001100781043869,0.0012663946867455
04-24-2021,141.84,206.3,-10.0,-1.0,33.0,-19.0,-7.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003772236,1.3540646731989005e-05,0.0250000003772236,1.3540646731989005e-05,5639632,566687,7150,566687,7150,0.1004829747756591,0.0012678132190185,0.1004829747756591,0.0012678132190185
04-25-2021,103.32,127.66,-7.0,-4.0,15.0,-24.0,-10.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002552267,1.2301362930539208e-05,0.0250000002552267,1.2301362930539208e-05,5639632,568243,7157,568243,7157,0.100758879302763,0.0012690544347574,0.100758879302763,0.0012690544347574
04-26-2021,112.1,137.76,-10.0,-4.0,27.0,-33.0,-29.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002659352,1.2416691104084975e-05,0.0250000002659352,1.2416691104084975e-05,5639632,569440,7157,569440,7157,0.1009711271941147,0.0012690544347574,0.1009711271941147,0.0012690544347574
04-27-2021,113.16,138.14,-9.0,-3.0,17.0,-35.0,-29.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002907412,1.2698403181543725e-05,0.0250000002907412,1.2698403181543725e-05,5639632,570518,7169,570518,7169,0.1011622744179052,0.0012711822331669,0.1011622744179052,0.0012711822331669
04-28-2021,122.98,167.21,-3.0,0.0,100.0,-28.0,-29.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003123434,1.2937856000476808e-05,0.0250000003123434,1.2937856000476808e-05,5639632,572025,7191,572025,7191,0.1014294904348368,0.0012750831969178,0.1014294904348368,0.0012750831969178
04-29-2021,131.01,179.26,-6.0,2.0,95.0,-28.0,-29.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000003424389,1.3235637325866957e-05,0.0250000003424389,1.3235637325866957e-05,5639632,573938,7221,573938,7221,0.1017686969646246,0.0012804026929416,0.1017686969646246,0.0012804026929416
04-30-2021,153.63,216.41,-6.0,2.0,80.0,-23.0,-29.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004152564,1.3924331362648128e-05,0.0250000004152564,1.3924331362648128e-05,5639632,575812,7237,575812,7237,0.1021009881495813,0.0012832397574877,0.1021009881495813,0.0012832397574877
05-01-2021,153.62,250.5,-8.0,5.0,125.0,-11.0,-8.0,0.0,0.025,1e-05,0.025,1e-05,0.0250000005385417,2.0352473848984645e-05,0.0250000005385417,2.0352473848984645e-05,0.0250000004140608,1.3855589189199584e-05,0.0250000004140608,1.3855589189199584e-05,5639632,577524,7247,577524,7247,0.1024045540560093,0.001285012922829,0.1024045540560093,0.001285012922829
05-02-2021,111.67,146.24,-1.0,2.0,80.0,-16.0,-10.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000005917204,2.1232350231959048e-05,0.0250000005917204,2.1232350231959048e-05,0.0250000004101717,1.3771058315997607e-05,0.0250000004101717,1.3771058315997607e-05,5639632,579235,7253,579235,7253,0.1027079426459031,0.0012860768220337,0.1027079426459031,0.0012860768220337
05-03-2021,120.65,160.48,-2.0,4.0,77.0,-28.0,-29.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000005655438,2.052819446347901e-05,0.0250000005655438,2.052819446347901e-05,0.0250000004556716,1.421016818757268e-05,0.0250000004556716,1.421016818757268e-05,5639632,580340,7256,580340,7256,0.102903877416115,0.0012866087716361,0.102903877416115,0.0012866087716361
05-04-2021,126.63,169.68,-1.0,5.0,94.0,-30.0,-28.0,8.0,0.025,1e-05,0.025,1e-05,0.025000000626675,2.1975308384289383e-05,0.025000000626675,2.1975308384289383e-05,0.0250000004487613,1.4134845984463523e-05,0.0250000004487613,1.4134845984463523e-05,5639632,581335,7267,581335,7267,0.1030803073675729,0.0012885592535115,0.1030803073675729,0.0012885592535115
05-05-2021,127.92,165.67,0.0,2.0,49.0,-28.0,-29.0,9.0,0.025,1e-05,0.025,1e-05,0.0250000006995895,2.37068524220932e-05,0.0250000006995895,2.37068524220932e-05,0.025000000522915,1.4879100844848035e-05,0.025000000522915,1.4879100844848035e-05,5639632,582576,7284,582576,7284,0.1033003571864263,0.0012915736345917,0.1033003571864263,0.0012915736345917
05-06-2021,137.51,182.21,-4.0,4.0,91.0,-26.0,-29.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000006877694,2.3460354674222184e-05,0.0250000006877694,2.3460354674222184e-05,0.0250000005291936,1.4924809143068625e-05,0.0250000005291936,1.4924809143068625e-05,5639632,584227,7297,584227,7297,0.1035931067842724,0.0012938787495354,0.1035931067842724,0.0012938787495354
05-07-2021,163.65,227.58,-4.0,6.0,82.0,-22.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000007149841,2.409083481102829e-05,0.0250000007149841,2.409083481102829e-05,0.025000000571874,1.5349078517632427e-05,0.025000000571874,1.5349078517632427e-05,5639632,585677,7309,585677,7309,0.1038502157587587,0.0012960065479449,0.1038502157587587,0.0012960065479449
05-08-2021,157.8,228.59,-3.0,12.0,72.0,-14.0,-8.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000007413771,2.472947451224063e-05,0.0250000007413771,2.472947451224063e-05,0.0250000005173042,1.4774761740535831e-05,0.0250000005173042,1.4774761740535831e-05,5639632,586959,7317,586959,7317,0.1040775355555114,0.001297425080218,0.1040775355555114,0.001297425080218
05-09-2021,117.06,147.22,11.0,16.0,134.0,-13.0,-8.0,-3.0,0.025,1e-05,0.025,1e-05,0.025000000781989,2.577407827729868e-05,0.025000000781989,2.577407827729868e-05,0.0250000004925251,1.4517456280230624e-05,0.0250000004925251,1.4517456280230624e-05,5639632,587762,7324,587762,7324,0.1042199207324165,0.0012986662959568,0.1042199207324165,0.0012986662959568
05-10-2021,125.29,162.87,-3.0,2.0,81.0,-28.0,-29.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000008236063,2.691412112642949e-05,0.0250000008236063,2.691412112642949e-05,0.0250000004912203,1.4512466961346565e-05,0.0250000004912203,1.4512466961346565e-05,5639632,588952,7324,588952,7324,0.1044309274080294,0.0012986662959568,0.1044309274080294,0.0012986662959568
05-11-2021,132.1,180.7,-1.0,6.0,119.0,-28.0,-28.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000009255843,2.955656223157152e-05,0.0250000009255843,2.955656223157152e-05,0.0250000004698495,1.4325939338748928e-05,0.0250000004698495,1.4325939338748928e-05,5639632,589527,7333,589527,7333,0.1045328844151533,0.001300262144764,0.1045328844151533,0.001300262144764
05-12-2021,137.18,188.83,2.0,7.0,126.0,-22.0,-29.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000008766958,2.8744532709428667e-05,0.0250000008766958,2.8744532709428667e-05,0.0250000004432968,1.4085268895863666e-05,0.0250000004432968,1.4085268895863666e-05,5639632,590436,7348,590436,7348,0.1046940651446761,0.0013029218927759,0.1046940651446761,0.0013029218927759
05-13-2021,147.4,203.8,-1.0,8.0,122.0,-23.0,-29.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000007171522,2.526369791018628e-05,0.0250000007171522,2.526369791018628e-05,0.0250000004916087,1.4603309840850753e-05,0.0250000004916087,1.4603309840850753e-05,5639632,591445,7367,591445,7367,0.1048729775276117,0.0013062909069244,0.1048729775276117,0.0013062909069244
05-14-2021,166.21,225.19,-4.0,5.0,64.0,-20.0,-29.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005407296,1.5109184815062516e-05,0.0250000005407296,1.5109184815062516e-05,5639632,592750,7376,592750,7376,0.1051043756046493,0.0013078867557315,0.1051043756046493,0.0013078867557315
05-15-2021,165.44,269.91,-5.0,7.0,136.0,-9.0,-10.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005026172,1.4726081229758769e-05,0.0250000005026172,1.4726081229758769e-05,5639632,593622,7379,593622,7379,0.1052589956224094,0.0013084187053339,0.1052589956224094,0.0013084187053339
05-16-2021,126.73,173.79,5.0,8.0,165.0,-8.0,-8.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004887945,1.461451853253094e-05,0.0250000004887945,1.461451853253094e-05,5639632,594427,7389,594427,7389,0.1054017354323828,0.0013101918706752,0.1054017354323828,0.0013101918706752
05-17-2021,136.38,193.93,4.0,9.0,152.0,-21.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005083306,1.4844228892544708e-05,0.0250000005083306,1.4844228892544708e-05,5639632,595016,7389,595016,7389,0.1055061748709844,0.0013101918706752,0.1055061748709844,0.0013101918706752
05-18-2021,136.34,181.98,0.0,6.0,96.0,-26.0,-28.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000005035133,2.0572773198216965e-05,0.0250000005035133,2.0572773198216965e-05,0.0250000004948572,1.4755404795738355e-05,0.0250000004948572,1.4755404795738355e-05,5639632,595532,7403,595532,7403,0.1055976702025947,0.001312674302153,0.1055976702025947,0.001312674302153
05-19-2021,138.36,181.42,1.0,5.0,84.0,-26.0,-28.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004542468,1.43722151999292e-05,0.0250000004542468,1.43722151999292e-05,5639632,596186,7418,596186,7418,0.1057136352159148,0.0013153340501649,0.1057136352159148,0.0013153340501649
05-20-2021,141.06,185.15,-3.0,5.0,59.0,-28.0,-28.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000004761154,1.4618109239315064e-05,0.0250000004761154,1.4618109239315064e-05,5639632,597052,7426,597052,7426,0.10586719133447,0.001316752582438,0.10586719133447,0.001316752582438
