date,Wisconsin-apple-driving,Wisconsin-apple-walking,Wisconsin-google-retail_and_recreation,Wisconsin-google-grocery_and_pharmacy,Wisconsin-google-parks,Wisconsin-google-transit_stations,Wisconsin-google-workplaces,Wisconsin-google-residential,Wisconsin-jh_beta_7,Wisconsin-jh_gamma_7,Wisconsin-cdc_beta_7,Wisconsin-cdc_gamma_7,Wisconsin-jh_beta_14,Wisconsin-jh_gamma_14,Wisconsin-cdc_beta_14,Wisconsin-cdc_gamma_14,Wisconsin-jh_beta_30,Wisconsin-jh_gamma_30,Wisconsin-cdc_beta_30,Wisconsin-cdc_gamma_30,Wisconsin-census_pop,Wisconsin-jh_confirmed,Wisconsin-jh_death,Wisconsin-cdc_confirmed,Wisconsin-cdc_death,Wisconsin-jh_confirmed_ratio,Wisconsin-jh_death_ratio,Wisconsin-cdc_confirmed_ratio,Wisconsin-cdc_death_ratio
02-02-2021,106.17,138.01,-23.0,-8.0,0.0,-29.0,-26.0,10.0,0.0250000005357365,3.188387952998734e-05,0.0250000005357365,3.188387952998734e-05,0.0250000043448085,9.821727451598096e-05,0.0250000043448085,9.821727451598096e-05,0.0250000055321641,6.0684957076969066e-05,0.0250000055321641,6.0684957076969066e-05,5822434,594217,6480,594217,6480,0.1020564595493912,0.0011129366172291,0.1020564595493912,0.0011129366172291
02-03-2021,111.09,143.44,-15.0,5.0,10.0,-24.0,-25.0,9.0,0.0250000004228965,2.7135195865034427e-05,0.0250000004228965,2.7135195865034427e-05,0.0250000041471812,9.435669367022004e-05,0.0250000041471812,9.435669367022004e-05,0.0250000056983275,6.26060411875265e-05,0.0250000056983275,6.26060411875265e-05,5822434,595756,6496,595756,6496,0.1023207819959831,0.0011156846088766,0.1023207819959831,0.0011156846088766
02-04-2021,86.0,124.03,-43.0,-23.0,-25.0,-37.0,-32.0,16.0,0.0250000003771126,2.5339372786903312e-05,0.0250000003771126,2.5339372786903312e-05,0.0250000037337644,8.577342561041234e-05,0.0250000037337644,8.577342561041234e-05,0.0250000058418134,6.429900554281825e-05,0.0250000058418134,6.429900554281825e-05,5822434,597475,6545,597475,6545,0.1026160193486091,0.001124100333297,0.1026160193486091,0.001124100333297
02-05-2021,123.57,167.58,-32.0,-16.0,-25.0,-31.0,-27.0,14.0,0.0250000003759103,2.502098877659638e-05,0.0250000003759103,2.502098877659638e-05,0.0250000034536707,7.967608119684046e-05,0.0250000034536707,7.967608119684046e-05,0.0250000053586117,5.963888020598218e-05,0.0250000053586117,5.963888020598218e-05,5822434,598902,6575,598902,6575,0.1028611058536687,0.001129252817636,0.1028611058536687,0.001129252817636
02-06-2021,123.04,175.15,-27.0,-7.0,-24.0,-34.0,-4.0,8.0,0.02500000030489,2.1604202403771293e-05,0.02500000030489,2.1604202403771293e-05,0.0250000032879886,7.608192448459477e-05,0.0250000032879886,7.608192448459477e-05,0.0250000050658632,5.690352838143936e-05,0.0250000050658632,5.690352838143936e-05,5822434,600016,6611,600016,6611,0.1030524347721245,0.0011354357988428,0.1030524347721245,0.0011354357988428
02-07-2021,87.99,112.86,-34.0,-18.0,-36.0,-39.0,-11.0,6.0,0.0250000002872561,2.0539257380781453e-05,0.0250000002872561,2.0539257380781453e-05,0.025000003084999,7.154029054186843e-05,0.025000003084999,7.154029054186843e-05,0.0250000049528911,5.598748556481266e-05,0.0250000049528911,5.598748556481266e-05,5822434,600782,6613,600782,6613,0.1031839948722475,0.0011357792977988,0.1031839948722475,0.0011357792977988
02-08-2021,97.65,122.2,-29.0,-14.0,-30.0,-34.0,-27.0,11.0,0.0250000003436929,2.3316268643061767e-05,0.0250000003436929,2.3316268643061767e-05,0.0250000033253176,7.737707404873356e-05,0.0250000033253176,7.737707404873356e-05,0.0250000047586184,5.428579806066344e-05,0.0250000047586184,5.428579806066344e-05,5822434,601391,6614,601391,6614,0.1032885903043297,0.0011359510472767,0.1032885903043297,0.0011359510472767
02-09-2021,103.13,131.86,-27.0,-11.0,-24.0,-31.0,-26.0,11.0,0.0250000003805517,2.5542381863736697e-05,0.0250000003805517,2.5542381863736697e-05,0.0250000034662319,8.13265930362361e-05,0.0250000034662319,8.13265930362361e-05,0.0250000046444935,5.343307366434751e-05,0.0250000046444935,5.343307366434751e-05,5822434,602256,6663,602256,6663,0.1034371536027716,0.0011443667716971,0.1034371536027716,0.0011443667716971
02-10-2021,104.64,129.33,-23.0,-9.0,-21.0,-30.0,-25.0,11.0,0.0250000003259917,2.313369358096936e-05,0.0250000003259917,2.313369358096936e-05,0.0250000029964251,7.102025413196248e-05,0.0250000029964251,7.102025413196248e-05,0.0250000047878649,5.51162353004648e-05,0.0250000047878649,5.51162353004648e-05,5822434,603255,6705,603255,6705,0.1036087313312611,0.0011515802497718,0.1036087313312611,0.0011515802497718
02-11-2021,110.93,133.18,-25.0,-9.0,-25.0,-30.0,-25.0,11.0,0.0250000003722026,2.489186592464608e-05,0.0250000003722026,2.489186592464608e-05,0.0250000028902447,6.847301339922947e-05,0.0250000028902447,6.847301339922947e-05,0.0250000049298234,5.673243680000583e-05,0.0250000049298234,5.673243680000583e-05,5822434,604683,6723,604683,6723,0.1038539895857986,0.0011546717403752,0.1038539895857986,0.0011546717403752
02-12-2021,139.32,182.09,-25.0,-10.0,-25.0,-27.0,-25.0,13.0,0.0250000003084639,2.19607892331848e-05,0.0250000003084639,2.19607892331848e-05,0.0250000028326858,6.715893082838453e-05,0.0250000028326858,6.715893082838453e-05,0.0250000047012363,5.460177715337232e-05,0.0250000047012363,5.460177715337232e-05,5822434,605785,6734,605785,6734,0.1040432575105188,0.0011565609846328,0.1040432575105188,0.0011565609846328
02-13-2021,126.71,186.63,-28.0,-7.0,-25.0,-31.0,-6.0,8.0,0.0250000002845613,2.1011251998548323e-05,0.0250000002845613,2.1011251998548323e-05,0.0250000024439764,5.866976569340414e-05,0.0250000024439764,5.866976569340414e-05,0.0250000045455725,5.321882153042817e-05,0.0250000045455725,5.321882153042817e-05,5822434,606651,6744,606651,6744,0.1041919925584386,0.0011582784794125,0.1041919925584386,0.0011582784794125
02-14-2021,104.95,140.37,-19.0,-9.0,-31.0,-32.0,-9.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000022132342,5.3926650313284775e-05,0.0250000022132342,5.3926650313284775e-05,0.0250000043564891,5.151174985288317e-05,0.0250000043564891,5.151174985288317e-05,5822434,607213,6745,607213,6745,0.1042885157650563,0.0011584502288905,0.1042885157650563,0.0011584502288905
02-15-2021,95.17,114.04,-27.0,-12.0,-33.0,-35.0,-31.0,13.0,0.0250000002558092,2.052030043544253e-05,0.0250000002558092,2.052030043544253e-05,0.0250000023688302,5.815076380902879e-05,0.0250000023688302,5.815076380902879e-05,0.0250000042016105,5.016984932967037e-05,0.0250000042016105,5.016984932967037e-05,5822434,607639,6749,607639,6749,0.1043616810426704,0.0011591372268023,0.1043616810426704,0.0011591372268023
02-16-2021,97.69,123.96,-30.0,-13.0,-17.0,-32.0,-29.0,12.0,0.0250000002747123,2.184515510592332e-05,0.0250000002747123,2.184515510592332e-05,0.0250000025119893,6.223697853890548e-05,0.0250000025119893,6.223697853890548e-05,0.025000003453521,4.273837686697705e-05,0.025000003453521,4.273837686697705e-05,5822434,608418,6788,608418,6788,0.1044954738860071,0.0011658354564431,0.1044954738860071,0.0011658354564431
02-17-2021,105.4,132.82,-23.0,-6.0,-11.0,-29.0,-25.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000021978131,5.553172846472468e-05,0.0250000021978131,5.553172846472468e-05,0.0250000035660672,4.407982144788856e-05,0.0250000035660672,4.407982144788856e-05,5822434,609189,6798,609189,6798,0.10462789273352,0.0011675529512228,0.10462789273352,0.0011675529512228
02-18-2021,112.62,138.99,-23.0,-8.0,-7.0,-29.0,-24.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000022045163,5.605070001012108e-05,0.0250000022045163,5.605070001012108e-05,0.0250000035569488,4.416562190973277e-05,0.0250000035569488,4.416562190973277e-05,5822434,610055,6816,610055,6816,0.1047766277814398,0.0011706444418262,0.1047766277814398,0.0011706444418262
02-19-2021,139.56,178.27,-22.0,-10.0,-10.0,-28.0,-24.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000018068326,4.73768643087666e-05,0.0250000018068326,4.73768643087666e-05,0.0250000033703464,4.242337264841049e-05,0.0250000033703464,4.242337264841049e-05,5822434,610974,6852,610974,6852,0.1049344655516919,0.001176827423033,0.1049344655516919,0.001176827423033
02-20-2021,143.27,202.54,-16.0,-1.0,38.0,-23.0,-3.0,4.0,0.025,1e-05,0.025,1e-05,0.025000001688516,4.454961834823005e-05,0.025000001688516,4.454961834823005e-05,0.025000003102084,3.978534587358822e-05,0.025000003102084,3.978534587358822e-05,5822434,611789,6871,611789,6871,0.1050744413762354,0.0011800906631144,0.1050744413762354,0.0011800906631144
02-21-2021,102.88,124.77,-21.0,-9.0,18.0,-27.0,-8.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000014937624,4.001313299768697e-05,0.0250000014937624,4.001313299768697e-05,0.0250000028714487,3.753253419906879e-05,0.0250000028714487,3.753253419906879e-05,5822434,612240,6871,612240,6871,0.1051519003907987,0.0011800906631144,0.1051519003907987,0.0011800906631144
02-22-2021,103.33,131.52,-25.0,-10.0,-5.0,-27.0,-25.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000016702683,4.414614118742254e-05,0.0250000016702683,4.414614118742254e-05,0.0250000026924427,3.5834306053095433e-05,0.0250000026924427,3.5834306053095433e-05,5822434,612712,6871,612712,6871,0.1052329661443994,0.0011800906631144,0.1052329661443994,0.0011800906631144
02-23-2021,108.32,138.95,-20.0,-5.0,13.0,-25.0,-24.0,9.0,0.025,1e-05,0.025,1e-05,0.0250000018177584,4.785589225278747e-05,0.0250000018177584,4.785589225278747e-05,0.0250000024798273,3.3807492254807564e-05,0.0250000024798273,3.3807492254807564e-05,5822434,613419,6910,613419,6910,0.1053543930253224,0.0011867888927551,0.1053543930253224,0.0011867888927551
02-24-2021,112.09,144.24,-16.0,-5.0,4.0,-24.0,-24.0,9.0,0.025,1e-05,0.025,1e-05,0.0250000014329983,3.9084152948670805e-05,0.0250000014329983,3.9084152948670805e-05,0.025000002548078,3.4612306713539935e-05,0.025000002548078,3.4612306713539935e-05,5822434,614260,6936,614260,6936,0.105498834336293,0.0011912543791823,0.105498834336293,0.0011912543791823
02-25-2021,119.16,153.26,-18.0,-5.0,5.0,-24.0,-23.0,9.0,0.025,1e-05,0.025,1e-05,0.0250000011558262,3.2561549512929235e-05,0.0250000011558262,3.2561549512929235e-05,0.0250000026035376,3.525542052589812e-05,0.0250000026035376,3.525542052589812e-05,5822434,615225,6994,615225,6994,0.1056645725825316,0.0012012158489044,0.1056645725825316,0.0012012158489044
02-26-2021,146.7,199.61,-17.0,-8.0,1.0,-24.0,-23.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000012745052,3.431142186567623e-05,0.0250000012745052,3.431142186567623e-05,0.0250000023396187,3.25161467934574e-05,0.0250000023396187,3.25161467934574e-05,5822434,616018,6999,616018,6999,0.1058007699185598,0.0012020745962942,0.1058007699185598,0.0012020745962942
02-27-2021,150.28,235.83,-10.0,1.0,57.0,-18.0,-2.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000014312401,3.742918374491495e-05,0.0250000014312401,3.742918374491495e-05,0.025000002229539,3.139407622387215e-05,0.025000002229539,3.139407622387215e-05,5822434,616886,7014,616886,7014,0.1059498484654355,0.0012046508384637,0.1059498484654355,0.0012046508384637
02-28-2021,110.34,139.01,-14.0,-7.0,2.0,-22.0,-8.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000015821585,4.065992346193193e-05,0.0250000015821585,4.065992346193193e-05,0.0250000021498452,3.059630237912602e-05,0.0250000021498452,3.059630237912602e-05,5822434,617367,7014,617367,7014,0.1060324599643379,0.0012046508384637,0.1060324599643379,0.0012046508384637
03-01-2021,110.14,142.15,-18.0,-5.0,-10.0,-24.0,-23.0,9.0,0.0250000002814121,2.1289987693975373e-05,0.0250000002814121,2.1289987693975373e-05,0.0250000017911638,4.564198798213239e-05,0.0250000017911638,4.564198798213239e-05,0.0250000019148072,2.8222924041109344e-05,0.0250000019148072,2.8222924041109344e-05,5822434,617700,7014,617700,7014,0.1060896525405011,0.0012046508384637,0.1060896525405011,0.0012046508384637
03-02-2021,111.91,142.85,-19.0,-4.0,3.0,-23.0,-24.0,9.0,0.0250000003052079,2.2979715658261213e-05,0.0250000003052079,2.2979715658261213e-05,0.0250000019160495,4.90377036668548e-05,0.0250000019160495,4.90377036668548e-05,0.025000001766284,2.677213846006812e-05,0.025000001766284,2.677213846006812e-05,5822434,618307,7050,618307,7050,0.1061939044736273,0.0012108338196706,0.1061939044736273,0.0012108338196706
03-03-2021,117.46,156.27,-12.0,-1.0,25.0,-19.0,-24.0,9.0,0.0250000002371247,2.000654674668912e-05,0.0250000002371247,2.000654674668912e-05,0.0250000016546952,4.332467150716513e-05,0.0250000016546952,4.332467150716513e-05,0.0250000018472851,2.764973234116546e-05,0.0250000018472851,2.764973234116546e-05,5822434,619087,7069,619087,7069,0.1063278690664419,0.0012140970597519,0.1063278690664419,0.0012140970597519
03-04-2021,121.39,158.47,-16.0,-4.0,6.0,-21.0,-23.0,9.0,0.025,1e-05,0.025,1e-05,0.0250000017570737,4.57510414284272e-05,0.0250000017570737,4.57510414284272e-05,0.025000001941898,2.8659571080283328e-05,0.025000001941898,2.8659571080283328e-05,5822434,619942,7082,619942,7082,0.1064747148701041,0.0012163298029655,0.1064747148701041,0.0012163298029655
03-05-2021,149.46,211.42,-16.0,-6.0,10.0,-19.0,-23.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000009182083,2.8773609732129163e-05,0.0250000009182083,2.8773609732129163e-05,0.0250000017799367,2.7020994948937843e-05,0.0250000017799367,2.7020994948937843e-05,5822434,620663,7094,620663,7094,0.1065985462437186,0.0012183907967011,0.1065985462437186,0.0012183907967011
