date,Delaware-apple-driving,Delaware-apple-walking,Delaware-google-retail_and_recreation,Delaware-google-grocery_and_pharmacy,Delaware-google-parks,Delaware-google-transit_stations,Delaware-google-workplaces,Delaware-google-residential,Delaware-jh_beta_7,Delaware-jh_gamma_7,Delaware-cdc_beta_7,Delaware-cdc_gamma_7,Delaware-jh_beta_14,Delaware-jh_gamma_14,Delaware-cdc_beta_14,Delaware-cdc_gamma_14,Delaware-jh_beta_30,Delaware-jh_gamma_30,Delaware-cdc_beta_30,Delaware-cdc_gamma_30,Delaware-census_pop,Delaware-jh_confirmed,Delaware-jh_death,Delaware-cdc_confirmed,Delaware-cdc_death,Delaware-jh_confirmed_ratio,Delaware-jh_death_ratio,Delaware-cdc_confirmed_ratio,Delaware-cdc_death_ratio
02-14-2021,100.56,163.98,-17.0,-13.0,-38.0,-47.0,-16.0,7.0,0.0250000002563367,2.005911217280714e-05,0.0250000008632452,4.205029842013104e-05,0.0250000020418757,4.990315350847207e-05,0.024999987516641,0.0001629091548047,0.02500000706498,7.431707854299677e-05,0.0250000092528862,8.770394007374973e-05,973764,83003,1361,84805,1283,0.085239339306033,0.0013976692504549,0.0870898903635788,0.0013175677063436
02-15-2021,106.0,172.68,-13.0,-8.0,-28.0,-43.0,-43.0,13.0,0.025,1e-05,0.0250000009068391,4.4840916490374136e-05,0.0250000020435313,4.9979504290672606e-05,0.0249999837589375,0.000165789279667,0.0250000069917882,7.397258633669403e-05,0.0250000093929757,8.90733686209699e-05,973764,83239,1364,84944,1283,0.0854816978241134,0.0014007500790746,0.0872326354229566,0.0013175677063436
02-16-2021,111.63,164.49,-19.0,-10.0,-15.0,-40.0,-31.0,11.0,0.025,1e-05,0.0250000009867494,4.973811134773709e-05,0.0250000020924595,5.1137008250775865e-05,0.024999981646122,0.000164712136308,0.0250000068072237,7.251263170402074e-05,0.0250000090650069,8.617573753456007e-05,973764,83369,1364,85168,1291,0.0856152003976322,0.0014007500790746,0.0874626706265583,0.0013257832493294
02-17-2021,116.09,176.96,-11.0,3.0,-20.0,-38.0,-32.0,11.0,0.025,1e-05,0.0250000008766878,4.5825545523799415e-05,0.0250000017932022,4.499122445416874e-05,0.0249999781220106,0.0001672611520078,0.0250000062552348,6.751566260230261e-05,0.0250000094919976,9.068704592357532e-05,973764,83581,1365,85462,1316,0.0858329122867553,0.0014017770219478,0.0877645918312856,0.0013514568211599
02-18-2021,67.03,103.71,-53.0,-39.0,-60.0,-62.0,-54.0,25.0,0.025,1e-05,0.0250000007015188,3.732581840938007e-05,0.0250000018275883,4.622729733140191e-05,0.0249999815856602,0.0001550309809384,0.0250000058382079,6.377971964349661e-05,0.0250000100255283,9.597285565646912e-05,973764,83852,1366,85787,1326,0.0861112138053984,0.001402803964821,0.0880983482650827,0.0013617262498921
02-19-2021,109.87,165.96,-33.0,-24.0,-52.0,-54.0,-40.0,19.0,0.025,1e-05,0.0250000006264803,3.327591138060491e-05,0.0250000017791942,4.572910394190428e-05,0.0249999778976578,0.0001611409961491,0.0250000054874142,6.0652941686990086e-05,0.0250000102813896,9.861650915772608e-05,973764,84181,1366,86128,1343,0.0864490780106884,0.001402803964821,0.0884485357848513,0.0013791842787369
02-20-2021,127.93,173.8,-14.0,-7.0,-52.0,-35.0,-7.0,7.0,0.025,1e-05,0.0250000007373547,3.707939053674602e-05,0.0250000016406231,4.3362092889812015e-05,0.024999993288743,0.0001110024391133,0.0250000051167576,5.73481938697018e-05,0.0250000105140765,0.0001010891635713,973764,84531,1366,86342,1366,0.086808508016316,0.001402803964821,0.0886683015597208,0.001402803964821
02-21-2021,97.97,126.72,-18.0,-12.0,-24.0,-38.0,-13.0,5.0,0.025,1e-05,0.0250000008114237,3.89990799227249e-05,0.0250000014758088,4.044872479600064e-05,0.0249999926685486,0.0001128798061059,0.0250000045080211,5.173190578039674e-05,0.0250000110014335,0.0001059419572206,973764,84732,1367,86693,1367,0.0870149235338336,0.0014038309076942,0.0890287585082217,0.0014038309076942
02-22-2021,101.94,141.35,-26.0,-18.0,-43.0,-44.0,-33.0,13.0,0.025,1e-05,0.0250000009858551,4.693813028741937e-05,0.0250000011829127,3.4662243020335315e-05,0.0249999904601397,0.0001187111226731,0.025000004006441,4.714088423701439e-05,0.0250000114719256,0.0001108576380744,973764,85090,1368,86830,1368,0.087382569082447,0.0014048578505674,0.0891694496818531,0.0014048578505674
02-23-2021,118.85,163.01,-14.0,-5.0,-11.0,-36.0,-29.0,10.0,0.025,1e-05,0.0250000011096914,5.3650710790776406e-05,0.0250000010014611,3.118440064112172e-05,0.0249999859456697,0.0001295551679034,0.0250000039545693,4.6974356396811214e-05,0.0250000114443774,0.0001110243118226,973764,85228,1379,87093,1379,0.0875242871989517,0.0014161542221729,0.0894395356575104,0.0014161542221729
02-24-2021,124.61,167.7,-9.0,-6.0,11.0,-29.0,-32.0,10.0,0.025,1e-05,0.025000001118633,5.494138572465896e-05,0.0250000009389848,2.937368187527939e-05,0.0249999862948349,0.0001261950349532,0.0250000034100213,4.174601411169792e-05,0.0250000116161445,0.0001131566695629,973764,85506,1402,87386,1402,0.0878097773177073,0.001439773908257,0.0897404299193644,0.001439773908257
02-25-2021,126.35,170.65,-12.0,-5.0,-4.0,-33.0,-30.0,10.0,0.025,1e-05,0.0250000009401588,4.673792699423704e-05,0.0250000011906914,3.2746587273984794e-05,0.024999990336021,0.0001125055607508,0.025000003416678,4.164292665048819e-05,0.025000011758635,0.0001146988541642,973764,85801,1406,87694,1406,0.0881127254653078,0.0014438816797499,0.0900567283243167,0.0014438816797499
02-26-2021,147.88,196.36,-13.0,-8.0,-13.0,-38.0,-29.0,10.0,0.0250000003218313,2.0645288891838297e-05,0.0250000009466443,4.712264983587365e-05,0.0250000013616253,3.476943553666672e-05,0.0249999918323761,0.0001054534242525,0.0250000033925803,4.121677831835296e-05,0.0250000114716656,0.0001121197110938,973764,86098,1418,88129,1418,0.0884177274986547,0.0014562049942285,0.0905034484741682,0.0014562049942285
02-27-2021,138.11,181.49,-10.0,-5.0,-13.0,-32.0,-9.0,5.0,0.0250000004864681,2.7105634574216232e-05,0.0250000008537598,4.291606665935489e-05,0.0250000017379944,4.100499196189207e-05,0.0249999899262517,0.0001093656062786,0.0250000033072508,4.007884590880107e-05,0.0250000115580519,0.0001133663296675,973764,86517,1418,88420,1418,0.0888480165625346,0.0014562049942285,0.0908022888502758,0.0014562049942285
02-28-2021,99.55,124.86,-22.0,-18.0,-50.0,-45.0,-15.0,6.0,0.0250000005969548,3.233046659116419e-05,0.0250000006065653,3.274035838643411e-05,0.0250000019072851,4.361427887855588e-05,0.0249999902307696,0.0001053477695282,0.0250000030825094,3.768543574645333e-05,0.0250000118118303,0.0001163735958713,973764,86799,1422,88711,1422,0.0891376144527832,0.0014603127657214,0.0911011292263834,0.0014603127657214
03-01-2021,121.5,148.55,-13.0,-7.0,-29.0,-39.0,-32.0,10.0,0.0250000006708529,3.6305541915001614e-05,0.0250000006827319,3.683942929012257e-05,0.0250000019888966,4.4729061325074906e-05,0.0249999863933176,0.0001133773428618,0.0250000029654079,3.636255153576524e-05,0.0250000119981732,0.0001188522533251,973764,87080,1422,88847,1422,0.0894261854001585,0.0014603127657214,0.0912407934571415,0.0014603127657214
03-02-2021,122.34,157.32,-12.0,-4.0,-14.0,-41.0,-30.0,10.0,0.025000000708923,3.902589584151331e-05,0.0250000007201002,3.955268610094628e-05,0.0250000021211517,4.76935379684743e-05,0.0249999821563197,0.0001211328795993,0.0250000030516999,3.717199287003321e-05,0.0250000121484699,0.0001210529393065,973764,87193,1426,89098,1426,0.0895422299448326,0.0014644205372143,0.0914985561183202,0.0014644205372143
