date,Delaware-apple-driving,Delaware-apple-walking,Delaware-google-retail_and_recreation,Delaware-google-grocery_and_pharmacy,Delaware-google-parks,Delaware-google-transit_stations,Delaware-google-workplaces,Delaware-google-residential,Delaware-jh_beta_7,Delaware-jh_gamma_7,Delaware-cdc_beta_7,Delaware-cdc_gamma_7,Delaware-jh_beta_14,Delaware-jh_gamma_14,Delaware-cdc_beta_14,Delaware-cdc_gamma_14,Delaware-jh_beta_30,Delaware-jh_gamma_30,Delaware-cdc_beta_30,Delaware-cdc_gamma_30,Delaware-census_pop,Delaware-jh_confirmed,Delaware-jh_death,Delaware-cdc_confirmed,Delaware-cdc_death,Delaware-jh_confirmed_ratio,Delaware-jh_death_ratio,Delaware-cdc_confirmed_ratio,Delaware-cdc_death_ratio
03-03-2021,125.85,162.25,-7.0,-4.0,12.0,-29.0,-32.0,10.0,0.0250000005882472,3.443901373575871e-05,0.0250000005978641,3.4902719275858525e-05,0.0250000024266551,5.4713469597151776e-05,0.0249999815676462,0.0001194479003645,0.0250000030471003,3.708093692161891e-05,0.0250000120159775,0.0001204130658301,973764,87425,1440,89329,1440,0.0897804806914201,0.0014787977374394,0.0917357799220345,0.0014787977374394
03-04-2021,126.22,163.76,-12.0,-6.0,-9.0,-35.0,-31.0,10.0,0.0250000003387633,2.312763625688416e-05,0.0250000003435557,2.334580493054941e-05,0.0250000027847955,6.224383354566276e-05,0.0249999881395448,0.0001004587316196,0.0250000031407947,3.782678833226131e-05,0.0250000118585555,0.0001193066521172,973764,87643,1444,89550,1444,0.0900043542377824,0.0014829055089323,0.0919627342970165,0.0014829055089323
03-05-2021,147.14,193.68,-14.0,-8.0,-27.0,-40.0,-30.0,11.0,0.0250000003719299,2.423489100530968e-05,0.0250000003773682,2.4477567753897132e-05,0.0250000031144013,6.954850874638358e-05,0.0249999887706993,9.665012515050794e-05,0.0250000030103745,3.63453689407439e-05,0.0250000118466628,0.000119698671326,973764,87874,1453,89806,1453,0.0902415780414967,0.0014921479947913,0.0922256316725613,0.0014921479947913
03-06-2021,140.06,191.36,-8.0,-4.0,-27.0,-28.0,-8.0,5.0,0.025000000299094,2.0576905842582965e-05,0.0250000003033696,2.0749902144801632e-05,0.0250000035466025,7.897489533103173e-05,0.0249999918609784,8.565246893292396e-05,0.0250000031708157,3.7741890881346094e-05,0.025000011165079,0.00011330356409,973764,88139,1464,90039,1464,0.0905137179029005,0.0015034443663967,0.092464909362022,0.0015034443663967
03-07-2021,109.81,140.49,-10.0,-7.0,1.0,-31.0,-12.0,4.0,0.0250000004379103,2.603069557862984e-05,0.0250000004445706,2.631059189422459e-05,0.0250000040378354,8.94109948776705e-05,0.025000004098065,9.08056683824828e-05,0.0250000033134032,3.889782827101072e-05,0.0250000112459086,0.0001144851407683,973764,88354,1473,90253,1473,0.0907345106206432,0.0015126868522557,0.0926846751368914,0.0015126868522557
03-08-2021,118.87,152.96,-12.0,-7.0,-8.0,-36.0,-32.0,9.0,0.0250000005186375,2.9193119545196072e-05,0.0250000005268592,2.954215400946288e-05,0.0249999954453264,7.736267608399434e-05,0.0249999944235776,7.56398924380089e-05,0.0250000034193322,3.9681936033738375e-05,0.0250000090217799,9.254527062405148e-05,973764,88563,1475,90370,1475,0.0909491416811465,0.0015147407380022,0.0928048274530584,0.0015147407380022
03-09-2021,124.42,170.1,-9.0,-4.0,45.0,-31.0,-29.0,9.0,0.0250000006247036,3.415824655895567e-05,0.0250000006341699,3.4579643566166086e-05,0.0249999937120839,8.318458205042576e-05,0.0249999926598969,8.154411894783089e-05,0.0250000035067573,4.036996340781363e-05,0.0250000087999615,9.07185998924413e-05,973764,88679,1482,90573,1482,0.0910682670544403,0.0015219293381147,0.0930132968563224,0.0015219293381147
03-10-2021,129.34,178.21,-6.0,-4.0,40.0,-29.0,-32.0,9.0,0.0250000006663281,3.628436386494296e-05,0.0250000006773101,3.678399734373039e-05,0.0249999947967537,7.854155242629235e-05,0.0249999938018233,7.688604089304113e-05,0.0250000034784934,3.997681679901215e-05,0.0250000088142685,9.121042514280132e-05,973764,88891,1492,90759,1492,0.0912859789435633,0.0015321987668469,0.0932043082307417,0.0015321987668469
03-11-2021,136.82,190.75,-5.0,-3.0,56.0,-28.0,-30.0,8.0,0.0250000005678334,3.1979103329295146e-05,0.0250000005768771,3.238357536255925e-05,0.0250000036122171,7.919825641509815e-05,0.025000003665422,8.040045067600268e-05,0.0250000035847021,4.084513974421423e-05,0.0250000091111936,9.446304816366788e-05,973764,89680,1494,90967,1494,0.0920962368705353,0.0015342526525934,0.0934179123483718,0.0015342526525934
03-12-2021,136.82,190.75,-8.0,-4.0,13.0,-34.0,-29.0,9.0,0.0250000005955078,3.3545905196006304e-05,0.0250000006050622,3.398358255645938e-05,0.0250000037769667,8.290205787981695e-05,0.0250000038333696,8.418701236999005e-05,0.025000003673242,4.162384968147786e-05,0.0250000088135336,9.178126501696094e-05,973764,89911,1496,91204,1496,0.0923334606742496,0.0015363065383398,0.0936612978093254,0.0015363065383398
03-13-2021,151.71,215.21,0.0,2.0,13.0,-12.0,-6.0,3.0,0.0250000005208067,3.07993016959392e-05,0.0250000005290043,3.118120128228824e-05,0.0250000033657594,7.43971532803539e-05,0.0250000034175268,7.557028962407274e-05,0.0250000037883454,4.275036418431809e-05,0.0250000079930966,8.391467434393144e-05,973764,90156,1504,91402,1504,0.0925850616781889,0.0015445220813256,0.0938646324982233,0.0015445220813256
03-14-2021,120.93,152.62,-3.0,-3.0,26.0,-13.0,-10.0,3.0,0.0250000004325603,2.701162958079573e-05,0.0250000004389105,2.7304528735787203e-05,0.025000003763501,8.351024256763707e-05,0.0250000038191777,8.479967401554586e-05,0.025000003857506,4.342989912649652e-05,0.0250000074956312,7.922642161660298e-05,973764,90381,1507,91631,1507,0.0928161238246638,0.0015476029099453,0.0940998024161911,0.0015476029099453
03-15-2021,125.29,162.02,-7.0,-2.0,-6.0,-34.0,-31.0,9.0,0.0250000003620593,2.4101706295767225e-05,0.0250000003670475,2.4331256161832172e-05,0.0250000038569428,8.623465860413958e-05,0.0250000039143627,8.758339591018023e-05,0.0250000040016252,4.492407135497864e-05,0.0250000074108565,7.872790138431134e-05,973764,90614,1511,91768,1511,0.0930554015141245,0.0015517106814382,0.0942404935898225,0.0015517106814382
03-16-2021,126.15,163.07,-10.0,-4.0,-10.0,-38.0,-29.0,10.0,0.0250000003991878,2.58730786470306e-05,0.0250000004045824,2.612668239115671e-05,0.025000004190051,9.431762664734428e-05,0.0250000042487091,9.572085360600147e-05,0.0250000040468943,4.547029693800605e-05,0.0250000070676058,7.560734175181792e-05,973764,90751,1514,91899,1514,0.0931960926877559,0.0015547915100578,0.0943750231062146,0.0015547915100578
03-17-2021,134.73,179.75,1.0,1.0,-3.0,-32.0,-31.0,9.0,0.0250000003478724,2.3801399150404502e-05,0.0250000003525486,2.402265750800292e-05,0.0249999944042997,7.159724051093109e-05,0.0250000042889931,9.743779949719909e-05,0.0250000040410478,4.554122714443911e-05,0.0250000072331492,7.761462412775626e-05,973764,91123,1516,92186,1516,0.0935781154365945,0.0015568453958043,0.0946697557108293,0.0015568453958043
03-18-2021,128.28,161.15,-10.0,-9.0,-33.0,-40.0,-31.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000035694344,8.23126281628413e-05,0.0250000036205744,8.355805646983201e-05,0.0250000041124363,4.6434008207596186e-05,0.0250000074347821,7.998083638603319e-05,973764,91425,1517,92388,1517,0.0938882521843074,0.0015578723386775,0.0948771981712201,0.0015578723386775
03-19-2021,158.84,207.25,-6.0,-3.0,-13.0,-31.0,-29.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000035239141,8.225435774632191e-05,0.0250000035740736,8.349611282615678e-05,0.0250000043013783,4.855893937566024e-05,0.0250000072666114,7.864592150306093e-05,973764,91635,1522,92650,1522,0.094103910187684,0.0015630070530436,0.0951462572040042,0.0015630070530436
03-20-2021,164.05,225.21,3.0,2.0,-13.0,-14.0,-7.0,2.0,0.025000000261428,2.060188137457291e-05,0.0250000002634561,2.070417623046876e-05,0.02500000316559,7.49497661538741e-05,0.0250000032093872,7.604435223941394e-05,0.0250000044406335,5.019163601157536e-05,0.0250000063737367,6.994834607566818e-05,973764,91942,1526,92987,1526,0.0944191816497631,0.0015671148245365,0.09549233695228,0.0015671148245365
03-21-2021,127.78,157.72,3.0,0.0,63.0,-16.0,-9.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000026771268,6.455786017536679e-05,0.0250000027109049,6.540826582037794e-05,0.0250000045704693,5.174457437800863e-05,0.0250000061106696,6.758891419741604e-05,973764,92287,1529,93129,1529,0.0947734769410247,0.0015701956531562,0.0956381628402775,0.0015701956531562
03-22-2021,131.28,176.46,-2.0,0.0,26.0,-32.0,-30.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000023086963,5.673338604902799e-05,0.0250000023354745,5.741383083361761e-05,0.0250000047295841,5.361590458569107e-05,0.0250000055472814,6.217584857036708e-05,973764,92429,1531,93308,1531,0.0949193028290222,0.0015722495389026,0.0958219856145842,0.0015722495389026
03-23-2021,132.83,177.72,-3.0,0.0,39.0,-33.0,-28.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000023830052,5.870675959076482e-05,0.0250000024096742,5.939147411486513e-05,0.0250000048737551,5.535961297806628e-05,0.0250000047368842,5.423801238561056e-05,973764,92609,1535,93506,1535,0.0951041525462021,0.0015763573103955,0.0960253203034821,0.0015763573103955
03-24-2021,125.89,160.58,-13.0,-12.0,-32.0,-40.0,-32.0,12.0,0.025,1e-05,0.025,1e-05,0.025000002133961,5.335504226233936e-05,0.0250000021572384,5.39578739875583e-05,0.0250000049838104,5.671922313358745e-05,0.0250000048334393,5.548027486034642e-05,973764,92819,1535,93722,1535,0.0953198105495787,0.0015763573103955,0.096247139964098,0.0015763573103955
03-25-2021,140.71,177.47,-3.0,1.0,11.0,-29.0,-30.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000016415769,4.2849896899534143e-05,0.0250000016555203,4.322384626130132e-05,0.0250000050615987,5.780716094984146e-05,0.0250000049266321,5.6688904197183466e-05,973764,93038,1536,94027,1536,0.0955447110388143,0.0015773842532687,0.0965603575404307,0.0015773842532687
03-26-2021,176.69,232.72,-3.0,-3.0,34.0,-28.0,-29.0,8.0,0.025,1e-05,0.025,1e-05,0.025000001661926,4.376393214335581e-05,0.0250000016715842,4.403002259121413e-05,0.0250000047202638,5.463239650683477e-05,0.025000004584218,5.350315351276397e-05,973764,93325,1536,94383,1536,0.095839443643429,0.0015773842532687,0.0969259492032977,0.0015773842532687
03-27-2021,170.19,237.71,2.0,3.0,34.0,-9.0,-7.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000016448538,4.396104966815747e-05,0.0250000016542697,4.422951001808899e-05,0.025000003848789,4.6127951912582186e-05,0.0250000037330424,4.5169954820072096e-05,973764,93701,1544,94749,1544,0.0962255741637604,0.0015855997962545,0.0973018102948969,0.0015855997962545
03-28-2021,121.01,143.7,-7.0,-7.0,-10.0,-27.0,-14.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000013042601,3.633103552554305e-05,0.0250000013092097,3.648392238619752e-05,0.0250000038005691,4.585328558827481e-05,0.0250000036855908,4.489800453232042e-05,973764,94062,1544,95080,1544,0.0965963005409935,0.0015855997962545,0.0976417283859333,0.0015855997962545
03-29-2021,138.03,185.26,0.0,2.0,15.0,-32.0,-31.0,8.0,0.025,1e-05,0.025,1e-05,0.025000001261248,3.552024282166362e-05,0.0250000012656377,3.566117296236794e-05,0.0250000034024187,4.206290189188624e-05,0.0250000032899233,4.1127407171568754e-05,973764,94402,1552,95268,1552,0.0969454611178889,0.0015938153392403,0.097834793646099,0.0015938153392403
03-30-2021,143.22,192.16,2.0,5.0,57.0,-25.0,-28.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000012263452,3.433939550305078e-05,0.0250000012299541,3.4453479523431546e-05,0.0250000035201506,4.3420958282177454e-05,0.0250000034122368,4.251941415460318e-05,973764,94573,1559,95524,1559,0.0971210683492098,0.0016010039393528,0.0980976910216438,0.0016010039393528
03-31-2021,146.38,181.55,-3.0,-1.0,-6.0,-31.0,-32.0,10.0,0.025,1e-05,0.025,1e-05,0.025000001310195,3.548675260481989e-05,0.0250000013146438,3.561371776895073e-05,0.0250000034935173,4.323921418867407e-05,0.0250000033860668,4.2340288520493485e-05,973764,94802,1559,95904,1559,0.0973562382671776,0.0016010039393528,0.0984879293134681,0.0016010039393528
04-01-2021,151.72,194.02,6.0,8.0,3.0,-24.0,-31.0,9.0,0.025,1e-05,0.025,1e-05,0.0250000014110629,3.747543326341752e-05,0.0250000014161039,3.761411531065714e-05,0.0250000036157204,4.460152756473576e-05,0.0250000035138345,4.374613246398983e-05,973764,95188,1559,96286,1559,0.0977526382162413,0.0016010039393528,0.0988802214910389,0.0016010039393528
04-02-2021,180.4,215.77,2.0,7.0,0.0,-25.0,-43.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000015348676,4.032087253719288e-05,0.0250000015404939,4.047481737842026e-05,0.0250000035672612,4.424049309277634e-05,0.0250000034588942,4.332844267556815e-05,973764,95590,1565,96772,1565,0.0981654692512764,0.0016071655965921,0.0993793157274247,0.0016071655965921
04-03-2021,166.73,203.45,3.0,16.0,0.0,-9.0,-10.0,2.0,0.0250000003112022,2.2575283713351654e-05,0.0250000003132112,2.2675264723955893e-05,0.0250000014285712,3.775880501508273e-05,0.0250000014334302,3.78917874600902e-05,0.0250000031131438,3.971164415532885e-05,0.0250000030159258,3.889541612819902e-05,973764,96077,1565,97066,1565,0.0986655904305355,0.0016071655965921,0.0996812369321519,0.0016071655965921
04-04-2021,110.13,130.73,-32.0,-12.0,60.0,-23.0,-23.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000013451934,3.6052321922838376e-05,0.0250000013493084,3.6168449504818346e-05,0.0250000030577827,3.9252069983854645e-05,0.025000002961968,3.84461196858616e-05,973764,96376,1566,97277,1566,0.0989726463496288,0.0016081925394654,0.0998979218784017,0.0016081925394654
04-05-2021,145.97,186.32,5.0,3.0,53.0,-23.0,-39.0,7.0,0.0250000002428791,2.0196293695168145e-05,0.0250000002441353,2.0265594827868496e-05,0.0250000013046978,3.5477194757155125e-05,0.0250000013076528,3.55645408586946e-05,0.0250000027890341,3.663292375091611e-05,0.025000002698712,3.5873069155234945e-05,973764,96577,1566,97510,1566,0.0991790618671464,0.0016081925394654,0.1001371995678624,0.0016081925394654
04-06-2021,145.53,191.9,2.0,3.0,78.0,-19.0,-35.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000012964511,3.583922692793807e-05,0.0250000012994454,3.593323604455407e-05,0.0250000024268236,3.3082888449358834e-05,0.0250000023467895,3.240974824541823e-05,973764,96806,1567,97747,1567,0.0994142317851142,0.0016092194823386,0.100380585028816,0.0016092194823386
04-07-2021,144.03,198.32,2.0,1.0,50.0,-26.0,-36.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000011339126,3.283896250163832e-05,0.0250000011355924,3.2905506810215625e-05,0.025000002143356,3.0330011697480782e-05,0.0250000020702441,2.971465077073892e-05,973764,97042,1567,98076,1567,0.0996565903031946,0.0016092194823386,0.100718449234106,0.0016092194823386
04-08-2021,148.38,205.92,1.0,2.0,53.0,-26.0,-35.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000012198531,3.547176691527752e-05,0.0250000012222268,3.5563289321081766e-05,0.0250000021346666,3.0385484753726487e-05,0.0250000020653949,2.9799771078487936e-05,973764,97404,1568,98452,1568,0.1000283436233009,0.0016102464252118,0.1011045797544374,0.0016102464252118
04-09-2021,164.53,223.89,-7.0,-5.0,3.0,-33.0,-35.0,9.0,0.025,1e-05,0.025,1e-05,0.0250000012280094,3.6325469848432576e-05,0.025000001230635,3.6433597150453815e-05,0.025000001922334,2.8361867457865293e-05,0.0250000018548857,2.7790128248504864e-05,973764,97784,1573,98874,1573,0.1004185819151252,0.0016153811395779,0.101537949646937,0.0016153811395779
04-10-2021,166.39,225.98,-1.0,0.0,3.0,-7.0,-7.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000013551894,3.934064830705028e-05,0.0250000013591525,3.948849795237176e-05,0.0250000015985576,2.515496766795674e-05,0.0250000015396436,2.465576859981389e-05,973764,98203,1577,99223,1577,0.1008488709790051,0.0016194889110708,0.1018963527096914,0.0016194889110708
04-11-2021,127.18,156.67,-2.0,-3.0,38.0,-12.0,-15.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000009555952,3.0341955417433143e-05,0.0250000009556133,3.0387098361906177e-05,0.0250000015866878,2.512042593076004e-05,0.0250000015463663,2.477788474736988e-05,973764,98570,1578,99570,1578,0.1012257590134775,0.001620515853944,0.1022527018866994,0.001620515853944
04-12-2021,132.65,168.16,-5.0,0.0,-2.0,-34.0,-31.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000010965781,3.339602145965998e-05,0.0250000010978266,3.347104043842539e-05,0.0250000015868062,2.5187896199007164e-05,0.0250000015464041,2.484379331807301e-05,973764,98925,1581,99785,1581,0.1015903237334713,0.0016235966825637,0.1024734946044421,0.0016235966825637
04-13-2021,138.04,181.47,-2.0,2.0,48.0,-33.0,-28.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000006924073,2.415519123811437e-05,0.0250000006902612,2.4134292901383503e-05,0.0250000013513698,2.283558673990817e-05,0.0250000013161227,2.253555924819482e-05,973764,99135,1587,100156,1587,0.1018059817368479,0.001629758339803,0.1028544904104074,0.001629758339803
04-14-2021,145.45,179.49,-3.0,-2.0,9.0,-32.0,-31.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000013307249,2.261923481714446e-05,0.0250000012957654,2.2321849088232184e-05,973764,99515,1591,100553,1591,0.1021962200286722,0.0016338661112959,0.1032621867310765,0.0016338661112959
04-15-2021,144.92,186.72,-2.0,1.0,23.0,-29.0,-29.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000006429706,2.174657857032177e-05,0.025000000639639,2.1690227501404197e-05,0.0250000012762438,2.203872689130328e-05,0.0250000012447786,2.1771608981002428e-05,973764,99915,1595,100955,1595,0.1026069971779609,0.0016379738827888,0.1036750177661117,0.0016379738827888
04-16-2021,183.24,231.72,-4.0,-2.0,14.0,-25.0,-29.0,8.0,0.02500000026823,2.0444946689548784e-05,0.0250000002696308,2.051354405061469e-05,0.0250000008892824,2.6583585591042324e-05,0.0250000008883079,2.65810967017341e-05,0.0250000012693101,2.1923246990683894e-05,0.0250000012381431,2.165927230866154e-05,973764,100322,1596,101400,1596,0.1030249629273622,0.001639000825662,0.1041320073446954,0.001639000825662
04-17-2021,176.11,234.65,1.0,2.0,14.0,-11.0,-8.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000006813229,2.163701341350796e-05,0.0250000006779985,2.157208754654723e-05,0.0250000012878218,2.210450498945462e-05,0.0250000012588095,2.1858857387602288e-05,973764,100777,1602,101779,1602,0.1034922219346782,0.0016451624829014,0.1045212186936465,0.0016451624829014
04-18-2021,141.58,174.94,3.0,1.0,75.0,-17.0,-11.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000009426451,2.696252071638781e-05,0.0250000009420865,2.696109147471224e-05,0.0250000013606068,2.2795661984122183e-05,0.0250000013335211,2.256669693547468e-05,973764,101158,1602,102180,1602,0.1038834871693757,0.0016451624829014,0.1049330227858084,0.0016451624829014
04-19-2021,137.51,170.61,-2.0,1.0,12.0,-31.0,-30.0,8.0,0.0250000002633295,2.058428575637885e-05,0.0250000002645824,2.064944747511296e-05,0.0250000010850656,3.0127938172152552e-05,0.0250000010856489,3.0155008158918103e-05,0.0250000012679173,2.183050226220677e-05,0.0250000012405909,2.1600014704129156e-05,973764,101547,1602,102344,1602,0.104282967947059,0.0016451624829014,0.1051014414170168,0.0016451624829014
04-20-2021,145.96,191.5,2.0,5.0,81.0,-28.0,-27.0,7.0,0.025,1e-05,0.025,1e-05,0.025000001256179,3.4310626308160406e-05,0.0250000012581549,3.437778320922775e-05,0.0250000012010764,2.1168858967767263e-05,0.0250000011738936,2.093958928190686e-05,973764,101707,1603,102636,1603,0.1044472788067745,0.0016461894257746,0.1054013087359976,0.0016461894257746
04-21-2021,137.83,177.13,-4.0,-1.0,10.0,-33.0,-31.0,9.0,0.025,1e-05,0.025,1e-05,0.0250000013331994,3.656441450057546e-05,0.0250000013357913,3.6652886605355614e-05,0.0250000011663698,2.085538993875376e-05,0.0250000011448555,2.067369547922927e-05,973764,101993,1603,102916,1603,0.1047409844685159,0.0016461894257746,0.1056888527404997,0.0016461894257746
04-22-2021,146.23,186.13,-3.0,2.0,5.0,-31.0,-28.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000014482093,3.985906002769232e-05,0.0250000014520425,3.998972896127119e-05,0.0250000011661114,2.091303723307257e-05,0.0250000011437049,2.07232324944302e-05,973764,102267,1604,103259,1604,0.1050223668157787,0.0016472163686478,0.1060410941460148,0.0016472163686478
04-23-2021,174.07,233.58,-3.0,0.0,19.0,-30.0,-27.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000014780943,4.124867568790237e-05,0.0250000014821742,4.13940942759664e-05,0.0250000010831064,2.013561502133672e-05,0.0250000010611936,1.994952672990439e-05,973764,102593,1609,103592,1609,0.1053571501924491,0.0016523510830139,0.1063830661227977,0.0016523510830139
04-24-2021,172.47,232.07,1.0,2.0,19.0,-16.0,-8.0,1.0,0.025,1e-05,0.025,1e-05,0.025000001266234,3.677628288950277e-05,0.0250000012683798,3.687625577804384e-05,0.025000001164826,2.1006213064724533e-05,0.0250000011419349,2.0811290938758692e-05,973764,102927,1615,103883,1615,0.1057001491121052,0.0016585127402532,0.1066819064989052,0.0016585127402532
04-25-2021,133.82,164.7,1.0,-1.0,36.0,-21.0,-12.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000011814238,3.4679667310769005e-05,0.0250000011825965,3.4749912965240444e-05,0.0250000012222256,2.1579536655618854e-05,0.0250000011965564,2.136096839995338e-05,973764,103222,1616,104130,1616,0.1060030972597056,0.0016595396831265,0.106935561388591,0.0016595396831265
04-26-2021,136.66,173.55,1.0,3.0,28.0,-33.0,-29.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000012894988,3.704762541684676e-05,0.0250000012915013,3.713863961917811e-05,0.025000001309374,2.248053596193514e-05,0.0250000012809202,2.223794019722944e-05,973764,103459,1617,104272,1617,0.1062464827206592,0.0016605666259997,0.1070813872765885,0.0016605666259997
04-27-2021,142.68,194.5,2.0,4.0,73.0,-28.0,-26.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000012313275,3.578829837652972e-05,0.0250000012325701,3.5854624404995684e-05,0.0250000010837978,2.0191503946298e-05,0.0250000010585376,1.9976450073921945e-05,973764,103603,1617,104501,1617,0.1063943624944031,0.0016605666259997,0.1073165571945563,0.0016605666259997
04-28-2021,151.58,205.77,3.0,4.0,64.0,-25.0,-31.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000009212667,2.903298054921365e-05,0.0250000009199936,2.9041934790563172e-05,0.0250000011539265,2.096233799952249e-05,0.0250000011286355,2.074630218004195e-05,973764,103844,1622,104694,1622,0.1066418557268496,0.0016657013403658,0.1075147571690882,0.0016657013403658
04-29-2021,149.2,194.76,0.0,5.0,27.0,-26.0,-29.0,8.0,0.025,1e-05,0.025,1e-05,0.025000000802775,2.618585426885047e-05,0.0250000008003681,2.61641805352274e-05,0.0250000009337665,1.8709751565012542e-05,0.0250000009145515,1.8545988812646695e-05,973764,104038,1624,105036,1624,0.1068410826442546,0.0016677552261122,0.10786597163173,0.0016677552261122
04-30-2021,179.06,240.33,-2.0,3.0,12.0,-28.0,-28.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000006793773,2.3264726618476443e-05,0.0250000006758174,2.3211618838548465e-05,0.0250000007548885,1.6877937445658732e-05,0.0250000007358575,1.6716075491528966e-05,973764,104405,1625,105257,1625,0.107217970678727,0.0016687821689855,0.1080929260067121,0.0016687821689855
05-01-2021,177.53,239.64,4.0,7.0,12.0,-6.0,-7.0,0.0,0.025,1e-05,0.025,1e-05,0.025000000758085,2.5025550482721064e-05,0.0250000007550438,2.4987748776245028e-05,0.0250000008328181,1.7707646915318137e-05,0.0250000008098516,1.7511718241205008e-05,973764,104621,1626,105542,1626,0.107439790339343,0.0016698091118587,0.1083856047255803,0.0016698091118587
05-02-2021,146.48,171.64,5.0,6.0,90.0,-15.0,-11.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000009020568,1.847053247377504e-05,0.0250000008783823,1.826780157110791e-05,973764,104909,1626,105700,1626,0.1077355498868309,0.0016698091118587,0.1085478616995493,0.0016698091118587
05-03-2021,139.12,175.48,2.0,7.0,9.0,-28.0,-30.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000005585148,2.1012841517496218e-05,0.0250000002904123,1.5733763172210682e-05,0.0250000007392384,1.686934006284877e-05,0.0250000007161419,1.667099811002316e-05,973764,105067,1626,105841,1626,0.1078978068607999,0.0016698091118587,0.1086926606446736,0.0016698091118587
05-04-2021,146.03,190.75,4.0,9.0,61.0,-30.0,-26.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000006421469,2.339843619250618e-05,0.0250000003340424,1.698133505342008e-05,0.0250000007903581,1.7495601059658474e-05,0.025000000770513,1.732410285731113e-05,973764,105204,1626,106030,1626,0.1080384980344313,0.0016698091118587,0.1088867528477125,0.0016698091118587
05-05-2021,144.89,187.38,3.0,5.0,18.0,-31.0,-30.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000006312764,2.374064676900143e-05,0.0250000003262031,1.7117844914226734e-05,0.0250000008010505,1.7716346893173703e-05,0.0250000007829079,1.7558544644450674e-05,973764,105401,1628,106198,1628,0.108240805780456,0.0016718629976051,0.1090592792504138,0.0016718629976051
05-06-2021,154.87,200.35,3.0,8.0,43.0,-22.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000003723019,1.8346100403024985e-05,0.0250000003641198,1.8184336456667635e-05,0.0250000008515873,1.8334156241032378e-05,0.0250000008323075,1.81655251541438e-05,973764,105572,1629,106401,1629,0.1084164130117769,0.0016728899404783,0.1092677486536778,0.0016728899404783
05-07-2021,184.4,235.71,-1.0,5.0,22.0,-26.0,-28.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000003693764,1.844763106770884e-05,0.0250000003606455,1.8273425165011988e-05,0.0250000008620787,1.8540216822827496e-05,0.0250000008425751,1.836870157088923e-05,973764,105775,1629,106570,1629,0.108624882415041,0.0016728899404783,0.1094413019992523,0.0016728899404783
05-08-2021,180.11,225.93,7.0,16.0,22.0,-11.0,-8.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000009027702,1.9068234948797072e-05,0.025000000880937,1.887512914885553e-05,973764,105948,1636,106775,1636,0.1088025435321084,0.0016800785405909,0.1096518252882628,0.0016800785405909
05-09-2021,131.44,146.33,8.0,10.0,21.0,-14.0,-12.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000009249421,1.933148801236416e-05,0.0250000009026337,1.913386934918009e-05,973764,106148,1636,106877,1636,0.1090079321067527,0.0016800785405909,0.1097565734613315,0.0016800785405909
05-10-2021,143.58,179.99,2.0,6.0,23.0,-28.0,-30.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000007947895,1.803485647701121e-05,0.0250000007733177,1.7843924372647618e-05,973764,106252,1641,106969,1641,0.1091147341655678,0.001685213254957,0.1098510522056679,0.001685213254957
