date,Ohio-apple-driving,Ohio-apple-walking,Ohio-google-retail_and_recreation,Ohio-google-grocery_and_pharmacy,Ohio-google-parks,Ohio-google-transit_stations,Ohio-google-workplaces,Ohio-google-residential,Ohio-jh_beta_7,Ohio-jh_gamma_7,Ohio-cdc_beta_7,Ohio-cdc_gamma_7,Ohio-jh_beta_14,Ohio-jh_gamma_14,Ohio-cdc_beta_14,Ohio-cdc_gamma_14,Ohio-jh_beta_30,Ohio-jh_gamma_30,Ohio-cdc_beta_30,Ohio-cdc_gamma_30,Ohio-census_pop,Ohio-jh_confirmed,Ohio-jh_death,Ohio-cdc_confirmed,Ohio-cdc_death,Ohio-jh_confirmed_ratio,Ohio-jh_death_ratio,Ohio-cdc_confirmed_ratio,Ohio-cdc_death_ratio
01-01-2021,78.19,88.65,-51.0,-41.0,-34.0,-58.0,-76.0,28.0,0.0250000007784396,3.896258068349609e-05,0.025,1e-05,0.0250001942505754,0.0002620962575312,0.0250000023021476,5.253886332156735e-05,0.0249994695215898,0.0003190784222246,0.024999915080351,0.0001381747625382,11689100,700380,13766,700380,8962,0.0599173589070159,0.0011776783499157,0.0599173589070159,0.0007666971794235
01-02-2021,110.21,126.32,-21.0,-12.0,9.0,-22.0,-19.0,8.0,0.0250000007738822,3.891955879558854e-05,0.0250000003269578,2.1699617049339576e-05,0.0250001736743124,0.0002510991263486,0.0250000023342546,5.316273147568654e-05,0.0249994265611564,0.0003141295932352,0.0249999148979236,0.000131853497394,11689100,714673,13919,714673,9017,0.0611401219939944,0.0011907674671274,0.0611401219939944,0.0007714024176369
01-03-2021,86.28,95.14,-23.0,-17.0,-3.0,-24.0,-14.0,6.0,0.0250000007590387,3.837796572930866e-05,0.0250000003704146,2.379516251019141e-05,0.0250001593543791,0.0002436162197305,0.0250000023806513,5.418817181039226e-05,0.0249993748509873,0.0003098740935225,0.0249999091655643,0.0001286217770652,11689100,721481,14053,721481,9076,0.0617225449350249,0.0012022311384109,0.0617225449350249,0.0007764498549931
01-04-2021,105.79,114.82,-14.0,-7.0,-11.0,-24.0,-29.0,11.0,0.0250000007384327,3.762094165144445e-05,0.0250000003968248,2.520104683537011e-05,0.0250001452587753,0.0002356264267752,0.0250000025832927,5.853992630156285e-05,0.0249993355094858,0.0003018266757019,0.024999910446483,0.0001214111513385,11689100,727423,14217,727423,9143,0.0622308817616411,0.0012162613032654,0.0622308817616411,0.0007821816906348
01-05-2021,112.16,120.55,-18.0,-7.0,-9.0,-22.0,-29.0,11.0,0.0250000007153889,3.663974338323462e-05,0.0250000003974286,2.5413807982829923e-05,0.0250001334788762,0.0002279775707511,0.0250000025778233,5.851918334579738e-05,0.0249992946525184,0.000294706746603,0.0249999027544125,0.0001193850542646,11689100,735003,14352,735003,9247,0.0628793491372304,0.0012278105243346,0.0628793491372304,0.0007910788683474
01-06-2021,106.94,121.14,-18.0,-9.0,-9.0,-24.0,-29.0,11.0,0.0250000007067288,3.63010571638597e-05,0.0250000003330975,2.261391756247185e-05,0.0250001202299493,0.0002187642666166,0.0250000024081948,5.485700422184473e-05,0.0249992698043645,0.0002891967777712,0.0249998882159071,0.0001221744355681,11689100,742817,14506,742817,9368,0.0635478351626729,0.001240985191332,0.0635478351626729,0.0008014303924168
01-07-2021,108.69,119.47,-20.0,-10.0,-10.0,-24.0,-29.0,12.0,0.0250000007143792,3.660018161929178e-05,0.0250000002999197,2.087793945368866e-05,0.0250001136751532,0.0002157955382845,0.0250000023430419,5.317563112736241e-05,0.0249992412965767,0.0002828891854068,0.0249998804432759,0.0001209880098794,11689100,753068,14625,753068,9462,0.0644248060158609,0.0012511656158301,0.0644248060158609,0.0008094720722724
01-08-2021,124.1,139.13,-23.0,-14.0,-4.0,-26.0,-27.0,12.0,0.0250000007101741,3.651543840458184e-05,0.0250000002930833,2.0296424105455504e-05,0.025000107515869,0.0002137768615368,0.0250000023384548,5.2770315646255225e-05,0.025000030009344,0.0002643152160494,0.025000012365385,0.0001144475207336,11689100,762603,14766,762603,9544,0.0652405232224893,0.0012632281356135,0.0652405232224893,0.0008164871546996
01-09-2021,124.71,146.06,-17.0,-8.0,26.0,-21.0,-8.0,6.0,0.0250000007039968,3.632644200840689e-05,0.0250000003779008,2.3745830814538647e-05,0.0250001055442841,0.0002120735315031,0.0250000026478865,5.9089800556057565e-05,0.0250000291084843,0.0002572620280414,0.0250000120633648,0.0001119262475451,11689100,770977,14898,770977,9599,0.0659569171279225,0.0012745207073256,0.0659569171279225,0.000821192392913
01-10-2021,93.26,102.14,-18.0,-8.0,28.0,-26.0,-11.0,5.0,0.0250000007001783,3.622242598016119e-05,0.0250000004071651,2.5091563713533746e-05,0.0250000933720343,0.0002033211959079,0.0250000029033049,6.445625062746736e-05,0.0250000280771619,0.0002490726334916,0.0250000126366076,0.0001172503026714,11689100,777065,15045,777065,9627,0.0664777442232507,0.0012870965258232,0.0664777442232507,0.0008235877869125
01-11-2021,104.6,115.39,-20.0,-11.0,-18.0,-26.0,-27.0,11.0,0.0250000007107703,3.666102619387738e-05,0.0250000004112757,2.5616579692462733e-05,0.0250000861950541,0.0001972337083083,0.0250000269479458,0.0001102000264366,0.0250000272473038,0.0002425525450461,0.0250000108750201,0.0001016331520908,11689100,784957,15187,784957,9702,0.0671529031319776,0.0012992445953922,0.0671529031319776,0.0008300040208399
01-12-2021,105.76,112.56,-21.0,-10.0,-9.0,-23.0,-28.0,11.0,0.0250000006933392,3.5891969950131687e-05,0.0250000004099841,2.578633548119295e-05,0.025000079565481,0.0001906055869634,0.0250000265621656,0.0001108981702931,0.0250000263456585,0.0002353472749027,0.0250000107672247,0.0001010761856739,11689100,792938,15335,792938,9802,0.0678356759716316,0.0013119059636755,0.0678356759716316,0.0008385589994097
01-13-2021,109.1,119.75,-18.0,-10.0,7.0,-22.0,-28.0,10.0,0.0250000007074777,3.641332867353204e-05,0.0250000003853893,2.472713685434238e-05,0.0250000736803983,0.0001858189393224,0.0250000028529155,6.384760686032161e-05,0.0250000256395725,0.0002297334401783,0.0250000109695629,0.0001033030039644,11689100,799639,15479,799639,9881,0.0684089450855925,0.001324225132816,0.0684089450855925,0.0008453174324798
01-14-2021,112.61,123.32,-19.0,-10.0,9.0,-23.0,-28.0,10.0,0.0250000007042939,3.621643755743703e-05,0.0250000003459422,2.2962410024717637e-05,0.0250000691431174,0.0001829164117311,0.0250000026670044,5.988017893870688e-05,0.0250000249934464,0.000224510699188,0.0250000109060773,0.0001029600842388,11689100,807293,15597,807293,9990,0.0690637431453234,0.0013343200075283,0.0690637431453234,0.0008546423591208
01-15-2021,127.41,145.33,-24.0,-16.0,-9.0,-25.0,-28.0,12.0,0.0250000007282776,3.729726257924567e-05,0.0250000003450172,2.266672970001297e-05,0.0250000634183474,0.0001787467407591,0.0250000026050019,5.8380121605761424e-05,0.0250000242958075,0.0002188544561889,0.0250000105595702,9.98946305289914e-05,11689100,814442,15739,814442,10057,0.0696753385632769,0.0013464680770974,0.0696753385632769,0.0008603741947626
01-16-2021,123.5,144.81,-22.0,-13.0,1.0,-24.0,-11.0,6.0,0.0250000007320834,3.749589627678432e-05,0.0250000003494647,2.274896972801915e-05,0.0250000628719003,0.0001779764336204,0.0250000029113306,6.481310343348776e-05,0.025000023598733,0.000212899172832,0.0250000101555799,9.618873026078268e-05,11689100,821507,15860,821507,10135,0.0702797477992317,0.0013568196011668,0.0702797477992317,0.000867047078047
01-17-2021,93.13,105.36,-26.0,-17.0,-12.0,-30.0,-14.0,5.0,0.0250000007378154,3.7837064194003165e-05,0.0250000003791504,2.3987332735614397e-05,0.0250000553419735,0.000172361668312,0.0250000183735669,9.806816509003956e-05,0.025000022659123,0.0002050381077117,0.0250000096809241,9.200371881794186e-05,11689100,826754,15979,826754,10200,0.070728627524788,0.0013670000256649,0.070728627524788,0.0008726078141174
01-18-2021,106.08,110.93,-21.0,-15.0,-22.0,-28.0,-41.0,14.0,0.0250000007216056,3.727339107118308e-05,0.0250000004293334,2.6220194850614145e-05,0.0250000523038113,0.0001706969372985,0.0250000181477566,9.94708544977519e-05,0.0250000218039437,0.0001978214537204,0.025000009522572,9.078029789605856e-05,11689100,831066,16104,831066,10281,0.0710975182007169,0.0013776937488771,0.0710975182007169,0.0008795373467589
01-19-2021,105.4,116.97,-22.0,-10.0,-4.0,-24.0,-28.0,10.0,0.0250000007104286,3.688034885395964e-05,0.0250000004344331,2.6513597038372505e-05,0.0250000478589463,0.0001653635762262,0.0250000177527984,0.000100001746557,0.0250000211392366,0.0001922979688991,0.0250000094476171,9.030563801264593e-05,11689100,836049,16207,836055,10336,0.0715238127828489,0.001386505376804,0.0715243260815631,0.0008842425849723
01-20-2021,103.42,115.59,-23.0,-15.0,-14.0,-25.0,-28.0,11.0,0.0250000006843771,3.5913646288766224e-05,0.0250000004056069,2.543279012499504e-05,0.0250000443378225,0.0001627615378013,0.0250000157540307,9.53563558806831e-05,0.0250000204716418,0.0001867379876725,0.025000009654722,9.25519278295308e-05,11689100,842433,16306,842433,10409,0.0720699626147436,0.0013949748055881,0.0720699626147436,0.0008904877193282
01-21-2021,110.21,123.52,-21.0,-11.0,7.0,-24.0,-27.0,10.0,0.0250000006536334,3.4779798378303064e-05,0.0250000003982479,2.518779214389937e-05,0.0250000396682698,0.0001573186770723,0.0250000029441772,6.574761359012429e-05,0.0250000198407203,0.000181424351397,0.0250000095347422,9.163121038939496e-05,11689100,849704,16406,849704,10518,0.0726919951065522,0.0014035297841578,0.0726919951065522,0.0008998126459693
01-22-2021,126.23,146.62,-24.0,-15.0,-5.0,-25.0,-26.0,11.0,0.0250000006454058,3.459053030392035e-05,0.0250000003743115,2.4017574573622e-05,0.0250000359341095,0.000155204796863,0.0250000029182662,6.507019798739437e-05,0.0250000191291247,0.0001754051140839,0.025000009092896,8.760571288353768e-05,11689100,853982,16527,853982,10599,0.0730579770897673,0.0014138813082273,0.0730579770897673,0.0009067421786108
01-23-2021,126.74,158.71,-20.0,-11.0,10.0,-22.0,-8.0,6.0,0.0250000006164063,3.338588352543625e-05,0.0250000003941706,2.47332126639523e-05,0.0250000318336361,0.0001506237093222,0.0250000029399685,6.54247629838113e-05,0.0250000186841928,0.0001718884798363,0.0250000087847826,8.484973808150657e-05,11689100,859841,16626,859841,10680,0.0735592132841707,0.0014223507370114,0.0735592132841707,0.0009136717112523
01-24-2021,89.69,98.91,-26.0,-16.0,-10.0,-30.0,-13.0,6.0,0.0250000006048909,3.29388773293925e-05,0.0250000004024876,2.5004288941458697e-05,0.0250000285502971,0.0001470008152586,0.0250000030716617,6.815467242420365e-05,0.025000018280414,0.0001688141950148,0.0250000085501798,8.2821748073162e-05,11689100,864322,16734,864322,10711,0.0739425618738825,0.0014315901138667,0.0739425618738825,0.0009163237546089
01-25-2021,99.93,111.77,-27.0,-17.0,-26.0,-28.0,-28.0,11.0,0.0250000005947578,3.2512110221577345e-05,0.0250000004045694,2.5290351901765266e-05,0.0250000256204639,0.0001419139402349,0.0250000114337863,9.079730637780842e-05,0.0250000180553044,0.0001669693101466,0.0250000089765085,8.696135869122085e-05,11689100,868656,16835,868656,10768,0.0743133346450967,0.0014402306422222,0.0743133346450967,0.0009212000923937
01-26-2021,104.87,120.37,-25.0,-15.0,-15.0,-27.0,-28.0,10.0,0.025000000575465,3.17069712325819e-05,0.0250000003846471,2.466007086835753e-05,0.0250000226226431,0.0001368714881574,0.0250000104412386,8.93948406022722e-05,0.0250000173436221,0.0001610160996605,0.0250000090922286,8.847039713017588e-05,11689100,872918,16922,872918,10856,0.0746779478317406,0.0014476734735779,0.0746779478317406,0.0009287284735351
01-27-2021,105.89,118.09,-22.0,-14.0,-13.0,-25.0,-27.0,10.0,0.0250000005731275,3.1703534713870334e-05,0.0250000004016385,2.5431259155987286e-05,0.0250000196231972,0.0001307672400321,0.0250000031661258,7.079311620722816e-05,0.0250000168227973,0.0001566310310294,0.025000009224529,8.996029062607635e-05,11689100,878284,17002,878284,10931,0.075137007981795,0.0014545174564337,0.075137007981795,0.0009351447074625
01-28-2021,107.62,118.71,-25.0,-15.0,-19.0,-26.0,-28.0,11.0,0.0250000005681008,3.165668123319684e-05,0.0250000004018578,2.5422614929172085e-05,0.0250000171363817,0.0001249226118394,0.0250000031553002,7.062917959099047e-05,0.0250000162877099,0.0001520585341773,0.0250000092156067,9.004879728538825e-05,11689100,883716,17085,883716,11006,0.0756017144177053,0.0014616180886466,0.0756017144177053,0.0009415609413898
01-29-2021,128.71,148.03,-23.0,-14.0,-1.0,-25.0,-25.0,11.0,0.0250000005580772,3.1391682124688986e-05,0.0250000003649673,2.377373703570841e-05,0.0250000151398613,0.000121540087051,0.0250000030188451,6.773734684515296e-05,0.0250000157667341,0.0001477562312727,0.0250000086694357,8.504742744273865e-05,11689100,888590,17170,888590,11070,0.0760186840731964,0.0014688898204309,0.0760186840731964,0.0009470361276745
01-30-2021,124.76,147.78,-18.0,-3.0,6.0,-23.0,-8.0,5.0,0.0250000005214611,2.9943339830322107e-05,0.0250000003545654,2.328973145816373e-05,0.0250000130057085,0.000115340945293,0.0250000030546528,6.85700347217101e-05,0.0250000153076704,0.0001440595307537,0.0250000082182807,8.097343056159762e-05,11689100,892781,17253,892781,11121,0.0763772232250558,0.0014759904526439,0.0763772232250558,0.000951399166745
01-31-2021,79.52,89.63,-37.0,-26.0,-16.0,-36.0,-18.0,8.0,0.0250000005078588,2.9435356713617505e-05,0.0250000003371905,2.262295678235528e-05,0.0250000113870289,0.0001112754268843,0.0250000030238941,6.808449973542194e-05,0.0250000147884422,0.0001398225917806,0.0250000078847423,7.808855326531906e-05,11689100,895792,17326,895792,11175,0.0766348136297918,0.0014822355869998,0.0766348136297918,0.0009560188551727
02-01-2021,96.75,107.86,-29.0,-19.0,-24.0,-31.0,-32.0,13.0,0.0250000004787372,2.8274957958187917e-05,0.0250000003701714,2.416725305959824e-05,0.0250000101209581,0.0001073414022777,0.0250000030325281,6.849659851192819e-05,0.0250000145315589,0.0001377199752282,0.0250000082506023,8.172439820386835e-05,11689100,899079,17396,899079,11230,0.0769160157753804,0.0014882240719986,0.0769160157753804,0.0009607240933861
02-02-2021,104.37,116.06,-23.0,-12.0,-10.0,-27.0,-30.0,11.0,0.0250000004527248,2.7256806486636182e-05,0.0250000003716043,2.4365488748173323e-05,0.0250000042242255,9.186757807666835e-05,0.0250000029576205,6.713771285521875e-05,0.0250000138832373,0.0001324015968643,0.0250000081114477,8.085600681110824e-05,11689100,902736,17472,902736,11336,0.0772288713416772,0.0014947258557117,0.0772288713416772,0.0009697923706701
02-03-2021,108.45,119.39,-17.0,-7.0,-12.0,-24.0,-26.0,10.0,0.0250000004415572,2.68425259873706e-05,0.0250000003570916,2.3586070442103997e-05,0.0250000041404417,9.042867964826476e-05,0.0250000030383853,6.881909601804008e-05,0.0250000135083873,0.0001294016700251,0.0250000080787201,8.075424336814375e-05,11689100,906727,17556,906727,11430,0.0775703005363971,0.0015019120377103,0.0775703005363971,0.0009778340505257
02-04-2021,110.52,119.34,-21.0,-8.0,-15.0,-24.0,-26.0,10.0,0.0250000004416001,2.6843261878490275e-05,0.0250000003667195,2.3740113060081265e-05,0.0250000040798739,8.939789772303692e-05,0.0250000030647241,6.916906832716396e-05,0.0250000129983713,0.0001250253383619,0.0250000080292893,8.04228627663926e-05,11689100,910847,17626,910847,11509,0.077922765653472,0.0015079005227091,0.077922765653472,0.0009845924835958
02-05-2021,126.63,145.51,-25.0,-15.0,-13.0,-26.0,-26.0,11.0,0.0250000004350113,2.658869387414564e-05,0.0250000003769522,2.398462876575788e-05,0.0250000040056168,8.80667045132145e-05,0.025000002935351,6.614013714223213e-05,0.0250000125982648,0.0001217500683061,0.0250000077742949,7.812140020444148e-05,11689100,914530,17689,914530,11571,0.0782378455141969,0.0015132901592081,0.0782378455141969,0.000989896570309
02-06-2021,127.0,153.29,-19.0,-7.0,0.0,-23.0,-7.0,5.0,0.0250000004207304,2.604971676733877e-05,0.0250000003924187,2.4625352377399265e-05,0.025000003808062,8.409266853375173e-05,0.0250000029134456,6.551959924840243e-05,0.0250000120914793,0.0001174352241991,0.0250000074306211,7.497279118589627e-05,11689100,918079,17758,918079,11652,0.0785414617036384,0.0015191930944212,0.0785414617036384,0.0009968261029506
02-07-2021,89.09,101.87,-26.0,-11.0,-15.0,-33.0,-11.0,5.0,0.0250000004071577,2.55291418844021e-05,0.0250000004244455,2.6004770733476814e-05,0.025000003707758,8.217751452104476e-05,0.0250000029028169,6.512668860292011e-05,0.025000011713867,0.0001144177114352,0.0250000072035598,7.298173339098501e-05,11689100,920217,17818,920217,11659,0.0787243671454603,0.0015243260815631,0.0787243671454603,0.0009974249514504
02-08-2021,101.33,106.6,-24.0,-13.0,-25.0,-27.0,-27.0,10.0,0.0250000004001338,2.532307285613086e-05,0.0250000004235993,2.63712090359764e-05,0.0250000035464972,7.896350976925724e-05,0.0250000030567697,6.873609171298108e-05,0.0250000112384863,0.000110404841876,0.0250000070157865,7.145016026136497e-05,11689100,922143,17884,922143,11695,0.0788891360327142,0.0015299723674192,0.0788891360327142,0.0010005047437356
02-09-2021,99.45,107.91,-29.0,-17.0,-18.0,-27.0,-33.0,13.0,0.0250000003960018,2.521478142372789e-05,0.02500000041223,2.62907659850074e-05,0.0250000034101253,7.625301747329935e-05,0.0250000030643234,6.933986481874756e-05,0.0250000108291142,0.0001069633739433,0.0250000069595856,7.120779876555821e-05,11689100,925350,17943,925350,11793,0.079163494195447,0.0015350198047753,0.079163494195447,0.001008888622734
02-10-2021,110.23,112.34,-25.0,-13.0,-22.0,-26.0,-27.0,11.0,0.0250000003820073,2.4685238442377657e-05,0.025000000361813,2.412661949783168e-05,0.0250000033266197,7.469638392505576e-05,0.0250000029630043,6.729489455660353e-05,0.0250000103827175,0.0001030744120206,0.0250000070751293,7.252704017880744e-05,11689100,928631,17989,928631,11856,0.0794441830423214,0.0015389550949174,0.0794441830423214,0.0010142782592329
02-11-2021,111.85,120.88,-23.0,-11.0,-21.0,-25.0,-29.0,12.0,0.0250000003514503,2.349678009131397e-05,0.0250000003261683,2.251512531669797e-05,0.0250000032569681,7.352243579695438e-05,0.0250000029222317,6.654307364174396e-05,0.025000009923315,9.910066269681718e-05,0.0250000069438596,7.147312795492198e-05,11689100,931437,18039,931437,12577,0.0796842357409894,0.0015432325842023,0.0796842357409894,0.001075959654721
02-12-2021,136.69,157.27,-20.0,-9.0,-8.0,-23.0,-27.0,11.0,0.0250000003335132,2.284453767800766e-05,0.025000000581719,2.9985460937050747e-05,0.0250000031586861,7.17498375975602e-05,0.0250000035038489,7.5101934920572e-05,0.0250000094316133,9.479377278348428e-05,0.0250000070165984,7.143526064809903e-05,11689100,934742,18090,934742,15136,0.0799669777827206,0.0015475956232729,0.0799669777827206,0.0012948815563217
02-13-2021,133.86,168.49,-15.0,2.0,-4.0,-23.0,-8.0,5.0,0.0250000003216946,2.243078669506112e-05,0.025000150904787,0.0002508232222987,0.025000003038126,6.948421867720484e-05,0.0250000064263663,0.0001197403388253,0.0250000089755647,9.078071565739204e-05,0.0250000083786254,8.04901399229179e-05,11689100,937541,18126,937541,16340,0.0802064316328887,0.001550675415558,0.0802064316328887,0.0013978834983018
02-14-2021,104.29,121.14,-10.0,7.0,0.0,-27.0,-9.0,4.0,0.0250000002955138,2.1445309302661204e-05,0.0250004476934709,0.0004382598082909,0.0250000029017551,6.694592835811544e-05,0.0250000100814056,0.0001787317613643,0.0250000086176649,8.774750367620602e-05,0.0250000099920939,9.116649630023748e-05,11689100,939350,18169,939350,16346,0.080361191195216,0.001554354056343,0.080361191195216,0.001398396797016
02-15-2021,76.53,83.74,-39.0,-21.0,-40.0,-39.0,-45.0,18.0,0.0250000002774149,2.077168881682912e-05,0.0250007899946386,0.000604198913033,0.0250000027974585,6.508797719760419e-05,0.0250000131152549,0.0002318113154892,0.0250000081528146,8.363816621661152e-05,0.0250000115915959,0.0001027673790653,11689100,941265,18224,941265,16394,0.0805250190348273,0.0015590592945564,0.0805250190348273,0.0014025031867295
02-16-2021,74.54,87.85,-47.0,-35.0,-33.0,-40.0,-53.0,22.0,0.025,1e-05,0.0250010723007214,0.0007309746802233,0.0250000027096092,6.347929488069002e-05,0.0250000156471436,0.0002801136180548,0.0250000077873274,8.046322488559674e-05,0.0250000129646367,0.00011305544588,11689100,943291,18274,943291,16453,0.080698342900651,0.0015633367838413,0.080698342900651,0.0014075506240856
02-17-2021,104.03,114.27,-22.0,-11.0,-23.0,-27.0,-28.0,11.0,0.025,1e-05,0.0250012338918332,0.0008122956468381,0.0250000025909304,6.113451661838222e-05,0.0250000386084389,0.0003067081635344,0.025000007451551,7.751680058793569e-05,0.0250000142736634,0.0001234184465542,11689100,945107,18321,945107,16513,0.0808537013114782,0.0015673576237691,0.0808537013114782,0.0014126836112275
02-18-2021,101.3,112.46,-29.0,-16.0,-26.0,-31.0,-30.0,13.0,0.025,1e-05,0.0250013309404686,0.0008697422997716,0.025000002429355,5.781364394918088e-05,0.0250000241770058,0.0003381689148959,0.0250000070969449,7.434740857101803e-05,0.0250000153893473,0.0001325353419867,11689100,947389,18360,947389,16611,0.0810489259224405,0.0015706940654113,0.0810489259224405,0.0014210674902259
02-19-2021,127.23,144.17,-23.0,-14.0,-14.0,-27.0,-25.0,11.0,0.025,1e-05,0.0250010035570218,0.0007688936623275,0.0250000023235964,5.571080990737805e-05,0.0250000013021722,0.0003670093011788,0.0250000068267131,7.200979746014093e-05,0.025000016492365,0.0001421434131264,11689100,949695,18405,949695,16693,0.0812462037282596,0.0015745438057677,0.0812462037282596,0.0014280825726531
02-20-2021,126.91,154.8,-18.0,-9.0,12.0,-22.0,-6.0,5.0,0.025,1e-05,0.0250001318912599,0.0002796895486147,0.025000002247357,5.420680413899301e-05,0.024999971701004,0.0003935317817811,0.025000006557749,6.968766319971989e-05,0.0250000173682022,0.0001501498186439,11689100,952306,18443,952306,16749,0.0814695742187165,0.0015777946976242,0.0814695742187165,0.0014328733606522
02-21-2021,94.42,101.59,-19.0,-12.0,11.0,-25.0,-10.0,4.0,0.025,1e-05,0.0250000003057657,2.116149869257089e-05,0.0250000021322911,5.1867537162834365e-05,0.0249999384133066,0.0004138322824027,0.0250000062722235,6.720240301816753e-05,0.0250000179458223,0.0001558010197252,11689100,953767,18477,953767,16816,0.081594562455621,0.001580703390338,0.081594562455621,0.0014386051962939
02-22-2021,105.35,109.56,-21.0,-14.0,-26.0,-25.0,-25.0,10.0,0.025,1e-05,0.025000000382,2.442823241949753e-05,0.0250000020473426,5.020300128246787e-05,0.0249999011197283,0.0004379573885226,0.0250000059194919,6.399669651528359e-05,0.0250000186161158,0.0001626124503726,11689100,955378,18515,955378,16874,0.0817323831603801,0.0015839542821945,0.0817323831603801,0.0014435670838644
02-23-2021,113.85,122.03,-15.0,-8.0,1.0,-20.0,-25.0,8.0,0.025,1e-05,0.0250000004031322,2.544048578737485e-05,0.0250000019273142,4.7762979242351846e-05,0.0249998660840301,0.0004552143975141,0.02500000564497,6.156905149501903e-05,0.025000019147538,0.0001685540106141,11689100,958153,18540,958153,16968,0.0819697838156915,0.0015860930268369,0.0819697838156915,0.00145160876372
02-24-2021,116.51,125.11,-12.0,-7.0,8.0,-19.0,-25.0,9.0,0.025,1e-05,0.0250000004227043,2.6229579327428957e-05,0.0250000018256964,4.579681736073803e-05,0.0249998366008769,0.0004622515561344,0.0250000053362181,5.878393231180813e-05,0.0250000198528605,0.0001764138478376,11689100,959995,18571,959995,17045,0.0821273665209468,0.0015887450701935,0.0821273665209468,0.0014581960972187
02-25-2021,120.82,131.86,-13.0,-6.0,5.0,-18.0,-25.0,9.0,0.025,1e-05,0.0250000004423771,2.701206859482384e-05,0.0250000017792276,4.503650710344242e-05,0.024999810175372,0.0004690149103736,0.0250000050541723,5.625041883437668e-05,0.02500002037356,0.0001827161946039,11689100,962404,18606,962404,17125,0.0823334559546928,0.001591739312693,0.0823334559546928,0.0014650400800745
02-26-2021,140.4,159.43,-16.0,-11.0,5.0,-18.0,-24.0,9.0,0.025,1e-05,0.0250000004188552,2.5904673519705192e-05,0.0250000017096009,4.374083619643894e-05,0.0249998499534309,0.0004085824669253,0.0250000048296379,5.426802779909251e-05,0.0250000206959696,0.0001872782904229,11689100,964380,18637,964380,17183,0.0825025023312316,0.0015943913560496,0.0825025023312316,0.001470001967645
02-27-2021,141.05,180.98,-10.0,-4.0,55.0,-13.0,-6.0,3.0,0.025,1e-05,0.0250000004066995,2.541071160508758e-05,0.0250000016292763,4.2205883198130455e-05,0.0249999822900511,0.0001678892371818,0.0250000046229345,5.246404926113655e-05,0.025000020970623,0.0001916432636411,11689100,966154,18664,966154,17237,0.0826542676510595,0.0015967012002634,0.0826542676510595,0.0014746216560727
02-28-2021,100.82,111.52,-13.0,-8.0,22.0,-19.0,-10.0,3.0,0.025,1e-05,0.0250000004182489,2.6048438537711345e-05,0.0250000016137575,4.2087894967444e-05,0.0250000028561579,6.439886367084075e-05,0.025000004399107,5.048286571703628e-05,0.0250000211754479,0.00019548672814,11689100,967422,18691,967422,17297,0.0827627447793243,0.0015990110444773,0.0827627447793243,0.0014797546432146
03-01-2021,112.33,119.77,-13.0,-7.0,-6.0,-18.0,-25.0,8.0,0.025,1e-05,0.0250000004130173,2.5976844882907868e-05,0.0250000015555933,4.103003050399294e-05,0.0250000031601661,7.115613890442715e-05,0.025000004167425,4.840714984297e-05,0.0250000213824034,0.0001994323987577,11689100,968874,18720,968874,17346,0.0828869630681575,0.0016014919882625,0.0828869630681575,0.0014839465827138
03-02-2021,117.29,126.31,-11.0,-4.0,12.0,-17.0,-24.0,8.0,0.025,1e-05,0.0250000004119696,2.6116291295212336e-05,0.0250000014342097,3.85595852243493e-05,0.0250000032376374,7.312316433294605e-05,0.0250000039462431,4.641447270584629e-05,0.0250000216036944,0.0002035721562255,11689100,970583,18749,970583,17189,0.083033167651915,0.0016039729320478,0.083033167651915,0.0014705152663592
03-03-2021,123.1,137.88,-6.0,-1.0,58.0,-15.0,-25.0,7.0,0.025,1e-05,0.0250000002737765,2.1422700444098264e-05,0.0250000013349501,3.653309163259424e-05,0.0250000030380553,7.050706732330224e-05,0.0250000037709422,4.485165446686047e-05,0.0250000217049624,0.0002067795955035,11689100,972605,18779,972605,17189,0.0832061493185959,0.0016065394256187,0.0832061493185959,0.0014705152663592
03-04-2021,123.88,131.11,-12.0,-5.0,2.0,-17.0,-25.0,9.0,0.025,1e-05,0.025,1e-05,0.0250000012495059,3.476766527923837e-05,0.0250000028007368,6.700698979427e-05,0.02500000360445,4.336462931717932e-05,0.0250000217338862,0.0002093230081017,11689100,974480,18806,974480,17189,0.0833665551667793,0.0016088492698325,0.0833665551667793,0.0014705152663592
03-05-2021,146.69,168.28,-14.0,-9.0,19.0,-15.0,-24.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000012007241,3.378880051375302e-05,0.0250000023487883,5.870019215957204e-05,0.0250000034090738,4.158326945130533e-05,0.025000021490839,0.000209181918385,11689100,976230,18831,976230,17656,0.0835162672917504,0.001610988014475,0.0835162672917504,0.0015104670162801
03-06-2021,147.55,183.44,-9.0,-3.0,53.0,-12.0,-8.0,3.0,0.025,1e-05,0.025,1e-05,0.025000001117098,3.2052199751223494e-05,0.0250000024283362,5.864787926520424e-05,0.0250000031772391,3.943329709028365e-05,0.0250000214383597,0.0002103003711672,11689100,977736,18852,977736,17656,0.0836451052690113,0.0016127845599746,0.0836451052690113,0.0015104670162801
