date,Ohio-apple-driving,Ohio-apple-walking,Ohio-google-retail_and_recreation,Ohio-google-grocery_and_pharmacy,Ohio-google-parks,Ohio-google-transit_stations,Ohio-google-workplaces,Ohio-google-residential,Ohio-jh_beta_7,Ohio-jh_gamma_7,Ohio-cdc_beta_7,Ohio-cdc_gamma_7,Ohio-jh_beta_14,Ohio-jh_gamma_14,Ohio-cdc_beta_14,Ohio-cdc_gamma_14,Ohio-jh_beta_30,Ohio-jh_gamma_30,Ohio-cdc_beta_30,Ohio-cdc_gamma_30,Ohio-census_pop,Ohio-jh_confirmed,Ohio-jh_death,Ohio-cdc_confirmed,Ohio-cdc_death,Ohio-jh_confirmed_ratio,Ohio-jh_death_ratio,Ohio-cdc_confirmed_ratio,Ohio-cdc_death_ratio
07-19-2021,164.04,177.59,3.0,6.0,127.0,7.0,-29.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1117769,20624,1117769,20437,0.0956248984096294,0.0017643787802311,0.0956248984096294,0.0017483809703056
07-20-2021,168.91,182.48,3.0,8.0,149.0,5.0,-28.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1118513,20633,1118513,20449,0.0956885474501886,0.0017651487283024,0.0956885474501886,0.001749407567734
07-21-2021,171.07,187.99,6.0,8.0,151.0,5.0,-28.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1119298,20640,1119298,20449,0.0957557040319614,0.0017657475768023,0.0957557040319614,0.001749407567734
07-22-2021,179.03,194.04,5.0,10.0,166.0,10.0,-28.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1120120,20643,1120120,20449,0.0958260259558049,0.0017660042261594,0.0958260259558049,0.001749407567734
07-23-2021,196.38,229.66,-3.0,4.0,190.0,14.0,-28.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1120922,20649,1120922,20467,0.0958946368839346,0.0017665175248736,0.0958946368839346,0.0017509474638766
07-24-2021,188.31,238.03,-4.0,7.0,244.0,25.0,-9.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1121609,20654,1121609,20467,0.0959534095867089,0.001766945273802,0.0959534095867089,0.0017509474638766
07-25-2021,146.01,156.68,2.0,7.0,212.0,21.0,-8.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1122104,20660,1122104,20467,0.0959957567306293,0.0017674585725162,0.0959957567306293,0.0017509474638766
07-26-2021,160.13,170.21,2.0,7.0,116.0,5.0,-28.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1122647,20667,1122647,20467,0.0960422102642633,0.0017680574210161,0.0960422102642633,0.0017509474638766
07-27-2021,163.52,174.77,2.0,8.0,140.0,4.0,-27.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1123964,20672,1123964,20490,0.0961548793320272,0.0017684851699446,0.0961548793320272,0.0017529151089476
07-28-2021,165.94,181.84,4.0,9.0,137.0,4.0,-28.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1125420,20676,1125420,20490,0.0962794398200032,0.0017688273690874,0.0962794398200032,0.0017529151089476
07-29-2021,169.38,176.84,1.0,8.0,98.0,2.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1126625,20682,1126625,20490,0.096382527311769,0.0017693406678016,0.096382527311769,0.0017529151089476
07-30-2021,195.46,222.36,-1.0,6.0,186.0,12.0,-28.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1127808,20689,1127808,20492,0.0964837327082495,0.0017699395163015,0.0964837327082495,0.001753086208519
07-31-2021,185.09,235.11,-2.0,9.0,256.0,24.0,-9.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1129277,20700,1129277,20492,0.0966094053434396,0.0017708805639441,0.0966094053434396,0.001753086208519
08-01-2021,140.67,148.73,2.0,8.0,197.0,19.0,-7.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1130134,20707,1130134,20492,0.0966827215097826,0.001771479412444,0.0966827215097826,0.001753086208519
08-02-2021,158.94,175.15,4.0,9.0,123.0,5.0,-28.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1131029,20717,1131029,20492,0.0967592885679821,0.001772334910301,0.0967592885679821,0.001753086208519
08-03-2021,163.63,179.2,6.0,12.0,154.0,5.0,-27.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1132798,20731,1132798,20530,0.0969106261388815,0.0017735326073008,0.0969106261388815,0.0017563371003755
08-04-2021,167.34,183.75,6.0,11.0,144.0,5.0,-27.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1134965,20739,1134965,20530,0.0970960125244886,0.0017742170055864,0.0970960125244886,0.0017563371003755
08-05-2021,169.21,188.11,5.0,12.0,156.0,6.0,-28.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1136934,20748,1136934,20530,0.0972644600525275,0.0017749869536576,0.0972644600525275,0.0017563371003755
08-06-2021,195.23,233.96,-2.0,4.0,184.0,11.0,-28.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1138600,20758,1138600,20556,0.0974069859955,0.0017758424515146,0.0974069859955,0.0017585613948037
08-07-2021,186.63,245.4,-3.0,6.0,235.0,22.0,-9.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1140917,20766,1140917,20556,0.0976052048489618,0.0017765268498002,0.0976052048489618,0.0017585613948037
08-08-2021,146.06,160.38,4.0,8.0,214.0,21.0,-7.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1142330,20784,1142330,20556,0.0977260866961528,0.0017780667459428,0.0977260866961528,0.0017585613948037
08-09-2021,158.22,171.16,1.0,6.0,87.0,4.0,-29.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1143599,20802,1143599,20556,0.0978346493742033,0.0017796066420853,0.0978346493742033,0.0017585613948037
08-10-2021,160.58,174.17,1.0,8.0,96.0,0.0,-28.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1145925,20817,1145925,20580,0.0980336381757363,0.0017808898888708,0.0980336381757363,0.0017606145896604
08-11-2021,161.89,174.36,1.0,6.0,77.0,0.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1149318,20831,1149318,20580,0.0983239085986089,0.0017820875858705,0.0983239085986089,0.0017606145896604
08-12-2021,172.89,187.75,3.0,9.0,95.0,5.0,-29.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1152590,20852,1152590,20580,0.0986038274974121,0.0017838841313702,0.0986038274974121,0.0017606145896604
08-13-2021,191.43,224.79,-3.0,3.0,131.0,9.0,-28.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1155322,20871,1155322,20614,0.0988375495119384,0.0017855095772985,0.0988375495119384,0.0017635232823741
08-14-2021,189.2,250.08,-2.0,8.0,260.0,23.0,-8.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1157782,20889,1157782,20614,0.099048001984755,0.001787049473441,0.099048001984755,0.0017635232823741
08-15-2021,146.12,171.7,5.0,8.0,221.0,22.0,-7.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1159759,20902,1159759,20614,0.0992171339110795,0.0017881616206551,0.0992171339110795,0.0017635232823741
08-16-2021,157.98,193.5,4.0,6.0,55.0,2.0,-29.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1161573,20930,1161573,20614,0.0993723212223353,0.0017905570146546,0.0993723212223353,0.0017635232823741
08-17-2021,165.47,211.38,4.0,8.0,85.0,1.0,-28.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1164808,20957,1164808,20648,0.0996490747790676,0.0017928668588685,0.0996490747790676,0.0017664319750879
08-18-2021,168.89,226.06,6.0,10.0,98.0,1.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1168111,20985,1168111,20648,0.0999316457212274,0.001795262252868,0.0999316457212274,0.0017664319750879
08-19-2021,175.45,250.85,3.0,9.0,116.0,5.0,-27.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1171557,21014,1171557,20648,0.100226450282742,0.0017977431966532,0.100226450282742,0.0017664319750879
08-20-2021,202.19,316.44,-3.0,2.0,156.0,9.0,-26.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1175340,21042,1175340,20689,0.1005500851220367,0.0018001385906528,0.1005500851220367,0.0017699395163015
08-21-2021,193.88,341.79,-2.0,7.0,245.0,18.0,-8.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1178792,21073,1178792,20689,0.1008454029822655,0.0018027906340094,0.1008454029822655,0.0017699395163015
08-22-2021,147.95,240.86,4.0,8.0,198.0,16.0,-7.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1180986,21105,1180986,20689,0.1010330992120864,0.0018055282271517,0.1010330992120864,0.0017699395163015
08-23-2021,161.8,310.36,1.0,7.0,86.0,2.0,-27.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1183761,21127,1183761,20689,0.1012704998673978,0.0018074103224371,0.1012704998673978,0.0017699395163015
08-24-2021,163.71,327.84,0.0,8.0,100.0,0.0,-26.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000005803992,2.1017735208682334e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1187878,21173,1187878,20729,0.1016227083351156,0.0018113456125792,0.1016227083351156,0.0017733615077294
08-25-2021,160.07,279.51,1.0,6.0,73.0,0.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000006738221,2.2847996331659475e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1192478,21209,1192478,20729,0.1020162373493254,0.0018144254048643,0.1020162373493254,0.0017733615077294
08-26-2021,167.21,275.91,0.0,6.0,92.0,2.0,-27.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000007811337,2.499939648693732e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1197873,21242,1197873,20729,0.102477778443165,0.0018172485477923,0.102477778443165,0.0017733615077294
08-27-2021,195.43,318.39,-4.0,-3.0,119.0,3.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025000000850134,2.6340723429610367e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1202728,21272,1202728,20799,0.1028931226527277,0.0018198150413633,0.1028931226527277,0.0017793499927282
08-28-2021,189.25,303.37,-3.0,2.0,216.0,7.0,-8.0,0.0,0.025,1e-05,0.025,1e-05,0.0250000009295413,2.798338207245021e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,11689100,1207932,21309,1207932,20799,0.103338323737499,0.0018229803834341,0.103338323737499,0.0017793499927282
08-29-2021,138.14,184.12,0.0,2.0,150.0,6.0,-8.0,0.0,0.025,1e-05,0.025,1e-05,0.0250000010215653,2.9912319452313036e-05,0.025,1e-05,0.0250000002183966,1.1638295791201614e-05,0.025,1e-05,11689100,1211895,21342,1211895,20799,0.1036773575382193,0.0018258035263621,0.1036773575382193,0.0017793499927282
08-30-2021,148.02,234.52,-2.0,0.0,63.0,-3.0,-26.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000011439348,3.2559096623563e-05,0.025,1e-05,0.0250000002898909,1.2292299817111002e-05,0.025,1e-05,11689100,1214986,21384,1214986,20799,0.1039417919258112,0.0018293966173614,0.1039417919258112,0.0017793499927282
08-31-2021,152.83,229.54,-2.0,1.0,79.0,-3.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000011878831,3.341237811305823e-05,0.025,1e-05,0.0250000003528214,1.2855605650837496e-05,0.025,1e-05,11689100,1220900,21423,1220900,20866,0.1044477333584279,0.0018327330590036,0.1044477333584279,0.00178508182837
