date,Alabama-apple-driving,Alabama-apple-walking,Alabama-google-retail_and_recreation,Alabama-google-grocery_and_pharmacy,Alabama-google-parks,Alabama-google-transit_stations,Alabama-google-workplaces,Alabama-google-residential,Alabama-jh_beta_7,Alabama-jh_gamma_7,Alabama-cdc_beta_7,Alabama-cdc_gamma_7,Alabama-jh_beta_14,Alabama-jh_gamma_14,Alabama-cdc_beta_14,Alabama-cdc_gamma_14,Alabama-jh_beta_30,Alabama-jh_gamma_30,Alabama-cdc_beta_30,Alabama-cdc_gamma_30,Alabama-census_pop,Alabama-jh_confirmed,Alabama-jh_death,Alabama-cdc_confirmed,Alabama-cdc_death,Alabama-jh_confirmed_ratio,Alabama-jh_death_ratio,Alabama-cdc_confirmed_ratio,Alabama-cdc_death_ratio
01-01-2021,92.83,95.09,-44.0,-30.0,-16.0,-46.0,-72.0,26.0,0.025,1e-05,0.0250000009644031,4.632897436829544e-05,0.0250000238491106,0.0001235640836477,0.0250000376834076,0.0001755984726623,0.0250000128786544,0.0001199855258816,0.0250000173252012,0.0001562990529042,4903185,365747,4872,390503,7269,0.0745937589546386,0.0009936398483842,0.079642722026601,0.0014825057590117
01-02-2021,125.2,127.62,-19.0,-8.0,-2.0,-8.0,-19.0,7.0,0.025,1e-05,0.0250000010170181,4.8466434178132025e-05,0.0250000209429389,0.0001201545576511,0.0250000353665421,0.0001769304167823,0.0250000121420536,0.0001133802407907,0.0250000174369034,0.0001575430978941,4903185,369458,4872,393953,7347,0.0753506139376752,0.0009936398483842,0.0803463463034741,0.001498413786141
01-03-2021,100.06,96.35,-16.0,-8.0,-7.0,-1.0,-17.0,6.0,0.025000000335744,2.2229774856275416e-05,0.0250000010398264,4.932973817426365e-05,0.0250000147512561,0.0001013900016192,0.0250000341608958,0.0001789692677296,0.0250000115065907,0.0001078486191034,0.0250000175607101,0.0001589042912022,4903185,371934,4873,397263,7422,0.0758555918244977,0.00099384379745,0.0810214177111408,0.001513709966073
01-04-2021,118.04,128.52,-5.0,2.0,-9.0,-9.0,-26.0,8.0,0.0250000003660735,2.40102963508748e-05,0.0250000010506791,4.972688969812891e-05,0.0250000149756943,0.000108087960634,0.0250000327002294,0.0001803651718626,0.0250000109650189,0.0001033577371884,0.0250000177428709,0.0001607958441824,4903185,374095,4878,403972,7516,0.0762963257556058,0.0009948635427788,0.0823897119933267,0.0015328811782545
01-05-2021,122.77,133.55,-10.0,-1.0,-14.0,-12.0,-25.0,8.0,0.0250000003437873,2.3637307144478543e-05,0.0250000011044799,5.176689862840073e-05,0.0250000147988932,0.000113645081775,0.0250000282966208,0.0001800408296868,0.025000010546249,0.000100080805691,0.0250000180856199,0.0001640030574991,4903185,379593,4886,409423,7586,0.077417637719156,0.0009964951353049,0.0835014383507862,0.0015471576128577
01-06-2021,115.94,138.98,-10.0,-3.0,-13.0,-12.0,-25.0,9.0,0.0250000003050248,2.2456437421068764e-05,0.0250000011184937,5.2325766939374e-05,0.0250000105973816,0.000100121338882,0.0250000245773104,0.0001801188438765,0.0250000106292025,0.0001015619740833,0.0250000181391262,0.0001644972316152,4903185,384184,4994,414088,7666,0.0783539678800616,0.001018521634407,0.0844528607425581,0.0015634735381185
01-07-2021,114.82,133.23,-20.0,-7.0,-35.0,-20.0,-25.0,11.0,0.0250000003243005,2.2417619677575037e-05,0.0250000011638064,5.425504201461684e-05,0.0250000025673874,5.954092937370401e-05,0.0250000208775687,0.0001770840887688,0.0250000109472104,0.0001049108693518,0.0250000181046394,0.000164528447585,4903185,389230,5080,418452,7745,0.0793830948658882,0.0010360612540624,0.0853428944655361,0.0015795855143136
01-08-2021,133.32,152.13,-18.0,-10.0,-29.0,-19.0,-24.0,11.0,0.0250000003481722,2.2118672532122627e-05,0.0250000011977471,5.573104007301617e-05,0.0250000021353282,4.8880428651245805e-05,0.0250000192019485,0.0001799891957849,0.025000010593795,0.0001017660367179,0.0250000180822613,0.000164560791691,4903185,394287,5191,422372,7817,0.0804144652914381,0.0010586996003618,0.0861423748033166,0.0015942698470483
01-09-2021,127.71,143.58,-16.0,-6.0,-27.0,-14.0,-9.0,6.0,0.0250000004504694,2.484360705946413e-05,0.0250000011881852,5.543073583622212e-05,0.0250000027304265,5.944098277818955e-05,0.0250000186890718,0.0001847854321376,0.0250000104873579,0.000100610914222,0.0250000180082128,0.0001641357663733,4903185,399150,5299,424741,7900,0.0814062695982305,0.0010807260994639,0.0866255301401028,0.0016111976195065
01-10-2021,96.8,103.93,-15.0,-5.0,-22.0,-15.0,-16.0,6.0,0.0250000007098253,3.449300424784473e-05,0.0250000011985441,5.588059733101041e-05,0.0250000034265448,7.178988923581161e-05,0.0250000086935125,0.0001766261245202,0.0250000103397182,9.892226275875993e-05,0.025000017986054,0.0001642280551234,4903185,401900,5334,426809,7985,0.0819671295290714,0.0010878643167655,0.0870472968080951,0.0016285332900961
01-11-2021,107.59,135.64,-17.0,-5.0,-35.0,-22.0,-26.0,11.0,0.0250000009182124,4.32898638562698e-05,0.0250000012237479,5.6872900852811625e-05,0.0250000040702417,8.383937143141371e-05,0.0250000088096032,0.0001789637535523,0.0250000101752467,9.712254877752552e-05,0.0250000180008629,0.0001646252434634,4903185,404000,5347,431117,8074,0.082395422567168,0.0010905156546204,0.0879259093833906,0.0016466847569487
01-12-2021,115.88,139.1,-15.0,-7.0,-25.0,-15.0,-24.0,9.0,0.0250000010545933,5.011706701355788e-05,0.0250000012119241,5.616261806592092e-05,0.0250000044638251,9.15375376419896e-05,0.0250000090912731,0.0001847852876555,0.0250000104187101,9.945719846419894e-05,0.0250000179843424,0.0001645392402208,4903185,407848,5573,434637,8152,0.0831802185722137,0.0011366081434822,0.0886438100948669,0.0016625927840781
01-13-2021,117.73,149.98,-13.0,-6.0,-18.0,-14.0,-24.0,8.0,0.025000098717677,0.000226740321445,0.0250000012617791,5.824117836509713e-05,0.0250000052089111,0.00010456085476,0.0250000092346853,0.000187736504623,0.0250000111502456,0.0001057251524042,0.0250000182704617,0.000167415962134,4903185,410995,5760,437965,8237,0.0838220462821615,0.0011747466187794,0.0893225525857172,0.0016799284546677
01-14-2021,124.18,153.65,-17.0,-7.0,-17.0,-15.0,-24.0,8.0,0.0250001069888269,0.0002327377217358,0.0250000012837771,5.912411421383288e-05,0.025000006085666,0.0001194195179874,0.0249999973106379,0.0001817485356434,0.0250000120580019,0.0001132544341317,0.0250000180450489,0.0001657826444276,4903185,414583,5945,441225,8333,0.0845538155301095,0.001212477195945,0.0899874265400958,0.0016995075649807
01-15-2021,147.69,170.04,-18.0,-12.0,-16.0,-17.0,-24.0,9.0,0.0250001330472102,0.0002578680236795,0.025000001321991,6.058244085662227e-05,0.0250000069883088,0.0001343436900313,0.0249999934459477,0.000182637420064,0.0250000127570577,0.0001185927298547,0.0250000180004774,0.0001657221430842,4903185,417528,6030,444300,8408,0.0851544455287736,0.0012298128665347,0.0906145699173088,0.0017148037449127
01-16-2021,134.79,156.99,-19.0,-10.0,-15.0,-18.0,-11.0,5.0,0.0250001402741316,0.0002656998706921,0.0250000625116909,0.0001879611136685,0.0250000079334055,0.0001515485610617,0.0249999917032214,0.0001817044833916,0.0250000127840671,0.0001176469907985,0.025000017806364,0.0001642008377683,4903185,420681,6119,446183,8477,0.0857974969331159,0.0012479643333873,0.0909986060081355,0.0017288762304502
01-17-2021,102.27,110.77,-19.0,-10.0,-7.0,-17.0,-19.0,5.0,0.0250001424936365,0.0002710399299925,0.0250000603819559,0.0001857165044822,0.0250000093286239,0.0001797200487687,0.0249999887744004,0.0001807855928211,0.0250000130064987,0.0001187915085543,0.0250000178550491,0.0001650793834215,4903185,422598,6120,447984,8547,0.0861884672921784,0.0012481682824531,0.0913659182755698,0.0017431526650534
01-18-2021,122.24,133.26,-14.0,-9.0,-4.0,-17.0,-43.0,12.0,0.0250001618112611,0.0002976210787046,0.0250000570274127,0.000181389009008,0.0250000104514147,0.0002044456438815,0.0249999857534067,0.0001802845848879,0.0250000132526209,0.0001207097259785,0.0250000178326232,0.0001652581887038,4903185,424028,6121,451466,8634,0.0864801144562157,0.0012483722315189,0.0920760689225472,0.0017608962337745
01-19-2021,116.06,137.42,-19.0,-9.0,-18.0,-16.0,-23.0,8.0,0.0250001777315361,0.0003215522881475,0.0250000013129866,6.0877602536859816e-05,0.0250000113100931,0.0002252655228726,0.0249999819182904,0.0001742804157377,0.0250000128588263,0.0001167039919481,0.0250000178897704,0.0001660416317954,4903185,426543,6126,454826,8714,0.0869930463566029,0.0012493919768477,0.0927613377835019,0.0017772121590354
01-20-2021,113.54,140.75,-16.0,-10.0,-10.0,-15.0,-24.0,8.0,0.0250000910542597,0.0002348308431617,0.025000051772427,0.0001742249682724,0.0249999948828348,0.0002343898088736,0.0249999772197746,0.0001742648160195,0.0250000135431985,0.0001233322063364,0.0250000179166154,0.0001665391286399,4903185,429655,6283,457841,8798,0.087627735849249,0.001281411980172,0.0933762442167693,0.0017943438805592
01-21-2021,116.86,136.0,-21.0,-10.0,-29.0,-19.0,-23.0,10.0,0.0250000011575338,5.675584850459963e-05,0.0250000013200744,6.106908103292982e-05,0.0249999884796834,0.0002260651138583,0.0249999740328302,0.0001725040891047,0.0250000143311478,0.0001307009843902,0.0250000177139896,0.0001651870652024,4903185,432536,6379,460736,8886,0.0882153131077044,0.001300991090485,0.0939666767621454,0.0018122913983461
01-22-2021,136.12,156.53,-20.0,-14.0,-22.0,-19.0,-22.0,10.0,0.0250000008495689,4.227241948863928e-05,0.0250000012894313,5.950810398414648e-05,0.024999981194653,0.0002229429538336,0.024999971005982,0.0001713347683239,0.0250000142830249,0.0001302308948672,0.0250000175871898,0.0001644310083885,4903185,436087,6486,463338,8972,0.0889395362402193,0.0013228136405214,0.0944973522312537,0.0018298310180015
01-23-2021,135.35,158.66,-18.0,-9.0,4.0,-16.0,-8.0,4.0,0.025000000875466,4.185128982436236e-05,0.0250000013284265,6.10131381831679e-05,0.0249999768394639,0.0002146749086307,0.0249999674632043,0.0001719940288833,0.0250000134836025,0.0001223786619383,0.0250000173483031,0.0001625121208307,4903185,439442,6657,464961,9046,0.0896237853558452,0.0013576889307664,0.0948283615649827,0.0018449232488678
01-24-2021,96.56,101.15,-21.0,-11.0,-9.0,-20.0,-16.0,5.0,0.025000000985044,4.43856100805272e-05,0.0250000489962531,0.0001707471185382,0.0249999734378111,0.0002098984066604,0.0249999662106025,0.0001706715485037,0.0250000133375864,0.0001206231930141,0.0250000174106527,0.0001633720272536,4903185,441170,6660,466610,9117,0.089976209341479,0.0013583007779637,0.0951646735744215,0.0018594036325368
01-25-2021,112.69,139.24,-20.0,-11.0,-16.0,-18.0,-23.0,8.0,0.025000001242817,5.5775425864211456e-05,0.02500005014467,0.000173913039351,0.0249999648597739,0.0002197118574327,0.02499996551488,0.0001687395339224,0.0250000140448877,0.0001275737455507,0.025000017602472,0.0001653712610993,4903185,443009,6662,469994,9181,0.0903512716734122,0.0013587086760952,0.0958548372129544,0.0018724563727454
01-26-2021,119.66,143.65,-18.0,-10.0,-12.0,-16.0,-22.0,8.0,0.0250000651466831,0.0001934460195951,0.0250000459063374,0.0001675732054306,0.024999954047882,0.0002318214418326,0.0249999642699377,0.0001646487867971,0.0250000147656302,0.0001347454643357,0.0250000174798533,0.000164616317431,4903185,445909,6896,472905,9257,0.0909427239641172,0.0014064327574831,0.0964485329433827,0.0018879565017432
01-27-2021,116.54,139.54,-15.0,-9.0,-15.0,-15.0,-23.0,8.0,0.0250000967590217,0.0002372888254361,0.0250000434562094,0.0001640428681222,0.0249999670740293,0.000200115391829,0.0249999622919081,0.0001631268839176,0.0250000155868484,0.0001425651044378,0.025000017334643,0.0001636041624842,4903185,449086,7172,475474,9318,0.0915906701460377,0.0014627226996329,0.0969724780933209,0.0019003973947546
01-28-2021,122.58,142.5,-18.0,-9.0,-21.0,-16.0,-22.0,8.0,0.0250000982546628,0.0002328221118834,0.0250000013028576,6.112580649845248e-05,0.0249999753322785,0.0001834301969776,0.0249999616473348,0.0001597469061601,0.025000016438807,0.000150176811668,0.0250000170298653,0.0001614731766868,4903185,452734,7340,477807,9401,0.0923346763379313,0.0014969861426807,0.0974482912637398,0.0019173251672127
01-29-2021,143.82,166.03,-16.0,-9.0,-12.0,-17.0,-22.0,8.0,0.0250001235158251,0.0002590533198804,0.0250000012603718,5.922708594996445e-05,0.0249999817919474,0.0001692229479476,0.0249999626676453,0.0001543673198684,0.025000017212379,0.0001571606817444,0.0250000166985733,0.000158916185407,4903185,455582,7566,479770,9479,0.0929155232772167,0.0015430786315425,0.0978486432798273,0.001933233194342
01-30-2021,140.23,163.53,-15.0,-5.0,1.0,-14.0,-8.0,4.0,0.0250001548609755,0.0002892647380843,0.0250000012298315,5.772386408410232e-05,0.0249999777426757,0.0001807820196897,0.0249999610623878,0.0001534478989588,0.0250000179023794,0.0001632551772786,0.0250000164925626,0.0001575548352619,4903185,455582,7566,481027,9546,0.0929155232772167,0.0015430786315425,0.098105007255488,0.0019468977817479
01-31-2021,100.57,104.54,-18.0,-7.0,-11.0,-18.0,-16.0,5.0,0.0250001377157867,0.0002750960353498,0.0250000012283478,5.762870798326176e-05,0.0249999724044364,0.0001877793891196,0.0249999593014468,0.0001538902364496,0.0250000183159162,0.0001671282775061,0.0250000163172643,0.0001563770571461,4903185,459639,7688,482259,9585,0.0937429446370063,0.0015679604175653,0.0983562725045047,0.0019548517953126
02-01-2021,113.35,128.94,-17.0,-7.0,-28.0,-17.0,-23.0,8.0,0.0250001882406331,0.0003319476153754,0.025000001197457,5.677035724290715e-05,0.0249999549129502,0.0002144783758811,0.0249999581733542,0.0001531094874392,0.0250000188018451,0.0001718335250076,0.0250000161078386,0.0001547413997814,4903185,460860,7688,484729,9639,0.0939919664462997,0.0015679604175653,0.0988600266969327,0.0019658650448636
02-02-2021,117.16,132.43,-16.0,-6.0,-21.0,-16.0,-22.0,8.0,0.0250002229442688,0.0003729799626929,0.0250000011818984,5.660729892286661e-05,0.0249999343321442,0.0002378076881896,0.024999959183319,0.0001478337300356,0.0250000196535965,0.0001805296177607,0.0250000158653174,0.0001529203715947,4903185,462938,7894,486723,9692,0.0944157726049496,0.0016099739251119,0.0992667011340587,0.0019766743453489
02-03-2021,119.64,136.6,-9.0,-2.0,-11.0,-13.0,-22.0,6.0,0.0250001666017207,0.0003226779499302,0.0250000011166712,5.419768714993035e-05,0.0249999083895439,0.0002622844378476,0.0249999597221891,0.0001435664688835,0.0250000206587172,0.0001903418561951,0.025000015643108,0.0001513106024689,4903185,465056,8203,488465,9748,0.09484773672623,0.0016729941864318,0.0996219804066132,0.0019880954930315
02-04-2021,124.66,135.84,-16.0,-5.0,-19.0,-17.0,-22.0,7.0,0.0250001264364373,0.0002732748239599,0.0250000010993595,5.371029084228276e-05,0.0249999071726584,0.0002594827346064,0.0249999613720759,0.0001383170808575,0.0250000218304525,0.0002012426415352,0.0250000150864208,0.0001466732244462,4903185,467823,8365,490113,9798,0.0954120637911887,0.001706033935085,0.0999580884669862,0.0019982929463195
02-05-2021,144.72,157.61,-16.0,-8.0,-19.0,-18.0,-22.0,8.0,0.0250001271787943,0.0002701187567165,0.0250000010006293,4.9543140276745206e-05,0.0249998924173439,0.0002702739112922,0.0249999640219109,0.0001319192890782,0.0250000227576073,0.0002102469880279,0.0250000147978496,0.000144599053092,4903185,469319,8449,491696,9849,0.0957171715935662,0.0017231656566089,0.1002809398380848,0.0020086943486733
02-06-2021,133.75,151.29,-19.0,-7.0,-28.0,-19.0,-11.0,6.0,0.0250001006182565,0.0002371014370661,0.0250000009151212,4.584348926749157e-05,0.0249998780970574,0.0002764823217396,0.0249999667675361,0.0001257054269453,0.0250000227148674,0.0002097682472515,0.0250000144474161,0.0001418268224384,4903185,471311,8513,492677,9891,0.0961234381325607,0.0017362183968175,0.1004810138715957,0.0020172602094352
02-07-2021,98.47,104.83,-21.0,-4.0,-21.0,-21.0,-15.0,5.0,0.0250001425901198,0.0002913675951794,0.02500000085346,4.329318836748859e-05,0.0249998798437746,0.0002672998391264,0.0249999684962961,0.0001215979805577,0.0250000227844,0.0002107543740623,0.0250000141046948,0.0001391182851794,4903185,472423,8515,493599,9926,0.0963502294936862,0.001736626294949,0.1006690549102267,0.0020243984267369
02-08-2021,116.06,130.76,-16.0,-6.0,-9.0,-17.0,-22.0,7.0,0.0250001241586533,0.0002794512477363,0.0250000008695391,4.434613290823038e-05,0.0249998446725069,0.0002899117150425,0.0249999702077535,0.0001174282598871,0.0250000224990015,0.0002086283310547,0.0250000138214419,0.0001369946893159,4903185,473348,8523,495306,9962,0.0965388823795145,0.0017382578874751,0.1010171959654795,0.0020317405931042
02-09-2021,120.44,135.54,-15.0,-6.0,-10.0,-16.0,-21.0,7.0,0.0250001400513929,0.0003074357721958,0.0250000008250955,4.276841063300589e-05,0.0249998083718758,0.0003089958040167,0.0249999710131915,0.0001136623627657,0.0250000221576543,0.0002062403176642,0.0250000134871492,0.0001342433711911,4903185,474666,8579,496778,10009,0.0968076872481866,0.0017496790351577,0.1013174089902787,0.002041326199195
02-10-2021,123.65,142.88,-10.0,-2.0,2.0,-13.0,-21.0,6.0,0.0250000868499931,0.0002457604217654,0.0250000007894307,4.134171755333883e-05,0.0249998398701031,0.0002779381791686,0.0249999736794512,0.0001075588694102,0.0250000225729089,0.0002112454760541,0.025000013140841,0.0001313233255513,4903185,476067,8888,498140,10058,0.0970934198893168,0.0018126992964776,0.1015951876178443,0.0020513197034172
02-11-2021,124.41,133.56,-19.0,-7.0,-35.0,-18.0,-22.0,9.0,0.0250000434776947,0.0001653323831439,0.0250000007510608,3.95890197564422e-05,0.0249998769701625,0.0002441263311306,0.0249999747220472,0.0001043512869778,0.0250000234158978,0.0002198294871677,0.0250000126773663,0.0001273512827989,4903185,477570,9021,499314,10094,0.0973999553351546,0.0018398245222238,0.1018346238210469,0.0020586618697846
02-12-2021,153.95,169.04,-15.0,-5.0,-28.0,-15.0,-23.0,9.0,0.0250000013598639,5.978373313019799e-05,0.0250000007236278,3.8406660735290135e-05,0.0249998853051197,0.0002325017855918,0.0249999786056249,9.664384551868838e-05,0.0250000222339785,0.0002083775094971,0.0250000123246047,0.0001244310956698,4903185,478667,9180,500415,10127,0.0976236874602936,0.0018722524236797,0.102059171742449,0.0020653921889547
02-13-2021,144.05,170.89,-14.0,4.0,-30.0,-15.0,-12.0,6.0,0.0250000502062272,0.0001675217180628,0.0250000006819926,3.670380726750561e-05,0.0249999067909367,0.0002109976697091,0.0249999819756871,8.960435894616316e-05,0.0250000214993986,0.0002012030911653,0.0250000119086183,0.000120850868032,4903185,479856,9242,501169,10153,0.0978661828994826,0.0018848972657568,0.1022129493380323,0.0020706948646644
02-14-2021,107.88,119.31,-11.0,8.0,-28.0,-17.0,-16.0,5.0,0.0250000627957056,0.0001905917365031,0.0250000006545173,3.579954845380231e-05,0.0249998795829836,0.0002343193518552,0.0249999843468402,8.428869576897206e-05,0.0250000207120713,0.0001937640166219,0.0250000113897725,0.000116226806782,4903185,480931,9242,501812,10185,0.098085428145175,0.0018848972657568,0.1023440885873162,0.0020772212347688
02-15-2021,82.42,95.18,-36.0,-16.0,-48.0,-36.0,-47.0,19.0,0.0250000822527048,0.000227633836628,0.0250000006469339,3.574809946948223e-05,0.024999879324788,0.0002280804210944,0.0249999840948024,8.396539589316116e-05,0.0250000207385308,0.0001947752482814,0.0250000110401585,0.0001132897498546,4903185,481605,9244,502812,10214,0.0982228898154974,0.0018853051638883,0.1025480376530765,0.0020831357576758
02-16-2021,74.54,88.58,-47.0,-32.0,-49.0,-45.0,-57.0,25.0,0.0250000931941456,0.0002520627618054,0.0250000006303785,3.527438815100566e-05,0.0249998531701951,0.0002443244061511,0.0250000058699003,0.0001290653077148,0.0250000206200155,0.0001946660627072,0.0250000107634836,0.0001110083648378,4903185,482488,9257,503512,10244,0.0984029768405638,0.0018879565017432,0.1026908019991087,0.0020892542296486
02-17-2021,111.82,123.7,-17.0,-4.0,-28.0,-23.0,-27.0,11.0,0.0250000854575965,0.0002485900336544,0.0250000005727896,3.2880849305712886e-05,0.0249998834247838,0.0002170921238792,0.025000005603868,0.000123815203447,0.0250000212503104,0.0002021637187182,0.0250000104705493,0.0001085388019744,4903185,483167,9346,504626,10276,0.098541458256215,0.0019061079685959,0.1029180012583657,0.002095780599753
02-18-2021,113.2,122.56,-23.0,-9.0,-36.0,-25.0,-28.0,13.0,0.0250000012228497,6.088338881198647e-05,0.0250000005095971,3.010944155591352e-05,0.0249999324580374,0.0001699288889511,0.0250000052834884,0.0001172191552025,0.0250000218978025,0.0002097490205092,0.0250000099884559,0.00010420748757,4903185,484365,9424,505525,10305,0.0987857892369959,0.0019220159957252,0.1031013514684842,0.00210169512266
02-19-2021,146.47,158.67,-17.0,-8.0,-24.0,-20.0,-23.0,10.0,0.0250000009664117,4.9042160167069775e-05,0.0250000004896448,2.923499486107868e-05,0.0249999466458538,0.0001514345443947,0.0250000050323074,0.000112106157263,0.0250000224248873,0.0002162487255166,0.025000009561805,0.0001004001082486,4903185,485212,9573,506319,10340,0.0989585340956949,0.0019524044065235,0.1032632870266979,0.0021088333399616
02-20-2021,144.52,167.37,-13.0,-3.0,1.0,-9.0,-3.0,4.0,0.025000000738338,3.673928341536278e-05,0.0250000004862795,2.9008355793937787e-05,0.0249999463477368,0.0001505419094606,0.0250000047714112,0.000106594761832,0.0250000216723549,0.0002096770633406,0.0250000091144885,9.631319493498998e-05,4903185,485986,9590,506925,10372,0.0991163906725934,0.0019558715406414,0.1033868801605487,0.002115359710066
02-21-2021,108.3,108.4,-13.0,-3.0,9.0,-5.0,-10.0,4.0,0.0250000007640953,3.718410012177279e-05,0.0250000005079888,2.991028265138764e-05,0.0249999433527824,0.0001516332483319,0.0250000046325102,0.0001037181726908,0.0250000213874736,0.0002079296148297,0.0250000086389987,9.189115620596034e-05,4903185,486843,9592,507503,10406,0.09929117502195,0.0019562794387729,0.1035047627205581,0.0021222939783018
02-22-2021,122.9,131.33,-12.0,-4.0,-8.0,-11.0,-19.0,7.0,0.0250000009219147,4.4956813313778624e-05,0.0250000005113477,2.998950298610225e-05,0.0249999304033885,0.0001628803639018,0.0250000045980666,0.0001030640140777,0.0250000209017602,0.0002043672703318,0.0250000081881761,8.766269268004181e-05,4903185,487520,9592,508541,10427,0.0994292485394697,0.0019562794387729,0.1037164618508173,0.0021265769086828
02-23-2021,130.61,142.07,-10.0,-4.0,3.0,-9.0,-19.0,6.0,0.0250000010097451,5.053048234205945e-05,0.0250000005110691,3.0123360389767497e-05,0.0249999194805816,0.0001710004648864,0.0250000045207937,0.0001016151319104,0.0250000198381329,0.0001950202527548,0.025000007842313,8.445735686675495e-05,4903185,488973,9660,509410,10449,0.0997255865320194,0.0019701479752446,0.1038936935889631,0.0021310637881295
02-24-2021,133.41,148.47,-4.0,-1.0,12.0,-5.0,-20.0,5.0,0.02500000109787,5.523150510362284e-05,0.0250000004975953,2.976134170302374e-05,0.0249999188965877,0.000169664841239,0.0250000042580135,9.607881855829936e-05,0.0250000202458519,0.00020029761783,0.0250000075102306,8.138425033949892e-05,4903185,490220,9744,510406,10472,0.0999799110170226,0.0019872796967685,0.1040968268584603,0.002135754616642
02-25-2021,140.8,151.54,-9.0,-2.0,4.0,-6.0,-19.0,6.0,0.0250000009776619,4.9664759498135374e-05,0.0250000004719312,2.8855905331223496e-05,0.0249999637486839,0.0001205038246409,0.0250000039469389,8.94810700975686e-05,0.0250000206612808,0.0002055189299211,0.025000007190761,7.849396575406765e-05,4903185,491110,9831,511176,10494,0.1001614256855493,0.0020050232654896,0.1042538676390958,0.0021402414960887
02-26-2021,159.44,172.63,-11.0,-7.0,-13.0,-11.0,-20.0,7.0,0.0250000009397369,4.692519572338634e-05,0.0250000004520955,2.8175793743271923e-05,0.0249999738675514,0.0001056965974858,0.0250000038050669,8.671231444412659e-05,0.0250000191457361,0.0001910759851648,0.0250000067857886,7.46856049981811e-05,4903185,491849,9869,511843,10523,0.1003121440451461,0.0020127733299885,0.1043899016659579,0.0021461560189958
02-27-2021,156.51,181.27,-8.0,0.0,15.0,-3.0,-6.0,2.0,0.0250000006320783,3.276172166601336e-05,0.0250000004170688,2.66430285305896e-05,0.0249999852682127,8.563757960325624e-05,0.0250000037121806,8.492805094854864e-05,0.02500001727404,0.0001729764171748,0.0250000065022296,7.20725578804655e-05,4903185,492683,9930,512292,10542,0.1004822375659902,0.0020252142229999,0.1044814747964843,0.0021500310512452
02-28-2021,114.42,116.55,-8.0,1.0,14.0,-1.0,-11.0,3.0,0.0250000007821543,3.8993327954666005e-05,0.025000000385066,2.5288523380645205e-05,0.0249999858546458,8.421152590529353e-05,0.0250000036959899,8.49629860305568e-05,0.0250000162660742,0.0001635899291552,0.0250000060525385,6.773084198580149e-05,4903185,493252,9929,512793,10555,0.1005982845844079,0.0020250102739341,0.1045836532784302,0.0021526823891001
03-01-2021,122.68,129.76,-10.0,-2.0,-25.0,-10.0,-20.0,7.0,0.0250000009099047,4.5566101521395705e-05,0.0250000003331035,2.3170125327797128e-05,0.0249999806358659,9.31128719034943e-05,0.0250000035548073,8.236692095426825e-05,0.0250000147948442,0.0001494708605214,0.0250000056373801,6.373337968356254e-05,4903185,493769,9931,513636,10572,0.1007037262514059,0.0020254181720657,0.1047555823408662,0.002156149523218
03-02-2021,121.07,127.66,-14.0,-7.0,-31.0,-11.0,-20.0,8.0,0.0250000009921292,5.06844062862592e-05,0.0250000003233948,2.2920914001937684e-05,0.0249999755152709,0.0001004529717293,0.025000003439337,8.036771425522079e-05,0.0250000151800703,0.0001541071914155,0.0250000053087561,6.059692377606509e-05,4903185,494421,9991,514223,10586,0.1008367010422817,0.0020376551160113,0.1048753004424675,0.0021590048101387
03-03-2021,133.43,146.79,2.0,6.0,3.0,-3.0,-20.0,4.0,0.0250000008767857,4.61319673593576e-05,0.0250000003035997,2.224643737284957e-05,0.0249999712456567,0.000105984297757,0.0250000032835243,7.749482561168336e-05,0.0250000144511673,0.0001475884554526,0.0250000051785296,5.950476380901277e-05,4903185,497154,10029,514784,10596,0.1013940938390046,0.0020454051805102,0.104989715868359,0.0021610443007963
03-04-2021,142.71,149.31,-6.0,3.0,7.0,-4.0,-19.0,5.0,0.0250000007083419,3.879915062863302e-05,0.0250000002709119,2.1036223806048987e-05,0.0249999767367862,9.69819952416606e-05,0.0250000030681192,7.3357255731325e-05,0.0250000147747174,0.0001515372716734,0.0250000049096907,5.70254840276516e-05,4903185,498076,10094,515305,10615,0.1015821348776356,0.0020586618697846,0.1050959733316201,0.0021649193330457
03-05-2021,171.64,178.85,-8.0,-3.0,1.0,-7.0,-21.0,6.0,0.025000000566511,3.1921238434007525e-05,0.0250000002469818,2.0036669317605814e-05,0.0249999803844842,9.041878528310132e-05,0.0250000028961992,7.001931831148696e-05,0.0250000134762274,0.0001388346848707,0.0250000046532518,5.463830274126567e-05,4903185,498887,10122,515829,10634,0.1017475375699672,0.0020643724436259,0.1052028426420785,0.0021687943652952
03-06-2021,171.83,191.61,-5.0,2.0,29.0,1.0,-8.0,2.0,0.0250000005765416,3.205755258357216e-05,0.025,1e-05,0.0250000051851605,0.0001122378420135,0.025000002637505,6.456767713100207e-05,0.0250000113774464,0.0001178976699321,0.0250000043769505,5.201795780586395e-05,4903185,499411,10149,516196,10652,0.1018544068804256,0.0020698790684014,0.1052776919492126,0.0021724654484788
03-07-2021,122.03,121.48,-5.0,2.0,24.0,1.0,-12.0,2.0,0.0250000004919602,2.834286813547027e-05,0.025,1e-05,0.0250000054865009,0.0001195231352174,0.025000002421828,5.995752094835128e-05,0.0250000103909916,0.0001083520752346,0.0250000041435648,4.982069109454735e-05,4903185,499819,10148,516541,10667,0.1019376180992558,0.0020696751193356,0.1053480543768999,0.0021755246844653
