date,Alabama-apple-driving,Alabama-apple-walking,Alabama-google-retail_and_recreation,Alabama-google-grocery_and_pharmacy,Alabama-google-parks,Alabama-google-transit_stations,Alabama-google-workplaces,Alabama-google-residential,Alabama-jh_beta_7,Alabama-jh_gamma_7,Alabama-cdc_beta_7,Alabama-cdc_gamma_7,Alabama-jh_beta_14,Alabama-jh_gamma_14,Alabama-cdc_beta_14,Alabama-cdc_gamma_14,Alabama-jh_beta_30,Alabama-jh_gamma_30,Alabama-cdc_beta_30,Alabama-cdc_gamma_30,Alabama-census_pop,Alabama-jh_confirmed,Alabama-jh_death,Alabama-cdc_confirmed,Alabama-cdc_death,Alabama-jh_confirmed_ratio,Alabama-jh_death_ratio,Alabama-cdc_confirmed_ratio,Alabama-cdc_death_ratio
08-11-2021,158.46,200.64,-2.0,11.0,5.0,3.0,-24.0,5.0,0.025,1e-05,0.0250000006430787,3.552745268874341e-05,0.0250000003017165,1.5882641352413402e-05,0.0250000013758216,3.699312882836205e-05,0.025,1e-05,0.0250000009138327,1.7740892792525885e-05,4903185,619752,11689,636833,12111,0.126397841403088,0.0023839606296723,0.1298814953953399,0.0024700271354231
08-12-2021,169.8,213.89,-5.0,13.0,8.0,6.0,-22.0,5.0,0.025,1e-05,0.0250000007169786,3.861184295048517e-05,0.0250000003028291,1.55779864069035e-05,0.0250000015483923,4.060244579759012e-05,0.025,1e-05,0.0250000010766336,1.920367822028821e-05,4903185,623919,11724,641242,12144,0.1272476971601112,0.0023910988469739,0.1307807068262772,0.0024767574545932
08-13-2021,199.55,255.8,-4.0,8.0,12.0,4.0,-23.0,5.0,0.0250000002890768,2.1274691794160605e-05,0.0250000007419542,3.976504050192337e-05,0.0250000004558656,1.8639139676190545e-05,0.025000001681718,4.34556043964165e-05,0.0250000001690754,1.1417827136024752e-05,0.0250000012240754,2.0521663971737904e-05,4903185,627905,11765,645339,12200,0.1280606381362318,0.0023994607586701,0.1316162861486972,0.0024881786022758
08-14-2021,199.24,262.08,-5.0,12.0,30.0,13.0,-8.0,2.0,0.0250000003213826,2.19662215635176e-05,0.0250000008125224,4.272184251812524e-05,0.0250000006377328,2.2249357410850173e-05,0.0250000018603685,4.725843140447391e-05,0.025,1e-05,0.0250000013821527,2.1926153061972574e-05,4903185,627905,11765,648206,12261,0.1280606381362318,0.0023994607586701,0.132201008120232,0.0025006194952872
08-15-2021,139.95,191.22,-5.0,10.0,7.0,12.0,-10.0,4.0,0.0250000003173878,2.1892205331355583e-05,0.0250000008744416,4.505313464827301e-05,0.0250000005928238,2.1081476802337023e-05,0.025000002009221,5.026307031654224e-05,0.0250000001624665,1.0998405746406263e-05,0.0250000015587064,2.3498288201900195e-05,4903185,634897,11798,651177,12302,0.1294866500040279,0.0024061910778402,0.1328069407946059,0.0025089814069834
08-16-2021,156.58,290.77,-4.0,13.0,6.0,1.0,-24.0,5.0,0.0250000004255188,2.6863830068316576e-05,0.025000000907803,4.640942930049385e-05,0.0250000007523471,2.4505699554529715e-05,0.0250000021650088,5.357485917326223e-05,0.0250000002617938,1.1883795428348156e-05,0.0250000017515732,2.526523590036227e-05,4903185,637363,11799,657137,12357,0.1299895884001929,0.0024063950269059,0.1340224772265374,0.0025201986056002
08-17-2021,156.49,307.51,-3.0,11.0,7.0,-2.0,-23.0,5.0,0.0250000004935374,3.0617460403263706e-05,0.0250000009420222,4.777097120744453e-05,0.025000000881509,2.7520803878438148e-05,0.0250000022386001,5.503928405119679e-05,0.0250000003630603,1.2841811111237404e-05,0.0250000019759825,2.7359269195463487e-05,4903185,641386,11832,662707,12407,0.1308100754917467,0.002413125346076,0.1351584735228224,0.0025303960588882
08-18-2021,162.14,406.77,-1.0,12.0,7.0,3.0,-21.0,4.0,0.0250000004894454,3.06414147530769e-05,0.0250000010145138,5.101272369278256e-05,0.0250000009825787,2.982050312868781e-05,0.0250000023569098,5.7592369408295735e-05,0.0250000004813922,1.3960853313275878e-05,0.0250000021828387,2.927867957757497e-05,4903185,645851,11872,667956,12480,0.1317207080703665,0.0024212833087064,0.1362290021689983,0.0025452843406887
08-19-2021,166.65,344.91,-9.0,8.0,-5.0,0.0,-21.0,6.0,0.025000000436267,2.791652734305978e-05,0.0250000010616075,5.272704567457766e-05,0.0250000010198477,3.0521341025971115e-05,0.0250000025212772,6.106284217061922e-05,0.0250000006136605,1.519872186715654e-05,0.0250000023747123,3.102086486948395e-05,4903185,649741,11914,673073,12529,0.1325140699361741,0.0024298491694684,0.1372726095384938,0.002555277844911
08-20-2021,192.07,308.85,-7.0,5.0,7.0,0.0,-21.0,5.0,0.0250000004316163,2.708919800424428e-05,0.0250000011657714,5.740112678796748e-05,0.0250000011171506,3.250795761143743e-05,0.0250000026227451,6.321593606785657e-05,0.0250000006526617,1.5425217427812668e-05,0.0250000026074435,3.32228770626235e-05,4903185,653540,11942,677917,12591,0.1332888724369975,0.0024355597433097,0.1382605388130368,0.0025679226869881
08-21-2021,174.93,227.4,-10.0,5.0,11.0,3.0,-10.0,4.0,0.025000000397006,2.511731192627141e-05,0.0250000011805074,5.790258701119959e-05,0.025000001129135,3.2595168429029095e-05,0.0250000027693441,6.640749753010827e-05,0.0250000007870374,1.6675988984535476e-05,0.0250000028148128,3.5156465280039384e-05,4903185,659750,12000,680958,12645,0.1345553961353691,0.0024473887891238,0.1388807479220139,0.0025789359365392
08-22-2021,131.2,153.02,-7.0,9.0,14.0,7.0,-10.0,4.0,0.0250000005762187,3.258799622010101e-05,0.0250000011665724,5.723198224718401e-05,0.0250000011918159,3.3657238321400795e-05,0.0250000028698316,6.858711673548075e-05,0.0250000009187819,1.7849697955993505e-05,0.0250000030429861,3.734065007536397e-05,4903185,663065,12000,684009,12700,0.1352314872883646,0.0024473887891238,0.1395029965216487,0.002590153135156
08-23-2021,153.84,286.58,-6.0,10.0,9.0,0.0,-22.0,5.0,0.0250000005584843,3.217949224909646e-05,0.0250000012372321,6.056311392529124e-05,0.0250000013782619,3.792503261257163e-05,0.0250000029442473,7.02350609697803e-05,0.025000001045369,1.904994375580948e-05,0.0250000032994058,3.984959333041283e-05,4903185,665653,12000,691013,12756,0.1357593074705523,0.0024473887891238,0.1409314557782339,0.0026015742828386
08-24-2021,153.43,287.12,-6.0,8.0,8.0,-2.0,-21.0,5.0,0.0250000006301021,3.647361046510692e-05,0.0250000012495308,6.12625679857104e-05,0.0250000015032242,4.115457710239929e-05,0.025000002985961,7.125925413304415e-05,0.0250000011129713,1.9695561277729257e-05,0.0250000035451073,4.22572481013526e-05,4903185,665653,12000,697399,12833,0.1357593074705523,0.0024473887891238,0.1422338745121793,0.0026172783609021
08-25-2021,152.16,245.05,-4.0,9.0,5.0,-1.0,-22.0,5.0,0.0250000005312743,3.312616467791209e-05,0.025000001316131,6.40015279663406e-05,0.0250000014587818,4.063025747027358e-05,0.0250000031113928,7.408733691792331e-05,0.0250000012344279,2.097344523565423e-05,0.0250000037694422,4.4422970955043264e-05,4903185,665653,12000,703282,12891,0.1357593074705523,0.0024473887891238,0.1434337068660472,0.0026291074067162
08-26-2021,162.4,257.69,-7.0,10.0,7.0,1.0,-21.0,5.0,0.0250000003792392,2.717254494999164e-05,0.0250000012740262,6.188021271815397e-05,0.0250000012750795,3.697848292554345e-05,0.0250000031493512,7.495330496382654e-05,0.0250000013428382,2.216575671390045e-05,0.0250000040024966,4.6742371098469344e-05,4903185,676795,12103,708622,12960,0.1380317079612537,0.0024683955428971,0.1445227948772073,0.0026431798922537
08-27-2021,189.98,259.1,-7.0,6.0,10.0,0.0,-20.0,5.0,0.0250000003644533,2.5092114677681887e-05,0.0250000013516809,6.52097171808911e-05,0.0250000012382525,3.587797924867885e-05,0.0250000032971866,7.834791059954581e-05,0.0250000014423184,2.3117633560110688e-05,0.0250000042030414,4.8718852425616926e-05,4903185,681828,12153,713581,13018,0.1390581836092254,0.0024785929961851,0.1455341782943127,0.0026550089380678
08-28-2021,195.16,240.06,-8.0,10.0,31.0,13.0,-10.0,3.0,0.0250000004390522,2.696005211262557e-05,0.0250000013615859,6.565634375254635e-05,0.02500000119092,3.439215601937196e-05,0.0250000033028426,7.849142533701988e-05,0.0250000015015029,2.3613139065759236e-05,0.0250000044425542,5.115227917708938e-05,4903185,688018,12219,716387,13086,0.1403206283262817,0.0024920536345253,0.1461064593728362,0.0026688774745395
08-29-2021,125.33,140.7,-15.0,3.0,-8.0,0.0,-14.0,6.0,0.0250000004260062,2.4634741456119675e-05,0.0250000014139624,6.801860636842826e-05,0.0250000014519982,3.980303516021346e-05,0.0250000032954135,7.826092651234265e-05,0.0250000017046739,2.555874200808521e-05,0.0250000046596244,5.3353958632148e-05,4903185,691451,12222,719082,13158,0.1410207854690369,0.0024926654817225,0.1466561021050602,0.0026835618072742
08-30-2021,136.21,191.56,-14.0,1.0,-22.0,-12.0,-27.0,10.0,0.0250000005983539,3.2526725159628824e-05,0.0250000053927603,8.893425388635847e-05,0.0250000014402961,3.94140696132634e-05,0.0250000034184708,8.105251309190983e-05,0.0250000018906429,2.7401133361454683e-05,0.0250000049030104,5.58394123695845e-05,4903185,694523,12222,724911,13213,0.1416473169990526,0.0024926654817225,0.1478449212093771,0.002694779005891
08-31-2021,156.51,212.28,-9.0,6.0,-21.0,-4.0,-23.0,9.0,0.0250000007089663,3.878417836601043e-05,0.0250000051805757,9.016986994923424e-05,0.0250000015984892,4.324484035612851e-05,0.0250000034262536,8.138745550831637e-05,0.0250000018580488,2.710220084246165e-05,0.0250000050988083,5.783128272583951e-05,4903185,699729,12283,730301,13284,0.1427090758354008,0.0025051063747339,0.1489442066738252,0.00270925938956
