date,Pennsylvania-apple-driving,Pennsylvania-apple-walking,Pennsylvania-google-retail_and_recreation,Pennsylvania-google-grocery_and_pharmacy,Pennsylvania-google-parks,Pennsylvania-google-transit_stations,Pennsylvania-google-workplaces,Pennsylvania-google-residential,Pennsylvania-jh_beta_7,Pennsylvania-jh_gamma_7,Pennsylvania-cdc_beta_7,Pennsylvania-cdc_gamma_7,Pennsylvania-jh_beta_14,Pennsylvania-jh_gamma_14,Pennsylvania-cdc_beta_14,Pennsylvania-cdc_gamma_14,Pennsylvania-jh_beta_30,Pennsylvania-jh_gamma_30,Pennsylvania-cdc_beta_30,Pennsylvania-cdc_gamma_30,Pennsylvania-census_pop,Pennsylvania-jh_confirmed,Pennsylvania-jh_death,Pennsylvania-cdc_confirmed,Pennsylvania-cdc_death,Pennsylvania-jh_confirmed_ratio,Pennsylvania-jh_death_ratio,Pennsylvania-cdc_confirmed_ratio,Pennsylvania-cdc_death_ratio
01-14-2021,104.23,87.97,-26.0,-13.0,-5.0,-42.0,-34.0,13.0,0.0250000008310547,4.087319565372339e-05,0.025000000852564,4.17712320976353e-05,0.0250001962915432,0.0002546420979017,0.0250001961655462,0.0002556175900543,0.0249993618860028,0.0002892686503907,0.0249993852100747,0.0002816725294447,12801989,754682,18784,756322,18742,0.0589503709150195,0.0014672719996869,0.0590784760086889,0.0014639912594831
01-15-2021,120.15,105.65,-30.0,-16.0,-21.0,-44.0,-33.0,14.0,0.0250000008430279,4.066678133801331e-05,0.0250000008641957,4.154728428263511e-05,0.0250001772606452,0.0002421510407186,0.0250001753131067,0.0002412493710089,0.0249993466421056,0.0002811913213555,0.0249993792113398,0.0002719370572699,12801989,760810,19009,763050,18957,0.059429046533316,0.0014848473936354,0.0596040193441815,0.0014807855248118
01-16-2021,116.7,113.94,-27.0,-15.0,-3.0,-36.0,-14.0,7.0,0.0250000008923586,4.226875766350644e-05,0.0250000009065738,4.288238869492612e-05,0.0250001743905239,0.0002412256951357,0.0250001675146377,0.0002369555574192,0.0249993586436279,0.0002683056991616,0.0249993780661712,0.00026194884725,12801989,767234,19223,769900,19188,0.0599308435587626,0.001501563546102,0.0601390924488374,0.0014988295959323
01-17-2021,92.46,86.22,-26.0,-17.0,6.0,-39.0,-16.0,6.0,0.025000000896981,4.2315690830355415e-05,0.0250000008988934,4.235504090521374e-05,0.0250002021373847,0.0002651571808151,0.0250001964137033,0.0002618541939264,0.024999334785111,0.0002628954812038,0.0249993599538599,0.0002563858572079,12801989,772879,19336,775683,19310,0.0603717906647162,0.0015103902995073,0.0605908191297461,0.0015083593650955
01-18-2021,103.55,88.3,-23.0,-16.0,-15.0,-48.0,-45.0,15.0,0.0250000009866732,4.655353302213952e-05,0.0250000009878469,4.649574721389011e-05,0.0250002251795409,0.000284369012808,0.0250002196614663,0.0002816156275246,0.0250000295138089,0.0002554080273279,0.0250000288281172,0.0002491839374214,12801989,776642,19411,779671,19390,0.0606657293643979,0.0015162487641568,0.0609023332233764,0.001514608394055
01-19-2021,98.43,83.76,-26.0,-12.0,-20.0,-44.0,-34.0,12.0,0.0250000010430783,4.9835397230536326e-05,0.0250000010521192,5.007567165506024e-05,0.0250002342821057,0.0002948283815048,0.02500023763955,0.0002977806689274,0.0250000288630431,0.000250195028622,0.0250000280989348,0.0002432600968135,12801989,783533,19494,785302,19467,0.0612040050963955,0.0015227321317023,0.0613421867492621,0.0015206230844285
01-20-2021,96.1,81.7,-30.0,-17.0,-30.0,-46.0,-35.0,13.0,0.0250000009492637,4.682733824139235e-05,0.0250000009749627,4.779679714456444e-05,0.0250002155343419,0.0002881560284259,0.0250002219096023,0.0002934081276092,0.0250000291241102,0.0002535183418386,0.0250000283183158,0.0002461246824803,12801989,789195,19881,790894,19868,0.061646280121003,0.0015529618092938,0.0617789938735301,0.0015519463420879
01-21-2021,101.44,86.73,-27.0,-14.0,-13.0,-43.0,-33.0,13.0,0.0250000008441532,4.204044653273087e-05,0.0250000008734295,4.314866880920362e-05,0.0250001787944092,0.0002641805934561,0.0250001834800745,0.0002686049571001,0.0250000295627816,0.0002583331637991,0.0250000288935719,0.0002519935566169,12801989,794787,20136,796679,20128,0.062083087245271,0.0015728805891022,0.0622308767801628,0.0015722556862062
01-22-2021,119.55,108.29,-28.0,-14.0,-24.0,-44.0,-31.0,13.0,0.0250000007925444,3.921610453394847e-05,0.0250000008152715,4.0045765843746405e-05,0.0250001619993307,0.0002539675404251,0.0250001669079895,0.0002586490924825,0.0250000283960833,0.0002478356468243,0.0250000283092004,0.0002469486339086,12801989,800094,20340,801998,20321,0.0624976322038708,0.0015888156129488,0.0626463590931065,0.001587331468571
01-23-2021,117.79,114.3,-25.0,-14.0,-20.0,-37.0,-12.0,7.0,0.0250000007987366,3.896591732453274e-05,0.0250000008303615,4.022558434019418e-05,0.0250001532492758,0.0002507001263924,0.0250001567449275,0.0002545164783585,0.0250000275603147,0.0002406131402335,0.0250000276594642,0.000241467576624,12801989,805387,20527,807820,20526,0.0629110835824027,0.0016034227181416,0.063101132175633,0.0016033446052796
01-24-2021,88.02,78.15,-26.0,-16.0,-6.0,-40.0,-14.0,6.0,0.0250000008061198,3.9055981571266025e-05,0.0250000008290478,3.992625233414491e-05,0.0250001393586886,0.0002419081514521,0.0250001403868805,0.0002435487242328,0.0250000267730949,0.0002338560941364,0.0250000267916014,0.0002338586016785,12801989,809040,20606,811646,20609,0.0631964298672651,0.0016095936342391,0.0633999919856203,0.0016098279728251
01-25-2021,94.88,78.96,-27.0,-14.0,-29.0,-46.0,-33.0,12.0,0.0250000008573824,4.167239471347876e-05,0.0250000008777139,4.241754575892271e-05,0.0250001442021983,0.0002514872282679,0.0250001441198991,0.0002523418829003,0.0250000268274624,0.0002350401461145,0.0250000268117427,0.0002347327081835,12801989,813744,20668,815449,20664,0.0635638727700828,0.0016144366316827,0.0636970551997818,0.0016141241802348
01-26-2021,89.25,75.79,-36.0,-25.0,-42.0,-49.0,-38.0,15.0,0.0250000009034613,4.45058381008836e-05,0.0250000009209782,4.5168096523286405e-05,0.0250001461215007,0.00025935194717,0.0250001480577005,0.0002616285353234,0.0250000274587733,0.0002419694210462,0.0250000274287702,0.0002415372109337,12801989,818493,20895,820534,20883,0.0639348307516902,0.0016321682513553,0.064094259103019,0.0016312308970113
01-27-2021,100.61,84.07,-24.0,-12.0,-24.0,-44.0,-33.0,12.0,0.0250000009709793,4.7678343189097054e-05,0.0250000009904947,4.848826726691361e-05,0.0250001305340401,0.0002484142981069,0.0250001341033593,0.0002529651367682,0.0250000276319593,0.0002442940700588,0.0250000275385313,0.0002432975943389,12801989,824330,21111,826091,21105,0.0643907755271466,0.0016490406295459,0.0645283322771172,0.0016485719523739
