date,Montana-apple-driving,Montana-apple-walking,Montana-google-retail_and_recreation,Montana-google-grocery_and_pharmacy,Montana-google-parks,Montana-google-transit_stations,Montana-google-workplaces,Montana-google-residential,Montana-jh_beta_7,Montana-jh_gamma_7,Montana-cdc_beta_7,Montana-cdc_gamma_7,Montana-jh_beta_14,Montana-jh_gamma_14,Montana-cdc_beta_14,Montana-cdc_gamma_14,Montana-jh_beta_30,Montana-jh_gamma_30,Montana-cdc_beta_30,Montana-cdc_gamma_30,Montana-census_pop,Montana-jh_confirmed,Montana-jh_death,Montana-cdc_confirmed,Montana-cdc_death,Montana-jh_confirmed_ratio,Montana-jh_death_ratio,Montana-cdc_confirmed_ratio,Montana-cdc_death_ratio
03-08-2021,145.04,165.57,-2.0,3.0,14.0,-1.0,-17.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000011610683,3.232454351918258e-05,0.0250000011820697,3.26725102636416e-05,0.0250000009745997,1.8802929630933648e-05,0.0250000009818123,1.885541826585222e-05,1068778,100959,1381,100959,1381,0.0944620866073216,0.0012921298903981,0.0944620866073216,0.0012921298903981
03-09-2021,145.36,173.75,-5.0,2.0,14.0,1.0,-17.0,5.0,0.0250000002504158,2.070710933685128e-05,0.0250000002557128,2.093877180926565e-05,0.0250000013554607,3.706063502024152e-05,0.0250000013731277,3.737823313788586e-05,0.0250000008728316,1.7782438412758947e-05,0.0250000008794527,1.7832388591219195e-05,1068778,101093,1385,101093,1385,0.0945874634395543,0.0012958724824051,0.0945874634395543,0.0012958724824051
03-10-2021,159.65,188.78,0.0,5.0,19.0,3.0,-17.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000012013225,3.392017034118947e-05,0.0250000012160034,3.420861353728848e-05,0.0250000008939267,1.7984374223854957e-05,0.0250000009000026,1.803194004805033e-05,1068778,101243,1387,101243,1387,0.0947278106398148,0.0012977437784086,0.0947278106398148,0.0012977437784086
03-11-2021,166.64,195.83,1.0,3.0,20.0,3.0,-17.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000012233663,3.469602495290657e-05,0.0250000012353618,3.495575746784034e-05,0.0250000009864852,1.8924297471457355e-05,0.0250000009920419,1.89695086784388e-05,1068778,101424,1391,101424,1391,0.0948971629281291,0.0013014863704155,0.0948971629281291,0.0013014863704155
03-12-2021,166.64,195.83,-2.0,4.0,21.0,9.0,-19.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000012637566,3.571340886804018e-05,0.0250000012733626,3.594495672339824e-05,0.0250000010412244,1.9475727496712705e-05,0.0250000010462761,1.9518529541661475e-05,1068778,101556,1392,101556,1392,0.0950206684643583,0.0013024220184172,0.0950206684643583,0.0013024220184172
03-13-2021,195.56,238.2,3.0,12.0,33.0,18.0,-10.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000011592607,3.363882344220052e-05,0.0250000011667618,3.3842630018981773e-05,0.0250000009421664,1.8485621413117523e-05,0.0250000009467477,1.8526104736191544e-05,1068778,101726,1392,101726,1392,0.0951797286246535,0.0013024220184172,0.0951797286246535,0.0013024220184172
03-14-2021,160.06,156.05,7.0,13.0,44.0,23.0,-9.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000011480154,3.378343957277252e-05,0.0250000011536939,3.3960127679788644e-05,0.0250000010204629,1.932669198960542e-05,0.0250000010246062,1.93649417461808e-05,1068778,101760,1392,101760,1392,0.0952115406567126,0.0013024220184172,0.0952115406567126,0.0013024220184172
03-15-2021,162.57,205.84,5.0,9.0,35.0,7.0,-17.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000011730389,3.480975410173068e-05,0.0250000011771599,3.495965004102796e-05,0.0250000009422076,1.8603008714296006e-05,0.0250000009459414,1.863908836309145e-05,1068778,101933,1393,101933,1393,0.095373407761013,0.001303357666419,0.095373407761013,0.001303357666419
03-16-2021,162.83,193.93,4.0,11.0,36.0,11.0,-17.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000012515823,3.6936119418709005e-05,0.0250000012544074,3.705967278790797e-05,0.0250000008964699,1.8221121605765687e-05,0.0250000008998201,1.82550807224846e-05,1068778,102344,1396,102344,1396,0.0957579590897267,0.0013061646104242,0.0957579590897267,0.0013061646104242
03-17-2021,170.57,227.32,15.0,13.0,41.0,16.0,-17.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000000967614,1.900856615097097e-05,0.025000000970611,1.9040499659258884e-05,1068778,102484,1396,102484,1396,0.0958889498099698,0.0013061646104242,0.0958889498099698,0.0013061646104242
03-18-2021,176.71,221.85,10.0,8.0,46.0,15.0,-17.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000009929546,1.935344681473429e-05,0.025000000995621,1.938339058839936e-05,1068778,102616,1406,102616,1406,0.0960124553461991,0.0013155210904416,0.0960124553461991,0.0013155210904416
03-19-2021,198.44,235.43,3.0,6.0,18.0,11.0,-18.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000009757075,1.916324003027811e-05,0.0250000009780667,1.919124324282157e-05,1068778,102768,1409,102768,1409,0.096154673842463,0.0013183280344468,0.096154673842463,0.0013183280344468
03-20-2021,193.45,233.42,4.0,9.0,-8.0,16.0,-9.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000009578259,1.8966478995829072e-05,0.0250000009598979,1.89925598720114e-05,1068778,102966,1414,102966,1414,0.0963399321468069,0.0013230062744554,0.0963399321468069,0.0013230062744554
03-21-2021,160.77,156.28,14.0,15.0,13.0,25.0,-9.0,1.0,0.025,1e-05,0.025,1e-05,0.025000000653496,2.229381546603497e-05,0.025,1e-05,0.0250000009498661,1.8843066722434617e-05,0.025000000951674,1.8867281855451533e-05,1068778,103060,1414,103060,1414,0.0964278830589701,0.0013230062744554,0.0964278830589701,0.0013230062744554
03-22-2021,161.26,186.88,8.0,9.0,22.0,10.0,-16.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000007082735,2.3250014406711395e-05,0.0250000007082735,2.3250014406711395e-05,0.0250000009661332,1.900647145446017e-05,0.0250000009676969,1.9028850671377057e-05,1068778,103098,1414,103098,1414,0.0964634376830361,0.0013230062744554,0.0964634376830361,0.0013230062744554
03-23-2021,162.83,190.27,4.0,6.0,25.0,9.0,-16.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000008542369,2.6512396290679376e-05,0.0250000008542369,2.6512396290679376e-05,0.0250000009728603,1.9104301589186332e-05,0.025000000974201,1.912489535755068e-05,1068778,103452,1419,103452,1419,0.0967946570756508,0.0013276845144641,0.0967946570756508,0.0013276845144641
03-24-2021,166.68,200.78,6.0,7.0,14.0,9.0,-17.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000007832671,2.4755403231384192e-05,0.0250000007832671,2.4755403231384192e-05,0.0250000010283385,1.9662810277552387e-05,0.0250000010294778,1.9681688043336474e-05,1068778,103666,1431,103666,1431,0.0969948857480225,0.001338912290485,0.0969948857480225,0.001338912290485
03-25-2021,171.77,211.43,4.0,5.0,19.0,8.0,-16.0,4.0,0.0250000002901113,2.150765598595917e-05,0.0250000002901113,2.150765598595917e-05,0.0250000009538465,2.761603797752933e-05,0.0250000009538465,2.761603797752933e-05,0.0250000011938799,2.122936756674448e-05,0.0250000011948378,2.124658862285076e-05,1068778,103830,1435,103830,1435,0.0971483320203073,0.0013426548824919,0.0971483320203073,0.0013426548824919
03-26-2021,203.17,239.76,0.0,4.0,6.0,12.0,-17.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000009972394,2.784708912454185e-05,0.0250000009972394,2.784708912454185e-05,0.0250000011400041,2.056639193868791e-05,0.0250000011407965,2.0581961863192635e-05,1068778,103980,1435,103980,1435,0.0972886792205677,0.0013426548824919,0.0972886792205677,0.0013426548824919
03-27-2021,202.64,241.98,5.0,10.0,29.0,17.0,-9.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000011753227,3.160692235367473e-05,0.0250000011753227,3.160692235367473e-05,0.0250000011825206,2.093284382988345e-05,0.0250000011831655,2.0946809352455738e-05,1068778,104097,1436,104097,1436,0.0973981500367709,0.0013435905304937,0.0973981500367709,0.0013435905304937
03-28-2021,164.67,172.08,12.0,15.0,30.0,25.0,-9.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000013820801,3.634956823304224e-05,0.0250000013820801,3.634956823304224e-05,0.0250000012168481,2.1245917674400988e-05,0.0250000012173625,2.1258319085456e-05,1068778,104128,1436,104128,1436,0.0974271551248248,0.0013435905304937,0.0974271551248248,0.0013435905304937
03-29-2021,157.78,178.84,2.0,5.0,0.0,7.0,-16.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000015456076,4.046635440699326e-05,0.0250000015456076,4.046635440699326e-05,0.0250000011690271,2.075651067592541e-05,0.0250000011694274,2.076739071473077e-05,1068778,104163,1436,104163,1436,0.0974599028048855,0.0013435905304937,0.0974599028048855,0.0013435905304937
03-30-2021,164.43,193.31,5.0,10.0,23.0,12.0,-16.0,4.0,0.0250000002359768,2.022772199348868e-05,0.0250000002359768,2.022772199348868e-05,0.0250000016102065,4.260657542725905e-05,0.0250000016102065,4.260657542725905e-05,0.0250000011814045,2.0916341324369956e-05,0.0250000011817063,2.0925733093054615e-05,1068778,104321,1437,104321,1437,0.0976077351891599,0.0013445261784954,0.0976077351891599,0.0013445261784954
03-31-2021,176.78,212.6,10.0,13.0,48.0,14.0,-16.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000015316224,4.1604632151017645e-05,0.0250000015316224,4.1604632151017645e-05,0.0250000012262966,2.1419224564489907e-05,0.0250000012265151,2.1427174537297335e-05,1068778,104552,1437,104552,1437,0.0978238698775611,0.0013445261784954,0.0978238698775611,0.0013445261784954
04-01-2021,188.76,221.09,14.0,17.0,61.0,18.0,-18.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000016138212,4.421158210902741e-05,0.0250000016138212,4.421158210902741e-05,0.025000001299512,2.223185838889044e-05,0.0250000012996618,2.2238405412356097e-05,1068778,104725,1438,104725,1438,0.0979857369818615,0.0013454618264971,0.0979857369818615,0.0013454618264971
04-02-2021,214.43,256.8,9.0,19.0,60.0,16.0,-25.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000010528953,3.242623508556303e-05,0.0250000010528953,3.242623508556303e-05,0.0250000008304727,1.7516575268994177e-05,0.025000000830567,1.7521744845512603e-05,1068778,104853,1454,104853,1454,0.0981054999260838,0.0013604321945249,0.0981054999260838,0.0013604321945249
04-03-2021,191.68,222.95,6.0,29.0,65.0,19.0,-11.0,-1.0,0.025,1e-05,0.025,1e-05,0.0250000011196791,3.318395806044757e-05,0.0250000011196791,3.318395806044757e-05,0.025000000911816,1.8261493294460737e-05,0.0250000009118683,1.8265319889345812e-05,1068778,105035,1465,105037,1465,0.0982757878623998,0.001370724322544,0.0982776591584033,0.001370724322544
04-04-2021,140.91,138.43,-25.0,9.0,54.0,17.0,-21.0,0.0,0.025,1e-05,0.025,1e-05,0.0250000011542556,3.2654954523243266e-05,0.0250000011542556,3.2654954523243266e-05,0.0250000009863631,1.885655343987534e-05,0.025000000986386,1.8859071578895938e-05,1068778,105142,1466,105142,1466,0.0983759021985856,0.0013716599705458,0.0983759021985856,0.0013716599705458
04-05-2021,172.17,198.33,12.0,10.0,28.0,16.0,-22.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000014589756,3.862152191050501e-05,0.0250000014589756,3.862152191050501e-05,0.0250000009806323,1.867714544906164e-05,0.025000000980638,1.867838889036907e-05,1068778,105142,1466,105142,1466,0.0983759021985856,0.0013716599705458,0.0983759021985856,0.0013716599705458
04-06-2021,174.38,203.92,8.0,11.0,57.0,11.0,-16.0,3.0,0.0250000003018979,2.1223103687386656e-05,0.0250000003018979,2.1223103687386656e-05,0.0250000017088161,4.383910001800999e-05,0.0250000017088161,4.383910001800999e-05,0.025000001106116,1.988941597001844e-05,0.0250000010310737,1.9130365782678335e-05,1068778,105333,1477,105333,1477,0.0985546109669173,0.0013819520985649,0.0985546109669173,0.0013819520985649
04-07-2021,182.98,224.78,11.0,11.0,61.0,12.0,-16.0,2.0,0.0250000003851514,2.481304182696043e-05,0.0250000003851514,2.481304182696043e-05,0.0250000017357993,4.349297262697855e-05,0.0250000017357993,4.349297262697855e-05,0.0250000011825272,2.0533859097714495e-05,0.0250000011825272,2.0533859097714495e-05,1068778,105526,1489,105526,1489,0.0987351910312525,0.0013931798745857,0.0987351910312525,0.0013931798745857
04-08-2021,181.79,198.19,7.0,10.0,18.0,10.0,-15.0,4.0,0.0250000005156048,3.01832748570779e-05,0.0250000005156048,3.01832748570779e-05,0.0250000014069105,3.473007314132023e-05,0.0250000014069105,3.473007314132023e-05,0.0250000013637849,2.216454567606321e-05,0.0250000013637849,2.216454567606321e-05,1068778,105750,1494,105750,1494,0.0989447761836415,0.0013978581145944,0.0989447761836415,0.0013978581145944
04-09-2021,214.18,246.31,4.0,11.0,46.0,13.0,-15.0,2.0,0.0250000006142863,3.445715514094807e-05,0.0250000006142863,3.445715514094807e-05,0.0250000015764132,3.742298504427123e-05,0.0250000015764132,3.742298504427123e-05,0.0250000014025643,2.235891175475595e-05,0.0250000014025643,2.235891175475595e-05,1068778,105974,1521,105974,1521,0.0991543613360304,0.0014231206106413,0.0991543613360304,0.0014231206106413
04-10-2021,203.09,236.72,5.0,10.0,14.0,13.0,-9.0,1.0,0.0250000005894681,3.184857775602192e-05,0.0250000005894681,3.184857775602192e-05,0.0250000022726863,5.030658957422297e-05,0.0250000022726863,5.030658957422297e-05,0.0250000015926251,2.386896037305981e-05,0.0250000015926251,2.386896037305981e-05,1068778,106142,1523,106142,1523,0.0993115502003222,0.0014249919066447,0.0993115502003222,0.0014249919066447
04-11-2021,159.12,147.55,8.0,14.0,10.0,20.0,-9.0,2.0,0.025000000584089,3.129044559145694e-05,0.0250000005840966,3.129077519073304e-05,0.0250000028111643,6.087334758849653e-05,0.0250000028111643,6.087334758849653e-05,0.0250000016944957,2.4569847730450343e-05,0.0250000016944957,2.4569847730450343e-05,1068778,106183,1523,106183,1523,0.0993499117683934,0.0014249919066447,0.0993499117683934,0.0014249919066447
04-12-2021,168.59,184.7,8.0,11.0,39.0,10.0,-15.0,3.0,0.0250000006767341,3.60649586183832e-05,0.0250000006767341,3.60649586183832e-05,0.0250000033022406,7.154407135933121e-05,0.0250000033022406,7.154407135933121e-05,0.0250000018801523,2.6232015017171774e-05,0.0250000018801523,2.6232015017171774e-05,1068778,106253,1524,106253,1524,0.099415407128515,0.0014259275546465,0.099415407128515,0.0014259275546465
04-13-2021,167.28,180.21,4.0,10.0,33.0,5.0,-14.0,4.0,0.0250000007461374,4.026071957354418e-05,0.0250000007461374,4.026071957354418e-05,0.025000003708924,8.114240229869276e-05,0.025000003708924,8.114240229869276e-05,0.0250000020815143,2.814178963004829e-05,0.0250000020815143,2.814178963004829e-05,1068778,106426,1526,106426,1526,0.0995772742328154,0.0014277988506499,0.0995772742328154,0.0014277988506499
04-14-2021,170.92,183.12,4.0,8.0,22.0,7.0,-15.0,4.0,0.0250000006233573,3.593109718524201e-05,0.0250000006233573,3.593109718524201e-05,0.0250000039937726,8.852267185257178e-05,0.0250000039937726,8.852267185257178e-05,0.0250000022742225,3.0014410610560985e-05,0.0250000022742225,3.0014410610560985e-05,1068778,106631,1526,106631,1526,0.0997690820731714,0.0014277988506499,0.0997690820731714,0.0014277988506499
04-15-2021,185.44,198.44,5.0,8.0,31.0,12.0,-14.0,3.0,0.0250000004609949,2.9712966730340435e-05,0.0250000004609949,2.9712966730340435e-05,0.0250000042675395,9.613713188526796e-05,0.0250000042675395,9.613713188526796e-05,0.0250000024073469,3.136468787051873e-05,0.0250000024073469,3.136468787051873e-05,1068778,106823,1528,106823,1528,0.0999487264895048,0.0014296701466534,0.0999487264895048,0.0014296701466534
04-16-2021,215.79,251.33,3.0,10.0,44.0,16.0,-17.0,3.0,0.0250000004053515,2.773627135774985e-05,0.0250000004053515,2.773627135774985e-05,0.0250000044362584,0.0001014689643868,0.0250000044362584,0.0001014689643868,0.0250000024505917,3.185743693646257e-05,0.0250000024505917,3.185743693646257e-05,1068778,106941,1537,106941,1537,0.1000591329537097,0.001438090978669,0.1000591329537097,0.001438090978669
04-17-2021,218.66,261.64,6.0,17.0,84.0,19.0,-9.0,-1.0,0.025,1e-05,0.025,1e-05,0.0250000036946457,8.582604280957621e-05,0.0250000036946457,8.582604280957621e-05,0.0250000026234041,3.36136321675276e-05,0.0250000026234041,3.36136321675276e-05,1068778,107089,1545,107089,1545,0.1001976088579667,0.0014455761626829,0.1001976088579667,0.0014455761626829
04-18-2021,164.9,154.63,10.0,16.0,39.0,21.0,-10.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000033154186,7.780122260289254e-05,0.0250000033154546,7.780218007880316e-05,0.0250000024594131,3.1889997793728215e-05,0.0250000024594131,3.1889997793728215e-05,1068778,107145,1546,107145,1546,0.100250005146064,0.0014465118106847,0.100250005146064,0.0014465118106847
04-19-2021,165.66,181.7,5.0,10.0,22.0,10.0,-15.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000035250637,8.317253347111853e-05,0.0250000035250637,8.317253347111853e-05,0.0250000025223038,3.255544842495743e-05,0.0250000025223038,3.255544842495743e-05,1068778,107202,1546,107202,1546,0.1003033370821629,0.0014465118106847,0.1003033370821629,0.0014465118106847
04-20-2021,172.54,190.86,7.0,13.0,62.0,13.0,-14.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000037376293,8.881235539197342e-05,0.0250000037376293,8.881235539197342e-05,0.0250000024960982,3.237521454165685e-05,0.0250000024960982,3.237521454165685e-05,1068778,107379,1552,107379,1552,0.1004689467784703,0.0014521256986951,0.1004689467784703,0.0014521256986951
04-21-2021,182.02,219.19,9.0,14.0,82.0,13.0,-15.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000032709357,7.882724440514044e-05,0.0250000032709357,7.882724440514044e-05,0.0250000026514734,3.403828172558813e-05,0.0250000026514734,3.403828172558813e-05,1068778,107537,1557,107537,1557,0.1006167791627447,0.0014568039387038,0.1006167791627447,0.0014568039387038
04-22-2021,184.72,212.55,5.0,10.0,37.0,12.0,-15.0,3.0,0.0250000002944735,2.1789659233746786e-05,0.0250000002944735,2.1789659233746786e-05,0.0250000027523008,6.733305545651275e-05,0.0250000027523008,6.733305545651275e-05,0.0250000028097119,3.57260657502561e-05,0.0250000028097119,3.57260657502561e-05,1068778,107718,1557,107718,1557,0.100786131451059,0.0014568039387038,0.100786131451059,0.0014568039387038
04-23-2021,206.6,234.68,0.0,9.0,18.0,11.0,-16.0,4.0,0.0250000003057704,2.25786573477768e-05,0.0250000003057704,2.25786573477768e-05,0.0250000026363007,6.498120281409308e-05,0.0250000026363007,6.498120281409308e-05,0.025000002765295,3.54149780822604e-05,0.025000002765295,3.54149780822604e-05,1068778,107873,1559,107873,1559,0.1009311568913282,0.0014586752347073,0.1009311568913282,0.0014586752347073
04-24-2021,212.59,234.68,4.0,12.0,31.0,12.0,-10.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000010704961,3.0238122568553808e-05,0.0250000010704961,3.0238122568553808e-05,0.0250000024780086,3.261893687725672e-05,0.0250000024780086,3.261893687725672e-05,1068778,108048,1563,108048,1563,0.1010948952916321,0.0014624178267142,0.1010948952916321,0.0014624178267142
04-25-2021,164.17,152.82,8.0,14.0,27.0,25.0,-9.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000011436079,3.193782945596546e-05,0.0250000011436079,3.193782945596546e-05,0.0250000024670467,3.265699579830146e-05,0.0250000024670467,3.265699579830146e-05,1068778,108097,1563,108097,1563,0.1011407420437172,0.0014624178267142,0.1011407420437172,0.0014624178267142
04-26-2021,176.52,196.36,10.0,15.0,62.0,17.0,-14.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000013054959,3.5950512317903425e-05,0.0250000013054959,3.5950512317903425e-05,0.0250000025785803,3.3997435893363715e-05,0.0250000025785803,3.3997435893363715e-05,1068778,108111,1563,108111,1563,0.1011538411157415,0.0014624178267142,0.1011538411157415,0.0014624178267142
04-27-2021,181.89,202.63,9.0,14.0,104.0,16.0,-14.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000013664611,3.793670075506892e-05,0.0250000013664611,3.793670075506892e-05,0.0250000026432157,3.48884421851999e-05,0.0250000026432157,3.48884421851999e-05,1068778,108287,1566,108287,1566,0.1013185151640471,0.0014652247707194,0.1013185151640471,0.0014652247707194
04-28-2021,190.96,225.58,10.0,14.0,92.0,20.0,-16.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000013716036,3.8538076239185066e-05,0.0250000013716036,3.8538076239185066e-05,0.0250000027433,3.613024286776383e-05,0.0250000027433,3.613024286776383e-05,1068778,108489,1567,108489,1567,0.1015075160603979,0.0014661604187211,0.1015075160603979,0.0014661604187211
04-29-2021,204.29,229.98,10.0,15.0,97.0,18.0,-15.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000014900805,4.169850068973094e-05,0.0250000014900805,4.169850068973094e-05,0.0250000028344259,3.729152461466563e-05,0.0250000028344259,3.729152461466563e-05,1068778,108663,1570,108663,1570,0.1016703188127001,0.0014689673627264,0.1016703188127001,0.0014689673627264
04-30-2021,247.5,299.27,6.0,19.0,88.0,26.0,-17.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000014898562,4.19841130940016e-05,0.0250000014898562,4.19841130940016e-05,0.0250000028854203,3.803116626123747e-05,0.0250000028854203,3.803116626123747e-05,1068778,108817,1571,108817,1571,0.1018144086049675,0.0014699030107281,0.1018144086049675,0.0014699030107281
05-01-2021,243.22,292.95,10.0,21.0,84.0,29.0,-10.0,-2.0,0.025,1e-05,0.025,1e-05,0.0250000010151271,3.1632120322200904e-05,0.0250000010151271,3.1632120322200904e-05,0.0250000029595742,3.901474444937786e-05,0.0250000029595742,3.901474444937786e-05,1068778,108985,1574,108985,1574,0.1019715974692592,0.0014727099547333,0.1019715974692592,0.0014727099547333
05-02-2021,192.91,184.26,14.0,23.0,38.0,39.0,-10.0,0.0,0.025,1e-05,0.025,1e-05,0.0250000006199983,2.2855024333839147e-05,0.0250000006199983,2.2855024333839147e-05,0.025000003002139,3.964002528037828e-05,0.025000003002139,3.964002528037828e-05,1068778,109030,1574,109030,1574,0.1020137016293374,0.0014727099547333,0.1020137016293374,0.0014727099547333
05-03-2021,197.44,229.52,17.0,23.0,102.0,27.0,-15.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000006583474,2.3906133076363346e-05,0.0250000006583474,2.3906133076363346e-05,0.0250000025281283,3.4946166386139574e-05,0.0250000025281283,3.4946166386139574e-05,1068778,109092,1574,109092,1574,0.1020717118054451,0.0014727099547333,0.1020717118054451,0.0014727099547333
05-04-2021,190.87,212.14,11.0,20.0,89.0,20.0,-15.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000007401543,2.6023584651141395e-05,0.0250000007401543,2.6023584651141395e-05,0.0250000022138044,3.1899327835778016e-05,0.0250000022137365,3.189874435494816e-05,1068778,109315,1577,109315,1577,0.1022803613098323,0.0014755168987385,0.1022803613098323,0.0014755168987385
05-05-2021,197.53,223.66,14.0,21.0,102.0,22.0,-16.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000022431172,3.235364138579927e-05,0.0250000022431172,3.235364138579927e-05,1068778,109455,1578,109455,1578,0.1024113520300754,0.0014764525467402,0.1024113520300754,0.0014764525467402
05-06-2021,207.56,239.58,12.0,20.0,119.0,23.0,-17.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000023052457,3.312907962323595e-05,0.0250000023052457,3.312907962323595e-05,1068778,109588,1580,109588,1580,0.1025357932143064,0.0014783238427437,0.1025357932143064,0.0014783238427437
05-07-2021,228.61,257.15,5.0,17.0,49.0,22.0,-18.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000019893609,2.999419189586353e-05,0.0250000019893609,2.999419189586353e-05,1068778,109737,1592,109737,1592,0.1026752047665651,0.0014895516187646,0.1026752047665651,0.0014895516187646
05-08-2021,220.98,255.79,9.0,25.0,26.0,20.0,-12.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000016756841,2.674650752028706e-05,0.0250000016756841,2.674650752028706e-05,1068778,109889,1592,109889,1592,0.1028174232628291,0.0014895516187646,0.1028174232628291,0.0014895516187646
05-09-2021,170.64,159.48,20.0,30.0,35.0,37.0,-10.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015877743,2.58440480765647e-05,0.0250000015877743,2.58440480765647e-05,1068778,109924,1592,109924,1592,0.1028501709428899,0.0014895516187646,0.1028501709428899,0.0014895516187646
05-10-2021,200.16,211.02,12.0,17.0,91.0,27.0,-15.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000007554207,1.7278112335151085e-05,0.0250000007554207,1.7278112335151085e-05,1068778,109935,1592,109935,1592,0.102860463070909,0.0014895516187646,0.102860463070909,0.0014895516187646
05-11-2021,200.26,229.62,10.0,16.0,100.0,23.0,-15.0,2.0,0.025,1e-05,0.025,1e-05,0.0250000006543169,2.270383248974947e-05,0.0250000006543169,2.270383248974947e-05,0.0250000007545201,1.730657953513249e-05,0.0250000007545201,1.730657953513249e-05,1068778,110107,1593,110107,1593,0.1030213945272077,0.0014904872667663,0.1030213945272077,0.0014904872667663
05-12-2021,204.29,239.44,12.0,18.0,113.0,26.0,-16.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000005732727,2.1094416175853896e-05,0.0250000005732727,2.1094416175853896e-05,0.0250000008187152,1.8012489065083688e-05,0.0250000008187152,1.8012489065083688e-05,1068778,110317,1595,110317,1595,0.1032178806075724,0.0014923585627698,0.1032178806075724,0.0014923585627698
05-13-2021,215.73,252.13,13.0,21.0,109.0,29.0,-16.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000006259976,2.2461725599063375e-05,0.0250000006259976,2.2461725599063375e-05,0.0250000008487787,1.8362491413242724e-05,0.0250000008487787,1.8362491413242724e-05,1068778,110429,1597,110429,1597,0.1033226731837668,0.0014942298587732,0.1033226731837668,0.0014942298587732
05-14-2021,251.17,298.99,8.0,21.0,96.0,31.0,-18.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000005470154,2.086372464671452e-05,0.0250000005470154,2.086372464671452e-05,0.0250000008434222,1.834426975426322e-05,0.0250000008434222,1.834426975426322e-05,1068778,110560,1598,110560,1598,0.1034452430719943,0.001495165506775,0.1034452430719943,0.001495165506775
05-15-2021,247.2,303.8,11.0,27.0,123.0,34.0,-12.0,-2.0,0.025,1e-05,0.025,1e-05,0.0250000005887934,2.2046239039824117e-05,0.0250000005887934,2.2046239039824117e-05,0.0250000009004572,1.8975592087607547e-05,0.0250000009004572,1.8975592087607547e-05,1068778,110644,1598,110644,1598,0.1035238375041402,0.001495165506775,0.1035238375041402,0.001495165506775
05-16-2021,211.05,216.33,21.0,34.0,145.0,51.0,-8.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000008846248,1.8866340425059065e-05,0.0250000008846248,1.8866340425059065e-05,1068778,110685,1598,110685,1598,0.1035621990722114,0.001495165506775,0.1035621990722114,0.001495165506775
