date,Montana-apple-driving,Montana-apple-walking,Montana-google-retail_and_recreation,Montana-google-grocery_and_pharmacy,Montana-google-parks,Montana-google-transit_stations,Montana-google-workplaces,Montana-google-residential,Montana-jh_beta_7,Montana-jh_gamma_7,Montana-cdc_beta_7,Montana-cdc_gamma_7,Montana-jh_beta_14,Montana-jh_gamma_14,Montana-cdc_beta_14,Montana-cdc_gamma_14,Montana-jh_beta_30,Montana-jh_gamma_30,Montana-cdc_beta_30,Montana-cdc_gamma_30,Montana-census_pop,Montana-jh_confirmed,Montana-jh_death,Montana-cdc_confirmed,Montana-cdc_death,Montana-jh_confirmed_ratio,Montana-jh_death_ratio,Montana-cdc_confirmed_ratio,Montana-cdc_death_ratio
01-23-2021,150.67,179.48,-16.0,-6.0,-15.0,-15.0,-9.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000018529225,4.6758013552862895e-05,0.0250000018529225,4.6758013552862895e-05,0.0250000063814257,6.688958486144667e-05,0.0250000063814257,6.688958486144667e-05,1068778,91410,1141,91410,1141,0.0855275838387392,0.0010675743699814,0.0855275838387392,0.0010675743699814
01-24-2021,119.0,121.71,-14.0,-6.0,-4.0,-8.0,-10.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000021385968,5.07518494943346e-05,0.0250000021385968,5.07518494943346e-05,0.0250000066272891,6.927471321647286e-05,0.0250000066272891,6.927471321647286e-05,1068778,91652,1151,91652,1151,0.0857540106551594,0.0010769308499987,0.0857540106551594,0.0010769308499987
01-25-2021,126.53,145.63,-12.0,-8.0,-1.0,-14.0,-16.0,6.0,0.025000000426624,2.42139916487207e-05,0.025000000426624,2.42139916487207e-05,0.0250000026016737,5.880198802700933e-05,0.0250000026016737,5.880198802700933e-05,0.0250000070180327,7.29914021789853e-05,0.0250000070180327,7.29914021789853e-05,1068778,91816,1151,91816,1151,0.0859074569274442,0.0010769308499987,0.0859074569274442,0.0010769308499987
01-26-2021,128.8,147.27,-14.0,-8.0,-1.0,-13.0,-17.0,7.0,0.0250000005491433,2.949121404776231e-05,0.0250000005491433,2.949121404776231e-05,0.0250000030250244,6.695445890786686e-05,0.0250000030250244,6.695445890786686e-05,0.025000007172137,7.460712114690056e-05,0.025000007172137,7.460712114690056e-05,1068778,92160,1185,92160,1185,0.0862293198400416,0.0011087428820578,0.0862293198400416,0.0011087428820578
01-27-2021,127.36,152.98,-13.0,-6.0,-7.0,-15.0,-17.0,7.0,0.0250000008015709,3.921315778176384e-05,0.0250000008015709,3.921315778176384e-05,0.0250000032480929,6.901366424419476e-05,0.0250000032480929,6.901366424419476e-05,0.0250000073770925,7.630389224040212e-05,0.0250000073770925,7.630389224040212e-05,1068778,92531,1201,92531,1201,0.0865764452486858,0.0011237132500856,0.0865764452486858,0.0011237132500856
01-28-2021,136.8,159.07,-12.0,-7.0,2.0,-12.0,-16.0,6.0,0.0250000010373685,4.883491199846016e-05,0.0250000010373685,4.883491199846016e-05,0.0250000039651947,8.198841388820123e-05,0.0250000039651947,8.198841388820123e-05,0.0250000077176872,7.924531824433848e-05,0.0250000077176872,7.924531824433848e-05,1068778,92934,1210,92934,1210,0.0869535113933857,0.0011321340821012,0.0869535113933857,0.0011321340821012
01-29-2021,157.02,189.6,-16.0,-8.0,-10.0,-13.0,-17.0,7.0,0.0250000011647584,5.4625812757641326e-05,0.0250000011647584,5.4625812757641326e-05,0.0250000013179851,7.54956090622291e-05,0.0250000013179851,7.54956090622291e-05,0.0250000076147359,7.789686814247982e-05,0.0250000076147359,7.789686814247982e-05,1068778,93246,1227,93246,1227,0.0872454335699275,0.0011480400981307,0.0872454335699275,0.0011480400981307
01-30-2021,153.11,180.58,-15.0,-5.0,-8.0,-14.0,-7.0,5.0,0.025000062517107,0.0001892713006903,0.025000062517107,0.0001892713006903,0.0250000010834141,7.950784976559339e-05,0.0250000010834141,7.950784976559339e-05,0.025000007538774,7.684740290218219e-05,0.025000007538774,7.684740290218219e-05,1068778,93762,1232,93762,1232,0.0877282279388236,0.0011527183381394,0.0877282279388236,0.0011527183381394
01-31-2021,125.54,126.48,-8.0,0.0,17.0,-6.0,-8.0,3.0,0.0250000009832422,4.7637605873373496e-05,0.0250000009832422,4.7637605873373496e-05,0.0249999994957766,8.984997704782696e-05,0.0249999994957766,8.984997704782696e-05,0.0250000075090033,7.623089418690033e-05,0.0250000075090033,7.623089418690033e-05,1068778,93949,1233,93949,1233,0.0879031941151483,0.0011536539861411,0.0879031941151483,0.0011536539861411
02-01-2021,130.32,160.65,-7.0,-1.0,15.0,-10.0,-15.0,5.0,0.0250000009518771,4.752998848685637e-05,0.0250000009518771,4.752998848685637e-05,0.0249999976425841,9.681662300256532e-05,0.0249999976425841,9.681662300256532e-05,0.0250000079592418,8.047016455803378e-05,0.0250000079592418,8.047016455803378e-05,1068778,94070,1234,94070,1234,0.0880164075233584,0.0011545896341429,0.0880164075233584,0.0011545896341429
02-02-2021,133.56,161.43,-9.0,-1.0,14.0,-11.0,-16.0,5.0,0.0250000010173642,5.174612451890408e-05,0.0250000010173642,5.174612451890408e-05,0.0249999948471764,0.0001056201425161,0.0249999948471764,0.0001056201425161,0.0250000078732884,7.963114340018476e-05,0.0250000078732884,7.963114340018476e-05,1068778,94384,1249,94384,1249,0.0883102009959037,0.0011686243541689,0.0883102009959037,0.0011686243541689
02-03-2021,128.73,159.8,-11.0,-2.0,-5.0,-14.0,-17.0,6.0,0.0250000006551788,3.626752227665469e-05,0.0250000006551788,3.626752227665469e-05,0.0249999911911506,0.0001159551622873,0.0249999911911506,0.0001159551622873,0.0250000082100965,8.291490976947883e-05,0.0250000082100965,8.291490976947883e-05,1068778,94810,1303,94810,1303,0.0887087870446435,0.0012191493462627,0.0887087870446435,0.0012191493462627
02-04-2021,135.71,156.39,-11.0,0.0,-7.0,-8.0,-16.0,6.0,0.025000000772525,3.839427755277215e-05,0.025000000772525,3.839427755277215e-05,0.0249999867875047,0.0001310909385257,0.0249999867875047,0.0001310909385257,0.0250000086794572,8.685985163955428e-05,0.0250000086794572,8.685985163955428e-05,1068778,95111,1308,95111,1308,0.0889904170931662,0.0012238275862714,0.0889904170931662,0.0012238275862714
02-05-2021,145.16,182.75,-21.0,-4.0,-16.0,-17.0,-18.0,9.0,0.0250000009128529,4.322744606394069e-05,0.0250000009128529,4.322744606394069e-05,0.0249999832542035,0.0001397082917028,0.0249999832542035,0.0001397082917028,0.0250000078676015,7.836826583201714e-05,0.0250000078676015,7.836826583201714e-05,1068778,95458,1307,95458,1307,0.0893150869497688,0.0012228919382696,0.0893150869497688,0.0012228919382696
02-06-2021,130.3,161.82,-27.0,-4.0,-32.0,-19.0,-11.0,8.0,0.0250000008491917,4.086514451397016e-05,0.0250000008491917,4.086514451397016e-05,0.0249999786070525,0.0001480183625303,0.0249999786070525,0.0001480183625303,0.0250000078823448,7.831465233336507e-05,0.0250000078823448,7.831465233336507e-05,1068778,95717,1312,95717,1312,0.0895574197822185,0.0012275701782783,0.0895574197822185,0.0012275701782783
02-07-2021,101.99,107.92,-33.0,-7.0,-35.0,-13.0,-13.0,6.0,0.0250000009152513,4.482299495557152e-05,0.0250000009152513,4.482299495557152e-05,0.0249999873296078,0.0001225061692935,0.0249999873296078,0.0001225061692935,0.0250000073073002,7.252513243773745e-05,0.0250000073073002,7.252513243773745e-05,1068778,95790,1314,95790,1314,0.0896257220863453,0.0012294414742818,0.0896257220863453,0.0012294414742818
02-08-2021,115.47,142.74,-21.0,-9.0,-18.0,-12.0,-19.0,8.0,0.0250000009896395,4.9669292661304765e-05,0.0250000009896395,4.9669292661304765e-05,0.0249999862262678,0.0001224699395601,0.0249999862262678,0.0001224699395601,0.0250000072003948,7.158725422548712e-05,0.0250000072003948,7.158725422548712e-05,1068778,95914,1314,95914,1314,0.0897417424385606,0.0012294414742818,0.0897417424385606,0.0012294414742818
02-09-2021,119.99,145.12,-17.0,-5.0,-15.0,-12.0,-19.0,8.0,0.0250000010214197,5.273573524628633e-05,0.0250000010214197,5.273573524628633e-05,0.0249999817673003,0.0001307800555965,0.0249999817673003,0.0001307800555965,0.0250000073330616,7.314124145272845e-05,0.0250000073330616,7.314124145272845e-05,1068778,96288,1315,96288,1315,0.0900916747912101,0.0012303771222835,0.0900916747912101,0.0012303771222835
02-10-2021,122.55,150.73,-15.0,-4.0,-21.0,-14.0,-18.0,8.0,0.0250000008352331,4.576200646383088e-05,0.0250000008352331,4.576200646383088e-05,0.0249999898613345,0.0001041553020825,0.0249999898613345,0.0001041553020825,0.0250000075862264,7.59591218449601e-05,0.0250000075862264,7.59591218449601e-05,1068778,96595,1320,96595,1320,0.0903789187277432,0.0012350553622922,0.0903789187277432,0.0012350553622922
02-11-2021,128.62,143.52,-18.0,-7.0,-33.0,-12.0,-19.0,9.0,0.025,1e-05,0.025,1e-05,0.024999991570381,9.469449798415403e-05,0.024999991570381,9.469449798415403e-05,0.0250000078500943,7.897392024166576e-05,0.0250000078500943,7.897392024166576e-05,1068778,96842,1320,96842,1320,0.0906100237841722,0.0012350553622922,0.0906100237841722,0.0012350553622922
02-12-2021,153.64,183.42,-20.0,-6.0,-38.0,-13.0,-21.0,11.0,0.025,1e-05,0.025,1e-05,0.0249999915155899,9.094898023999322e-05,0.0249999915155899,9.094898023999322e-05,0.0250000076866877,7.785895781150311e-05,0.0250000076866877,7.785895781150311e-05,1068778,97063,1324,97063,1324,0.0908168019925559,0.0012387979542992,0.0908168019925559,0.0012387979542992
02-13-2021,145.45,185.75,-17.0,0.0,-46.0,-14.0,-10.0,7.0,0.025,1e-05,0.025,1e-05,0.0249999938785088,7.911927394467712e-05,0.0249999938785088,7.911927394467712e-05,0.0250000078227652,7.98128482164684e-05,0.0250000078227652,7.98128482164684e-05,1068778,97297,1327,97297,1327,0.0910357436249623,0.0012416048983044,0.0910357436249623,0.0012416048983044
02-14-2021,123.89,133.65,-7.0,3.0,-34.0,-8.0,-10.0,5.0,0.025,1e-05,0.025,1e-05,0.0249999932568638,7.826172603245436e-05,0.0249999932568638,7.826172603245436e-05,0.0250000077025506,7.921474123092294e-05,0.0250000077025506,7.921474123092294e-05,1068778,97401,1327,97401,1327,0.0911330510171429,0.0012416048983044,0.0911330510171429,0.0012416048983044
02-15-2021,126.93,145.74,-11.0,-5.0,-9.0,-12.0,-34.0,10.0,0.025,1e-05,0.025,1e-05,0.0249999920023896,8.065090922542368e-05,0.0249999920023896,8.065090922542368e-05,0.0250000075041798,7.791461501069394e-05,0.0250000075041798,7.791461501069394e-05,1068778,97539,1328,97539,1328,0.0912621704413825,0.0012425405463061,0.0912621704413825,0.0012425405463061
02-16-2021,128.87,156.53,-15.0,-3.0,-8.0,-12.0,-17.0,7.0,0.025,1e-05,0.025,1e-05,0.0249999910298179,8.238641768113571e-05,0.0249999910298179,8.238641768113571e-05,0.0250000075801604,7.937794845870941e-05,0.0250000075801604,7.937794845870941e-05,1068778,97666,1331,97666,1331,0.0913809977376031,0.0012453474903113,0.0913809977376031,0.0012453474903113
02-17-2021,131.13,161.11,-13.0,-5.0,-11.0,-11.0,-16.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000037837363,9.165165676771392e-05,0.0250000037837363,9.165165676771392e-05,0.0250000075696765,7.995448675916511e-05,0.0250000075696765,7.995448675916511e-05,1068778,97900,1334,97900,1334,0.0915999393700094,0.0012481544343165,0.0915999393700094,0.0012481544343165
02-18-2021,142.22,168.87,-9.0,-3.0,-6.0,-4.0,-16.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000007271667,2.457974147711253e-05,0.0250000007271667,2.457974147711253e-05,0.0250000076849914,8.17502430661258e-05,0.0250000076849914,8.17502430661258e-05,1068778,98100,1337,98100,1337,0.0917870689703568,0.0012509613783217,0.0917870689703568,0.0012509613783217
02-19-2021,161.59,199.31,-12.0,-3.0,-15.0,-6.0,-16.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000005705142,2.1020792395921053e-05,0.0250000005705142,2.1020792395921053e-05,0.0250000078180492,8.372228002124028e-05,0.0250000078180492,8.372228002124028e-05,1068778,98377,1339,98377,1339,0.0920462434668378,0.0012528326743252,0.0920462434668378,0.0012528326743252
02-20-2021,156.88,191.62,-10.0,-1.0,-8.0,-3.0,-8.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000007668225,2.526758626464033e-05,0.0250000007668225,2.526758626464033e-05,0.0250000078851957,8.5029281310662e-05,0.0250000078851957,8.5029281310662e-05,1068778,98641,1341,98641,1341,0.0922932545392962,0.0012547039703287,0.0922932545392962,0.0012547039703287
02-21-2021,131.13,126.02,-8.0,-1.0,-11.0,4.0,-9.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000006028762,2.1616818030137343e-05,0.0250000006028762,2.1616818030137343e-05,0.0250000077397214,8.416245211276881e-05,0.0250000077397214,8.416245211276881e-05,1068778,98779,1342,98779,1342,0.0924223739635359,0.0012556396183304,0.0924223739635359,0.0012556396183304
