date,Utah-apple-driving,Utah-apple-walking,Utah-google-retail_and_recreation,Utah-google-grocery_and_pharmacy,Utah-google-parks,Utah-google-transit_stations,Utah-google-workplaces,Utah-google-residential,Utah-jh_beta_7,Utah-jh_gamma_7,Utah-cdc_beta_7,Utah-cdc_gamma_7,Utah-jh_beta_14,Utah-jh_gamma_14,Utah-cdc_beta_14,Utah-cdc_gamma_14,Utah-jh_beta_30,Utah-jh_gamma_30,Utah-cdc_beta_30,Utah-cdc_gamma_30,Utah-census_pop,Utah-jh_confirmed,Utah-jh_death,Utah-cdc_confirmed,Utah-cdc_death,Utah-jh_confirmed_ratio,Utah-jh_death_ratio,Utah-cdc_confirmed_ratio,Utah-cdc_death_ratio
04-30-2021,214.8,257.06,-1.0,8.0,104.0,-13.0,-29.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,397323,2202,397323,2202,0.1239326903222063,0.0006868461782718,0.1239326903222063,0.0006868461782718
05-01-2021,213.47,274.76,-6.0,2.0,119.0,0.0,-14.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,397733,2203,397733,2203,0.1240605772128019,0.0006871580975171,0.1240605772128019,0.0006871580975171
05-02-2021,125.28,140.29,8.0,8.0,89.0,-1.0,-17.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,398012,2204,398012,2204,0.1241476026822559,0.0006874700167625,0.1241476026822559,0.0006874700167625
05-03-2021,158.64,182.74,0.0,6.0,83.0,-19.0,-26.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,398240,2204,398240,2204,0.1242187202701969,0.0006874700167625,0.1242187202701969,0.0006874700167625
05-04-2021,161.96,191.23,0.0,7.0,121.0,-22.0,-27.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,398499,2217,398499,2217,0.1242995073547438,0.0006915249669521,0.1242995073547438,0.0006915249669521
05-05-2021,168.67,196.64,4.0,10.0,121.0,-16.0,-28.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,398979,2219,398979,2219,0.1244492285925143,0.0006921488054428,0.1244492285925143,0.0006921488054428
05-06-2021,184.74,214.41,2.0,8.0,121.0,-14.0,-27.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,399374,2219,399374,2219,0.1245724366944295,0.0006921488054428,0.1245724366944295,0.0006921488054428
05-07-2021,213.59,253.33,-1.0,9.0,81.0,-13.0,-29.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,399760,2223,399760,2223,0.1246928375231366,0.0006933964824242,0.1246928375231366,0.0006933964824242
05-08-2021,212.97,262.99,0.0,15.0,107.0,-1.0,-13.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,400120,2223,400120,2223,0.1248051284514644,0.0006933964824242,0.1248051284514644,0.0006933964824242
05-09-2021,114.48,123.76,12.0,19.0,81.0,-2.0,-17.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,400352,2224,400352,2224,0.1248774937163868,0.0006937084016696,0.1248774937163868,0.0006937084016696
05-10-2021,158.11,178.73,-2.0,4.0,74.0,-18.0,-26.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,400559,2225,400559,2225,0.1249420610001753,0.0006940203209149,0.1249420610001753,0.0006940203209149
05-11-2021,163.05,190.88,-3.0,7.0,122.0,-20.0,-27.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,400783,2236,400783,2236,0.1250119309111348,0.0006974514326139,0.1250119309111348,0.0006974514326139
05-12-2021,168.61,197.29,1.0,9.0,120.0,-15.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,401251,2249,401251,2249,0.1251579091179609,0.0007015063828035,0.1251579091179609,0.0007015063828035
05-13-2021,180.61,208.02,1.0,9.0,124.0,-12.0,-27.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,401669,2255,401669,2255,0.1252882913625194,0.0007033778982756,0.1252882913625194,0.0007033778982756
05-14-2021,208.06,256.33,-3.0,8.0,105.0,-10.0,-30.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,402005,2256,402005,2256,0.1253930962289587,0.000703689817521,0.1253930962289587,0.000703689817521
05-15-2021,208.33,262.52,-6.0,5.0,131.0,3.0,-14.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,402325,2258,402325,2258,0.1254929103874723,0.0007043136560117,0.1254929103874723,0.0007043136560117
05-16-2021,131.95,140.8,6.0,8.0,87.0,2.0,-15.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,402567,2258,402567,2258,0.1255683948448482,0.0007043136560117,0.1255683948448482,0.0007043136560117
05-17-2021,164.59,190.54,0.0,7.0,90.0,-14.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,402731,2259,402731,2259,0.1256195496010864,0.000704625575257,0.1256195496010864,0.000704625575257
05-18-2021,171.37,200.71,0.0,9.0,136.0,-17.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,402988,2271,402988,2271,0.1256997128471427,0.0007083686062013,0.1256997128471427,0.0007083686062013
05-19-2021,173.71,204.45,2.0,9.0,125.0,-13.0,-27.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,403418,2275,403418,2275,0.1258338381226454,0.0007096162831827,0.1258338381226454,0.0007096162831827
05-20-2021,185.1,214.08,2.0,9.0,119.0,-12.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,403684,2279,403684,2279,0.1259168086419098,0.0007108639601641,0.1259168086419098,0.0007108639601641
05-21-2021,211.8,243.15,-3.0,6.0,63.0,-12.0,-28.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,403984,2289,403984,2289,0.1260103844155163,0.0007139831526177,0.1260103844155163,0.0007139831526177
05-22-2021,213.49,263.29,-6.0,3.0,119.0,2.0,-11.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,404246,2290,404246,2290,0.1260921072577993,0.000714295071863,0.1260921072577993,0.000714295071863
05-23-2021,127.91,141.37,5.0,5.0,47.0,0.0,-14.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,404477,2290,404477,2290,0.1261641606034764,0.000714295071863,0.1261641606034764,0.000714295071863
05-24-2021,171.25,200.66,3.0,9.0,104.0,-14.0,-25.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,404625,2292,404625,2292,0.1262103246517889,0.0007149189103537,0.1262103246517889,0.0007149189103537
05-25-2021,179.09,212.77,3.0,9.0,135.0,-16.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,404810,2292,404810,2292,0.1262680297121796,0.0007149189103537,0.1262680297121796,0.0007149189103537
05-26-2021,185.63,217.0,8.0,12.0,129.0,-10.0,-28.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,405078,2292,405078,2292,0.1263516240699348,0.0007149189103537,0.1263516240699348,0.0007149189103537
05-27-2021,200.14,234.71,8.0,15.0,135.0,-8.0,-29.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,405387,2294,405387,2294,0.1264480071167495,0.0007155427488444,0.1264480071167495,0.0007155427488444
05-28-2021,231.88,268.96,2.0,17.0,127.0,-3.0,-34.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,405659,2297,405659,2297,0.126532849151486,0.0007164785065805,0.126532849151486,0.0007164785065805
05-29-2021,203.37,253.73,-8.0,7.0,130.0,5.0,-16.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,405851,2301,405851,2301,0.1265927376465942,0.0007177261835619,0.1265927376465942,0.0007177261835619
05-30-2021,145.44,169.1,11.0,17.0,171.0,-1.0,-18.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,406027,2301,406027,2301,0.1266476354337767,0.0007177261835619,0.1266476354337767,0.0007177261835619
05-31-2021,173.71,184.61,7.0,18.0,195.0,-17.0,-76.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,406170,2302,406170,2302,0.1266922398858625,0.0007180381028073,0.1266922398858625,0.0007180381028073
06-01-2021,188.9,224.41,5.0,15.0,137.0,-11.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,406282,2302,406282,2302,0.1267271748413422,0.0007180381028073,0.1267271748413422,0.0007180381028073
06-02-2021,189.34,231.73,7.0,15.0,135.0,-10.0,-33.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,406482,2305,406482,2305,0.1267895586904132,0.0007189738605434,0.1267895586904132,0.0007189738605434
06-03-2021,205.77,253.19,7.0,15.0,131.0,-10.0,-34.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,406825,2308,406825,2308,0.12689654699157,0.0007199096182794,0.12689654699157,0.0007199096182794
06-04-2021,227.61,289.22,-1.0,13.0,117.0,-9.0,-33.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,407113,2311,407113,2311,0.1269863797342323,0.0007208453760155,0.1269863797342323,0.0007208453760155
06-05-2021,218.08,290.61,-7.0,8.0,130.0,5.0,-10.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,407419,2311,407419,2311,0.1270818270233109,0.0007208453760155,0.1270818270233109,0.0007208453760155
06-06-2021,142.2,178.1,10.0,15.0,132.0,7.0,-14.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,407642,2311,407642,2311,0.1271513850150251,0.0007208453760155,0.1271513850150251,0.0007208453760155
06-07-2021,189.04,225.48,6.0,12.0,119.0,-11.0,-34.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,407816,2313,407816,2313,0.1272056589637169,0.0007214692145062,0.1272056589637169,0.0007214692145062
06-08-2021,191.8,235.15,5.0,12.0,143.0,-13.0,-35.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,408068,2316,408068,2316,0.1272842626135464,0.0007224049722423,0.1272842626135464,0.0007224049722423
06-09-2021,195.8,227.68,6.0,12.0,139.0,-10.0,-35.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,408428,2318,408428,2318,0.1273965535418742,0.000723028810733,0.1273965535418742,0.000723028810733
06-10-2021,206.79,239.65,5.0,10.0,131.0,-8.0,-35.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,408741,2319,408741,2319,0.1274941842656703,0.0007233407299783,0.1274941842656703,0.0007233407299783
06-11-2021,227.77,274.22,-2.0,11.0,137.0,-6.0,-36.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,409007,2319,409007,2319,0.1275771547849348,0.0007233407299783,0.1275771547849348,0.0007233407299783
06-12-2021,222.47,280.18,-9.0,7.0,148.0,7.0,-11.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,409364,2323,409364,2323,0.1276885099555265,0.0007245884069597,0.1276885099555265,0.0007245884069597
06-13-2021,147.07,164.78,8.0,14.0,119.0,9.0,-14.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,409558,2323,409558,2323,0.1277490222891254,0.0007245884069597,0.1277490222891254,0.0007245884069597
06-14-2021,194.93,231.55,5.0,13.0,109.0,-9.0,-34.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,409727,2323,409727,2323,0.1278017366415904,0.0007245884069597,0.1278017366415904,0.0007245884069597
06-15-2021,197.44,234.7,4.0,14.0,129.0,-11.0,-35.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,409964,2323,409964,2323,0.1278756615027395,0.0007245884069597,0.1278756615027395,0.0007245884069597
06-16-2021,205.06,241.63,7.0,11.0,126.0,-7.0,-36.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,410377,2324,410377,2324,0.1280044841510712,0.0007249003262051,0.1280044841510712,0.0007249003262051
06-17-2021,216.11,251.07,5.0,6.0,133.0,-7.0,-36.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,410746,2324,410746,2324,0.1281195823526072,0.0007249003262051,0.1281195823526072,0.0007249003262051
06-18-2021,243.63,288.72,0.0,6.0,122.0,-4.0,-37.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,411071,2326,411034,2326,0.1282209561073476,0.0007255241646958,0.1282094150952695,0.0007255241646958
06-19-2021,228.67,278.72,-6.0,7.0,136.0,8.0,-12.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,411361,2328,411322,2328,0.1283114126885006,0.0007261480031865,0.1282992478379317,0.0007261480031865
06-20-2021,141.79,151.71,8.0,12.0,115.0,8.0,-16.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,411610,2330,411610,2330,0.128389080580594,0.0007267718416772,0.128389080580594,0.0007267718416772
06-21-2021,195.33,232.39,5.0,2.0,114.0,-6.0,-35.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,411770,2330,411770,2330,0.1284389876598508,0.0007267718416772,0.1284389876598508,0.0007267718416772
06-22-2021,194.34,231.76,4.0,3.0,138.0,-10.0,-35.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,412019,2333,412019,2333,0.1285166555519442,0.0007277075994133,0.1285166555519442,0.0007277075994133
06-23-2021,201.62,232.59,6.0,3.0,134.0,-7.0,-36.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,412546,2336,412546,2336,0.1286810369942463,0.0007286433571494,0.1286810369942463,0.0007286433571494
06-24-2021,211.16,246.63,4.0,1.0,120.0,-5.0,-36.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,413008,2337,413008,2337,0.1288251436856003,0.0007289552763947,0.1288251436856003,0.0007289552763947
06-25-2021,245.65,289.71,-2.0,2.0,142.0,-5.0,-36.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,413317,2351,413317,2351,0.128921526732415,0.0007333221458297,0.128921526732415,0.0007333221458297
06-26-2021,226.93,285.74,-8.0,-2.0,163.0,8.0,-10.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,413668,2355,413668,2355,0.1290310103875347,0.0007345698228111,0.1290310103875347,0.0007345698228111
06-27-2021,155.0,172.75,9.0,6.0,129.0,12.0,-13.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,413950,2363,413950,2363,0.1291189716147248,0.0007370651767739,0.1291189716147248,0.0007370651767739
06-28-2021,196.7,228.77,5.0,4.0,114.0,-10.0,-35.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,414204,2365,414204,2365,0.129198199103045,0.0007376890152647,0.129198199103045,0.0007376890152647
06-29-2021,195.48,224.15,0.0,0.0,120.0,-13.0,-36.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,414565,2368,414565,2368,0.1293108019506182,0.0007386247730007,0.1293108019506182,0.0007386247730007
06-30-2021,201.53,229.7,7.0,6.0,125.0,-6.0,-35.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,415139,2371,415139,2371,0.129489843597452,0.0007395605307368,0.129489843597452,0.0007395605307368
07-01-2021,211.44,242.16,6.0,9.0,133.0,-4.0,-36.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,415679,2375,415679,2375,0.1296582799899437,0.0007408082077182,0.1296582799899437,0.0007408082077182
07-02-2021,231.8,262.95,0.0,12.0,131.0,-1.0,-38.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,416110,2378,416110,2378,0.1297927171846917,0.0007417439654543,0.1297927171846917,0.0007417439654543
07-03-2021,202.87,271.3,-11.0,8.0,199.0,9.0,-16.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,416110,2378,416397,2379,0.1297927171846917,0.0007417439654543,0.1298822380081086,0.0007420558846996
07-04-2021,138.43,169.51,-3.0,10.0,147.0,-6.0,-21.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,416110,2378,416684,2380,0.1297927171846917,0.0007417439654543,0.1299717588315255,0.000742367803945
07-05-2021,181.69,216.8,10.0,8.0,190.0,-14.0,-72.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,416110,2378,416971,2381,0.1297927171846917,0.0007417439654543,0.1300612796549424,0.0007426797231903
07-06-2021,197.71,231.9,3.0,6.0,122.0,-9.0,-36.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,417259,2385,417259,2385,0.1301511123976047,0.0007439274001718,0.1301511123976047,0.0007439274001718
07-07-2021,201.05,233.97,5.0,6.0,116.0,-7.0,-36.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,417653,2387,417653,2387,0.1302740085802746,0.0007445512386625,0.1302740085802746,0.0007445512386625
07-08-2021,210.94,241.3,4.0,4.0,116.0,-6.0,-36.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,418321,2389,418321,2389,0.1304823706361717,0.0007451750771532,0.1304823706361717,0.0007451750771532
07-09-2021,228.19,264.57,-2.0,3.0,117.0,-5.0,-34.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,418976,2393,418976,2393,0.1306866777418793,0.0007464227541346,0.1306866777418793,0.0007464227541346
07-10-2021,216.05,263.61,-9.0,-1.0,131.0,9.0,-9.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,418976,2393,419388,2395,0.1306866777418793,0.0007464227541346,0.1308151884709656,0.0007470465926253
07-11-2021,147.66,161.16,6.0,6.0,96.0,8.0,-13.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,418976,2393,419800,2397,0.1306866777418793,0.0007464227541346,0.1309436992000519,0.000747670431116
07-12-2021,196.35,229.63,4.0,5.0,95.0,-9.0,-34.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,420214,2399,420214,2399,0.1310728337676289,0.0007482942696067,0.1310728337676289,0.0007482942696067
07-13-2021,192.04,222.21,4.0,4.0,117.0,-12.0,-35.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,420685,2402,420685,2402,0.1312197477321911,0.0007492300273428,0.1312197477321911,0.0007492300273428
07-14-2021,198.79,235.15,6.0,6.0,117.0,-8.0,-35.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,421257,2406,421257,2406,0.1313981655405342,0.0007504777043242,0.1313981655405342,0.0007504777043242
07-15-2021,206.61,240.65,6.0,6.0,119.0,-4.0,-35.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,421950,2410,421950,2410,0.1316143255775652,0.0007517253813056,0.1316143255775652,0.0007517253813056
07-16-2021,229.46,276.55,-1.0,5.0,119.0,-3.0,-35.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,422619,2413,422619,2413,0.1318229995527078,0.0007526611390417,0.1318229995527078,0.0007526611390417
07-17-2021,231.45,309.39,-5.0,2.0,133.0,18.0,-10.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,422619,2413,423136,2414,0.1318229995527078,0.0007526611390417,0.1319842618025563,0.0007529730582871
07-18-2021,156.48,172.48,10.0,7.0,112.0,9.0,-13.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,422619,2413,423653,2415,0.1318229995527078,0.0007526611390417,0.1321455240524049,0.0007532849775324
07-19-2021,192.56,226.09,5.0,5.0,97.0,-7.0,-34.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,424171,2416,424171,2416,0.1323070982214988,0.0007535968967778,0.1323070982214988,0.0007535968967778
07-20-2021,195.57,228.51,5.0,6.0,123.0,-10.0,-34.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,424730,2420,424730,2420,0.1324814610796523,0.0007548445737592,0.1324814610796523,0.0007548445737592
07-21-2021,200.51,230.99,7.0,6.0,116.0,-7.0,-35.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,425603,2424,425603,2424,0.1327537665808472,0.0007560922507406,0.1327537665808472,0.0007560922507406
07-22-2021,210.57,239.72,6.0,7.0,107.0,-4.0,-36.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,426418,2425,426418,2425,0.1330079807658116,0.000756404169986,0.1330079807658116,0.000756404169986
07-23-2021,221.83,270.91,-1.0,7.0,131.0,-6.0,-47.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,426418,2425,426985,2427,0.1330079807658116,0.000756404169986,0.1331848389779279,0.0007570280084767
07-24-2021,197.02,257.32,-14.0,-1.0,151.0,7.0,-17.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,426418,2425,427552,2429,0.1330079807658116,0.000756404169986,0.1333616971900443,0.0007576518469674
07-25-2021,147.38,158.28,5.0,4.0,98.0,9.0,-12.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,426418,2425,428119,2431,0.1330079807658116,0.000756404169986,0.1335385554021606,0.0007582756854581
07-26-2021,191.58,216.65,4.0,6.0,90.0,-8.0,-35.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,428687,2434,428687,2434,0.1337157255335222,0.0007592114431942,0.1337157255335222,0.0007592114431942
07-27-2021,187.91,221.54,3.0,6.0,119.0,-10.0,-34.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,429300,2441,429300,2441,0.1339069320309249,0.0007613948779116,0.1339069320309249,0.0007613948779116
07-28-2021,193.23,222.98,4.0,6.0,106.0,-7.0,-34.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,430143,2447,430143,2447,0.1341698799547592,0.0007632663933838,0.1341698799547592,0.0007632663933838
07-29-2021,202.18,239.82,3.0,5.0,113.0,-6.0,-35.0,6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,431256,2450,431256,2450,0.1345170460748394,0.0007642021511198,0.1345170460748394,0.0007642021511198
07-30-2021,220.46,263.08,-2.0,4.0,101.0,-6.0,-34.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3205958,432467,2451,432467,2451,0.1348947802809643,0.0007645140703652,0.1348947802809643,0.0007645140703652
