date,Alaska-apple-driving,Alaska-apple-walking,Alaska-google-retail_and_recreation,Alaska-google-grocery_and_pharmacy,Alaska-google-parks,Alaska-google-transit_stations,Alaska-google-workplaces,Alaska-google-residential,Alaska-jh_beta_7,Alaska-jh_gamma_7,Alaska-cdc_beta_7,Alaska-cdc_gamma_7,Alaska-jh_beta_14,Alaska-jh_gamma_14,Alaska-cdc_beta_14,Alaska-cdc_gamma_14,Alaska-jh_beta_30,Alaska-jh_gamma_30,Alaska-cdc_beta_30,Alaska-cdc_gamma_30,Alaska-census_pop,Alaska-jh_confirmed,Alaska-jh_death,Alaska-cdc_confirmed,Alaska-cdc_death,Alaska-jh_confirmed_ratio,Alaska-jh_death_ratio,Alaska-cdc_confirmed_ratio,Alaska-cdc_death_ratio
06-09-2021,217.73,260.82,28.0,24.0,158.0,35.0,-23.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70588,369,67763,362,0.0964916717358467,0.0005044118953721,0.0926299817509517,0.000494843106029
06-10-2021,224.97,268.61,22.0,23.0,176.0,43.0,-24.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70588,369,67793,362,0.0964916717358467,0.0005044118953721,0.0926709908481364,0.000494843106029
06-11-2021,249.07,300.88,20.0,19.0,210.0,42.0,-27.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70652,373,67823,366,0.0965791578098408,0.0005098797749967,0.0927119999453212,0.0005003109856536
06-12-2021,232.98,291.73,18.0,25.0,245.0,77.0,-11.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70652,373,67843,366,0.0965791578098408,0.0005098797749967,0.0927393393434443,0.0005003109856536
06-13-2021,195.26,242.78,38.0,31.0,280.0,82.0,-6.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70652,373,67863,366,0.0965791578098408,0.0005098797749967,0.0927666787415675,0.0005003109856536
06-14-2021,228.69,275.65,35.0,29.0,243.0,45.0,-22.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70717,373,67885,366,0.096668010853741,0.0005098797749967,0.0927967520795029,0.0005003109856536
06-15-2021,228.92,286.32,31.0,26.0,224.0,47.0,-22.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70717,373,67910,366,0.096668010853741,0.0005098797749967,0.0928309263271569,0.0005003109856536
06-16-2021,223.42,270.37,28.0,26.0,148.0,36.0,-23.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70770,373,67936,366,0.0967404602587674,0.0005098797749967,0.092866467544717,0.0005003109856536
06-17-2021,241.09,280.27,25.0,24.0,211.0,48.0,-24.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70770,373,67959,366,0.0967404602587674,0.0005098797749967,0.0928979078525586,0.0005003109856536
06-18-2021,260.64,308.13,20.0,19.0,202.0,49.0,-30.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70875,373,67982,366,0.0968839920989139,0.0005098797749967,0.0929293481604002,0.0005003109856536
06-19-2021,240.63,334.46,22.0,28.0,216.0,94.0,-10.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70875,373,68005,366,0.0968839920989139,0.0005098797749967,0.0929607884682418,0.0005003109856536
06-20-2021,185.42,242.78,35.0,31.0,198.0,80.0,-8.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70875,373,68031,366,0.0968839920989139,0.0005098797749967,0.0929963296858019,0.0005003109856536
06-21-2021,231.27,283.55,32.0,27.0,221.0,49.0,-25.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70963,373,68112,366,0.0970042854506558,0.0005098797749967,0.0931070542482007,0.0005003109856536
06-22-2021,230.13,291.8,27.0,23.0,211.0,44.0,-23.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,70963,373,68145,366,0.0970042854506558,0.0005098797749967,0.0931521642551039,0.0005003109856536
06-23-2021,229.95,286.03,29.0,27.0,185.0,39.0,-23.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71035,374,68179,367,0.0971027072838991,0.0005112467449029,0.0931986412319132,0.0005016779555598
06-24-2021,234.91,281.15,25.0,23.0,186.0,48.0,-24.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71035,374,68198,367,0.0971027072838991,0.0005112467449029,0.0932246136601302,0.0005016779555598
06-25-2021,257.72,316.94,22.0,18.0,218.0,53.0,-25.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71035,374,68218,367,0.0971027072838991,0.0005112467449029,0.0932519530582534,0.0005016779555598
06-26-2021,238.48,303.39,20.0,24.0,222.0,94.0,-9.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71035,374,68245,367,0.0971027072838991,0.0005112467449029,0.0932888612457196,0.0005016779555598
06-27-2021,198.67,258.93,39.0,32.0,271.0,94.0,-5.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71035,374,68272,367,0.0971027072838991,0.0005112467449029,0.0933257694331859,0.0005016779555598
06-28-2021,220.83,281.87,29.0,24.0,215.0,48.0,-24.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71181,374,68300,367,0.0973022848901981,0.0005112467449029,0.0933640445905583,0.0005016779555598
06-29-2021,230.13,291.84,27.0,21.0,242.0,44.0,-24.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71187,374,68339,367,0.097310486709635,0.0005112467449029,0.0934173564168984,0.0005016779555598
06-30-2021,233.74,298.83,36.0,33.0,237.0,53.0,-22.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71275,377,68379,370,0.0974307800613769,0.0005153476546213,0.0934720352131447,0.0005057788652782
07-01-2021,240.59,291.78,31.0,37.0,234.0,58.0,-24.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71275,377,68428,370,0.0974307800613769,0.0005153476546213,0.0935390167385465,0.0005057788652782
07-02-2021,252.0,306.29,25.0,30.0,225.0,54.0,-31.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71384,377,68478,370,0.0975797797811481,0.0005153476546213,0.0936073652338543,0.0005057788652782
07-03-2021,224.72,289.55,19.0,38.0,255.0,92.0,-14.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71384,377,68517,370,0.0975797797811481,0.0005153476546213,0.0936606770601945,0.0005057788652782
07-04-2021,190.71,262.73,26.0,38.0,429.0,85.0,-13.0,-6.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71384,377,68556,370,0.0975797797811481,0.0005153476546213,0.0937139888865346,0.0005057788652782
07-05-2021,199.31,262.23,23.0,24.0,236.0,36.0,-61.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71384,377,68595,370,0.0975797797811481,0.0005153476546213,0.0937673007128748,0.0005057788652782
07-06-2021,223.99,284.14,30.0,27.0,169.0,45.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71384,377,68634,370,0.0975797797811481,0.0005153476546213,0.0938206125392149,0.0005057788652782
07-07-2021,225.36,284.43,32.0,29.0,188.0,43.0,-23.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71598,377,68674,370,0.0978723113410658,0.0005153476546213,0.0938752913354612,0.0005057788652782
07-08-2021,236.13,301.82,26.0,24.0,190.0,51.0,-23.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71598,377,68732,370,0.0978723113410658,0.0005153476546213,0.0939545755900183,0.0005057788652782
07-09-2021,263.34,315.25,22.0,19.0,193.0,53.0,-24.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71731,379,68791,372,0.0980541183385847,0.0005180815944336,0.0940352268144816,0.0005085128050905
07-10-2021,247.91,314.96,22.0,29.0,207.0,95.0,-6.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71731,379,68844,372,0.0980541183385847,0.0005180815944336,0.094107676219508,0.0005085128050905
07-11-2021,204.52,254.95,39.0,29.0,238.0,98.0,-3.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71731,379,68897,372,0.0980541183385847,0.0005180815944336,0.0941801256245343,0.0005085128050905
07-12-2021,231.34,290.27,34.0,30.0,212.0,53.0,-22.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71905,381,68951,374,0.0982919711022561,0.000520815534246,0.0942539419994668,0.0005112467449029
07-13-2021,231.18,296.47,32.0,24.0,223.0,46.0,-22.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,71905,381,69069,374,0.0982919711022561,0.000520815534246,0.0944152444483934,0.0005112467449029
07-14-2021,234.74,292.77,35.0,31.0,218.0,49.0,-22.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,72153,381,69187,374,0.0986309796389832,0.000520815534246,0.09457654689732,0.0005112467449029
07-15-2021,247.54,314.49,34.0,30.0,268.0,57.0,-23.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,72153,381,69320,374,0.0986309796389832,0.000520815534246,0.094758353894839,0.0005112467449029
07-16-2021,271.16,341.97,26.0,25.0,282.0,58.0,-25.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,72440,381,69453,374,0.0990233000020504,0.000520815534246,0.0949401608923579,0.0005112467449029
07-17-2021,255.1,348.66,24.0,34.0,325.0,87.0,-7.0,-4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,72440,381,69599,374,0.0990233000020504,0.000520815534246,0.0951397384986569,0.0005112467449029
07-18-2021,217.18,284.52,46.0,37.0,327.0,99.0,-4.0,-5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,72440,381,69745,374,0.0990233000020504,0.000520815534246,0.0953393161049559,0.0005112467449029
07-19-2021,236.36,296.72,36.0,32.0,232.0,49.0,-24.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,72899,381,69891,374,0.0996507391889767,0.000520815534246,0.0955388937112549,0.0005112467449029
07-20-2021,232.51,294.45,31.0,28.0,202.0,47.0,-22.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,72899,381,70109,374,0.0996507391889767,0.000520815534246,0.0958368931507972,0.0005112467449029
07-21-2021,228.87,283.91,32.0,31.0,166.0,41.0,-22.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,73374,382,70328,375,0.1003000498944015,0.0005221825041521,0.0961362595602457,0.000512613714809
07-22-2021,237.1,293.42,29.0,29.0,212.0,55.0,-22.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,73374,382,70539,375,0.1003000498944015,0.0005221825041521,0.096424690210445,0.000512613714809
07-23-2021,254.54,311.26,24.0,21.0,191.0,55.0,-24.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,73753,384,70751,377,0.1008181314888352,0.0005249164439644,0.0967144878305504,0.0005153476546213
07-24-2021,237.11,315.68,24.0,30.0,223.0,88.0,-6.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,73818,384,70929,377,0.1009069845327355,0.0005249164439644,0.0969578084738464,0.0005153476546213
07-25-2021,206.07,259.69,43.0,32.0,270.0,96.0,-1.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,73818,384,71107,377,0.1009069845327355,0.0005249164439644,0.0972011291171424,0.0005153476546213
07-26-2021,235.16,307.57,38.0,31.0,265.0,56.0,-22.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,74383,384,71286,377,0.1016793225297145,0.0005249164439644,0.0974458167303446,0.0005153476546213
07-27-2021,234.14,285.37,33.0,25.0,212.0,51.0,-21.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,74383,384,71521,377,0.1016793225297145,0.0005249164439644,0.0977670546582916,0.0005153476546213
07-28-2021,237.31,286.47,34.0,32.0,208.0,48.0,-21.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,74911,386,71757,379,0.1024010826401656,0.0005276503837768,0.0980896595561448,0.0005180815944336
07-29-2021,240.89,289.08,29.0,26.0,216.0,52.0,-22.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,74911,386,72021,379,0.1024010826401656,0.0005276503837768,0.0984505396113704,0.0005180815944336
07-30-2021,253.08,307.95,26.0,22.0,226.0,58.0,-24.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,75486,389,72285,382,0.1031870903362062,0.0005317512934952,0.098811419666596,0.0005221825041521
07-31-2021,245.2,315.57,25.0,33.0,271.0,95.0,-5.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,75486,389,72519,382,0.1031870903362062,0.0005317512934952,0.0991312906246369,0.0005221825041521
08-01-2021,207.54,272.86,48.0,41.0,320.0,105.0,0.0,-5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,75486,389,72753,382,0.1031870903362062,0.0005317512934952,0.0994511615826777,0.0005221825041521
08-02-2021,239.79,313.26,40.0,39.0,286.0,55.0,-22.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,76237,389,72988,382,0.1042136847357305,0.0005317512934952,0.0997723995106247,0.0005221825041521
08-03-2021,232.18,297.26,35.0,32.0,234.0,50.0,-22.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,76532,391,73257,384,0.104616940858047,0.0005344852333075,0.1001401144153811,0.0005249164439644
08-04-2021,236.67,294.68,35.0,33.0,215.0,52.0,-23.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,76874,393,73584,385,0.1050844445659528,0.0005372191731199,0.1005871135746946,0.0005262834138706
08-05-2021,238.07,302.0,30.0,27.0,222.0,53.0,-23.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,77253,398,73931,390,0.1056025261603865,0.0005440540226506,0.1010614521321313,0.0005331182634014
08-06-2021,255.9,322.15,24.0,20.0,195.0,58.0,-25.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,77586,398,74244,390,0.106057727139137,0.0005440540226506,0.1014893137127586,0.0005331182634014
08-07-2021,236.72,311.1,21.0,26.0,203.0,87.0,-5.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,77586,398,74514,390,0.106057727139137,0.0005440540226506,0.1018583955874211,0.0005331182634014
08-08-2021,195.84,242.55,36.0,27.0,156.0,86.0,-3.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,77586,398,74784,390,0.106057727139137,0.0005440540226506,0.1022274774620836,0.0005331182634014
08-09-2021,222.37,284.92,33.0,30.0,198.0,51.0,-23.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,78441,399,75056,391,0.1072264864089017,0.0005454209925568,0.1025992932765585,0.0005344852333075
08-10-2021,220.16,291.01,31.0,26.0,201.0,48.0,-23.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,78701,400,75295,392,0.1075818985845026,0.000546787962463,0.1029259990841301,0.0005358522032137
08-11-2021,218.53,278.88,31.0,27.0,167.0,44.0,-23.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,78701,400,75654,392,0.1075818985845026,0.000546787962463,0.1034167412804407,0.0005358522032137
08-12-2021,226.01,275.53,27.0,26.0,180.0,50.0,-23.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,79485,403,76030,395,0.1086536029909301,0.0005508888721814,0.1039307219651559,0.0005399531129322
08-13-2021,257.27,322.15,24.0,19.0,204.0,58.0,-25.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,79823,403,76343,395,0.1091156388192114,0.0005508888721814,0.1043585835457832,0.0005399531129322
08-14-2021,240.73,294.83,24.0,27.0,205.0,90.0,-6.0,-1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,79823,403,76676,395,0.1091156388192114,0.0005508888721814,0.1048137845245336,0.0005399531129322
08-15-2021,205.66,262.66,44.0,31.0,246.0,99.0,-1.0,-3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,79823,403,77009,395,0.1091156388192114,0.0005508888721814,0.1052689855032841,0.0005399531129322
08-16-2021,224.22,273.08,37.0,31.0,206.0,56.0,-22.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,80885,403,77343,395,0.1105673608595506,0.0005508888721814,0.1057255534519407,0.0005399531129322
08-17-2021,219.26,279.35,33.0,25.0,167.0,49.0,-22.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,81337,408,77774,400,0.1111852312571338,0.0005577237217122,0.1063147174814946,0.000546787962463
08-18-2021,223.69,301.39,31.0,27.0,185.0,50.0,-21.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,82002,412,78407,404,0.1120942662447286,0.0005631916013368,0.1071800094320923,0.0005522558420876
08-19-2021,227.04,287.98,26.0,23.0,195.0,56.0,-21.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,82687,412,79038,404,0.1130306406304465,0.0005631916013368,0.1080425674428777,0.0005522558420876
08-20-2021,251.86,323.23,24.0,19.0,192.0,55.0,-23.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,83156,414,79479,406,0.1136717495164344,0.0005659255411492,0.1086454011714932,0.0005549897818999
08-21-2021,243.23,347.41,26.0,27.0,243.0,91.0,-6.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,83156,414,79830,406,0.1136717495164344,0.0005659255411492,0.1091252076085545,0.0005549897818999
08-22-2021,186.35,243.68,39.0,27.0,206.0,88.0,-3.0,-2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,83156,414,80181,406,0.1136717495164344,0.0005659255411492,0.1096050140456157,0.0005549897818999
08-23-2021,210.29,284.36,31.0,26.0,180.0,42.0,-21.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,84272,414,80533,406,0.1151972879317061,0.0005659255411492,0.1100861874525832,0.0005549897818999
08-24-2021,209.45,274.23,26.0,22.0,179.0,44.0,-21.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,731545,84867,427,81097,419,0.1160106350258699,0.0005836961499292,0.110857158479656,0.0005727603906799
08-25-2021,211.84,261.18,27.0,24.0,155.0,41.0,-21.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000005628473,2.0245408241718795e-05,0.0250000001369185,1.119567815899242e-05,0.0250000001344127,1.1134991034576118e-05,731545,85491,438,81671,427,0.1168636242473122,0.0005987328188969,0.1116417992057904,0.0005836961499292
08-26-2021,211.47,261.87,23.0,20.0,177.0,49.0,-22.0,3.0,0.025,1e-05,0.025,1e-05,0.0250000005220867,1.9434804564338344e-05,0.0250000009890683,2.797980391137727e-05,0.025000000279537,1.2388617720562084e-05,0.0250000002748926,1.2316971128767915e-05,731545,86218,438,82371,427,0.1178574113690887,0.0005987328188969,0.1125986781401007,0.0005836961499292
08-27-2021,229.2,275.89,18.0,15.0,139.0,44.0,-23.0,4.0,0.0250000003625376,2.283312711203925e-05,0.0250000003085916,2.0934779287743805e-05,0.0250000005677765,1.9849623943016925e-05,0.0250000010487872,2.830173817038101e-05,0.0250000004181097,1.3591320167272335e-05,0.0250000004008173,1.3414291162380986e-05,731545,86753,438,82880,427,0.1185887402688829,0.0005987328188969,0.1132944658223349,0.0005836961499292
08-28-2021,235.2,298.31,23.0,23.0,204.0,76.0,-6.0,-1.0,0.0250000003999016,2.494672084378093e-05,0.0250000003311316,2.2359644778440635e-05,0.0250000007328834,2.333937635772135e-05,0.0250000013428641,3.4558492305021066e-05,0.0250000004382258,1.3646634367807188e-05,0.0250000004150296,1.3419068811014398e-05,731545,86753,438,83250,427,0.1185887402688829,0.0005987328188969,0.1138002446876132,0.0005836961499292
08-29-2021,181.64,227.97,39.0,23.0,231.0,80.0,-2.0,-2.0,0.0250000004526854,2.8299832882283406e-05,0.0250000003744287,2.514486367703092e-05,0.0250000008704661,2.6500525768114545e-05,0.0250000008312715,2.5831314767373337e-05,0.0250000005519185,1.4704636735217097e-05,0.0250000005161924,1.4369720851425528e-05,731545,86753,438,83620,427,0.1185887402688829,0.0005987328188969,0.1143060235528914,0.0005836961499292
08-30-2021,202.54,251.79,31.0,24.0,216.0,43.0,-20.0,2.0,0.025000000479563,3.0657779159103944e-05,0.0250000003966777,2.7115533961785825e-05,0.0250000009797828,2.9259063048785213e-05,0.0250000009236818,2.824399062657719e-05,0.0250000005009379,1.4127223499286045e-05,0.0250000004590636,1.3735019837324008e-05,731545,87908,438,83991,427,0.1201675905104949,0.0005987328188969,0.1148131693880759,0.0005836961499292
08-31-2021,200.08,256.39,27.0,23.0,202.0,44.0,-19.0,3.0,0.0250000004934242,3.226663385122436e-05,0.0250000004053346,2.8279275677312248e-05,0.0250000010424697,3.121525490885558e-05,0.0250000009930013,3.0266226414139124e-05,0.0250000005930279,1.5051684777055273e-05,0.0250000005403144,1.4563829492833424e-05,731545,88547,444,84597,431,0.1210410842805295,0.0006069346383339,0.1156415531512073,0.0005891640295538
