date,Texas-apple-driving,Texas-apple-walking,Texas-google-retail_and_recreation,Texas-google-grocery_and_pharmacy,Texas-google-parks,Texas-google-transit_stations,Texas-google-workplaces,Texas-google-residential,Texas-jh_beta_7,Texas-jh_gamma_7,Texas-cdc_beta_7,Texas-cdc_gamma_7,Texas-jh_beta_14,Texas-jh_gamma_14,Texas-cdc_beta_14,Texas-cdc_gamma_14,Texas-jh_beta_30,Texas-jh_gamma_30,Texas-cdc_beta_30,Texas-cdc_gamma_30,Texas-census_pop,Texas-jh_confirmed,Texas-jh_death,Texas-cdc_confirmed,Texas-cdc_death,Texas-jh_confirmed_ratio,Texas-jh_death_ratio,Texas-cdc_confirmed_ratio,Texas-cdc_death_ratio
02-10-2021,103.67,113.15,-19.0,-8.0,-35.0,-30.0,-30.0,12.0,0.0250000008470992,4.347270889317245e-05,0.0250000005983449,3.320205411355733e-05,0.0249999984537582,0.000125539135092,0.0250000050079813,0.0001078248251855,0.0250000126740471,0.0001211496720962,0.0250000124667935,0.0001206672349353,28995881,2531060,40148,2517453,43534,0.0872903292712506,0.0013846104555333,0.086821055721673,0.001501385662329
02-11-2021,98.53,102.28,-29.0,-15.0,-51.0,-36.0,-39.0,17.0,0.0250000007831441,4.06938280896787e-05,0.025000000576964,3.233196650794616e-05,0.0249999982272758,0.0001183086845586,0.0250000048720035,0.0001051624859825,0.0250000128767204,0.0001235376598355,0.0250000122042717,0.0001185498138983,28995881,2543236,40535,2529343,43708,0.0877102509835793,0.0013979571788144,0.0872311139640833,0.001507386514657
02-12-2021,117.94,132.45,-24.0,-5.0,-52.0,-34.0,-36.0,16.0,0.0250000007399883,3.8447881686312494e-05,0.0250000005441826,3.102376269991255e-05,0.0249999978644376,0.0001131485045831,0.0249999995634859,9.430645717141062e-05,0.0250000126961962,0.0001221548291563,0.0250000117921509,0.0001151224680286,28995881,2554842,40901,2541845,43902,0.0881105147313854,0.0014105796612974,0.0876622786526127,0.0015140771201261
02-13-2021,103.92,131.22,-28.0,-1.0,-61.0,-36.0,-21.0,11.0,0.0250000006943342,3.5993440314594667e-05,0.02500000052143,3.012548403204012e-05,0.0249999974047491,0.000110738530852,0.0249999990819425,9.134007218903877e-05,0.0250000123874307,0.000119491593026,0.0250000113307833,0.0001111921892349,28995881,2564055,41149,2553127,44095,0.0884282495158536,0.0014191326002476,0.0880513683995323,0.0015207332379381
02-14-2021,53.43,75.0,-56.0,-34.0,-76.0,-57.0,-43.0,16.0,0.0250000007097383,3.65351434606229e-05,0.0250000005106092,2.972693139647304e-05,0.0249999964641821,0.0001113825401521,0.0249999987004303,8.826095108959267e-05,0.0250000120008327,0.0001161107752619,0.0250000109229989,0.0001077425737293,28995881,2568930,41273,2560060,44267,0.0885963768440076,0.0014234090697226,0.08829047132591,0.001526665114952
02-15-2021,35.85,58.44,-70.0,-50.0,-59.0,-68.0,-86.0,29.0,0.0250000007667423,3.94589272219597e-05,0.0250000005015315,2.9432264480194783e-05,0.02499999453867,0.0001158580926897,0.0249999985409025,8.571937535546749e-05,0.0250000116416705,0.000113062707575,0.0250000105628357,0.0001047806213092,28995881,2571723,41336,2563949,44427,0.0886927008701684,0.0014255817921173,0.0884245938242055,0.0015321831400811
02-16-2021,51.07,67.46,-53.0,-20.0,-55.0,-56.0,-80.0,22.0,0.0250000007767869,4.076168385879955e-05,0.0250000004816574,2.8695571336630847e-05,0.0249999915258806,0.0001171387859445,0.0249999978123442,8.325540660415416e-05,0.0250000113930015,0.0001110985256894,0.0250000102439896,0.0001021864638268,28995881,2574648,41386,2567297,44584,0.0887935772670607,0.0014273061749701,0.0885400585000331,0.0015375977022391
02-17-2021,48.54,62.86,-56.0,-26.0,-57.0,-59.0,-78.0,24.0,0.0250000006781588,3.743799344119321e-05,0.0250000004633489,2.8025596298484423e-05,0.024999991567985,0.0001104680253446,0.0249999974783966,8.044813958401396e-05,0.0250000114222941,0.0001119303729416,0.0250000099309392,9.955224513994808e-05,28995881,2579802,41496,2571063,44768,0.0889713266515337,0.0014310998172464,0.0886699390165106,0.0015439434311376
02-18-2021,58.41,70.64,-46.0,-21.0,-59.0,-54.0,-69.0,25.0,0.0250000005543808,3.2720415326914806e-05,0.025000000436278,2.689175550906406e-05,0.0249999924693929,0.000101481618308,0.0249999975159769,7.68652375216833e-05,0.0250000115507416,0.0001137459702396,0.0250000096813018,9.74699533688336e-05,28995881,2582111,41630,2574194,44954,0.0890509586516788,0.0014357211632921,0.0887779198707568,0.0015503581353503
02-19-2021,91.63,106.39,-30.0,-13.0,-53.0,-40.0,-54.0,21.0,0.0250000004116613,2.6793232899752543e-05,0.0250000004391894,2.700165258997416e-05,0.024999993684735,9.245193396017209e-05,0.0249999977066727,7.314667585607635e-05,0.0250000112469401,0.000111409285135,0.025000009396053,9.49919357471638e-05,28995881,2587712,41832,2577131,45153,0.0892441240188563,0.0014426876700176,0.0888792101195338,0.0015572211791047
02-20-2021,110.04,137.92,-21.0,-8.0,-40.0,-25.0,-9.0,7.0,0.0250000002952059,2.156165717381912e-05,0.0250000004360841,2.6788306182147448e-05,0.024999995196598,8.246447062132905e-05,0.0250000038512887,8.595131478275507e-05,0.0250000106580381,0.0001063096845157,0.0250000089943662,9.15356738172092e-05,28995881,2593816,42041,2583617,45317,0.0894546366775336,0.0014498955903426,0.089102897063207,0.001562877154862
02-21-2021,91.77,109.96,-14.0,-9.0,-28.0,-24.0,-7.0,5.0,0.025,1e-05,0.0250000004299678,2.650208517036812e-05,0.024999995668062,7.825408791308348e-05,0.0250000037779802,8.447939944818372e-05,0.0250000101212385,0.00010161477713,0.0250000086134161,8.817630668328684e-05,28995881,2600660,42162,2588101,45462,0.0896906702024332,0.0014540685968465,0.0892575397174516,0.0015678778651353
02-22-2021,112.62,128.36,-11.0,-7.0,-18.0,-26.0,-31.0,9.0,0.025,1e-05,0.0250000004281148,2.6492408232277548e-05,0.0249999950805132,7.905132705168485e-05,0.0250000037125051,8.322622589314049e-05,0.0250000096212594,9.723603612830684e-05,0.0250000083270787,8.574368102246567e-05,28995881,2606513,42301,2594466,45631,0.0898925264591891,0.0014588623811775,0.0894770536546208,0.001573706279178
02-23-2021,117.49,131.32,-11.0,-8.0,-7.0,-23.0,-31.0,9.0,0.0250000003185057,2.1951937401318752e-05,0.0250000004320476,2.6728442648648695e-05,0.0249999947284795,7.878683134056899e-05,0.0250000036225635,8.140313695088216e-05,0.025000009293307,9.45104187077488e-05,0.0250000080725986,8.355933444702124e-05,28995881,2617096,42521,2606275,45776,0.0902575093338257,0.0014664496657301,0.0898843183968095,0.0015787069894513
02-24-2021,119.96,133.06,-10.0,-9.0,-5.0,-21.0,-28.0,8.0,0.0250000003850883,2.4723484592130868e-05,0.0250000004329946,2.6875039667087136e-05,0.0249999956776009,7.291229579774582e-05,0.0250000035465015,7.992478741573886e-05,0.0250000092615546,9.461083647839968e-05,0.0250000077770603,8.090712796637739e-05,28995881,2624852,42831,2613792,45902,0.0905249956019615,0.0014771408394178,0.0901435621149086,0.0015830524342405
02-25-2021,121.02,129.63,-15.0,-13.0,-22.0,-23.0,-30.0,9.0,0.0250000004461862,2.7004154713249367e-05,0.0250000004131494,2.6159178944972377e-05,0.0250000037471464,8.505634866672415e-05,0.025000003406095,7.710946642730139e-05,0.0250000092032772,9.445481467980696e-05,0.0250000075172741,7.856860983382658e-05,28995881,2632666,43085,2621155,46033,0.0907944821542066,0.0014859007043103,0.0903974947338209,0.001587570317315
02-26-2021,142.99,163.24,-15.0,-13.0,-25.0,-23.0,-27.0,9.0,0.0250000005022611,2.908883335232802e-05,0.0250000003885896,2.5218088373535223e-05,0.0250000033698749,7.603489457512677e-05,0.0250000033665969,7.654193728316936e-05,0.0250000089011688,9.182891540322298e-05,0.0250000071527014,7.533226281179109e-05,28995881,2643463,43376,2629116,46188,0.0911668453874534,0.001495936612514,0.0906720509716535,0.0015929159041589
