date,New Hampshire-apple-driving,New Hampshire-apple-walking,New Hampshire-google-retail_and_recreation,New Hampshire-google-grocery_and_pharmacy,New Hampshire-google-parks,New Hampshire-google-transit_stations,New Hampshire-google-workplaces,New Hampshire-google-residential,New Hampshire-jh_beta_7,New Hampshire-jh_gamma_7,New Hampshire-cdc_beta_7,New Hampshire-cdc_gamma_7,New Hampshire-jh_beta_14,New Hampshire-jh_gamma_14,New Hampshire-cdc_beta_14,New Hampshire-cdc_gamma_14,New Hampshire-jh_beta_30,New Hampshire-jh_gamma_30,New Hampshire-cdc_beta_30,New Hampshire-cdc_gamma_30,New Hampshire-census_pop,New Hampshire-jh_confirmed,New Hampshire-jh_death,New Hampshire-cdc_confirmed,New Hampshire-cdc_death,New Hampshire-jh_confirmed_ratio,New Hampshire-jh_death_ratio,New Hampshire-cdc_confirmed_ratio,New Hampshire-cdc_death_ratio
02-17-2021,118.95,145.43,-13.0,-2.0,10.0,-24.0,-28.0,12.0,0.025,1e-05,0.025,1e-05,0.0250000016255964,4.156145585782363e-05,0.0250000014299631,3.749322921785673e-05,0.0250000102211534,9.723404646072468e-05,0.0250000199792574,0.0001802899869036,1359711,71938,1148,71964,1148,0.0529068309368682,0.0008442970601841,0.0529259526472904,0.0008442970601841
02-18-2021,116.55,140.53,-16.0,-1.0,16.0,-29.0,-26.0,12.0,0.025,1e-05,0.025,1e-05,0.0250000013041899,3.479473880328154e-05,0.025000001299516,3.469749232819387e-05,0.0250000104845561,0.0001001530273426,0.0250000106737311,0.0001017211438037,1359711,72399,1150,72398,1150,0.0532458735716633,0.0008457679609858,0.0532451381212625,0.0008457679609858
02-19-2021,121.79,153.61,-34.0,-21.0,-14.0,-41.0,-30.0,16.0,0.025,1e-05,0.025,1e-05,0.0250000011848546,3.230966788026146e-05,0.0250000011800487,3.2210483474244124e-05,0.0250000103856055,9.972962345824348e-05,0.0250000105015681,0.0001007144484529,1359711,72767,1152,72767,1152,0.0535165193191788,0.0008472388617875,0.0535165193191788,0.0008472388617875
02-20-2021,143.56,194.91,-17.0,-8.0,11.0,-18.0,-6.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000011333887,3.130707838048853e-05,0.0250000011295065,3.1226947732951466e-05,0.0250000097888824,9.469825889782152e-05,0.0250000098840747,9.551617482678724e-05,1359711,73161,1153,73161,1153,0.0538062867771166,0.0008479743121883,0.0538062867771166,0.0008479743121883
02-21-2021,118.28,137.08,-14.0,-8.0,17.0,-18.0,-9.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000010351937,2.9419002297936686e-05,0.0250000010330951,2.937564752933789e-05,0.0250000091716005,8.949914996802107e-05,0.0250000092305056,9.002411847091769e-05,1359711,73413,1154,73413,1154,0.0539916202781326,0.0008487097625892,0.0539916202781326,0.0008487097625892
02-22-2021,102.79,127.66,-22.0,-14.0,-2.0,-31.0,-33.0,12.0,0.025,1e-05,0.025,1e-05,0.0250000009495216,2.7858553087944947e-05,0.0250000009474942,2.7816346567476824e-05,0.0250000087439899,8.606780994679941e-05,0.0250000087924229,8.650767378516266e-05,1359711,73665,1154,73665,1154,0.0541769537791486,0.0008487097625892,0.0541769537791486,0.0008487097625892
02-23-2021,112.46,141.87,-14.0,-6.0,24.0,-26.0,-31.0,12.0,0.025,1e-05,0.025,1e-05,0.0250000009574478,2.833283763519308e-05,0.0250000009537265,2.8253540507506776e-05,0.0250000082072964,8.166717055037954e-05,0.0250000082783784,8.228947264070493e-05,1359711,73923,1155,73923,1155,0.0543666999825698,0.0008494452129901,0.0543666999825698,0.0008494452129901
02-24-2021,118.32,146.68,-9.0,-5.0,30.0,-25.0,-32.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000009272727,2.8016553819990184e-05,0.0250000009254259,2.7976315393954657e-05,0.0250000079525102,7.984269074838561e-05,0.0250000079794114,8.010487874150391e-05,1359711,74258,1157,74258,1157,0.054613075866857,0.0008509161137918,0.054613075866857,0.0008509161137918
02-25-2021,119.66,146.83,-12.0,-5.0,23.0,-25.0,-31.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000007831072,2.5266580623865094e-05,0.0250000007812379,2.52251198494896e-05,0.0250000078871103,7.974717827426825e-05,0.0250000079079823,7.995801093835978e-05,1359711,74568,1163,74568,1163,0.0548410654911227,0.0008553288161969,0.0548410654911227,0.0008553288161969
02-26-2021,144.19,191.32,-15.0,-5.0,17.0,-30.0,-30.0,12.0,0.025,1e-05,0.025,1e-05,0.0250000008309672,2.632494195992426e-05,0.0250000008286139,2.6272371228748e-05,0.0250000077663461,7.903269970928979e-05,0.025000007797174,7.932252702760663e-05,1359711,74893,1167,74893,1167,0.0550800868714013,0.0008582706178004,0.0550800868714013,0.0008582706178004
02-27-2021,129.39,180.83,-25.0,-16.0,-23.0,-31.0,-10.0,8.0,0.025,1e-05,0.025,1e-05,0.0250000006575913,2.267095257249637e-05,0.0250000006563284,2.2642824175264387e-05,0.0250000071675534,7.375449848742477e-05,0.0250000072136251,7.416579399458271e-05,1359711,75166,1170,75166,1170,0.0552808648308353,0.0008604769690029,0.0552808648308353,0.0008604769690029
02-28-2021,116.67,136.16,-10.0,-4.0,11.0,-21.0,-8.0,4.0,0.025,1e-05,0.025,1e-05,0.025000000628003,2.1997400398028423e-05,0.0250000006268516,2.197191105118428e-05,0.0250000063166883,6.607681450471684e-05,0.0250000063584356,6.644725429696579e-05,1359711,75424,1170,75424,1170,0.0554706110342565,0.0008604769690029,0.0554706110342565,0.0008604769690029
03-01-2021,102.48,125.07,-15.0,-5.0,-4.0,-28.0,-27.0,10.0,0.025,1e-05,0.025,1e-05,0.025000000609961,2.166435820608672e-05,0.0250000006088465,2.163950552824607e-05,0.0250000055981323,5.962561566344172e-05,0.025000005631216,5.991963789311708e-05,1359711,75588,1170,75588,1170,0.0555912248999971,0.0008604769690029,0.0555912248999971,0.0008604769690029
03-02-2021,106.0,125.99,-19.0,-11.0,-16.0,-28.0,-28.0,12.0,0.025,1e-05,0.025,1e-05,0.0250000006067232,2.171059537671369e-05,0.0250000006055202,2.1683290960091777e-05,0.0250000053375198,5.749677296830578e-05,0.025000005368541,5.7769388433884696e-05,1359711,75803,1170,75803,1170,0.0557493467361814,0.0008604769690029,0.0557493467361814,0.0008604769690029
03-03-2021,112.31,138.32,-10.0,-1.0,11.0,-27.0,-28.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000006208785,2.215876325540762e-05,0.0250000006193677,2.2123726167908423e-05,0.025000004569326,5.0552642081589245e-05,0.0250000045928005,5.075730437384661e-05,1359711,75990,1175,75990,1175,0.0558868759611417,0.0008641542210072,0.0558868759611417,0.0008641542210072
03-04-2021,114.24,142.1,-13.0,-4.0,13.0,-24.0,-25.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000004562817,5.072010678446512e-05,0.025000004583943,5.090036999259834e-05,1359711,76178,1178,76178,1178,0.0560251406365029,0.0008663605722098,0.0560251406365029,0.0008663605722098
03-05-2021,138.78,170.92,-17.0,-5.0,-8.0,-31.0,-25.0,12.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000046694414,5.1919332211372434e-05,0.0250000042950111,4.835398656651426e-05,1359711,76422,1178,76422,1178,0.056204590534312,0.0008663605722098,0.056204590534312,0.0008663605722098
03-06-2021,150.79,208.81,-11.0,-5.0,4.0,-20.0,-7.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000037969509,4.3876498567213865e-05,0.0250000038219798,4.408271515311338e-05,1359711,76695,1181,76695,1181,0.0564053684937461,0.0008685669234124,0.0564053684937461,0.0008685669234124
