date,Oregon-apple-driving,Oregon-apple-walking,Oregon-google-retail_and_recreation,Oregon-google-grocery_and_pharmacy,Oregon-google-parks,Oregon-google-transit_stations,Oregon-google-workplaces,Oregon-google-residential,Oregon-jh_beta_7,Oregon-jh_gamma_7,Oregon-cdc_beta_7,Oregon-cdc_gamma_7,Oregon-jh_beta_14,Oregon-jh_gamma_14,Oregon-cdc_beta_14,Oregon-cdc_gamma_14,Oregon-jh_beta_30,Oregon-jh_gamma_30,Oregon-cdc_beta_30,Oregon-cdc_gamma_30,Oregon-census_pop,Oregon-jh_confirmed,Oregon-jh_death,Oregon-cdc_confirmed,Oregon-cdc_death,Oregon-jh_confirmed_ratio,Oregon-jh_death_ratio,Oregon-cdc_confirmed_ratio,Oregon-cdc_death_ratio
02-23-2021,107.14,104.76,-21.0,-8.0,13.0,-37.0,-36.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000006739771,2.31082433340558e-05,0.0250000006726791,2.3089860459516947e-05,0.0250000063742583,6.285503953432759e-05,0.0250000063672678,6.277624437590723e-05,4217737,153645,2162,153645,2162,0.0364283026656237,0.0005125971581442,0.0364283026656237,0.0005125971581442
02-24-2021,115.95,115.07,-16.0,-7.0,43.0,-35.0,-35.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000006558457,2.293788346632574e-05,0.0250000006547401,2.292096876608154e-05,0.0250000065187881,6.450753405918756e-05,0.0250000065126468,6.443474403096809e-05,4217737,154062,2194,154062,2194,0.0365271708501502,0.0005201841651103,0.0365271708501502,0.0005201841651103
02-25-2021,113.91,105.68,-22.0,-9.0,-11.0,-37.0,-36.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000006342142,2.240963220955315e-05,0.0250000006332834,2.239415695882626e-05,0.0250000067770013,6.693613199229807e-05,0.0250000067716426,6.68693202194709e-05,4217737,154554,2204,154554,2204,0.0366438210822533,0.0005225551047872,0.0366438210822533,0.0005225551047872
02-26-2021,132.39,126.27,-23.0,-11.0,-17.0,-38.0,-34.0,11.0,0.025,1e-05,0.025,1e-05,0.0250000006208672,2.2006597302716127e-05,0.0250000006200941,2.199253091651373e-05,0.0250000063883036,6.340426522828842e-05,0.0250000063836456,6.334317062688555e-05,4217737,154878,2206,154878,2206,0.0367206395277846,0.0005230292927226,0.0367206395277846,0.0005230292927226
02-27-2021,127.27,137.99,-19.0,-9.0,26.0,-24.0,-12.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000060334267,6.025123382569573e-05,0.025000006029405,6.019580209052412e-05,4217737,155315,2208,155315,2208,0.0368242495916649,0.0005235034806579,0.0368242495916649,0.0005235034806579
02-28-2021,106.53,114.93,-10.0,-7.0,45.0,-20.0,-13.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000061189255,6.120914572881743e-05,0.0250000061154753,6.115929081313764e-05,4217737,155597,2208,155597,2208,0.0368911100905533,0.0005235034806579,0.0368911100905533,0.0005235034806579
03-01-2021,108.77,110.95,-13.0,-5.0,39.0,-32.0,-34.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000061146457,6.141469041960268e-05,0.0250000061117002,6.13702623133421e-05,4217737,155787,2212,155787,2212,0.0369361579444142,0.0005244518565287,0.0369361579444142,0.0005244518565287
03-02-2021,110.82,110.78,-15.0,-3.0,40.0,-33.0,-35.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000057173053,5.802232792079581e-05,0.0250000057148092,5.798333632918183e-05,4217737,156037,2225,156037,2225,0.0369954314363365,0.0005275340781087,0.0369954314363365,0.0005275340781087
03-03-2021,118.1,120.49,-11.0,-1.0,59.0,-31.0,-35.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000059624924,6.046218021333785e-05,0.0250000059603959,6.042870535192088e-05,4217737,156287,2252,156287,2252,0.0370547049282589,0.0005339356152363,0.0370547049282589,0.0005339356152363
03-04-2021,116.96,113.64,-17.0,-4.0,10.0,-33.0,-36.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000062716288,6.327624944637359e-05,0.0250000062698602,6.324797316930978e-05,4217737,156673,2284,156673,2284,0.0371462231997869,0.0005415226222023,0.0371462231997869,0.0005415226222023
03-05-2021,132.27,126.86,-22.0,-8.0,-20.0,-36.0,-34.0,11.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000059041005,5.961439951371087e-05,0.0250000059026086,5.959132048224979e-05,4217737,156884,2293,156884,2293,0.0371962500269694,0.0005436564679115,0.0371962500269694,0.0005436564679115
03-06-2021,127.98,142.76,-17.0,-6.0,33.0,-21.0,-13.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000059725609,5.999951863166752e-05,0.0250000059712912,5.998155200654661e-05,4217737,157079,2296,157079,2296,0.0372424833506688,0.0005443677498146,0.0372424833506688,0.0005443677498146
03-07-2021,102.72,104.11,-12.0,-7.0,3.0,-23.0,-15.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000061184044,6.119232927470159e-05,0.0250000063584422,6.340046387478481e-05,4217737,157285,2296,157285,2296,0.0372913247080128,0.0005443677498146,0.0372913247080128,0.0005443677498146
03-08-2021,109.62,104.66,-17.0,-8.0,12.0,-35.0,-35.0,10.0,0.025,1e-05,0.025,1e-05,0.025000000618823,2.107501539045474e-05,0.0250000006188174,2.107385611134844e-05,0.0250000063344318,6.314602184252012e-05,0.0250000063334668,6.313436317639576e-05,4217737,157515,2298,157515,2298,0.0373458563205813,0.00054484193775,0.0373458563205813,0.00054484193775
03-09-2021,110.93,108.21,-17.0,-5.0,17.0,-35.0,-36.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000006685564,2.2206065326322297e-05,0.0250000006751966,2.234178097464868e-05,0.0250000060317214,6.039391858536112e-05,0.0250000060656397,6.070390112181605e-05,4217737,158007,2303,158007,2303,0.0374625065526845,0.0005460274075884,0.0374625065526845,0.0005460274075884
03-10-2021,118.76,113.39,-13.0,-5.0,36.0,-33.0,-34.0,10.0,0.025,1e-05,0.025,1e-05,0.0250000006803789,2.257881005374478e-05,0.0250000006803789,2.257881005374478e-05,0.0250000062293127,6.228723354299818e-05,0.0250000062285818,6.227760146738935e-05,4217737,158291,2305,158291,2305,0.0375298412395082,0.0005465015955238,0.0375298412395082,0.0005465015955238
03-11-2021,123.19,123.32,-15.0,-3.0,40.0,-31.0,-35.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000064709603,6.464406695971541e-05,0.0250000064703321,6.463517192722001e-05,4217737,158644,2316,158644,2316,0.0376135354101026,0.0005491096291684,0.0376135354101026,0.0005491096291684
03-12-2021,123.19,123.32,-16.0,-6.0,42.0,-30.0,-33.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000065212274,6.518326302166469e-05,0.0250000065206925,6.517507838519696e-05,4217737,159037,2319,159037,2319,0.0377067133394045,0.0005498209110715,0.0377067133394045,0.0005498209110715
03-13-2021,138.77,158.48,-13.0,-5.0,76.0,-16.0,-12.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000006342524,6.36450150686035e-05,0.0250000063420736,6.363752693272856e-05,4217737,159402,2322,159392,2322,0.0377932526376111,0.0005505321929745,0.0377908816979342,0.0005505321929745
03-14-2021,103.94,99.08,-12.0,-9.0,-23.0,-23.0,-15.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000005414211,2.032579525659348e-05,0.0250000005414211,2.032579525659348e-05,0.0250000061819263,6.230039276173757e-05,0.0250000061815522,6.229358633224744e-05,4217737,159617,2322,159617,2322,0.0378442278406643,0.0005505321929745,0.0378442278406643,0.0005505321929745
03-15-2021,114.43,111.42,-12.0,-6.0,21.0,-33.0,-34.0,9.0,0.025,1e-05,0.025,1e-05,0.0250000005689384,2.10777928831278e-05,0.0250000005689384,2.10777928831278e-05,0.0250000050698464,5.222804525106134e-05,0.025000005069541,5.222191405368576e-05,4217737,159790,2324,159788,2324,0.0378852450970745,0.0005510063809099,0.0378847709091391,0.0005510063809099
03-16-2021,120.27,118.32,-11.0,-1.0,52.0,-30.0,-35.0,9.0,0.025,1e-05,0.025,1e-05,0.0250000005651193,2.116425518703663e-05,0.0250000005651193,2.116425518703663e-05,0.0250000037555754,4.03202906847584e-05,0.0250000037553312,4.03148241021689e-05,4217737,160051,2346,160050,2346,0.0379471266226414,0.0005562224481991,0.0379468895286737,0.0005562224481991
03-17-2021,128.94,132.72,-2.0,2.0,68.0,-27.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.0250000005249173,2.029276789287754e-05,0.0250000005249173,2.029276789287754e-05,0.0250000040202687,4.281258775306962e-05,0.0250000040200783,4.280778047938855e-05,4217737,160288,2349,160286,2349,0.0380033178929838,0.0005569337301021,0.0380028437050484,0.0005569337301021
03-18-2021,128.76,118.47,-12.0,-4.0,-4.0,-30.0,-35.0,10.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000042678435,4.520479795035506e-05,0.0250000042676999,4.520063813339222e-05,4217737,160622,2353,160622,2353,0.038082507278192,0.0005578821059729,0.038082507278192,0.0005578821059729
03-19-2021,148.34,140.85,-14.0,-7.0,0.0,-27.0,-33.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000044721475,4.7234007344635366e-05,0.0250000044720433,4.723047579001619e-05,4217737,160994,2357,160994,2357,0.0381707062341724,0.0005588304818436,0.0381707062341724,0.0005588304818436
03-20-2021,142.9,153.65,-13.0,-6.0,18.0,-13.0,-13.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000045229471,4.787376457909624e-05,0.0250000045228757,4.78708501427385e-05,4217737,161320,2362,161320,2362,0.0382479988676392,0.0005600159516821,0.0382479988676392,0.0005600159516821
03-21-2021,116.15,117.46,-4.0,-7.0,9.0,-15.0,-14.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000045330317,4.81483553116408e-05,0.0250000045329866,4.814604515695249e-05,4217737,161531,2363,161531,2363,0.0382980256948216,0.0005602530456498,0.0382980256948216,0.0005602530456498
03-22-2021,128.65,127.87,-7.0,-5.0,32.0,-29.0,-38.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000047382337,5.0276150610938e-05,0.0250000047382086,5.027443359751267e-05,4217737,161706,2365,161706,2365,0.0383395171391672,0.0005607272335852,0.0383395171391672,0.0005607272335852
03-23-2021,133.05,138.22,-6.0,-2.0,77.0,-25.0,-39.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000047496472,5.064116066885716e-05,0.0250000047496362,5.064002593218412e-05,4217737,162016,2367,162016,2367,0.0384130162691509,0.0005612014215205,0.0384130162691509,0.0005612014215205
03-24-2021,131.16,126.06,-7.0,-4.0,14.0,-29.0,-38.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000048842368,5.215778501407296e-05,0.0250000048842341,5.215722407256274e-05,4217737,162383,2368,162385,2368,0.0385000297552929,0.0005614385154882,0.0385005039432283,0.0005614385154882
03-25-2021,137.48,136.39,-9.0,-2.0,30.0,-27.0,-39.0,9.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000050065102,5.35809406949037e-05,0.0250000050426511,5.39148900345569e-05,4217737,162804,2370,162806,2370,0.0385998463156901,0.0005619127034236,0.0386003205036255,0.0005619127034236
03-26-2021,155.42,160.6,-12.0,-5.0,52.0,-25.0,-37.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000004940561,5.326318069696399e-05,0.025000004940561,5.326318069696399e-05,4217737,163294,2373,163295,2373,0.0387160223598579,0.0005626239853267,0.0387162594538255,0.0005626239853267
03-27-2021,148.52,171.56,-11.0,-4.0,98.0,-8.0,-13.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000039210509,4.410682463080152e-05,0.0250000039210509,4.410682463080152e-05,4217737,163702,2375,163702,2375,0.0388127566986751,0.0005630981732621,0.0388127566986751,0.0005630981732621
03-28-2021,120.7,113.94,-7.0,-7.0,3.0,-14.0,-13.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000036900658,4.223811180648392e-05,0.0250000036900658,4.223811180648392e-05,4217737,163952,2375,163952,2375,0.0388720301905974,0.0005630981732621,0.0388720301905974,0.0005630981732621
03-29-2021,122.71,120.97,-9.0,-4.0,33.0,-29.0,-34.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000037325967,4.291452235236478e-05,0.0250000037325967,4.291452235236478e-05,4217737,164164,2375,164164,2375,0.0389222941117476,0.0005630981732621,0.0389222941117476,0.0005630981732621
03-30-2021,126.77,128.16,-8.0,0.0,56.0,-26.0,-34.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000037621618,4.34818543517652e-05,0.0250000037621618,4.34818543517652e-05,4217737,164570,2381,164570,2381,0.0390185542626294,0.0005645207370682,0.0390185542626294,0.0005645207370682
03-31-2021,138.84,144.43,-2.0,2.0,101.0,-24.0,-34.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000038739238,4.473874946070943e-05,0.0250000038739238,4.473874946070943e-05,4217737,165012,2383,165012,2383,0.0391233497963481,0.0005649949250036,0.0391233497963481,0.0005649949250036
04-01-2021,138.02,143.92,-4.0,5.0,57.0,-24.0,-33.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000038323988,4.455229120638133e-05,0.0250000038323988,4.455229120638133e-05,4217737,165524,2385,165524,2385,0.039244741907805,0.000565469112939,0.039244741907805,0.000565469112939
04-02-2021,158.35,166.21,-9.0,4.0,44.0,-22.0,-33.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000034555404,4.123602402588404e-05,0.0250000034555404,4.123602402588404e-05,4217737,166013,2385,166013,2385,0.0393606808580051,0.000565469112939,0.0393606808580051,0.000565469112939
04-03-2021,146.59,168.92,-8.0,10.0,70.0,-9.0,-12.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000025499166,3.302116996471304e-05,0.0250000025499166,3.302116996471304e-05,4217737,166480,2391,166480,2391,0.039471403740916,0.0005668916767451,0.039471403740916,0.0005668916767451
04-04-2021,102.85,109.39,-21.0,-2.0,33.0,-15.0,-18.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000014695804,2.3123029260621485e-05,0.0250000014695804,2.3123029260621485e-05,4217737,166882,2392,166882,2392,0.0395667155159271,0.0005671287707128,0.0395667155159271,0.0005671287707128
04-05-2021,135.6,142.74,-2.0,2.0,73.0,-22.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000012288756,2.1001200765276648e-05,0.0250000012288756,2.1001200765276648e-05,4217737,167128,2394,167128,2394,0.0396250406319787,0.0005676029586482,0.0396250406319787,0.0005676029586482
04-06-2021,137.81,143.47,-4.0,3.0,82.0,-24.0,-34.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000012068705,2.0901620755161163e-05,0.0250000012068705,2.0901620755161163e-05,4217737,167658,2427,167658,2427,0.039750700434854,0.0005754270595819,0.039750700434854,0.0005754270595819
04-07-2021,138.06,136.46,-3.0,2.0,48.0,-25.0,-34.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000014148824,2.257704346786097e-05,0.0250000014148824,2.257704346786097e-05,4217737,168128,2434,168128,2434,0.039862134599668,0.0005770867173557,0.039862134599668,0.0005770867173557
04-08-2021,143.51,144.15,-6.0,3.0,48.0,-24.0,-34.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015567848,2.36310882247696e-05,0.0250000015567848,2.36310882247696e-05,4217737,168795,2439,168795,2439,0.0400202762761167,0.0005782721871942,0.0400202762761167,0.0005782721871942
04-09-2021,167.33,171.86,-9.0,-1.0,50.0,-21.0,-32.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015860288,2.36606413808106e-05,0.0250000015860288,2.36606413808106e-05,4217737,169338,2440,169338,2440,0.040149018300572,0.0005785092811619,0.040149018300572,0.0005785092811619
04-10-2021,154.35,169.38,-11.0,-3.0,45.0,-10.0,-12.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000001710995,2.4634773351109376e-05,0.025000001710995,2.4634773351109376e-05,4217737,170085,2440,170085,2440,0.0403261274944359,0.0005785092811619,0.0403261274944359,0.0005785092811619
04-11-2021,130.26,137.17,1.0,-1.0,64.0,-6.0,-12.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000014805686,2.2382501414258584e-05,0.0250000014805686,2.2382501414258584e-05,4217737,170568,2440,170568,2440,0.0404406438808299,0.0005785092811619,0.0404406438808299,0.0005785092811619
04-12-2021,128.85,132.81,-6.0,-1.0,66.0,-24.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015304418,2.2786414451572937e-05,0.0250000015304418,2.2786414451572937e-05,4217737,170850,2441,170850,2441,0.0405075043797183,0.0005787463751296,0.0405075043797183,0.0005787463751296
04-13-2021,133.55,136.34,-7.0,3.0,66.0,-25.0,-34.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015678074,2.311463584182069e-05,0.0250000015678347,2.311478844582702e-05,4217737,171398,2446,171398,2446,0.040637431874012,0.000579931844968,0.040637431874012,0.000579931844968
04-14-2021,137.92,139.7,-3.0,2.0,86.0,-24.0,-34.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000017224739,2.451671660152434e-05,0.0250000017224739,2.451671660152434e-05,4217737,172206,2449,172206,2449,0.040829003799905,0.0005806431268711,0.040829003799905,0.0005806431268711
04-15-2021,143.5,149.61,-6.0,4.0,67.0,-24.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000017981553,2.5197550469700492e-05,0.025000001798158,2.5197556126970944e-05,4217737,172931,2455,172931,2455,0.0410008969264797,0.0005820656906772,0.0410008969264797,0.0005820656906772
04-16-2021,167.62,176.77,-10.0,0.0,67.0,-21.0,-32.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,173626,2457,173626,2457,0.0411656772340238,0.0005825398786126,0.0411656772340238,0.0005825398786126
04-17-2021,160.91,191.18,-10.0,2.0,115.0,-7.0,-13.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,174501,2460,174501,2460,0.0413731344557519,0.0005832511605156,0.0413731344557519,0.0005832511605156
04-18-2021,131.86,141.26,1.0,2.0,77.0,-6.0,-13.0,1.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,175121,2460,175121,2460,0.0415201327157193,0.0005832511605156,0.0415201327157193,0.0005832511605156
04-19-2021,130.29,131.97,-6.0,0.0,64.0,-23.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,175592,2460,175592,2460,0.041631803974501,0.0005832511605156,0.041631803974501,0.0005832511605156
04-20-2021,135.15,140.27,-4.0,4.0,78.0,-23.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,176157,2461,176157,2460,0.0417657620662454,0.0005834882544833,0.0417657620662454,0.0005832511605156
04-21-2021,138.53,143.62,-3.0,3.0,87.0,-23.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,177134,2467,177134,2466,0.0419974028726779,0.0005849108182895,0.0419974028726779,0.0005846737243218
04-22-2021,139.69,142.56,-8.0,1.0,55.0,-24.0,-33.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,178110,2468,178110,2467,0.0422288065851427,0.0005851479122572,0.0422288065851427,0.0005849108182895
04-23-2021,156.27,164.07,-13.0,-3.0,41.0,-22.0,-32.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000012113905,2.021018015408801e-05,0.0250000012002558,2.0136613898843068e-05,4217737,179120,2477,179120,2476,0.0424682714925089,0.0005872817579664,0.0424682714925089,0.0005870446639987
04-24-2021,143.72,158.39,-15.0,-5.0,16.0,-16.0,-14.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000013059266,2.113887739039396e-05,0.0250000012916373,2.1042798982542917e-05,4217737,179930,2484,179930,2484,0.0426603176063372,0.0005889414157402,0.0426603176063372,0.0005889414157402
04-25-2021,117.86,122.03,-5.0,-5.0,20.0,-12.0,-13.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000013759762,2.180197710205324e-05,0.0250000013628395,2.1710235965777232e-05,4217737,180700,2485,180700,2485,0.042842879961458,0.0005891785097079,0.042842879961458,0.0005891785097079
04-26-2021,125.58,127.47,-9.0,-3.0,47.0,-25.0,-32.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000013959464,2.20373469177204e-05,0.0250000013839005,2.194984588361205e-05,4217737,181321,2486,181321,2486,0.042990115315393,0.0005894156036756,0.042990115315393,0.0005894156036756
04-27-2021,128.8,132.54,-8.0,1.0,74.0,-23.0,-33.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025000001443928,2.2562171371165704e-05,0.0250000014329192,2.247887264020073e-05,4217737,182040,2488,182040,2488,0.0431605858781616,0.0005898897916109,0.0431605858781616,0.0005898897916109
04-28-2021,134.5,141.82,-4.0,1.0,89.0,-23.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015637871,2.376493762397996e-05,0.0250000015537623,2.368581004612882e-05,4217737,182916,2490,182916,2490,0.0433682801938575,0.0005903639795463,0.0433682801938575,0.0005903639795463
04-29-2021,141.17,147.5,-6.0,2.0,68.0,-20.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000016786711,2.4928838267555368e-05,0.0250000016695746,2.485381284851034e-05,4217737,183830,2491,183830,2491,0.0435849840803255,0.000590601073514,0.0435849840803255,0.000590601073514
04-30-2021,158.55,161.15,-14.0,0.0,39.0,-21.0,-32.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015525986,2.387351207048966e-05,0.0250000015443652,2.3802419994397503e-05,4217737,184812,2495,184812,2495,0.0438178103565964,0.0005915494493848,0.0438178103565964,0.0005915494493848
05-01-2021,148.92,167.3,-14.0,2.0,67.0,-10.0,-14.0,3.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015848207,2.426454066962039e-05,0.0250000015773963,2.4197292140683835e-05,4217737,185597,2498,185597,2498,0.0440039291212325,0.0005922607312878,0.0440039291212325,0.0005922607312878
05-02-2021,124.31,129.79,-5.0,1.0,62.0,-7.0,-14.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000016167559,2.4642589247259556e-05,0.0250000016100871,2.4579085529115186e-05,4217737,186344,2501,186344,2501,0.0441810383150964,0.0005929720131909,0.0441810383150964,0.0005929720131909
05-03-2021,128.68,127.38,-7.0,3.0,53.0,-22.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000017267546,2.5732342066390577e-05,0.0250000017207934,2.567252362358364e-05,4217737,186878,2502,186877,2502,0.0443076464938425,0.0005932091071586,0.0443074093998748,0.0005932091071586
05-04-2021,132.55,135.56,-7.0,9.0,83.0,-22.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000015948918,2.458255319163693e-05,0.0250000015895915,2.452635985243114e-05,4217737,187611,2508,187611,2508,0.0444814363721588,0.0005946316709647,0.0444814363721588,0.0005946316709647
05-05-2021,137.31,143.48,-4.0,8.0,99.0,-21.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000016715759,2.5314242206333716e-05,0.0250000016668922,2.526162695779873e-05,4217737,188417,2509,188417,2509,0.0446725341101163,0.0005948687649324,0.0446725341101163,0.0005948687649324
05-06-2021,139.02,140.34,-11.0,5.0,36.0,-22.0,-33.0,8.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000017015157,2.5617186630017825e-05,0.0250000016974069,2.5568126011730804e-05,4217737,189162,2514,189162,2514,0.0448491691160449,0.0005960542347709,0.0448491691160449,0.0005960542347709
05-07-2021,160.8,167.76,-12.0,3.0,38.0,-21.0,-31.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,189986,2522,189986,2522,0.0450445345454209,0.0005979509865124,0.0450445345454209,0.0005979509865124
05-08-2021,151.6,171.86,-10.0,9.0,74.0,-9.0,-13.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,190804,2528,190804,2528,0.0452384774109907,0.0005993735503185,0.0452384774109907,0.0005993735503185
05-09-2021,117.44,118.73,2.0,10.0,50.0,-7.0,-13.0,0.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,191405,2530,191405,2530,0.045380970885572,0.0005998477382539,0.045380970885572,0.0005998477382539
05-10-2021,132.73,134.38,-6.0,1.0,78.0,-21.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,191774,2533,191774,2533,0.0454684585596494,0.000600559020157,0.0454684585596494,0.000600559020157
05-11-2021,136.26,140.96,-6.0,6.0,90.0,-21.0,-32.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,192416,2549,192416,2549,0.0456206728869059,0.00060435252364,0.0456206728869059,0.00060435252364
05-12-2021,142.51,149.17,-3.0,7.0,102.0,-20.0,-33.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,193014,2560,193014,2559,0.0457624550795841,0.0006069605572846,0.0457624550795841,0.0006067234633169
05-13-2021,145.53,149.35,-7.0,7.0,70.0,-21.0,-32.0,7.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,4217737,193732,2572,193732,2572,0.045932688548385,0.0006098056848969,0.045932688548385,0.0006098056848969
