date,Florida-apple-driving,Florida-apple-walking,Florida-google-retail_and_recreation,Florida-google-grocery_and_pharmacy,Florida-google-parks,Florida-google-transit_stations,Florida-google-workplaces,Florida-google-residential,Florida-jh_beta_7,Florida-jh_gamma_7,Florida-cdc_beta_7,Florida-cdc_gamma_7,Florida-jh_beta_14,Florida-jh_gamma_14,Florida-cdc_beta_14,Florida-cdc_gamma_14,Florida-jh_beta_30,Florida-jh_gamma_30,Florida-cdc_beta_30,Florida-cdc_gamma_30,Florida-census_pop,Florida-jh_confirmed,Florida-jh_death,Florida-cdc_confirmed,Florida-cdc_death,Florida-jh_confirmed_ratio,Florida-jh_death_ratio,Florida-cdc_confirmed_ratio,Florida-cdc_death_ratio
01-21-2021,104.77,116.48,-23.0,-14.0,-22.0,-37.0,-28.0,9.0,0.025000000513685,2.968960847706357e-05,0.0250000005778181,3.187449663214658e-05,0.0250000152803327,0.0001011276780568,0.0250000203689017,0.0001154167677091,0.0250000076386957,7.407916465560928e-05,0.0250000103334134,9.735673399770338e-05,21477737,1613884,24739,1595172,27326,0.0751421809476482,0.0011518438837387,0.0742709532200715,0.0012722941900256
01-22-2021,121.13,141.58,-23.0,-11.0,-22.0,-38.0,-27.0,9.0,0.02500000048019,2.8311963735402812e-05,0.0250000005672272,3.146282091482784e-05,0.0250000138779576,9.956864904810907e-05,0.0250000192769813,0.0001166280705405,0.0250000078088275,7.567738588674334e-05,0.0250000104026486,9.808491467694517e-05,21477737,1627603,25011,1607220,27542,0.0757809353937055,0.0011645081602405,0.0748319061733552,0.0012823511154829
01-23-2021,115.76,147.23,-23.0,-15.0,-23.0,-41.0,-17.0,5.0,0.0250000004899372,2.8420690702066e-05,0.0250000005629744,3.122568587264933e-05,0.0250000127208352,9.773284190950104e-05,0.0250000183656608,0.0001173728925911,0.0250000078671209,7.613416667737531e-05,0.0250000105161158,9.926133899233988e-05,21477737,1639914,25164,1616604,27707,0.0763541335849302,0.0011716318157727,0.0752688237126658,0.0012900334890961
01-24-2021,87.65,104.88,-23.0,-15.0,-19.0,-38.0,-19.0,5.0,0.0250000004804758,2.7865753986613628e-05,0.025000000569859,3.1551880417655165e-05,0.0250000122218671,9.89492962047389e-05,0.0250000174182881,0.0001174648681827,0.0250000079048706,7.64661152465125e-05,0.0250000106338442,0.0001004831511312,21477737,1649449,25293,1625143,27877,0.0767980816600929,0.001177638035143,0.0756663981871088,0.0012979486619097
01-25-2021,100.59,111.68,-23.0,-15.0,-24.0,-36.0,-28.0,8.0,0.0250000005027938,2.8865778304160584e-05,0.0250000005730043,3.175381976075963e-05,0.0250000119756091,0.0001018269741849,0.0250000164640721,0.0001174828575218,0.0250000083975784,8.103738488381135e-05,0.0250000107929935,0.0001020501504112,21477737,1658169,25446,1634533,28040,0.0772040834655904,0.0011847616906753,0.0761035950854598,0.0013055379158428
01-26-2021,102.31,111.5,-22.0,-14.0,-23.0,-38.0,-28.0,9.0,0.0250000005188309,2.966134536342117e-05,0.025000000553228,3.100169059820286e-05,0.0250000112355314,0.0001014943083094,0.0250000150269799,0.0001161140502026,0.0250000083287611,8.050742810243398e-05,0.0250000108721805,0.0001029069113059,21477737,1667763,25673,1642749,28225,0.0776507785713178,0.0011953307743734,0.076486130731557,0.0013141514862576
01-27-2021,103.26,111.78,-22.0,-15.0,-22.0,-39.0,-28.0,9.0,0.0250000005338678,3.0236719845804004e-05,0.0250000005518648,3.0977566357615216e-05,0.0250000105055409,0.0001016094786941,0.0250000136197738,0.0001139017972022,0.0250000085443073,8.252861901049603e-05,0.0250000109650166,0.000103922651638,21477737,1676171,25833,1654015,28402,0.0780422537067103,0.0012027803487862,0.0770106738898981,0.0013223925779517
01-28-2021,107.19,117.85,-22.0,-14.0,-27.0,-36.0,-28.0,9.0,0.0250000005572395,3.124479978439651e-05,0.0250000005519055,3.0995659199434056e-05,0.0250000097027951,0.0001008923737163,0.0250000122558945,0.0001111210037168,0.0250000086931083,8.395392135582631e-05,0.0250000109407466,0.0001038996581038,21477737,1687594,26035,1664838,28564,0.078574106759944,0.0012121854364824,0.0775145910390838,0.0013299352720447
01-29-2021,123.87,144.01,-22.0,-14.0,-25.0,-37.0,-27.0,9.0,0.0250000005753164,3.193700511556543e-05,0.0250000005501937,3.0958787418840266e-05,0.0250000040786191,8.794441710144664e-05,0.0250000107313825,0.0001079138015833,0.025000008804067,8.506644083271812e-05,0.0250000109211664,0.0001039740443626,21477737,1698570,26254,1679502,28710,0.0790851475646619,0.0012223820414599,0.0781973445340167,0.0013367330086964
01-30-2021,119.65,152.03,-20.0,-13.0,-17.0,-40.0,-15.0,4.0,0.025000000533621,2.9970815647664304e-05,0.025000000520465,2.9770394845819954e-05,0.0250000041186475,8.85288365744092e-05,0.0250000043792766,9.427287526969791e-05,0.025000008809673,8.517126591373054e-05,0.0250000107969648,0.0001031284403192,21477737,1713589,26360,1687140,28859,0.0797844298028232,0.0012273173845084,0.0785529685925477,0.0013436704248683
01-31-2021,92.21,108.99,-19.0,-13.0,-16.0,-37.0,-18.0,5.0,0.0250000005455964,3.060326990763183e-05,0.0250000005175908,2.974396823470648e-05,0.0250000040630591,8.736381306275239e-05,0.0250000043673117,9.426498842193168e-05,0.025000008796209,8.522761079766196e-05,0.0250000106212718,0.0001018824160455,21477737,1721377,26479,1692727,29022,0.0801470378373662,0.0012328580054779,0.0788130984190745,0.0013512596788013
02-01-2021,101.5,108.02,-22.0,-14.0,-40.0,-39.0,-29.0,9.0,0.0250000005601522,3.149543539101015e-05,0.0250000005121782,2.9568350661067687e-05,0.0250000041562427,8.960162005273166e-05,0.0250000043482925,9.40702387259784e-05,0.0250000092649481,8.974247356331849e-05,0.0250000105672645,0.0001016190185342,21477737,1727107,26685,1702997,29177,0.0804138257210245,0.0012424493325344,0.079291267976696,0.0013584764540137
02-02-2021,102.51,109.81,-21.0,-12.0,-39.0,-39.0,-28.0,9.0,0.0250000005705741,3.200268186676619e-05,0.0250000005103029,2.9527295751054e-05,0.0250000042542434,9.18016728428589e-05,0.0250000042456124,9.20632608723054e-05,0.0250000088764448,8.642572276359267e-05,0.0250000105343433,0.0001015839884275,21477737,1737640,26822,1709740,29324,0.080904240516587,0.0012488280306253,0.0796052209783554,0.0013653207505055
02-03-2021,104.51,112.41,-20.0,-13.0,-29.0,-38.0,-27.0,9.0,0.0250000005279033,3.027049766851029e-05,0.0250000004922007,2.87895761142451e-05,0.0250000042766375,9.248670526909494e-05,0.0250000042042512,9.13819237652755e-05,0.0250000089835166,8.762305969792389e-05,0.0250000104371747,0.000100954374358,21477737,1744619,27019,1717224,29501,0.0812291816405052,0.0012580003191211,0.079953674821514,0.0013735618421996
02-04-2021,108.76,119.62,-21.0,-13.0,-25.0,-36.0,-27.0,8.0,0.0250000005358964,3.054205397499414e-05,0.0250000004848682,2.842319389740346e-05,0.0250000043697854,9.456595023236432e-05,0.0250000041774812,9.091054577648238e-05,0.025000009075691,8.866888552297407e-05,0.0250000103154835,0.0001001334113812,21477737,1752330,27247,1727722,29680,0.081588204567362,0.0012686159626593,0.0804424600226737,0.0013818960535739
02-05-2021,128.12,151.69,-20.0,-12.0,-21.0,-36.0,-26.0,8.0,0.0250000005319065,3.0116423217671053e-05,0.0250000004911536,2.8597078960863775e-05,0.0250000044471851,9.608697210435658e-05,0.0250000041650103,9.065247683971384e-05,0.0250000091624299,8.968216838448859e-05,0.0250000101575362,9.897339868711826e-05,21477737,1763873,27457,1735052,29838,0.0821256448014052,0.0012783935290761,0.08078374365046,0.0013892525083066
02-06-2021,122.22,161.09,-21.0,-12.0,-31.0,-40.0,-16.0,6.0,0.0250000005229015,2.946655058222643e-05,0.0250000005068184,2.9228015863401062e-05,0.0250000042585374,9.1758922270275e-05,0.025000004054685,8.827910836635732e-05,0.025000009156337,8.980668328322982e-05,0.0250000099479874,9.733681664366124e-05,21477737,1771359,27599,1741669,29995,0.082474191764244,0.0012850050263675,0.0810918301122692,0.0013965624031991
02-07-2021,93.23,123.61,-23.0,-8.0,-35.0,-39.0,-18.0,5.0,0.0250000005757008,3.173624645520167e-05,0.0250000005173533,2.968337612748285e-05,0.0250000043500167,9.365970289735476e-05,0.0250000040646952,8.850539313988231e-05,0.0250000090339137,8.88634468900675e-05,0.0250000098374151,9.664862385151358e-05,21477737,1777983,27696,1747181,30141,0.0827826041449339,0.0012895213308552,0.0813484679507901,0.0014033601398508
02-08-2021,104.17,111.84,-22.0,-16.0,-28.0,-35.0,-29.0,8.0,0.0250000005986863,3.302317867209812e-05,0.0250000005146261,2.962585373777397e-05,0.0250000044566299,9.619115391940802e-05,0.025000004051959,8.828425550681792e-05,0.0250000088424494,8.730470228331801e-05,0.0250000097152111,9.578717192536272e-05,21477737,1783720,27815,1754181,30256,0.0830497179474727,0.0012950619518248,0.08167438683135,0.00140871452146
02-09-2021,106.64,114.88,-20.0,-12.0,-23.0,-35.0,-27.0,8.0,0.0250000005550665,3.149640476671004e-05,0.0250000005081141,2.9519768443327708e-05,0.0250000044750163,9.694529675158828e-05,0.0250000040355146,8.811922599444999e-05,0.0250000087913237,8.709222892436904e-05,0.0250000095782558,9.476461285680423e-05,21477737,1790743,28048,1761582,30425,0.0833767077043545,0.0013059103945634,0.082018976207782,0.0014165831344335
02-10-2021,110.44,120.85,-18.0,-12.0,-16.0,-35.0,-26.0,8.0,0.0250000005776097,3.245436321477816e-05,0.0250000005111158,2.9705096732770585e-05,0.0250000043405303,9.406663197916296e-05,0.0250000039682108,8.676114587699219e-05,0.0250000088567038,8.791567297725655e-05,0.0250000094531602,9.382165509330584e-05,21477737,1798280,28208,1769828,30560,0.0837276292190373,0.0013133599689762,0.0824029086490816,0.0014228687128443
02-11-2021,116.17,128.93,-18.0,-9.0,-17.0,-32.0,-27.0,8.0,0.025000000558577,3.1593560271710286e-05,0.0250000004913187,2.89166137438256e-05,0.0250000043742519,9.484221421211494e-05,0.0250000039161782,8.578289536805938e-05,0.0250000087968739,8.751085288921029e-05,0.0250000092623529,9.227875497440867e-05,21477737,1806805,28382,1777256,30698,0.0841245518557192,0.0013214613811501,0.0827487551411957,0.0014292939707754
02-12-2021,137.27,159.3,-18.0,-9.0,-18.0,-31.0,-27.0,8.0,0.0250000005217769,2.989318569223005e-05,0.0250000004690593,2.8001041382505826e-05,0.0250000043064442,9.338261561245684e-05,0.0250000038947254,8.549157281432132e-05,0.025000008722839,8.700297594349714e-05,0.0250000090392022,9.039983287863402e-05,21477737,1814422,28565,1784338,30833,0.0844791981576085,0.0013299818318848,0.0830784919286422,0.0014355795491862
02-13-2021,132.36,175.14,-16.0,-5.0,-26.0,-34.0,-17.0,5.0,0.0250000005015842,2.887077667516437e-05,0.0250000004579992,2.756010234982189e-05,0.0250000041994314,9.101989326034384e-05,0.0250000039140972,8.611408554362998e-05,0.0250000086283082,8.626577698730777e-05,0.0250000087944633,8.829860381929109e-05,21477737,1821937,28683,1789999,30961,0.0848290953558096,0.0013354758930142,0.083342067183335,0.0014415392087164
02-14-2021,108.33,143.48,-11.0,-5.0,-21.0,-34.0,-17.0,4.0,0.0250000005127837,2.943464145771762e-05,0.0250000004446677,2.7037045294611857e-05,0.0250000043732847,9.49676980715368e-05,0.0250000039033846,8.610970295740009e-05,0.0250000084085773,8.433033666257426e-05,0.0250000085233915,8.597481632480356e-05,21477737,1827373,28779,1793745,31076,0.0850821946464844,0.0013399456376619,0.0835164803442746,0.0014468935903256
02-15-2021,107.74,121.8,-16.0,-11.0,-15.0,-33.0,-39.0,10.0,0.0250000005386999,3.084727413773136e-05,0.025000000433339,2.6645619519434146e-05,0.0249999995552123,8.791301430755126e-05,0.0250000038367287,8.494343923983018e-05,0.025000008228583,8.286805364290955e-05,0.025000008286937,8.393641624446667e-05,21477737,1830988,28934,1800399,31189,0.0852505084683735,0.0013471624128743,0.0838262895201668,0.0014521548522546
02-16-2021,109.77,120.31,-19.0,-11.0,-29.0,-33.0,-28.0,9.0,0.0250000005528457,3.163813180222791e-05,0.0250000004386696,2.6990753727685657e-05,0.0249999995413261,8.484010641622431e-05,0.0250000037850329,8.413846386064586e-05,0.0250000080367797,8.122109672135534e-05,0.025000008124247,8.261377578524684e-05,21477737,1837285,29154,1807577,31316,0.0855436957813572,0.0013574055776919,0.084160496052261,0.0014580679519448
02-17-2021,111.99,122.44,-18.0,-11.0,-24.0,-34.0,-26.0,9.0,0.0250000005094093,2.961852312902717e-05,0.0250000004090562,2.577156956292557e-05,0.0249999990384153,8.557499323301725e-05,0.0250000037449125,8.353267488520363e-05,0.0250000080375264,8.140344401620799e-05,0.0250000079805617,8.143494630672664e-05,21477737,1844627,29311,1812595,31426,0.0858855381272244,0.0013647154725844,0.0843941333297823,0.0014631895343536
02-18-2021,117.22,129.97,-18.0,-10.0,-13.0,-31.0,-27.0,8.0,0.0250000005140558,2.9688227669678277e-05,0.0250000003987806,2.5391057647596357e-05,0.0249999990567315,8.331894876790634e-05,0.0250000036132548,8.094439791276086e-05,0.0250000080464933,8.16311201861528e-05,0.0250000077412327,7.933878240389679e-05,21477737,1849744,29474,1819185,31536,0.0861237848289137,0.0013723047265175,0.0847009626759094,0.0014683111167624
02-19-2021,132.84,151.33,-20.0,-12.0,-32.0,-33.0,-26.0,9.0,0.0250000005100524,2.9399167602298465e-05,0.0250000003841695,2.4817479144732923e-05,0.0249999992759131,7.945572578586659e-05,0.0250000034700654,7.809822956692567e-05,0.0250000079858981,8.118962573444439e-05,0.0250000075490473,7.772794703745904e-05,21477737,1856427,29692,1826250,31644,0.0864349442401683,0.0013824547716549,0.0850299079460745,0.001473339579491
02-20-2021,131.38,170.96,-15.0,-9.0,-11.0,-31.0,-15.0,4.0,0.0250000005132188,2.929503062605071e-05,0.0250000003695995,2.423882829198829e-05,0.0249999993099108,7.68021056517253e-05,0.0250000033693937,7.616165569095674e-05,0.0250000079719602,8.118719652139106e-05,0.0250000073510147,7.606842608569174e-05,21477737,1863707,29813,1831150,31741,0.0867738998759506,0.0013880885123046,0.0852580511624665,0.0014778558839788
02-21-2021,100.91,120.34,-15.0,-10.0,-12.0,-30.0,-17.0,4.0,0.0250000005464783,3.0781927405394066e-05,0.0250000003556529,2.3710934972588065e-05,0.0249999989907861,7.751841721081219e-05,0.0250000032568711,7.398935056624101e-05,0.0250000078980319,8.063261448620892e-05,0.025000007147619,7.436565795290151e-05,21477737,1868772,29906,1835227,31847,0.0870097254659557,0.001392418577432,0.0854478756304726,0.0014827912270273
02-22-2021,109.35,119.15,-18.0,-11.0,-21.0,-32.0,-27.0,8.0,0.0250000005764583,3.238723409355063e-05,0.0250000003496634,2.350521294762293e-05,0.0249999983266377,8.007638914167514e-05,0.025000003166716,7.227523447079638e-05,0.0250000075536959,7.745372789149692e-05,0.0250000068672056,7.187921455698442e-05,21477737,1872923,30065,1840770,31957,0.0872029953621277,0.0013998215920047,0.0857059568240359,0.0014879128094361
02-23-2021,112.24,122.14,-17.0,-9.0,-17.0,-31.0,-27.0,8.0,0.0250000005686899,3.223727751842736e-05,0.0250000003461978,2.3374221831605385e-05,0.0249999978309812,8.156006395384683e-05,0.0250000031607999,7.234864601531388e-05,0.0250000074891906,7.701563393622295e-05,0.0250000067164039,7.063594887483347e-05,21477737,1878533,30213,1847799,32055,0.0874641960649764,0.0014067124483366,0.0860332259399582,0.0014924756737639
02-24-2021,114.36,124.26,-15.0,-10.0,-13.0,-32.0,-26.0,8.0,0.0250000005171645,3.010083885475414e-05,0.0250000003311704,2.275272394195756e-05,0.0249999982131424,7.716678354602541e-05,0.0250000029988411,6.901474850118864e-05,0.0250000074922199,7.721483843331778e-05,0.0250000065539149,6.926684568646463e-05,21477737,1885661,30340,1854310,32139,0.0877960746050666,0.0014126255480267,0.086336377058719,0.0014963867003306
02-25-2021,120.08,133.21,-16.0,-9.0,-10.0,-29.0,-26.0,7.0,0.0250000005046473,2.964544889899325e-05,0.0250000003224906,2.245040041560256e-05,0.0249999980401297,7.624858290331678e-05,0.0250000029164578,6.745152476029573e-05,0.0250000074399283,7.686843937053436e-05,0.0250000063955002,6.795128699808221e-05,21477737,1892301,30478,1860200,32224,0.0881052319431977,0.0014190508059578,0.0866106145167901,0.0015003442867374
02-26-2021,140.51,165.48,-16.0,-8.0,-9.0,-29.0,-25.0,7.0,0.02500000048739,2.8924714041247587e-05,0.0250000003107437,2.2030185259597835e-05,0.0249999979784521,7.450520932470714e-05,0.0250000028131508,6.544517237324587e-05,0.0250000072174219,7.48411510580288e-05,0.025000006187726,6.613637494375874e-05,21477737,1898223,30624,1865599,32309,0.0883809593161514,0.0014258485426094,0.0868619910933819,0.0015043018731442
02-27-2021,139.05,179.57,-14.0,-7.0,0.0,-29.0,-15.0,3.0,0.0250000004345547,2.6595142657937623e-05,0.0250000002981812,2.1570349471542852e-05,0.0249999980373615,7.234568911699589e-05,0.02500000270811,6.340023843475319e-05,0.0250000071483842,7.431806563401297e-05,0.0250000059784826,6.433050631909126e-05,21477737,1903682,30734,1870385,32391,0.088635129483148,0.0014309701250182,0.0870848264880047,0.0015081197800308
02-28-2021,108.8,129.77,-12.0,-6.0,-1.0,-27.0,-17.0,3.0,0.0250000004418441,2.6977050667120465e-05,0.0250000002907722,2.1325440097597552e-05,0.0249999975959618,7.316325518166508e-05,0.0250000026116624,6.154225664916188e-05,0.0250000069638052,7.269516288671373e-05,0.0250000058001217,6.282312021825888e-05,21477737,1909221,30852,1872181,32473,0.0888930244373511,0.0014364641861477,0.0871684479607884,0.0015119376869173
03-01-2021,115.53,127.96,-15.0,-7.0,-18.0,-29.0,-26.0,7.0,0.0250000004648659,2.8081015483496007e-05,0.0250000002758089,2.0731283368650486e-05,0.0249999970193631,7.49505643923421e-05,0.0250000025422141,6.026144567920625e-05,0.0250000067408729,7.069233306930188e-05,0.0250000056359706,6.148103895053941e-05,21477737,1910921,30999,1879115,32561,0.088972176165487,0.0014433084826394,0.087491293891903,0.0015160349528444
03-02-2021,114.99,124.89,-16.0,-7.0,-22.0,-31.0,-27.0,8.0,0.0250000004465472,2.7291859882551756e-05,0.0250000002589873,2.0013721259963545e-05,0.0249999970379342,7.390757903658642e-05,0.0250000024783787,5.906459564231876e-05,0.0250000067419532,7.094555889125926e-05,0.0250000054939502,6.0289940891373e-05,21477737,1918100,31135,1883743,32633,0.0893064292574213,0.0014496406208903,0.0877067728317932,0.0015193872613301
03-03-2021,118.05,128.49,-13.0,-6.0,-20.0,-31.0,-26.0,7.0,0.025000000437233,2.6862590158311825e-05,0.025,1e-05,0.0250000038425946,8.58506002590229e-05,0.0250000023646179,5.679401052736519e-05,0.0250000067493781,7.118586857723417e-05,0.0250000053243545,5.88072056444288e-05,21477737,1924114,31267,1889785,32729,0.0895864401356623,0.0014557865197809,0.0879880873855565,0.0015238570059778
03-04-2021,123.65,136.3,-14.0,-6.0,-13.0,-28.0,-26.0,7.0,0.0250000004427446,2.707934862222943e-05,0.025,1e-05,0.0250000037847703,8.466954999768003e-05,0.0250000023014912,5.553833209248287e-05,0.0250000065808589,6.964631911125611e-05,0.0250000051531975,5.732242005641012e-05,21477737,1930232,31387,1895655,32794,0.0898712932372717,0.0014613737005905,0.088261393646826,0.001526883395583
