date,Florida-apple-driving,Florida-apple-walking,Florida-google-retail_and_recreation,Florida-google-grocery_and_pharmacy,Florida-google-parks,Florida-google-transit_stations,Florida-google-workplaces,Florida-google-residential,Florida-jh_beta_7,Florida-jh_gamma_7,Florida-cdc_beta_7,Florida-cdc_gamma_7,Florida-jh_beta_14,Florida-jh_gamma_14,Florida-cdc_beta_14,Florida-cdc_gamma_14,Florida-jh_beta_30,Florida-jh_gamma_30,Florida-cdc_beta_30,Florida-cdc_gamma_30,Florida-census_pop,Florida-jh_confirmed,Florida-jh_death,Florida-cdc_confirmed,Florida-cdc_death,Florida-jh_confirmed_ratio,Florida-jh_death_ratio,Florida-cdc_confirmed_ratio,Florida-cdc_death_ratio
01-11-2021,99.73,112.48,-20.0,-12.0,-32.0,-37.0,-28.0,9.0,0.0250000003474011,2.281884131828093e-05,0.0250000004451738,2.664632764192488e-05,0.0250000023267863,5.327731105294642e-05,0.025000026951608,0.0001111203956821,0.0250000068652909,6.795750241081523e-05,0.0250000091337774,8.641637939846407e-05,21477737,1488586,23071,1473999,25378,0.0693083261053061,0.0010741820704853,0.0686291577180594,0.0011815956215498
01-12-2021,100.31,110.8,-21.0,-10.0,-37.0,-38.0,-29.0,10.0,0.0250000003714281,2.3824610002551903e-05,0.025000000456257,2.705243106876211e-05,0.0250000024269676,5.5186788119153736e-05,0.0250000264462942,0.0001113910114,0.0250000069710931,6.888776858012586e-05,0.0250000092837122,8.776747527541533e-05,21477737,1503482,23227,1487657,25580,0.0700018814831376,0.0010814454055378,0.0692650720138718,0.001191000709246
01-13-2021,101.07,109.64,-22.0,-14.0,-37.0,-40.0,-28.0,9.0,0.0250000004015522,2.5085335107710435e-05,0.0250000004692839,2.748759340872082e-05,0.0250000025323487,5.7195692682710165e-05,0.0250000262245161,0.0001125182853774,0.0250000070660883,6.968106401837156e-05,0.0250000094428908,8.918104234735463e-05,21477737,1517472,23396,1501028,25791,0.0706532536458566,0.0010893140185113,0.0698876236355813,0.0012008248355029
01-14-2021,105.82,119.74,-23.0,-14.0,-30.0,-36.0,-29.0,9.0,0.0250000004200331,2.5810917437850528e-05,0.0250000004816758,2.7861510097954988e-05,0.0250000025787426,5.792582082353884e-05,0.0250000253111938,0.0001122430858342,0.0250000069927778,6.884510599021335e-05,0.0250000095823819,9.040901105921484e-05,21477737,1531192,23613,1517518,26003,0.071292054651754,0.0010994175038087,0.0706553953985003,0.0012106955215998
01-15-2021,124.05,143.05,-23.0,-14.0,-29.0,-37.0,-29.0,9.0,0.0250000004325652,2.6135954826466123e-05,0.0250000005177315,2.9244211140921268e-05,0.025000002682984,5.974124707502268e-05,0.0250000241294365,0.0001119048282916,0.0250000071352544,7.001145417333527e-05,0.0250000096728733,9.119328619549044e-05,21477737,1548067,23799,1529403,26212,0.0720777519531038,0.0011080776340635,0.0712087590978509,0.0012204265281765
01-16-2021,118.28,151.53,-22.0,-14.0,-28.0,-40.0,-18.0,5.0,0.0250000004364991,2.61119046066319e-05,0.0250000005462982,3.0350800498427472e-05,0.025000003044248,6.702677857474094e-05,0.0250000241957511,0.0001131557944379,0.0250000071355372,6.983754001015605e-05,0.025000009788992,9.224679235591696e-05,21477737,1560186,24004,1540184,26391,0.0726420106550331,0.0011176224012799,0.0717107207337532,0.0012287607395509
01-17-2021,92.2,112.42,-22.0,-17.0,-30.0,-40.0,-21.0,5.0,0.0250000004711901,2.7402648761045712e-05,0.0250000005638753,3.110544776838224e-05,0.0250000030161952,6.598705208974395e-05,0.0250000243363543,0.0001151129574888,0.0250000072129672,7.039519556446009e-05,0.0250000098740063,9.303899232693708e-05,21477737,1571279,24137,1548002,26569,0.0731584989610404,0.0011238148600106,0.0720747255634986,0.0012370483910851
01-18-2021,104.04,115.87,-19.0,-15.0,-20.0,-38.0,-44.0,11.0,0.0250000005113205,2.9152687226339584e-05,0.0250000005778159,3.1774659502860625e-05,0.0250000157511488,9.398414955362678e-05,0.0250000238768915,0.0001157384626661,0.0250000073008904,7.11087300803808e-05,0.0250000099734345,9.397377518650532e-05,21477737,1579281,24274,1557571,26780,0.0735310708013605,0.0011301935581015,0.072520256673224,0.001246872517342
01-19-2021,101.55,112.89,-22.0,-11.0,-28.0,-38.0,-29.0,9.0,0.0250000005148142,2.946473869312872e-05,0.0250000005879727,3.222483827470495e-05,0.0250000160628089,9.714638028985171e-05,0.0250000231736308,0.0001164742618147,0.025000007469148,7.26212603003791e-05,0.0250000101887295,9.595421273072032e-05,21477737,1589097,24436,1569121,26964,0.0739881021915856,0.0011377362521945,0.0730580228261478,0.0012554395279167
01-20-2021,99.09,111.02,-24.0,-16.0,-24.0,-40.0,-28.0,9.0,0.0250000005202633,2.983310342938852e-05,0.0250000005866945,3.220971288962894e-05,0.0250000160755624,0.0001003265398171,0.0250000220092687,0.0001164675213912,0.0250000075925058,7.36800700692082e-05,0.025000010252626,9.656495969770334e-05,21477737,1601011,24578,1581763,27146,0.0745428161262986,0.0011443477494858,0.073646632324439,0.0012639134188113
