date,Arkansas-apple-driving,Arkansas-apple-walking,Arkansas-google-retail_and_recreation,Arkansas-google-grocery_and_pharmacy,Arkansas-google-parks,Arkansas-google-transit_stations,Arkansas-google-workplaces,Arkansas-google-residential,Arkansas-jh_beta_7,Arkansas-jh_gamma_7,Arkansas-cdc_beta_7,Arkansas-cdc_gamma_7,Arkansas-jh_beta_14,Arkansas-jh_gamma_14,Arkansas-cdc_beta_14,Arkansas-cdc_gamma_14,Arkansas-jh_beta_30,Arkansas-jh_gamma_30,Arkansas-cdc_beta_30,Arkansas-cdc_gamma_30,Arkansas-census_pop,Arkansas-jh_confirmed,Arkansas-jh_death,Arkansas-cdc_confirmed,Arkansas-cdc_death,Arkansas-jh_confirmed_ratio,Arkansas-jh_death_ratio,Arkansas-cdc_confirmed_ratio,Arkansas-cdc_death_ratio
07-13-2021,171.02,191.37,5.0,8.0,103.0,17.0,-27.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3017804,358949,5970,358949,5970,0.1189437750099078,0.0019782596881706,0.1189437750099078,0.0019782596881706
07-14-2021,173.56,192.51,8.0,10.0,115.0,16.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3017804,360258,5977,360258,5977,0.1193775341274648,0.0019805792556441,0.1193775341274648,0.0019805792556441
07-15-2021,186.73,204.28,10.0,12.0,113.0,18.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3017804,361238,5981,361238,5981,0.1197022735737642,0.0019819047227719,0.1197022735737642,0.0019819047227719
07-16-2021,205.92,227.07,4.0,5.0,92.0,20.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3017804,362580,5992,362580,5992,0.1201469677951252,0.0019855497573732,0.1201469677951252,0.0019855497573732
07-17-2021,186.48,205.5,-3.0,4.0,61.0,27.0,-6.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3017804,362580,5992,363430,5997,0.1201469677951252,0.0019855497573732,0.1204286295597726,0.0019872065912829
07-18-2021,149.99,138.88,5.0,7.0,65.0,28.0,-8.0,2.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.025,1e-05,3017804,362580,5992,364280,6002,0.1201469677951252,0.0019855497573732,0.12071029132442,0.0019888634251926
07-19-2021,167.13,187.43,4.0,6.0,56.0,17.0,-27.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000002551426,1.5328310078885308e-05,0.0250000002432912,1.4883563197074538e-05,0.025,1e-05,0.025,1e-05,3017804,365132,6007,365132,6007,0.1209926158226313,0.0019905202591023,0.1209926158226313,0.0019905202591023
07-20-2021,170.47,190.87,5.0,9.0,99.0,16.0,-27.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000002486528,1.512751589848993e-05,0.0250000002779878,1.5687498703766e-05,0.025,1e-05,0.025,1e-05,3017804,367007,6007,367007,6007,0.1216139285387652,0.0019905202591023,0.1216139285387652,0.0019905202591023
07-21-2021,171.06,187.57,7.0,9.0,110.0,15.0,-25.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000002410145,1.5001241879481374e-05,0.0250000002652499,1.5503250081540485e-05,0.025,1e-05,0.025,1e-05,3017804,368466,6020,368466,6020,0.122097392673613,0.0019948280272675,0.122097392673613,0.0019948280272675
07-22-2021,180.34,194.52,6.0,9.0,106.0,18.0,-26.0,4.0,0.025,1e-05,0.025,1e-05,0.0250000002374256,1.4848477480643127e-05,0.0250000002570931,1.5292908879183285e-05,0.025,1e-05,0.025,1e-05,3017804,370326,6035,370326,6035,0.1227137348880179,0.0019997985289965,0.1227137348880179,0.0019997985289965
07-23-2021,206.01,227.61,2.0,6.0,117.0,17.0,-26.0,5.0,0.025,1e-05,0.025,1e-05,0.025,1e-05,0.0250000002232175,1.436713206623941e-05,0.025,1e-05,0.025,1e-05,3017804,372313,6041,372313,6041,0.1233721606837289,0.0020017867296882,0.1233721606837289,0.0020017867296882
07-24-2021,193.55,220.27,-4.0,5.0,91.0,30.0,-6.0,1.0,0.025,1e-05,0.025,1e-05,0.025000000251578,1.4872854163858902e-05,0.0250000002638086,1.5206286464381784e-05,0.025,1e-05,0.025,1e-05,3017804,374328,6048,374328,6048,0.1240398647493342,0.0020041062971617,0.1240398647493342,0.0020041062971617
07-25-2021,147.43,135.07,3.0,6.0,76.0,31.0,-8.0,1.0,0.025,1e-05,0.025,1e-05,0.0250000003406849,1.6835741347334968e-05,0.0250000003261876,1.6577439001256206e-05,0.025,1e-05,0.025,1e-05,3017804,375350,6054,375350,6054,0.124378521600475,0.0020060944978534,0.124378521600475,0.0020060944978534
07-26-2021,165.58,182.31,3.0,6.0,49.0,18.0,-27.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000004258478,1.875496944054782e-05,0.0250000003848391,1.7905397209562495e-05,0.025,1e-05,0.025,1e-05,3017804,375971,6077,375971,6077,0.1245843003720586,0.0020137159338379,0.1245843003720586,0.0020137159338379
07-27-2021,166.24,185.94,3.0,7.0,76.0,15.0,-27.0,6.0,0.025,1e-05,0.025,1e-05,0.0250000004618572,1.9335131202401533e-05,0.0250000004668136,1.9530949314824264e-05,0.0250000001398748,1.1112038513426572e-05,0.0250000001376854,1.1099372181982448e-05,3017804,378023,6087,378023,6087,0.1252642650085956,0.0020170296016573,0.1252642650085956,0.0020170296016573
07-28-2021,169.17,184.22,5.0,9.0,90.0,14.0,-25.0,5.0,0.0250000002678043,2.075143559254915e-05,0.0250000002678043,2.075143559254915e-05,0.0250000004113493,1.796277169111837e-05,0.025000000414664,1.812163124450096e-05,0.0250000002290367,1.196508469906671e-05,0.0250000002146033,1.182783897114855e-05,3017804,379726,6099,379726,6099,0.1258285826382363,0.0020210060030406,0.1258285826382363,0.0020210060030406
07-29-2021,178.91,191.9,4.0,9.0,91.0,18.0,-26.0,5.0,0.0250000002634981,2.0425581932052258e-05,0.0250000002634981,2.0425581932052258e-05,0.0250000004537052,1.873708119499405e-05,0.0250000004557308,1.886011472224977e-05,0.0250000002784164,1.2399324903843878e-05,0.0250000002853698,1.2488042969234944e-05,3017804,382569,6110,382569,6110,0.1267706583992863,0.0020246510376419,0.1267706583992863,0.0020246510376419
07-30-2021,204.0,221.38,5.0,9.0,104.0,21.0,-27.0,5.0,0.025,1e-05,0.025,1e-05,0.0250000005305268,2.0345863513635223e-05,0.0250000005315975,2.043415624259634e-05,0.0250000002921755,1.2454650236359177e-05,0.0250000002982746,1.2536559814042045e-05,3017804,385113,6123,385113,6123,0.1276136554925369,0.0020289588058071,0.1276136554925369,0.0020289588058071
07-31-2021,190.41,212.5,-3.0,7.0,75.0,27.0,-7.0,2.0,0.0250000002865997,2.1404642015738116e-05,0.0250000002865997,2.1404642015738116e-05,0.0250000005344729,2.030292597613716e-05,0.0250000005349038,2.0357340066139136e-05,0.0250000003490167,1.2966941657234704e-05,0.0250000003543303,1.30421586606596e-05,3017804,386452,6141,386452,6141,0.1280573556135521,0.002034923407882,0.1280573556135521,0.002034923407882
08-01-2021,140.63,138.33,4.0,9.0,63.0,29.0,-8.0,2.0,0.0250000003366178,2.353578686859656e-05,0.0250000003366178,2.353578686859656e-05,0.0250000006767334,2.337030285054154e-05,0.0250000006196538,2.2093594008036545e-05,0.0250000004540594,1.3975377509838417e-05,0.025000000458658,1.4044061450247844e-05,3017804,388436,6157,388436,6157,0.1287147873089173,0.002040225276393,0.1287147873089173,0.002040225276393
08-02-2021,160.36,176.58,4.0,8.0,51.0,17.0,-27.0,6.0,0.0250000003981396,2.617615298967145e-05,0.0250000003981396,2.617615298967145e-05,0.0250000008267492,2.661604785089529e-05,0.0250000007118917,2.401050640174349e-05,0.0250000005261928,1.4625918051800636e-05,0.0250000005301461,1.468826005674512e-05,3017804,389280,6199,389280,6199,0.1289944608728731,0.0020541426812344,0.1289944608728731,0.0020541426812344
08-03-2021,163.3,181.85,9.0,15.0,87.0,20.0,-27.0,5.0,0.0250000004106864,2.5756331587189288e-05,0.0250000004106864,2.5756331587189288e-05,0.025000000866114,2.6980233067227047e-05,0.025000000866114,2.6980233067227047e-05,0.0250000006720084,1.596589303512345e-05,0.0250000006535234,1.5794105183723424e-05,3017804,391623,6215,391623,6215,0.1297708532429541,0.0020594445497454,0.1297708532429541,0.0020594445497454
08-04-2021,162.96,180.74,8.0,13.0,98.0,17.0,-25.0,4.0,0.0250000004972388,2.9220684925441556e-05,0.0250000004972388,2.9220684925441556e-05,0.0250000010650984,3.1147342710437115e-05,0.0250000010650984,3.1147342710437115e-05,0.025000000820849,1.7347729436408704e-05,0.025000000779634,1.6939688073741303e-05,3017804,394461,6230,394461,6230,0.1307112721700945,0.0020644150514745,0.1307112721700945,0.0020644150514745
08-05-2021,164.7,182.38,6.0,12.0,95.0,17.0,-26.0,4.0,0.025000000554728,3.1812320952878925e-05,0.025000000554728,3.1812320952878925e-05,0.0250000011193319,3.2111206907318066e-05,0.0250000011193319,3.2111206907318066e-05,0.0250000008947993,1.7963451420494475e-05,0.0250000008971892,1.8009079334131403e-05,3017804,397238,6247,397238,6247,0.1316314777235367,0.0020700482867674,0.1316314777235367,0.0020700482867674
08-06-2021,195.23,223.86,2.0,7.0,108.0,19.0,-26.0,5.0,0.0250000006121991,3.464434478975931e-05,0.0250000006121991,3.464434478975931e-05,0.0250000011484671,3.2599589622653664e-05,0.0250000011484671,3.2599589622653664e-05,0.0250000009872564,1.8772352799770994e-05,0.0250000009892311,1.881326003620595e-05,3017804,400275,6269,400275,6269,0.1326378386402828,0.0020773383559701,0.1326378386402828,0.0020773383559701
08-07-2021,183.55,216.63,-1.0,8.0,84.0,29.0,-6.0,1.0,0.0250000006617637,3.7066996815709206e-05,0.0250000006617637,3.7066996815709206e-05,0.0250000012803022,3.548012969348346e-05,0.0250000012803022,3.548012969348346e-05,0.0250000010729948,1.951472816258691e-05,0.0250000010745978,1.955095033187087e-05,3017804,402908,6290,402908,6290,0.1335103273771258,0.0020842970583908,0.1335103273771258,0.0020842970583908
08-08-2021,138.06,135.83,6.0,10.0,72.0,29.0,-7.0,1.0,0.0250000006776733,3.7894428661026136e-05,0.0250000006776733,3.7894428661026136e-05,0.0250000014046085,3.823398766935706e-05,0.0250000014046085,3.823398766935706e-05,0.0250000011238654,1.98912936770315e-05,0.0250000011251428,1.992293406101352e-05,3017804,404277,6301,404277,6301,0.1339639685015991,0.0020879420929921,0.1339639685015991,0.0020879420929921
08-09-2021,156.79,175.46,2.0,8.0,44.0,16.0,-27.0,6.0,0.025000000685293,3.857135499873838e-05,0.025000000685293,3.857135499873838e-05,0.0250000015263478,4.1085200203485785e-05,0.0250000015263478,4.1085200203485785e-05,0.0250000012382712,2.0982590567511723e-05,0.0250000012392689,2.100977754559e-05,3017804,405272,6322,405272,6322,0.1342936784496276,0.0020949007954128,0.1342936784496276,0.0020949007954128
08-10-2021,160.4,183.46,3.0,10.0,65.0,17.0,-27.0,6.0,0.0250000005197042,3.102498616727796e-05,0.0250000005197042,3.102498616727796e-05,0.0250000014782265,3.99835047145218e-05,0.0250000014782265,3.99835047145218e-05,0.0250000014048026,2.261222778490126e-05,0.0250000013811505,2.2387239942089832e-05,3017804,407892,6346,407892,6346,0.1351618594183055,0.0021028535981793,0.1351618594183055,0.0021028535981793
08-11-2021,164.32,196.6,5.0,10.0,78.0,16.0,-26.0,5.0,0.0250000005507259,3.225660718484659e-05,0.0250000005507259,3.225660718484659e-05,0.0250000015677975,4.206624675361856e-05,0.0250000015677975,4.206624675361856e-05,0.0250000015794026,2.432077210316476e-05,0.0250000015304781,2.3838803579045463e-05,3017804,410832,6366,410832,6366,0.1361360777572035,0.0021094809338181,0.1361360777572035,0.0021094809338181
08-12-2021,173.88,214.5,5.0,10.0,77.0,17.0,-27.0,5.0,0.0250000005900941,3.3941480978746386e-05,0.0250000005900941,3.3941480978746386e-05,0.025000001638515,4.373443330881435e-05,0.025000001638515,4.373443330881435e-05,0.0250000016723944,2.5209881542948223e-05,0.0250000016727992,2.5225854337693706e-05,3017804,413150,6396,413150,6396,0.1369041859577361,0.0021194219372762,0.1369041859577361,0.0021194219372762
08-13-2021,202.28,255.1,4.0,7.0,77.0,17.0,-26.0,5.0,0.0250000006408718,3.586779107320993e-05,0.0250000006408718,3.586779107320993e-05,0.0250000017322283,4.585029213031995e-05,0.0250000017322283,4.585029213031995e-05,0.0250000017045426,2.5418010321953686e-05,0.0250000017048136,2.5430972024701667e-05,3017804,416173,6432,416173,6432,0.1379059077395351,0.002131351141426,0.1379059077395351,0.002131351141426
08-14-2021,187.43,267.53,1.0,8.0,63.0,28.0,-6.0,2.0,0.0250000006902175,3.741959929633402e-05,0.0250000006902175,3.741959929633402e-05,0.025000001835739,4.80093674205976e-05,0.025000001835739,4.80093674205976e-05,0.0250000018318792,2.6607269019597626e-05,0.0250000018320451,2.6617310044357497e-05,3017804,418290,6445,418290,6445,0.1386074112168981,0.0021356589095912,0.1386074112168981,0.0021356589095912
08-15-2021,138.8,171.55,11.0,14.0,65.0,26.0,-8.0,2.0,0.0250000007116413,3.8416794149837775e-05,0.0250000007116413,3.8416794149837775e-05,0.0250000018741674,4.881808719970886e-05,0.0250000018741674,4.881808719970886e-05,0.0250000019831436,2.8094237579454037e-05,0.0250000019832315,2.810144467792858e-05,3017804,419807,6467,419807,6467,0.1391100946250982,0.0021429489787938,0.1391100946250982,0.0021429489787938
08-16-2021,159.76,268.21,6.0,10.0,38.0,14.0,-27.0,5.0,0.0250000007990084,4.261417137901309e-05,0.0250000007990084,4.261417137901309e-05,0.0250000019274749,5.001436901066795e-05,0.0250000019274749,5.001436901066795e-05,0.0250000020658559,2.887250887106896e-05,0.0250000020658914,2.887695166694125e-05,3017804,420663,6498,420663,6498,0.1393937445904373,0.0021532213490339,0.1393937445904373,0.0021532213490339
08-17-2021,159.13,239.9,3.0,9.0,56.0,14.0,-26.0,4.0,0.0250000008335119,4.413615704016519e-05,0.0250000008335119,4.413615704016519e-05,0.0250000017453842,4.5581602120035786e-05,0.0250000017453842,4.5581602120035786e-05,0.0250000022763866,3.097296405563706e-05,0.0250000022203825,3.0397492065961173e-05,3017804,422866,6539,422866,6539,0.1401237456110469,0.0021668073870933,0.1401237456110469,0.0021668073870933
08-18-2021,156.87,221.81,3.0,8.0,53.0,12.0,-22.0,4.0,0.0250000008884987,4.612351133765913e-05,0.0250000008884987,4.612351133765913e-05,0.0250000018487577,4.765471274556081e-05,0.0250000018487577,4.765471274556081e-05,0.0250000025065914,3.3241755217454324e-05,0.0250000023936035,3.207969765626561e-05,3017804,425551,6565,425551,6565,0.1410134654205508,0.0021754229234237,0.1410134654205508,0.0021754229234237
08-19-2021,163.54,231.59,1.0,7.0,57.0,10.0,-23.0,4.0,0.0250000009637376,4.934330899350567e-05,0.0250000009637376,4.934330899350567e-05,0.0250000019562907,4.99499080974082e-05,0.0250000019562907,4.99499080974082e-05,0.0250000025691964,3.3804058700830685e-05,0.0250000025691964,3.3804058700830685e-05,3017804,429100,6581,429100,6581,0.1421894861296492,0.0021807247919347,0.1421894861296492,0.0021807247919347
08-20-2021,190.72,263.54,0.0,4.0,80.0,11.0,-22.0,4.0,0.0250000009315178,4.8132101210660254e-05,0.0250000009315178,4.8132101210660254e-05,0.0250000020219369,5.149984396018192e-05,0.0250000020219369,5.149984396018192e-05,0.0250000027721904,3.590237551354608e-05,0.0250000027721904,3.590237551354608e-05,3017804,431507,6614,431507,6614,0.1429870859737743,0.0021916598957387,0.1429870859737743,0.0021916598957387
08-21-2021,179.51,254.78,-5.0,4.0,56.0,16.0,-6.0,3.0,0.0250000008747316,4.549925130950614e-05,0.0250000008747316,4.549925130950614e-05,0.0250000020508315,5.214495461381965e-05,0.0250000020508315,5.214495461381965e-05,0.0250000028663425,3.681043904205264e-05,0.0250000028663425,3.681043904205264e-05,3017804,434027,6645,434027,6645,0.1438221302642583,0.0022019322659788,0.1438221302642583,0.0022019322659788
08-22-2021,131.91,178.2,1.0,7.0,56.0,16.0,-7.0,3.0,0.0250000009944451,5.099789465537668e-05,0.0250000009944451,5.099789465537668e-05,0.0250000021000075,5.324859528514557e-05,0.0250000021000075,5.324859528514557e-05,0.0250000029432049,3.75458104788794e-05,0.0250000029432049,3.75458104788794e-05,3017804,435256,6674,435256,6674,0.1442293800392603,0.002211541902655,0.1442293800392603,0.002211541902655
08-23-2021,155.76,332.24,-1.0,5.0,30.0,8.0,-24.0,5.0,0.025000001047932,5.346554923378248e-05,0.025000001047932,5.346554923378248e-05,0.0250000022564245,5.685297395792735e-05,0.0250000022564245,5.685297395792735e-05,0.0250000031049829,3.920965750800473e-05,0.0250000031049829,3.920965750800473e-05,3017804,436242,6704,436242,6704,0.1445561076862513,0.0022214829061131,0.1445561076862513,0.0022214829061131
08-24-2021,155.54,287.73,-1.0,6.0,51.0,11.0,-24.0,4.0,0.0250000010370184,5.2861328614970766e-05,0.0250000010370184,5.2861328614970766e-05,0.0250000023229341,5.834947564818704e-05,0.0250000023229341,5.834947564818704e-05,0.0250000032599939,4.081095562136692e-05,0.0250000032599939,4.081095562136692e-05,3017804,438465,6749,438465,6749,0.1452927360424998,0.0022363944113004,0.1452927360424998,0.0022363944113004
08-25-2021,154.69,248.99,1.0,7.0,61.0,12.0,-22.0,4.0,0.025000000996086,5.03003940707719e-05,0.025000000996086,5.03003940707719e-05,0.0250000023790817,5.948362121447011e-05,0.0250000023790817,5.948362121447011e-05,0.0250000034537629,4.275821598631908e-05,0.0250000034537629,4.275821598631908e-05,3017804,441246,6774,441246,6774,0.1462142670630697,0.0022446785808488,0.1462142670630697,0.0022446785808488
08-26-2021,161.95,246.8,1.0,8.0,68.0,15.0,-23.0,4.0,0.0250000010451378,5.245943889788302e-05,0.0250000010451378,5.245943889788302e-05,0.0250000024582082,6.131524774499422e-05,0.0250000024582082,6.131524774499422e-05,0.0250000034949158,4.307338448680505e-05,0.0250000034949158,4.307338448680505e-05,3017804,443564,6806,443564,6806,0.1469823752636022,0.0022552823178708,0.1469823752636022,0.0022552823178708
08-27-2021,193.16,267.8,1.0,5.0,75.0,14.0,-21.0,3.0,0.0250000011715834,5.837308825930869e-05,0.0250000011715834,5.837308825930869e-05,0.0250000024508724,6.110095816625965e-05,0.0250000024508724,6.110095816625965e-05,0.0250000036387335,4.455807541728476e-05,0.0250000036387335,4.455807541728476e-05,3017804,446430,6836,446430,6836,0.1479320724606369,0.002265223321329,0.1479320724606369,0.002265223321329
08-28-2021,184.82,240.06,-4.0,6.0,68.0,26.0,-5.0,2.0,0.0250000011628364,5.811577034419942e-05,0.0250000011628364,5.811577034419942e-05,0.0250000023810642,5.949548727079343e-05,0.0250000023810642,5.949548727079343e-05,0.0250000037698352,4.5908305782621095e-05,0.0250000037698352,4.5908305782621095e-05,3017804,448596,6854,448596,6854,0.1486498129103149,0.0022711879234039,0.1486498129103149,0.0022711879234039
08-29-2021,133.0,157.7,1.0,8.0,56.0,22.0,-8.0,3.0,0.025000001132578,5.733470949608551e-05,0.025000001132578,5.733470949608551e-05,0.0250000025077276,6.269023508696895e-05,0.0250000025077276,6.269023508696895e-05,0.0250000038826457,4.715807340228418e-05,0.0250000038826457,4.715807340228418e-05,3017804,449383,6879,449383,6879,0.1489105985677002,0.0022794720929523,0.1489105985677002,0.0022794720929523
08-30-2021,153.32,214.25,-1.0,5.0,37.0,12.0,-23.0,5.0,0.0250000011074955,5.67102387604529e-05,0.0250000011074955,5.67102387604529e-05,0.0250000025479894,6.387280098704996e-05,0.0250000025479894,6.387280098704996e-05,0.0250000039779345,4.823058140742271e-05,0.0250000039779345,4.823058140742271e-05,3017804,450265,6912,450265,6912,0.1492028640693696,0.0022904071967563,0.1492028640693696,0.0022904071967563
08-31-2021,157.14,219.94,2.0,9.0,63.0,15.0,-22.0,4.0,0.0250000010917645,5.605990514438733e-05,0.0250000010917645,5.605990514438733e-05,0.0250000025194702,6.331632695709321e-05,0.0250000025194702,6.331632695709321e-05,0.0250000040507343,4.900630058770177e-05,0.0250000040507343,4.900630058770177e-05,3017804,452891,6934,452891,6934,0.1500730332387391,0.0022976972659589,0.1500730332387391,0.0022976972659589
